IBUName,Skier,ID,Nation,StartOrder,Bib,Is_Host_Nation,In_Startlist,Elo,Individual_Elo,Sprint_Elo,Pursuit_Elo,MassStart_Elo,Race_Elo,Race1_Prob,City,Country,Race_Type,Race_Date
Quinn Morgan,Quinn Morgan,2913,Canada,999,999,False,False,1127.2867349736464,1254.429053621498,1153.798341754944,1299.3641583341437,1300.0,1299.3641583341437,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Seunggyo Kim,Seunggyo Kim,3125,South Korea,999,999,False,False,1284.1431104672656,1297.1726590133576,1291.8603578308212,1299.3641583341437,1288.2101582455625,1299.3641583341437,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Wilma Björn,Wilma Björn,2611,Sweden,999,999,False,False,1162.7344108814957,1237.0126174428192,1212.5395907106029,1299.2519509813455,1295.3820845481955,1299.2519509813455,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Aliah Turner,Aliah Turner,3282,Canada,999,999,False,False,1276.225502985266,1294.1020757083586,1289.0929378626329,1299.2519509813455,1300.0,1299.2519509813455,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Arina Kryukova,Arina Kryukova,2662,Kazakhstan,999,999,False,False,1124.9701659900184,1229.802734532989,1125.993728671688,1299.2519509813455,1296.8733326344973,1299.2519509813455,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Majka Germata,Majka Germata,3027,Poland,999,999,False,False,1254.5728401125136,1289.2669304489464,1276.0145608227403,1299.2519509813455,1298.4395367140407,1299.2519509813455,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Ema Zvarova,Ema Zvarova,3194,Slovakia,999,999,False,False,1232.7779101629642,1292.390557357327,1247.775999938336,1299.2519509813455,1300.0,1299.2519509813455,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Ragna Fodstad,Ragna Fodstad,3060,Norway,999,999,True,False,1324.6150000779485,1274.5127371468484,1329.9925536384285,1298.7827187510998,1287.2500456977689,1298.7827187510998,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Linnea Winsvold,Linnea Winsvold,2839,Norway,999,999,True,False,1245.666856983963,1299.071551982305,1263.4976003360216,1298.7419436534406,1270.3045671432233,1298.7419436534406,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Stefanie Scherer,Stefanie Scherer,2228,Germany,999,999,False,False,1340.2968504802504,1342.7202076491333,1311.2404130041484,1298.5757119202997,1314.5090576445668,1298.5757119202997,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Emilia Irvankoski,Emilia Irvankoski,2605,Finland,999,999,False,False,1075.471242278848,1164.634440600168,1142.365870080837,1298.4605404244262,1288.2101582455625,1298.4605404244262,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Kristiane Rolstad,Kristiane Rolstad,2835,Norway,999,999,True,False,1255.851640324712,1299.071551982305,1276.33162831351,1297.6475416178173,1281.1155728577169,1297.6475416178173,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Lena Hanses,Lena Hanses,2440,Germany,999,999,False,False,1309.0237068616134,1297.8062281741647,1305.4104279446258,1297.5683972072295,1300.8273357230614,1297.5683972072295,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Samuela Comola,Samuela Comola,1803,Italy,999,999,False,False,1373.8399973809833,1376.981623799686,1384.6372699266517,1297.3264255022775,1291.9965039875356,1297.3264255022775,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Shawna Pendry,Shawna Pendry,2527,Great Britain,999,999,False,False,1052.454048326251,1141.7083418638504,1076.7051032855018,1297.0370757537264,1284.3186093477375,1297.0370757537264,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Louise Roguet,Louise Roguet,3103,France,999,999,False,False,1253.673940109993,1296.0208261341884,1256.3468010526492,1296.3787021069238,1298.4395367140407,1296.3787021069238,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Melina Gaupp,Melina Gaupp,3214,Germany,999,999,False,False,1280.2260233244142,1270.3112012041595,1305.252638305216,1296.0856897123454,1300.0,1296.0856897123454,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Sophia Schneider,Sophia Schneider,1592,Germany,999,999,False,False,1428.8725577392593,1362.2296016745863,1484.1683900877636,1296.0452365984352,1265.7079245182726,1296.0452365984352,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Erika Österman,Erika Österman,2600,Sweden,999,999,False,False,1257.9669539136637,1244.500838537173,1275.126138225418,1295.3928299023337,1300.3820845481955,1295.3928299023337,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Tuva Aas Stræte,Tuva Aas Stræte,2733,Norway,999,999,True,False,1308.3759874702776,1309.060226282057,1307.4464996372826,1294.9384646635838,1281.288017654365,1294.9384646635838,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Siri Galtung Skar,Siri Galtung Skar,3083,Norway,999,999,True,False,1335.5306890323864,1347.9811135228465,1306.7332276663878,1294.3382425803966,1290.9206008706692,1294.3382425803966,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Siri Skar,Siri Skar,3083,Norway,999,999,True,False,1383.0731330541064,1369.715518424256,1341.015658187243,1294.3382425803966,1290.9206008706692,1294.3382425803966,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Charlotte Gallbronner,Charlotte Gallbronner,2740,Germany,999,999,False,False,1288.4457332486106,1297.1687880065824,1291.6278341067373,1293.8915367470029,1299.1477396266696,1293.8915367470029,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Elsa Brandt,Elsa Brandt,3217,Sweden,999,999,False,False,1259.0678897846533,1293.3773193227007,1274.3986787496808,1293.577362442316,1297.5909497197515,1293.577362442316,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Lina Farra,Lina Farra,2577,USA,999,999,False,False,991.9266607435244,1196.1601441707242,1018.1248588848466,1293.1320319294882,1284.5580973577491,1293.1320319294882,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Polina Yegorova,Polina Yegorova,2508,Kazakhstan,999,999,False,False,1037.875605795108,1117.3599140099122,1062.240614397496,1293.107436620047,1287.282223565946,1293.107436620047,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Marina Sauter,Marina Sauter,1766,Germany,999,999,False,False,1318.9090269731266,1309.120496271081,1315.9712281476593,1293.0351276310455,1300.8273357230614,1293.0351276310455,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Tetiana Tarasiuk,Tetiana Tarasiuk,3015,Ukraine,999,999,False,False,1275.7900437452165,1289.7551493793198,1289.961068877509,1292.6119527272713,1297.5909497197515,1292.6119527272713,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Darya Dolidovich,Darya Dolidovich,3253,World Championship,999,999,False,False,1155.9444698011291,1231.695355466451,1172.9284665633925,1292.3731617782494,1299.1477396266696,1292.3731617782494,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Iva Moric,Iva Moric,2895,Croatia,999,999,False,False,1184.9149747130075,1245.442552544991,1199.3328993425662,1292.3731617782494,1290.173943830516,1292.3731617782494,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Guro Ytterhus,Guro Ytterhus,3085,Norway,999,999,True,False,1287.971717295711,1281.416305825831,1331.0431518110297,1292.0485399369202,1285.229766862966,1292.0485399369202,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Ying Wen,Ying Wen,2841,China,999,999,False,False,1180.9454286287648,1249.5375119076689,1190.1474422082963,1291.8748549990364,1288.2101582455625,1291.8748549990364,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Synne Owren,Synne Owren,2546,Norway,999,999,True,False,1312.2183710214167,1306.695884138284,1307.667736482702,1291.723911922314,1282.1254370462138,1291.723911922314,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Alina Skripkina,Alina Skripkina,2747,Kazakhstan,999,999,False,False,1134.8412582411645,1163.5871779846775,1117.9404710641277,1291.4645960583005,1300.0,1291.4645960583005,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Frida Dahl,Frida Dahl,3362,Norway,999,999,True,False,1233.6834288108791,1260.2438832275964,1250.0585861407365,1291.398474443416,1269.0798889487637,1291.398474443416,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Konstantina Charalampidou,Konstantina Charalampidou,2625,Greece,999,999,False,False,1105.5655862797885,1186.2563511734477,1127.9882445097408,1291.1175786516983,1290.173943830516,1291.1175786516983,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Une Christiane Tronerud Kvelvane,Une Christiane Tronerud Kvelvane,2103,Norway,999,999,True,False,1244.8387749911556,1280.8231175688202,1260.2413910669682,1291.1095425096055,1264.7726580693368,1291.1095425096055,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Hikaru Fukuda,Hikaru Fukuda,2424,Japan,999,999,False,False,1039.2757255787517,1117.6223806273294,1068.3591672550383,1290.6722750280692,1295.0250236273862,1290.6722750280692,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Selina Marie Kastl,Selina Marie Kastl,2613,Germany,999,999,False,False,1314.6474680798983,1317.175672851328,1304.9192698305558,1289.312182930518,1295.5108959419304,1289.312182930518,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Milana Geneva,Milana Geneva,2755,Kazakhstan,999,999,False,False,1103.4895776524052,1181.082929861754,1128.8267246445412,1288.1658109016194,1287.282223565946,1288.1658109016194,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Kristina Oberthaler,Kristina Oberthaler,2267,Austria,999,999,False,False,1218.075271053864,1238.9487778879889,1231.790444917738,1288.0777008031712,1291.9745224102928,1288.0777008031712,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Jumi Jung,Jumi Jung,1605,South Korea,999,999,False,False,1201.0104797609688,1181.6213137756245,1259.3213633873747,1287.7542200290686,1281.558043906588,1287.7542200290686,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Miroslava Cervena,Miroslava Cervena,3202,Czechia,999,999,False,False,1227.1048046891874,1285.5776886778028,1256.4720204248445,1287.453877713924,1297.5909497197515,1287.453877713924,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Yang Zhou,Yang Zhou,2843,China,999,999,False,False,1187.33069403568,1288.9238758683473,1198.6386661569484,1286.3340370945168,1288.2101582455625,1286.3340370945168,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Chloe Dupont,Chloe Dupont,2964,Great Britain,999,999,False,False,1087.2557910416297,1140.2280258011183,1145.5532037918397,1286.248347216953,1295.2335234609925,1286.248347216953,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Kseniia Prykhodko,Kseniia Prykhodko,2965,Ukraine,999,999,False,False,1193.3314669584918,1279.5869325311337,1206.9586272648205,1285.8521716026212,1291.9109154652808,1285.8521716026212,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Gillian Gowling,Gillian Gowling,1812,Canada,999,999,False,False,1274.075871772013,1261.7942585817364,1032.0827780634352,1285.7361382713489,1281.011939548103,1285.7361382713489,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Gro Njølstad Randby,Gro Njølstad Randby,2719,Norway,999,999,True,False,1298.1314806490302,1254.5934141441426,1325.3910768649205,1285.6264013442922,1295.1127364859171,1285.6264013442922,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Leonora Rønhede,Leonora Rønhede,3014,Denmark,999,999,False,False,1185.4801198511716,1218.5041777387069,1232.976762991161,1285.3679843329323,1299.9395367140407,1285.3679843329323,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Rieke de Maeyer,Rieke de Maeyer,2161,Belgium,999,999,False,False,1183.809574024364,1185.527918113387,1209.937204238175,1285.3679843329323,1286.09490018434,1285.3679843329323,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Anja Fischer,Anja Fischer,1818,Switzerland,999,999,False,False,1110.8742354969263,1251.626054448565,1147.4788276839538,1285.276166055788,1281.519427276922,1285.276166055788,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Polona Klemencic,Polona Klemencic,1606,Slovenia,999,999,False,False,1493.6774234156908,1444.326475459564,1479.8020525638392,1285.0755999846094,1276.112641357398,1285.0755999846094,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Sara Pacerova,Sara Pacerova,2713,Slovakia,999,999,False,False,1136.3152832796927,1232.7985038062145,1185.459954333152,1284.4882674165565,1285.8980451272446,1284.4882674165565,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Shilo Rousseau,Shilo Rousseau,2262,Canada,999,999,False,False,1252.9670096797126,1194.7670084415413,1264.46007299868,1284.3123958554336,1295.8083746921063,1284.3123958554336,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Inka Remes,Inka Remes,3230,Finland,999,999,False,False,1187.6590905225526,1236.1861877024037,1242.54121797246,1283.5036528081966,1300.0,1283.5036528081966,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Ilona Plechacova,Ilona Plechacova,2961,Czechia,999,999,False,False,1303.2338263160132,1351.728641783836,1262.3881461711323,1283.209755630143,1281.9206008706692,1283.209755630143,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Ida Eriksson,Ida Eriksson,3218,Sweden,999,999,False,False,1181.852034202272,1244.831908491263,1230.9871450026783,1281.142492622295,1298.4395367140407,1281.142492622295,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Darcie Morton,Darcie Morton,1603,Australia,999,999,False,False,1017.777500519836,1086.1288565540217,1039.088227932135,1280.2387902204728,1269.909584581301,1280.2387902204728,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Moira Green,Moira Green,2902,Canada,999,999,False,False,1252.074116359491,1230.72601711192,1188.6213762971738,1279.132435139711,1289.8129287496931,1279.132435139711,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Mari Torsteinsrud,Mari Torsteinsrud,2833,Norway,999,999,True,False,1249.5774168861783,1260.2438832275964,1262.607785455773,1278.877811975169,1283.6064356215572,1278.877811975169,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Martine Djatkovica,Martine Djatkovica,3325,Latvia,999,999,False,False,1284.4869621838752,1297.2966406340158,1293.1195142766678,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Zuzanna Sadownik,Zuzanna Sadownik,2890,Poland,999,999,False,False,1240.6301959253176,1282.9445850997256,1269.2006898087404,1278.8699876120195,1299.1477396266696,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Nikol Petkova,Nikol Petkova,3380,Bulgaria,999,999,False,False,1284.7312901311898,1297.2966406340158,1290.5736045972565,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Nadezhda Chshedrina,Nadezhda Chshedrina,3381,Kazakhstan,999,999,False,False,1282.5359771371932,1293.313387376333,1289.9449955138189,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Sage Taylor,Sage Taylor,3219,Canada,999,999,False,False,1279.7773120334114,1294.250744238477,1292.2352960601968,1278.8699876120195,1298.4395367140407,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Laura Alzina,Laura Alzina,3330,Latvia,999,999,False,False,1284.7312901311898,1297.2966406340158,1290.5736045972565,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Venla Mennala,Venla Mennala,3342,Finland,999,999,False,False,1289.768119493242,1297.2966406340158,1296.3686879643096,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Klaudia Niedurny,Klaudia Niedurny,3193,Poland,999,999,False,False,1263.2239845628849,1291.1645026671772,1281.452922089719,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Desislava Mincheva,Desislava Mincheva,3276,Bulgaria,999,999,False,False,1281.6946358993334,1297.2966406340158,1288.78964911051,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Ainara Yuste Lopez,Ainara Yuste Lopez,3270,Spain,999,999,False,False,1294.6090419922396,1296.7670243894406,1298.8317916632857,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Sophia Imwinkelried,Sophia Imwinkelried,3254,Switzerland,999,999,False,False,1296.3345997526462,1297.480217927014,1300.2056513400134,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Polina Putsko,Polina Putsko,3154,Ukraine,999,999,False,False,1261.3142922108675,1290.7679334307556,1278.710614769827,1278.8699876120195,1298.4395367140407,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Iryna Shevchenko,Iryna Shevchenko,3151,Ukraine,999,999,False,False,1271.0711990754294,1291.9550195649556,1279.3386787556683,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Evelyn Stalder,Evelyn Stalder,3382,Switzerland,999,999,False,False,1300.0,1260.2438832275964,1300.0,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Angela Cajal Cebrian,Angela Cajal Cebrian,3124,Spain,999,999,False,False,1286.2911284728011,1294.652690600749,1292.5576934865803,1278.8699876120195,1288.2101582455625,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Mariya Vorobyeva,Mariya Vorobyeva,3185,Kazakhstan,999,999,False,False,1293.5940627660243,1298.2600275106097,1296.3686879643096,1278.8699876120195,1288.2101582455625,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Sofya Unzhakova,Sofya Unzhakova,3229,Kazakhstan,999,999,False,False,1296.6986768723473,1300.0,1298.6963631121648,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Moira Glassford,Moira Glassford,3385,Canada,999,999,False,False,1298.7454275467846,1300.0,1299.2970609458232,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Rusne Motiejunaite,Rusne Motiejunaite,3129,Lithuania,999,999,False,False,1277.225231922576,1295.2342743637594,1283.2860446016125,1278.8699876120195,1288.2101582455625,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Nina Matossi,Nina Matossi,3386,Switzerland,999,999,False,False,1300.0,1260.2438832275964,1300.0,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Stefani Yordanova,Stefani Yordanova,3387,Bulgaria,999,999,False,False,1286.5964902791452,1298.2600275106097,1290.5736045972565,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Sandra Vodenicharova,Sandra Vodenicharova,3257,Bulgaria,999,999,False,False,1286.4373341100977,1299.21656052748,1291.6642709760629,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Anna-Lena Wolf,Anna-Lena Wolf,3031,Austria,999,999,False,False,1266.1223481026095,1292.54440510926,1283.835682057247,1278.8699876120195,1298.4395367140407,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Ines Legovic,Ines Legovic,3271,Croatia,999,999,False,False,1277.7890093286935,1295.0415217125974,1287.6546781929244,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Boroka Tamas,Boroka Tamas,3123,Romania,999,999,False,False,1287.1612408255075,1297.569969668289,1291.7199575118684,1278.8699876120195,1288.2101582455625,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Keita Kolna,Keita Kolna,3182,Latvia,999,999,False,False,1289.768119493242,1299.032652405668,1293.4609035235042,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Janka Kurko,Janka Kurko,3259,Romania,999,999,False,False,1294.0506434098802,1299.21656052748,1297.4748798370986,1278.8699876120195,1288.2101582455625,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Marina Benderer,Marina Benderer,3029,Switzerland,999,999,False,False,1252.5133679742182,1287.1267471907022,1277.249558990684,1278.8699876120195,1297.5909497197515,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Paolina Rakova,Paolina Rakova,3379,Bulgaria,999,999,False,False,1288.508099946731,1298.2600275106097,1290.5736045972565,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Mirtel Kaljumäe,Mirtel Kaljumäe,3326,Estonia,999,999,False,False,1265.5826707504862,1297.2966406340158,1272.4890507251628,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Kiara Hace,Kiara Hace,2963,Slovenia,999,999,False,False,1219.530969310023,1284.930685545408,1246.9957412833796,1278.8699876120195,1297.5909497197515,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Namou Candau-Armand,Namou Candau-Armand,3250,France,999,999,False,False,1289.780896017014,1294.256639890271,1294.087793569713,1278.8699876120195,1299.9395367140407,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Triinu Heinsoo,Triinu Heinsoo,3346,Estonia,999,999,False,False,1298.7454275467846,1300.0,1299.2970609458232,1278.8699876120195,1288.2101582455625,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Lou-Anne Dupont Ballet Baz,Lou-Anne Dupont Ballet Baz,3010,France,999,999,False,False,1297.2247044115356,1301.4935028955867,1293.605316242727,1278.8699876120195,1299.9395367140407,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Maela Correia,Maela Correia,3377,France,999,999,False,False,1301.0594857131914,1300.0,1300.579048523463,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Selina Ganner,Selina Ganner,3307,Austria,999,999,False,False,1294.3686439083376,1298.9318112376902,1297.641676184734,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Hanni Koski,Hanni Koski,3168,Finland,999,999,False,False,1218.0454804731785,1292.3752773272663,1226.7829461020258,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Juliette Oliva,Juliette Oliva,3304,France,999,999,False,False,1298.597551470048,1299.032652405668,1299.2970609458232,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Molly Kafka,Molly Kafka,3156,Switzerland,999,999,False,False,1291.7943552872978,1296.5186084478037,1297.641676184734,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Maelle Achoui,Maelle Achoui,3308,France,999,999,False,False,1300.0,1300.0,1300.0,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Viktoriia Khvostenko,Viktoriia Khvostenko,3188,Ukraine,999,999,False,False,1232.8824133397566,1295.226504315343,1240.7354431877693,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Ajda Spitalar,Ajda Spitalar,3166,Slovenia,999,999,False,False,1286.463663968349,1296.5186084478037,1290.5736045972565,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Nayeli Mariotti Cavagnet,Nayeli Mariotti Cavagnet,3034,Italy,999,999,False,False,1288.9854466414156,1295.2316327906567,1293.1699400993505,1278.8699876120195,1299.9395367140407,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Sydney Wüstling,Sydney Wüstling,3291,Germany,999,999,False,False,1304.6368064906014,1299.9347144709732,1304.5037330669386,1278.8699876120195,1299.9395367140407,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Alma Siegismund,Alma Siegismund,3008,Germany,999,999,False,False,1300.824975741071,1298.6512077703565,1296.5947382341217,1278.8699876120195,1299.7826424162547,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Coralie Perrin,Coralie Perrin,3303,France,999,999,False,False,1300.7994430747224,1297.7292015233204,1301.6074539168822,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Lola Bugeaud,Lola Bugeaud,3006,France,999,999,False,False,1297.0416235901937,1297.66174382902,1299.2955160167762,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Iris Cavallera,Iris Cavallera,3404,Italy,999,999,False,False,1299.9014985862166,1300.0,1299.2970609458232,1278.8699876120195,1288.2101582455625,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Anna Matejkova,Anna Matejkova,3203,Czechia,999,999,False,False,1271.2377217203623,1293.835620336046,1285.5378351706445,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Johanna Lehnung,Johanna Lehnung,3017,Germany,999,999,False,False,1297.6866426462154,1296.6643732636242,1299.9215703653078,1278.8699876120195,1299.9395367140407,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Natalie Svecova,Natalie Svecova,3405,Czechia,999,999,False,False,1301.0594857131914,1300.0,1300.579048523463,1278.8699876120195,1288.2101582455625,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Sophia Inwinkelried,Sophia Inwinkelried,3361,Switzerland,999,999,False,False,1299.3473298864742,1299.032652405668,1246.8089751486627,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Melia Palsinajärvi,Melia Palsinajärvi,3384,Finland,999,999,False,False,1280.0581201776422,1293.313387376333,1289.9449955138189,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Eliska Molnarova,Eliska Molnarova,3357,Slovakia,999,999,False,False,1288.508099946731,1298.2600275106097,1293.4609035235042,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Nina Pogacnik,Nina Pogacnik,2887,Slovenia,999,999,False,False,1190.8946792988309,1258.9127565531503,1221.365853595416,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Evelina Mezentseva,Evelina Mezentseva,3174,Kazakhstan,999,999,False,False,1278.0070543686163,1290.3208088625463,1294.5593129881415,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Alina Khmil,Alina Khmil,3150,Ukraine,999,999,False,False,1287.3819159594102,1296.5186084478037,1295.6386804451156,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Giannina Piller,Giannina Piller,3305,Switzerland,999,999,False,False,1293.1850061419484,1297.2966406340158,1297.641676184734,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Flora Csonka,Flora Csonka,3051,Canada,999,999,False,False,1286.523455457781,1296.9185841684755,1290.9953374700606,1278.8699876120195,1300.0,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
Alzbeta Gargulakova,Alzbeta Gargulakova,3013,Slovakia,999,999,False,False,1224.6677089119469,1287.8436732304503,1250.210602429392,1278.8699876120195,1298.4395367140407,1278.8699876120195,0.0,Holmenkollen,Norway,Pursuit,03/21/2026
