"IBUName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Elo","Individual_Elo","Sprint_Elo","Pursuit_Elo","MassStart_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Sex","Race2_Prob"
"Andreea Mezdrea","Andreea Mezdrea","2419","Romania",999,999,"False","False",1052.86251284683,1012.35543076127,1073.87380470061,1248.04649138828,1279.20085424396,1073.87380470061,0,"Oberhof","Germany","Sprint","01/08/2026","L",0
"Grete Gaim","Grete Gaim","714","Estonia",999,999,"False","False",993.980979208664,1000.52917032544,1064.34227591457,1271.35017289122,1279.20085424396,1064.34227591457,0,"Oberhof","Germany","Sprint","01/08/2026","L",0
"Alina Skripkina","Alina Skripkina","2747","Kazakhstan",999,999,"False","False",1065.65897956717,1207.00651663934,1061.82614677588,1248.04649138828,1279.20085424396,1061.82614677588,0,"Oberhof","Germany","Sprint","01/08/2026","L",0
"Tereza Vinklarkova","Tereza Vinklarkova","1782","Czechia",999,999,"False","False",1069.09242207733,1242.60669202379,1051.05049181827,1247.47828299634,1279.20085424396,1051.05049181827,0,"Oberhof","Germany","Sprint","01/08/2026","L",0.0540540540540541
"Ziva Klemencic","Ziva Klemencic","2218","Slovenia",999,999,"False","False",974.936161840372,1001.88814365837,1031.90460954552,1240.92550445142,1279.20085424396,1031.90460954552,0,"Oberhof","Germany","Sprint","01/08/2026","L",0.0810810810810811
"Darcie Morton","Darcie Morton","1603","Australia",999,999,"False","False",981.701937344742,1045.39990246395,1014.79753265371,1248.04649138828,1279.20085424396,1014.79753265371,0,"Oberhof","Germany","Sprint","01/08/2026","L",0
"Chloe Dupont","Chloe Dupont","2964","Great Britain",999,999,"False","False",960.46728253335,1051.70141797218,1012.4419099311,1248.04649138828,1279.20085424396,1012.4419099311,0,"Oberhof","Germany","Sprint","01/08/2026","L",0
"Adelina Rimbeu","Adelina Rimbeu","2789","Romania",999,999,"False","False",958.09403682543,1079.72511119654,1003.2990895532,1248.04649138828,1279.20085424396,1003.2990895532,0,"Oberhof","Germany","Sprint","01/08/2026","L",0
"Ukaleq Astri Slettemark","Ukaleq Astri Slettemark","2191","Greenland",999,999,"False","False",1012.34111863882,1286.2355806614,997.755562273134,1270.0550073542,1285.15807584154,997.755562273134,0,"Oberhof","Germany","Sprint","01/08/2026","L",0.027027027027027
"Aliona Makarova","Aliona Makarova","2779","Moldova",999,999,"False","False",972.409436867564,1106.2947820346,975.775335389654,1252.55378593579,1279.20085424396,975.775335389654,0,"Oberhof","Germany","Sprint","01/08/2026","L",0.0625
