"IBUName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Elo","Individual_Elo","Sprint_Elo","Pursuit_Elo","MassStart_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Sex","Race2_Prob"
"Antonin Guigonnat","Antonin Guigonnat",903,"France",999,999,"False","False",1495.7842326966,1442.98599395207,1477.60781813954,1367.07705894533,1266.73727639345,1442.98599395207,0,"Mesto","Czechia","Individual","01/22/2026","M",0.68
"Didier Bionaz","Didier Bionaz",4389,"Italy",999,999,"False","False",1366.01870882648,1441.67604726405,1401.32830593725,1215.95606446264,1272.37443001299,1441.67604726405,0,"Mesto","Czechia","Individual","01/22/2026","M",0.28
"Kristo Siimer","Kristo Siimer",1578,"Estonia",999,999,"False","False",1324.52066026778,1440.81829147574,1318.46412407277,1206.67945248711,1235.66137786104,1440.81829147574,0,"Mesto","Czechia","Individual","01/22/2026","M",0.04
"Sivert Gerhardsen","Sivert Gerhardsen",5187,"Norway",999,999,"False","False",1484.96401476464,1437.40884751178,1415.33775854053,1311.84280423816,1264.35193768506,1437.40884751178,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Nicola Romanin","Nicola Romanin",1294,"Italy",999,999,"False","False",1397.08084201213,1429.66763357812,1360.09573149272,1307.23795659213,1270.34014329807,1429.66763357812,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Mats Øverby","Mats Øverby",4660,"Norway",999,999,"False","False",1489.66615741839,1428.11678454514,1488.91191494607,1320.81619068212,1300.82777181561,1428.11678454514,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Nicolo Betemps","Nicolo Betemps",4735,"Italy",999,999,"False","False",1302.69234127733,1403.45851662149,1290.22827716829,1285.5584057523,1293.07695139165,1403.45851662149,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Sindre Fjellheim Jorde","Sindre Fjellheim Jorde",3009,"Norway",999,999,"False","False",1286.25123517385,1399.97985421764,1285.78553491896,1312.6971961359,1260.18293383219,1399.97985421764,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Franz Schaser","Franz Schaser",4766,"Germany",999,999,"False","False",1381.32106089405,1399.24933606952,1338.16657529887,1298.95777664576,1304.8646020832,1399.24933606952,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Davide Compagnoni","Davide Compagnoni",5007,"Italy",999,999,"False","False",1241.6759096456,1391.39002211395,1261.49138060722,1292.34425395749,1269.41466466083,1391.39002211395,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Valentin Lejeune","Valentin Lejeune",4847,"France",999,999,"False","False",1286.79652653394,1384.38330134126,1283.6734205701,1326.55423860464,1288.14380786451,1384.38330134126,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Mathias Skrede","Mathias Skrede",4258,"Norway",999,999,"False","False",1304.08997808466,1381.12264382056,1277.42932114583,1281.96563125583,1275.57447190806,1381.12264382056,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Fredrik Mühlbacher","Fredrik Mühlbacher",4999,"Austria",999,999,"False","False",1141.04859631032,1380.2814636548,1126.19364721396,1259.21574583293,1266.65995689464,1380.2814636548,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jake Brown","Jake Brown",3571,"USA",999,999,"False","False",1400.36944218673,1377.26268276743,1375.63699124393,1230.24864288807,1286.93160959877,1377.26268276743,0,"Mesto","Czechia","Individual","01/22/2026","M",0.04
"Martin Femsteinevik","Martin Femsteinevik",1094,"Norway",999,999,"False","False",1382.92548107226,1375.38931573443,1363.32617365926,1295.46677103804,1274.1779461343,1375.38931573443,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Damien Levet","Damien Levet",4781,"France",999,999,"False","False",1455.48026396761,1373.52713255373,1479.11900151591,1320.70348931075,1274.10165460114,1373.52713255373,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Matija Legovic","Matija Legovic",4837,"Croatia",999,999,"False","False",1308.81170440687,1372.79313058762,1307.35388718052,1308.44077437684,1297.35240085243,1372.79313058762,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Oscar Andersson","Oscar Andersson",4616,"Sweden",999,999,"False","False",1345.53171033987,1370.51856229913,1360.8537559237,1270.49889843033,1292.83174251294,1370.51856229913,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Theo Guiraud Poillot","Theo Guiraud Poillot",4743,"France",999,999,"False","False",1339.82881803048,1364.44088014841,1389.21928563838,1280.93783265608,1295.12677267677,1364.44088014841,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Leo Carlier","Leo Carlier",5341,"France",999,999,"False","False",1348.15968087477,1362.08077182629,1332.01006881282,1290.44420283956,1302.15326259332,1362.08077182629,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jacques Jefferies","Jacques Jefferies",4852,"Great Britain",999,999,"False","False",1218.28518334215,1358.86217529568,1234.35537689139,1259.79959773103,1300,1358.86217529568,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Philipp Lipowitz","Philipp Lipowitz",4421,"Germany",999,999,"False","False",1273.41947630003,1353.71016717151,1275.50618295228,1284.51664820287,1283.5020079151,1353.71016717151,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Blagoy Todev","Blagoy Todev",4563,"Bulgaria",999,999,"False","False",1395.61969546217,1353.18161095207,1368.06423452769,1271.29525538694,1293.04087916481,1353.18161095207,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Dmytro Pidruchnyi","Dmytro Pidruchnyi",471,"Ukraine",999,999,"False","False",1458.17959015336,1353.15830214364,1435.47845178527,1366.11760724561,1244.00056837056,1353.15830214364,0,"Mesto","Czechia","Individual","01/22/2026","M",0.44
"Lucas Fratzscher","Lucas Fratzscher",3127,"Germany",999,999,"False","False",1518.37928110437,1352.03786876313,1467.71564766601,1313.05831886609,1303.1342508607,1352.03786876313,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Rene Zahkna","Rene Zahkna",1099,"Estonia",999,999,"False","False",1247.52181482001,1350.83509741188,1247.45171529636,1210.24975613444,1293.04087916481,1350.83509741188,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Cesare Lozza","Cesare Lozza",5188,"Italy",999,999,"False","False",1212.84269646367,1341.72228017597,1236.22775199571,1273.19090604443,1281.41571382988,1341.72228017597,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jaakko Ranta","Jaakko Ranta",1775,"Finland",999,999,"False","False",1250.86582860692,1338.34247618639,1214.24413005266,1220.40347735243,1286.79973974683,1338.34247618639,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Adam Runnalls","Adam Runnalls",1772,"Canada",999,999,"False","False",1312.55757534867,1335.20575511232,1317.59667186478,1191.6147888778,1284.579328772,1335.20575511232,0,"Mesto","Czechia","Individual","01/22/2026","M",0.04
"Sean Doherty","Sean Doherty",1073,"USA",999,999,"False","False",1423.63401593561,1331.65008560584,1433.52668847455,1207.1993690683,1253.19543660887,1331.65008560584,0,"Mesto","Czechia","Individual","01/22/2026","M",0.16
"Ole Suhrke","Ole Suhrke",4899,"Norway",999,999,"False","False",1402.18817239103,1330.09478855646,1363.90102229658,1281.96563125583,1308.98341706809,1330.09478855646,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Philip Lindkvist-Fløtten","Philip Lindkvist-Fløtten",5546,"Sweden",999,999,"False","False",1337.76490828094,1330.04808864064,1365.782354506,1288.75152253993,1284.05619090418,1330.04808864064,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Adam Vaclavik","Adam Vaclavik",1062,"Czechia",999,999,"True","False",1313.95396413576,1328.75880271248,1303.09298870163,1238.00602064122,1278.96920032232,1328.75880271248,0,"Mesto","Czechia","Individual","01/22/2026","M",0.08
"Victor Berglund","Victor Berglund",4734,"Sweden",999,999,"False","False",1220.3008047851,1326.48373297793,1246.34862309414,1298.01458230478,1276.41571382988,1326.48373297793,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kasper Kalkenberg","Kasper Kalkenberg",5186,"Norway",999,999,"False","False",1279.83956427262,1325.44296272118,1275.51434183787,1337.88737279375,1284.56696229119,1325.44296272118,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Felix Ullmann","Felix Ullmann",4775,"Switzerland",999,999,"False","False",1213.96984144152,1325.09935645094,1163.10624033632,1277.29667204064,1295.66606525369,1325.09935645094,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Linus Kesper","Linus Kesper",5002,"Germany",999,999,"False","False",1240.44814865277,1314.68974172846,1250.9516860978,1290.85075931651,1300,1314.68974172846,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Fabian Kaskel","Fabian Kaskel",4794,"Germany",999,999,"False","False",1305.93959469331,1314.3567395149,1302.79527774103,1295.27475903791,1297.15930133439,1314.3567395149,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Benjamin Menz","Benjamin Menz",4595,"Germany",999,999,"False","False",1343.06620529774,1309.62925557302,1331.20263658489,1302.31893485536,1297.15326259332,1309.62925557302,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Einar Hedegart","Einar Hedegart",4908,"Norway",999,999,"False","False",1332.45645893863,1307.97743084306,1338.27661139006,1291.97439342351,1284.68732339424,1307.97743084306,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Thomas Marchl","Thomas Marchl",5126,"Austria",999,999,"False","False",1320.37942299024,1306.77741894362,1328.77428254865,1290.60860654467,1300,1306.77741894362,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Daniel Malusek","Daniel Malusek",5006,"Czechia",999,999,"True","False",1210.85281360587,1306.11821502483,1247.01559313728,1288.2836110411,1273.93905400966,1306.11821502483,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Remo Burch","Remo Burch",5189,"Switzerland",999,999,"False","False",1285.92107113249,1305.38418067294,1287.7304254331,1281.96563125583,1300,1305.38418067294,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jaka Pilar","Jaka Pilar",5294,"Slovenia",999,999,"False","False",1281.60355211417,1304.8264320352,1292.79165935691,1281.96563125583,1300,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Akseli Kirjavainen","Akseli Kirjavainen",5155,"Finland",999,999,"False","False",1293.83031772393,1304.8264320352,1296.87637781921,1281.96563125583,1300,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Anton Redkin","Anton Redkin",5212,"Kazakhstan",999,999,"False","False",1290.92134350922,1304.8264320352,1296.31806432442,1281.96563125583,1300,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Matthäus Schönaigner","Matthäus Schönaigner",5308,"Austria",999,999,"False","False",1295.46399215519,1304.8264320352,1302.46310899719,1281.96563125583,1300,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Arttu Remes","Arttu Remes",5326,"Finland",999,999,"False","False",1294.60491777098,1304.8264320352,1297.33856631975,1281.96563125583,1300,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Oskar Jansson","Oskar Jansson",5159,"Sweden",999,999,"False","False",1296.97081530808,1304.8264320352,1299.98815734315,1281.96563125583,1300,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Oskar Bergman","Oskar Bergman",5496,"Sweden",999,999,"False","False",1304.96394739337,1304.8264320352,1300.6339285079,1281.96563125583,1300,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Elmer Nordlander","Elmer Nordlander",5499,"Sweden",999,999,"False","False",1297.8977787701,1304.8264320352,1300.6339285079,1281.96563125583,1300,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jakub Bouska","Jakub Bouska",5500,"Czechia",999,999,"True","False",1289.58348908347,1304.8264320352,1295.79686042855,1281.96563125583,1300,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tore Sandegard","Tore Sandegard",5505,"Sweden",999,999,"False","False",1295.54238922902,1304.8264320352,1300.53883923171,1281.96563125583,1293.04087916481,1304.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Grzegorz Galica","Grzegorz Galica",5077,"Poland",999,999,"False","False",1319.11054089625,1304.36491349421,1306.82716205337,1274.79657200599,1263.01502046321,1304.36491349421,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Drejc Meglic","Drejc Meglic",5396,"Slovenia",999,999,"False","False",1274.2739100993,1304.35844456695,1284.49734769323,1281.96563125583,1300,1304.35844456695,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Topias Ollikka","Topias Ollikka",5473,"Finland",999,999,"False","False",1294.69785148771,1304.13053282965,1300,1281.96563125583,1293.04087916481,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Anton Modigs","Anton Modigs",5142,"Sweden",999,999,"False","False",1292.50101589985,1304.13053282965,1298.52986084921,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Bohdan Bohach","Bohdan Bohach",5551,"Ukraine",999,999,"False","False",1274.16624982224,1304.13053282965,1285.64469599734,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Daniel Ryska","Daniel Ryska",5475,"Czechia",999,999,"True","False",1286.65462772667,1304.13053282965,1291.04338644055,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Dominik Lopuhhin","Dominik Lopuhhin",5487,"Estonia",999,999,"False","False",1277.43108386861,1304.13053282965,1289.89622045276,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ivo Nagode","Ivo Nagode",5483,"Slovakia",999,999,"False","False",1282.03580126743,1304.13053282965,1289.89622045276,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Zakhar Kykot","Zakhar Kykot",5585,"Ukraine",999,999,"False","False",1275.1670708102,1304.13053282965,1287.71317613676,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Maanus Udam","Maanus Udam",5167,"Estonia",999,999,"False","False",1184.91671439168,1304.13053282965,1191.1046995854,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Georgii Ermolov","Georgii Ermolov",5548,"Austria",999,999,"False","False",1278.97118162131,1304.13053282965,1286.79840354424,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tomas Sucharda","Tomas Sucharda",5133,"Czechia",999,999,"True","False",1288.18186211766,1304.13053282965,1292.08021292659,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Matteo Anker","Matteo Anker",5547,"Austria",999,999,"False","False",1278.8423962838,1304.13053282965,1288.94783690001,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Björn Niederhauser","Björn Niederhauser",5161,"Switzerland",999,999,"False","False",1290.50484701441,1304.13053282965,1296.2599557966,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kyrylo Kulchytskyi","Kyrylo Kulchytskyi",5550,"Ukraine",999,999,"False","False",1276.61579208022,1304.13053282965,1286.79840354424,1281.96563125583,1300,1304.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Vladimir Kocmanek","Vladimir Kocmanek",5131,"Czechia",999,999,"True","False",1302.46209598185,1303.66121250284,1292.61126501138,1281.96563125583,1300,1303.66121250284,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Zakhar Shkarin","Zakhar Shkarin",5511,"Kazakhstan",999,999,"False","False",1293.59804244301,1303.10347769203,1297.33856631975,1281.96563125583,1300,1303.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Matti Pinter","Matti Pinter",5469,"Austria",999,999,"False","False",1294.94260337209,1303.10347769203,1293.79787963119,1281.96563125583,1300,1303.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Levin Kunz","Levin Kunz",5301,"Switzerland",999,999,"False","False",1294.36905915556,1303.10347769203,1297.81125371185,1281.96563125583,1300,1303.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Joel Seppälä","Joel Seppälä",5506,"Finland",999,999,"False","False",1293.49227207256,1303.10347769203,1299.36007546182,1281.96563125583,1293.04087916481,1303.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Gregor Rupnik","Gregor Rupnik",5334,"Slovenia",999,999,"False","False",1275.19788129683,1303.10347769203,1287.31589776142,1281.96563125583,1300,1303.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Michael Malek","Michael Malek",5476,"Czechia",999,999,"True","False",1300.0761051237,1303.10347769203,1301.26687117809,1297.6061061844,1300,1303.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kirill Zotov","Kirill Zotov",5298,"Kazakhstan",999,999,"False","False",1287.98415698475,1303.10347769203,1296.74970366353,1281.96563125583,1300,1303.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jonni Mukkala","Jonni Mukkala",4950,"Finland",999,999,"False","False",1232.97902798821,1302.7981842292,1216.54501897362,1277.75924163688,1285.5776580561,1302.7981842292,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ivan Steblyna","Ivan Steblyna",5136,"Ukraine",999,999,"False","False",1276.00465678405,1302.77949617268,1284.53186344803,1281.96563125583,1300,1302.77949617268,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Taras Tarasiuk","Taras Tarasiuk",5446,"Ukraine",999,999,"False","False",1279.78156883616,1302.13771234772,1286.75895272636,1281.96563125583,1300,1302.13771234772,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Eric Anderson","Eric Anderson",5447,"USA",999,999,"False","False",1274.86135208306,1302.13771234772,1286.46891023757,1281.96563125583,1300,1302.13771234772,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Camille Grataloup-Manissolle","Camille Grataloup-Manissolle",5234,"France",999,999,"False","False",1302.82807398958,1302.02148474067,1299.2088654335,1281.96563125583,1300,1302.02148474067,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Guillaume Poirot","Guillaume Poirot",5122,"France",999,999,"False","False",1300.48291565764,1302.0203316866,1297.89450748525,1281.96563125583,1300,1302.0203316866,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Isak Falk","Isak Falk",5461,"Sweden",999,999,"False","False",1282.19133771518,1301.43414402141,1287.83956348664,1281.96563125583,1293.04087916481,1301.43414402141,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tobias Alm","Tobias Alm",5024,"Norway",999,999,"False","False",1340.60596708208,1301.26683675792,1340.23890655654,1281.96563125583,1258.71279028292,1301.26683675792,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Andreas Haug","Andreas Haug",5498,"Norway",999,999,"False","False",1295.53587122085,1300.83028713182,1296.47671429436,1281.96563125583,1294.83471355408,1300.83028713182,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Leo Gundersen","Leo Gundersen",5495,"Norway",999,999,"False","False",1296.05953993505,1300.83028713182,1313.94106882229,1281.96563125583,1258.01502046321,1300.83028713182,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tov Røysland","Tov Røysland",5288,"Norway",999,999,"False","False",1302.88214818346,1300.83028713182,1292.11062566237,1281.96563125583,1294.83471355408,1300.83028713182,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Luke Hulshof","Luke Hulshof",5287,"Canada",999,999,"False","False",1302.1909786876,1300.70574406205,1299.52161063575,1281.96563125583,1300,1300.70574406205,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tobit Keller","Tobit Keller",5484,"Switzerland",999,999,"False","False",1297.4961283019,1300.70574406205,1297.33856631975,1281.96563125583,1300,1300.70574406205,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Vince Vogel","Vince Vogel",5147,"Switzerland",999,999,"False","False",1297.07568700709,1300.70574406205,1296.7097745843,1281.96563125583,1300,1300.70574406205,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tristan Klimbek","Tristan Klimbek",5503,"Estonia",999,999,"False","False",1298.63137483243,1300.70574406205,1297.33856631975,1281.96563125583,1300,1300.70574406205,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Flavio Guy","Flavio Guy",5296,"France",999,999,"False","False",1297.14963947333,1300.70574406205,1296.74970366353,1281.96563125583,1300,1300.70574406205,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Julian Huber","Julian Huber",5472,"Italy",999,999,"False","False",1300.91345220542,1300.70574406205,1299.46872484613,1281.96563125583,1293.04087916481,1300.70574406205,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Korbi Kübler","Korbi Kübler",5291,"Germany",999,999,"False","False",1299.91803117001,1300.70574406205,1298.8761470342,1281.96563125583,1300,1300.70574406205,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Magnus Steiner","Magnus Steiner",5318,"Austria",999,999,"False","False",1295.71753716609,1300.23113677547,1296.21016440664,1281.96563125583,1300,1300.23113677547,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Mathias Prosser","Mathias Prosser",5156,"Austria",999,999,"False","False",1280.82701444894,1300.08465349572,1286.62859284135,1281.96563125583,1300,1300.08465349572,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Maximilian Leitgeb","Maximilian Leitgeb",5576,"Italy",999,999,"False","False",1302.41102347511,1300,1301.11462207247,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"David Schmutz","David Schmutz",5135,"Germany",999,999,"False","False",1299.98387980047,1300,1298.28655636023,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Andrei Istrati","Andrei Istrati",5575,"Moldova",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Clemens Böhme","Clemens Böhme",5577,"Germany",999,999,"False","False",1300.05563393402,1300,1298.93157775648,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Lukas Vejvoda","Lukas Vejvoda",5474,"Czechia",999,999,"True","False",1300.05563393402,1300,1298.93157775648,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Hannes Lipfert","Hannes Lipfert",5516,"Germany",999,999,"False","False",1300.05563393402,1300,1298.93157775648,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Laurin Merz","Laurin Merz",5578,"Switzerland",999,999,"False","False",1300.05563393402,1300,1298.93157775648,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Sivert Bjørndalen","Sivert Bjørndalen",4984,"Norway",999,999,"False","False",1275.83406215025,1300,1282.18565850413,1300,1262.53138150871,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Sivert Rusten","Sivert Rusten",5196,"Norway",999,999,"False","False",1275.42497272837,1300,1291.97516993247,1300,1258.01502046321,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Davide Cola","Davide Cola",5144,"Italy",999,999,"False","False",1298.18212003755,1300,1297.78901267585,1281.96563125583,1300,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Nicola Giordano","Nicola Giordano",5132,"Italy",999,999,"False","False",1299.27883243357,1300,1297.68588327183,1281.96563125583,1300,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Valters Bresme","Valters Bresme",5324,"Latvia",999,999,"False","False",1294.26475652716,1300,1296.11063133824,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Martin Hristov","Martin Hristov",5556,"Bulgaria",999,999,"False","False",1282.15202740512,1300,1284.61535922825,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Lewis Briscall","Lewis Briscall",5557,"New Zealand",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Juwon Lee","Juwon Lee",5559,"South Korea",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Maksim Shushkov","Maksim Shushkov",5561,"Bulgaria",999,999,"False","False",1282.15202740512,1300,1284.61535922825,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Hyeonggyun Kim","Hyeonggyun Kim",5563,"South Korea",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Minyong Park","Minyong Park",5204,"South Korea",999,999,"False","False",1294.54584620307,1300,1296.29493666372,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tyler Bradford","Tyler Bradford",5566,"Australia",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Hao-Che Liu","Hao-Che Liu",5569,"Taiwan",999,999,"False","False",1282.15202740512,1300,1284.61535922825,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Dushan Bozhinoski","Dushan Bozhinoski",5275,"North Macedonia",999,999,"False","False",1292.65036365844,1300,1293.66798665641,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Mateo Gorupic","Mateo Gorupic",5567,"Croatia",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Baxter Pollard","Baxter Pollard",5273,"New Zealand",999,999,"False","False",1291.63515873629,1300,1292.47621666555,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Rauan Raimkulov","Rauan Raimkulov",5571,"Uzbekistan",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Max Nilsson","Max Nilsson",5570,"Canada",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Aleksandar Jordanoski","Aleksandar Jordanoski",5573,"North Macedonia",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Claudio Rivas San Martin","Claudio Rivas San Martin",5574,"Chile",999,999,"False","False",1295.43194267911,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Luca Anding","Luca Anding",5522,"Germany",999,999,"False","False",1300.48491250467,1300,1299.46872484613,1281.96563125583,1300,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Noah Lekhal Husnes","Noah Lekhal Husnes",5198,"Norway",999,999,"False","False",1274.81073861825,1300,1272.69763660841,1300,1294.28873912966,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Michel Deval","Michel Deval",5302,"Italy",999,999,"False","False",1300.05563393402,1300,1298.93157775648,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
