"IBUName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Elo","Individual_Elo","Sprint_Elo","Pursuit_Elo","MassStart_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Sex","Race2_Prob"
"Ole Gebhardt","Ole Gebhardt",5297,"Norway",999,999,"False","False",1248.18660150165,1300,1252.34480670817,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Isak Skogrand","Isak Skogrand",5345,"Norway",999,999,"False","False",1236.72915563014,1300,1239.63600258001,1281.96563125583,1300,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kirill Fyodorov","Kirill Fyodorov",5553,"Kazakhstan",999,999,"False","False",1297.77935633221,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kostiantyn Martseniuk","Kostiantyn Martseniuk",5490,"Ukraine",999,999,"False","False",1296.64699398536,1300,1296.80478687747,1281.96563125583,1300,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Enzo Bouillet","Enzo Bouillet",5545,"France",999,999,"False","False",1298.98645708505,1300,1296.80478687747,1281.96563125583,1300,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Sigurd Lehn","Sigurd Lehn",5312,"Norway",999,999,"False","False",1275.1875270257,1300,1271.9922055521,1281.96563125583,1294.83471355408,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Rory Wilson","Rory Wilson",5352,"Canada",999,999,"False","False",1295.48375980191,1300,1296.11063133824,1281.96563125583,1300,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Oliver Alm","Oliver Alm",5342,"Norway",999,999,"False","False",1322.12437145209,1300,1325.9557588952,1281.96563125583,1263.01502046321,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Harald Øygård","Harald Øygård",1760,"Norway",999,999,"False","False",1339.58450386797,1300,1335.01351245046,1302.67240296378,1257.05347004267,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jan Adamov","Jan Adamov",5552,"Slovakia",999,999,"False","False",1297.77935633221,1300,1296.80478687747,1281.96563125583,1293.04087916481,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ernests Solovjovs","Ernests Solovjovs",5492,"Latvia",999,999,"False","False",1282.33819817945,1300,1289.89622045276,1281.96563125583,1300,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Premysl Dolecek","Premysl Dolecek",5468,"Czechia",999,999,"True","False",1280.02186470557,1300,1287.71317613676,1281.96563125583,1300,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Arved Kühnisch","Arved Kühnisch",4861,"Germany",999,999,"False","False",1220.77982589545,1300,1260.60581135287,1300,1287.15326259332,1300,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Igor Kusztal","Igor Kusztal",5320,"Poland",999,999,"False","False",1273.62022711294,1299.97094685127,1287.17867090396,1281.96563125583,1300,1299.97094685127,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Markus Sklenarik","Markus Sklenarik",5240,"Slovakia",999,999,"False","False",1289.20778944332,1299.96601314621,1292.39183186503,1281.96563125583,1300,1299.96601314621,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Felix Ratschiller","Felix Ratschiller",5071,"Italy",999,999,"False","False",1288.41514843617,1299.58537457149,1291.73338628947,1286.81826189945,1294.04045331912,1299.58537457149,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jakub Potoniec","Jakub Potoniec",5069,"Poland",999,999,"False","False",1271.27413386659,1299.51052024275,1284.91053903028,1295.96030176156,1300,1299.51052024275,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Noah Soltani","Noah Soltani",5510,"Belgium",999,999,"False","False",1296.48364903856,1298.95840228989,1298.29366265833,1281.96563125583,1293.04087916481,1298.95840228989,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Simone Motta","Simone Motta",5508,"Italy",999,999,"False","False",1299.87315418153,1298.95840228989,1299.46872484613,1281.96563125583,1300,1298.95840228989,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Oliver Gajdosovci","Oliver Gajdosovci",5445,"Slovakia",999,999,"False","False",1291.24797316994,1298.95840228989,1293.39308817017,1281.96563125583,1300,1298.95840228989,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Gabriel de Lima Santos","Gabriel de Lima Santos",5276,"Brazil",999,999,"False","False",1280.97562724708,1298.95840228989,1284.00079090661,1281.96563125583,1293.04087916481,1298.95840228989,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Fynn Langer","Fynn Langer",5514,"Belgium",999,999,"False","False",1296.48364903856,1298.95840228989,1298.29366265833,1281.96563125583,1293.04087916481,1298.95840228989,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Benjamin Brousseau","Benjamin Brousseau",5070,"Canada",999,999,"False","False",1289.30970961109,1298.92977558814,1291.59451728854,1300,1300,1298.92977558814,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Bruno Escudero Casajus","Bruno Escudero Casajus",5518,"Spain",999,999,"False","False",1296.48364903856,1298.77459092929,1297.23059813431,1281.96563125583,1293.04087916481,1298.77459092929,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Rudolfs Raudzins","Rudolfs Raudzins",5482,"Latvia",999,999,"False","False",1278.90071367384,1298.77459092929,1287.31589776142,1281.96563125583,1300,1298.77459092929,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Olivers Bresme","Olivers Bresme",5327,"Latvia",999,999,"False","False",1295.34772487757,1298.77459092929,1296.1708708437,1281.96563125583,1293.04087916481,1298.77459092929,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Adrian Lanau Escolano","Adrian Lanau Escolano",5421,"Spain",999,999,"False","False",1295.86502307557,1298.77459092929,1296.37615594063,1281.96563125583,1293.04087916481,1298.77459092929,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Eimanats Lekavicius","Eimanats Lekavicius",5455,"Lithuania",999,999,"False","False",1285.12809222059,1298.77459092929,1285.96211464425,1281.96563125583,1293.04087916481,1298.77459092929,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Lukas Mincevic","Lukas Mincevic",5493,"Lithuania",999,999,"False","False",1292.01686569545,1298.77459092929,1293.17896939149,1281.96563125583,1293.04087916481,1298.77459092929,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Michele Carollo","Michele Carollo",5125,"Italy",999,999,"False","False",1291.67724350731,1298.5256481423,1294.42575152711,1281.96563125583,1300,1298.5256481423,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Karl Grönland","Karl Grönland",5430,"Sweden",999,999,"False","False",1234.25167760612,1298.34430264452,1240.60995720755,1299.19895063499,1300,1298.34430264452,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Oleksandr Bilanenko","Oleksandr Bilanenko",5299,"Ukraine",999,999,"False","False",1275.03493937171,1298.11336562824,1285.57603332915,1281.96563125583,1300,1298.11336562824,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Adrians Maris Snorins","Adrians Maris Snorins",5307,"Latvia",999,999,"False","False",1274.01680899054,1298.10347769203,1289.46534237861,1281.96563125583,1300,1298.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jesco Mengis","Jesco Mengis",5471,"Switzerland",999,999,"False","False",1287.87867509364,1298.10347769203,1296.1708708437,1281.96563125583,1300,1298.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Lukas Tannheimer","Lukas Tannheimer",5309,"Germany",999,999,"False","False",1291.03072540787,1297.97894840236,1293.90499182172,1281.96563125583,1300,1297.97894840236,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Filippos Anastasiadis","Filippos Anastasiadis",5418,"Greece",999,999,"False","False",1291.20258075905,1297.77669445864,1293.64801135893,1281.96563125583,1293.04087916481,1297.77669445864,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Wiktor Pawluk","Wiktor Pawluk",5406,"Poland",999,999,"False","False",1281.16644592288,1297.77669445864,1283.69840116404,1281.96563125583,1293.04087916481,1297.77669445864,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Hao-En Liu","Hao-En Liu",5211,"Taiwan",999,999,"False","False",1279.34003270073,1297.38434642193,1281.58144959144,1281.96563125583,1293.04087916481,1297.38434642193,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Graham Benson","Graham Benson",5250,"Great Britain",999,999,"False","False",1221.30367055263,1297.36638223364,1225.32505115164,1281.96563125583,1300,1297.36638223364,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Judicael Perrillat Bottonet","Judicael Perrillat Bottonet",5120,"France",999,999,"False","False",1292.81436186629,1297.26539954969,1296.07759131538,1281.96563125583,1300,1297.26539954969,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Lukas Haslinger","Lukas Haslinger",4745,"Austria",999,999,"False","False",1263.47921169586,1297.09404812277,1315.36213377628,1257.67256154749,1295.82972439864,1297.09404812277,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Dmytro Kriukov","Dmytro Kriukov",5295,"Ukraine",999,999,"False","False",1261.47826558966,1296.66965394875,1277.88677766369,1281.96563125583,1300,1296.66965394875,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Michal Adamov","Michal Adamov",5129,"Slovakia",999,999,"False","False",1174.60903225427,1296.37551075261,1177.98465700287,1300,1300,1296.37551075261,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Artur Saparbekov","Artur Saparbekov",5205,"Kyrgyzstan",999,999,"False","False",1291.74529986888,1296.31989855783,1294.33633526056,1281.96563125583,1293.04087916481,1296.31989855783,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Håvard Tosterud","Håvard Tosterud",5214,"Norway",999,999,"False","False",1349.6838544684,1295.94786820974,1342.81391860957,1281.96563125583,1272.53138150871,1295.94786820974,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Marco Barale","Marco Barale",4732,"Italy",999,999,"False","False",1286.131292744,1295.47256340524,1283.30906863031,1303.04595001444,1288.04966324881,1295.47256340524,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Georgios Tsompanis","Georgios Tsompanis",5414,"Greece",999,999,"False","False",1283.76280320081,1295.06156587263,1288.50169362115,1281.96563125583,1293.04087916481,1295.06156587263,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kaapo Saarinen","Kaapo Saarinen",5164,"Finland",999,999,"False","False",1285.32436573441,1294.8264320352,1296.28844953797,1281.96563125583,1300,1294.8264320352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Andreas Aas","Andreas Aas",4979,"Norway",999,999,"False","False",1336.22063322139,1294.695415318,1319.09239004633,1300,1284.41083123247,1294.695415318,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Samuel Johnson","Samuel Johnson",5087,"Australia",999,999,"False","False",1267.96958978782,1294.55672046881,1274.10880779457,1281.96563125583,1293.04087916481,1294.55672046881,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Andrzej Nedza-Kubiniec","Andrzej Nedza-Kubiniec",1238,"Poland",999,999,"False","False",1156.9928211552,1294.4127256389,1105.97064852621,1260.98337862229,1286.85743244419,1294.4127256389,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Espen Uldal","Espen Uldal",4257,"Norway",999,999,"False","False",1311.76364159592,1294.21631961146,1324.58690086147,1299.65461008656,1253.58777510712,1294.21631961146,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jesse Ravolainen","Jesse Ravolainen",5587,"Finland",999,999,"False","False",1289.98707240553,1294.13053282965,1243.35246013324,1281.96563125583,1293.04087916481,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Olli Seppälä","Olli Seppälä",5586,"Finland",999,999,"False","False",1289.98707240553,1294.13053282965,1243.35246013324,1281.96563125583,1293.04087916481,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Elias Watson","Elias Watson",5583,"USA",999,999,"False","False",1272.72030478643,1294.13053282965,1289.89622045276,1281.96563125583,1300,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ilyas Khassenov","Ilyas Khassenov",5202,"Kazakhstan",999,999,"False","False",1288.9693481997,1294.13053282965,1299.29926501221,1281.96563125583,1293.04087916481,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Andrey Nochev","Andrey Nochev",5479,"Bulgaria",999,999,"False","False",1270.45629172802,1294.13053282965,1287.71317613676,1281.96563125583,1300,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jan Watycha","Jan Watycha",5584,"Poland",999,999,"False","False",1272.72030478643,1294.13053282965,1289.89622045276,1281.96563125583,1300,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Yoan Shamov","Yoan Shamov",5558,"Bulgaria",999,999,"False","False",1266.20960809648,1294.13053282965,1284.61535922825,1281.96563125583,1300,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Stefan Cosovic","Stefan Cosovic",5562,"Bosnia&Herzegovina",999,999,"False","False",1272.53833515256,1294.13053282965,1284.61535922825,1281.96563125583,1293.04087916481,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Danny Hamilton","Danny Hamilton",5568,"Great Britain",999,999,"False","False",1272.53833515256,1294.13053282965,1284.61535922825,1281.96563125583,1293.04087916481,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Nejc Einhauer","Nejc Einhauer",5330,"Slovenia",999,999,"False","False",1270.65560875776,1294.13053282965,1286.79840354424,1281.96563125583,1300,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jens Berger","Jens Berger",5138,"Switzerland",999,999,"False","False",1284.3648569678,1294.13053282965,1295.669384207,1281.96563125583,1300,1294.13053282965,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Thomas Van De Kamp","Thomas Van De Kamp",5513,"USA",999,999,"False","False",1271.57394423007,1293.10347769203,1289.27578497395,1281.96563125583,1300,1293.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Finley Newton","Finley Newton",5515,"Great Britain",999,999,"False","False",1272.45871710814,1293.10347769203,1285.02817882844,1281.96563125583,1293.04087916481,1293.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kajetan Urbaniak","Kajetan Urbaniak",5454,"Poland",999,999,"False","False",1264.08974540299,1293.10347769203,1282.35894269216,1281.96563125583,1300,1293.10347769203,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ioannis Anastasiadis","Ioannis Anastasiadis",5194,"Greece",999,999,"False","False",1278.40144202368,1292.87376925087,1286.84556249324,1281.96563125583,1293.04087916481,1292.87376925087,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Aidan Sands","Aidan Sands",5344,"USA",999,999,"False","False",1262.68715227939,1292.79359129801,1281.86695853966,1281.96563125583,1300,1292.79359129801,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Fernando Pastor Sese","Fernando Pastor Sese",5091,"Spain",999,999,"False","False",1282.9770386573,1291.92917778185,1288.40428597706,1281.96563125583,1293.04087916481,1291.92917778185,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tristan Thrasher","Tristan Thrasher",5448,"USA",999,999,"False","False",1261.61474516099,1291.43414402141,1282.87881144784,1281.96563125583,1300,1291.43414402141,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Aljaz Omejc","Aljaz Omejc",5121,"Slovenia",999,999,"False","False",1264.61736318075,1291.2783384277,1281.08555277504,1300,1300,1291.2783384277,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Fabian Wrona","Fabian Wrona",5407,"Brazil",999,999,"False","False",1264.29333311447,1290.9175177282,1284.19980963761,1281.96563125583,1300,1290.9175177282,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ignas Rakstelis","Ignas Rakstelis",5254,"Lithuania",999,999,"False","False",1256.65323928219,1290.9175177282,1274.5502109847,1281.96563125583,1300,1290.9175177282,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Juozas Augustinavicius","Juozas Augustinavicius",5086,"Lithuania",999,999,"False","False",1242.97060970026,1290.8846841797,1265.54476903501,1281.96563125583,1300,1290.8846841797,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Njegos Kosmajac","Njegos Kosmajac",5422,"Bosnia&Herzegovina",999,999,"False","False",1259.57865545474,1290.41482300653,1273.97353797623,1281.96563125583,1293.04087916481,1290.41482300653,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Karl Schütze","Karl Schütze",5519,"Germany",999,999,"False","False",1288.323864911,1290.24907770384,1297.12399340947,1281.96563125583,1300,1290.24907770384,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Emil Nykvist","Emil Nykvist",1788,"Sweden",999,999,"False","False",1292.7225618222,1290.16121520037,1268.0546025368,1297.88821041272,1283.67542855414,1290.16121520037,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Raphael Steiner","Raphael Steiner",4942,"Austria",999,999,"False","False",1138.07576377623,1289.65086925911,1192.14915389993,1284.32545397576,1268.38312374454,1289.65086925911,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jan Gregor","Jan Gregor",4991,"Czechia",999,999,"True","False",1157.55835112503,1288.74878059487,1214.62993266548,1251.41397647353,1272.22293166862,1288.74878059487,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Petar Ginoski","Petar Ginoski",5264,"North Macedonia",999,999,"False","False",1254.26042197358,1288.24810788596,1270.18217622869,1281.96563125583,1293.04087916481,1288.24810788596,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Nichita Cravciuc","Nichita Cravciuc",5416,"Moldova",999,999,"False","False",1258.3432822107,1288.24810788596,1273.97353797623,1281.96563125583,1293.04087916481,1288.24810788596,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Laszlo Kunos","Laszlo Kunos",5279,"Hungary",999,999,"False","False",1268.99946856278,1288.0274025647,1284.99650423534,1281.96563125583,1293.04087916481,1288.0274025647,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Srdjan Lalovic","Srdjan Lalovic",5252,"Bosnia&Herzegovina",999,999,"False","False",1111.02314400632,1287.32603199984,1136.9969404929,1281.96563125583,1300,1287.32603199984,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"William D'Arcy","William D'Arcy",5093,"Great Britain",999,999,"False","False",1188.80219734679,1286.93838246183,1193.90405117947,1281.96563125583,1293.04087916481,1286.93838246183,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Daniel Glasser","Daniel Glasser",4990,"Austria",999,999,"False","False",1226.21857094329,1285.42969368453,1256.66772819168,1300,1287.15326259332,1285.42969368453,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Sebastian Packer-Smith","Sebastian Packer-Smith",4973,"Australia",999,999,"False","False",1260.19449546693,1285.38344532735,1278.30571517201,1281.96563125583,1293.04087916481,1285.38344532735,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Mikas Vildziunas","Mikas Vildziunas",4934,"Lithuania",999,999,"False","False",1230.10912531365,1284.3253706002,1254.13628848298,1281.96563125583,1300,1284.3253706002,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ethan Clarke","Ethan Clarke",5090,"Great Britain",999,999,"False","False",1232.38535238805,1284.16114522048,1257.28981939421,1281.96563125583,1300,1284.16114522048,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Mark Kis-Benedek","Mark Kis-Benedek",4949,"Hungary",999,999,"False","False",1264.11457926981,1284.13544888704,1282.87638529517,1281.96563125583,1293.04087916481,1284.13544888704,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Daniele Cappellari","Daniele Cappellari",1782,"Italy",999,999,"False","False",1295.44227738709,1283.91893927958,1317.91686717062,1208.56841146439,1268.55687631169,1283.91893927958,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Daniel Varikov","Daniel Varikov",5335,"Estonia",999,999,"False","False",1251.94787814752,1283.82043599972,1267.50620283385,1281.96563125583,1300,1283.82043599972,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Maciej Lapka","Maciej Lapka",5249,"Poland",999,999,"False","False",1260.00303775231,1283.47658407091,1283.63124320907,1299.19895063499,1300,1283.47658407091,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"William Mead","William Mead",5452,"Great Britain",999,999,"False","False",1206.10582428926,1283.36575603917,1223.80236594868,1281.96563125583,1293.04087916481,1283.36575603917,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Antonin Delsol","Antonin Delsol",5458,"France",999,999,"False","False",1288.43400276302,1283.3643866316,1311.05212559848,1295.08827723943,1296.77143525109,1283.3643866316,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Daniel Besze","Daniel Besze",5261,"Hungary",999,999,"False","False",1259.25508914085,1283.26593825056,1278.09976364222,1281.96563125583,1293.04087916481,1283.26593825056,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Dominic Unterweger","Dominic Unterweger",1884,"Austria",999,999,"False","False",1272.4787830492,1283.06452750209,1255.1919489579,1274.35982747755,1296.54136528,1283.06452750209,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Vladislav Maistrov","Vladislav Maistrov",5265,"Moldova",999,999,"False","False",1248.23215110109,1282.78894857158,1268.36315170918,1281.96563125583,1293.04087916481,1282.78894857158,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Mykhailo Khmil","Mykhailo Khmil",5015,"Ukraine",999,999,"False","False",1114.27106628366,1281.07256227576,1131.08620083549,1300,1300,1281.07256227576,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Martin Matko","Martin Matko",5141,"Slovakia",999,999,"False","False",1207.92491647275,1280.16375206813,1199.62707514602,1285.15106558662,1300,1280.16375206813,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Dinu Belevac","Dinu Belevac",5089,"Moldova",999,999,"False","False",1229.22626885703,1279.45063437868,1252.37720614296,1281.96563125583,1293.04087916481,1279.45063437868,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Teo Petrushu","Teo Petrushu",5096,"North Macedonia",999,999,"False","False",1237.63039285789,1279.40410900341,1260.43114355829,1281.96563125583,1293.04087916481,1279.40410900341,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Artem Tyshchenko","Artem Tyshchenko",997,"Ukraine",999,999,"False","False",1287.25918046542,1279.3702085808,1250.62978511056,1261.34653421467,1289.22620986071,1279.3702085808,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jiri Blaha","Jiri Blaha",5239,"Czechia",999,999,"True","False",1121.39350423732,1279.36123159943,1123.32176339835,1281.96563125583,1296.20168853069,1279.36123159943,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Stefan Dankl","Stefan Dankl",5009,"Austria",999,999,"False","False",1206.3502136164,1278.3718386313,1248.76005647141,1281.96563125583,1300,1278.3718386313,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Denys Nasyko","Denys Nasyko",1334,"Ukraine",999,999,"False","False",1208.82254766887,1277.63414015097,1204.18848562163,1294.62725326115,1278.54203071983,1277.63414015097,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ruj Groselj Simic","Ruj Groselj Simic",4978,"Slovenia",999,999,"False","False",1247.21295550461,1277.60331136246,1249.33853862756,1300,1300,1277.60331136246,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Daniel Szollos","Daniel Szollos",4948,"Hungary",999,999,"False","False",1243.53340266275,1277.34918490979,1268.8258389199,1281.96563125583,1293.04087916481,1277.34918490979,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Edgar Geny","Edgar Geny",4845,"France",999,999,"False","False",1355.50048635304,1276.1935733245,1366.66036263966,1270.88022197205,1296.41571382988,1276.1935733245,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Christoph Pircher","Christoph Pircher",4961,"Italy",999,999,"False","False",1228.84084436935,1276.06400174686,1229.36058379945,1271.87338752083,1301.48149146958,1276.06400174686,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Oskar Orupold","Oskar Orupold",5329,"Estonia",999,999,"False","False",1196.97094055013,1275.55557000816,1207.22557207924,1281.96563125583,1300,1275.55557000816,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Rihards Lozbers","Rihards Lozbers",5426,"Latvia",999,999,"False","False",1228.55869951134,1274.10076141322,1223.6801048679,1288.09530273195,1291.41571382988,1274.10076141322,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Alex Perissutti","Alex Perissutti",5001,"Italy",999,999,"False","False",1198.99267950042,1273.74401972078,1241.47884453665,1287.04217297823,1300,1273.74401972078,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Martin Cienik","Martin Cienik",4994,"Slovakia",999,999,"False","False",1252.93895540414,1270.46687528307,1278.62589034488,1300,1300,1270.46687528307,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Konstantinos Metsios","Konstantinos Metsios",4881,"Greece",999,999,"False","False",1169.39973707993,1269.50925403016,1186.19227541208,1281.96563125583,1293.04087916481,1269.50925403016,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Matyas Martan","Matyas Martan",5064,"Czechia",999,999,"True","False",1238.32582082185,1268.94901894431,1265.52978396096,1286.23274171682,1289.04045331912,1268.94901894431,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Gaetan Paturel","Gaetan Paturel",4976,"France",999,999,"False","False",1482.57872802106,1268.93490516429,1493.52687122573,1330.78269483719,1284.58605482483,1268.93490516429,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Volodymyr Aksiuta","Volodymyr Aksiuta",5520,"Ukraine",999,999,"False","False",1138.01386958912,1267.1303160853,1168.95241967976,1283.4757394118,1293.04087916481,1267.1303160853,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Sam Parmantier","Sam Parmantier",4880,"Belgium",999,999,"False","False",1121.61996693481,1264.79541754146,1126.87565530687,1300,1293.45096007812,1264.79541754146,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Loris Maier","Loris Maier",5419,"Switzerland",999,999,"False","False",1202.13923056028,1264.35449747565,1231.20714151496,1281.96563125583,1300,1264.35449747565,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Danil Chervenko","Danil Chervenko",4694,"Kazakhstan",999,999,"False","False",1178.82314332023,1263.28265890826,1192.21536611779,1296.75568328146,1294.83471355408,1263.28265890826,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Chen Song","Chen Song",5389,"China",999,999,"False","False",1236.92444627433,1260.21109439421,1239.74958761358,1281.96563125583,1293.04087916481,1260.21109439421,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Guilherme Pereira Santos","Guilherme Pereira Santos",5100,"Brazil",999,999,"False","False",1028.47754325673,1259.11877680193,1053.65281612668,1281.96563125583,1293.04087916481,1259.11877680193,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jonas Marecek","Jonas Marecek",4423,"Czechia",999,999,"True","False",1299.02719554223,1257.99076194181,1317.0298077311,1215.38706569639,1294.60636783533,1257.99076194181,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kresimir Crnkovic","Kresimir Crnkovic",1233,"Croatia",999,999,"False","False",1206.80498446208,1257.94768081948,1201.79286249034,1241.61610794701,1293.84977241006,1257.94768081948,0,"Mesto","Czechia","Individual","01/22/2026","M",0
