Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Pelo,Elo
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,1,Simone Greiner-Petter-Memm,Germany,270,1997,2,1967-09-15T00:00:00.000000,29.21286789869952,69,0,1300.0,1364.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,2,Galina Koukleva,Russia,228,1997,2,1972-11-21T00:00:00.000000,24.02737850787132,35,0,1300.0,1361.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,3,Magdalena Forsberg,Sweden,237,1997,2,1967-07-25T00:00:00.000000,29.35523613963039,31,0,1300.0,1359.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,4,Olga Romasko,Russia,272,1997,2,1968-04-18T00:00:00.000000,28.621492128678987,14,0,1300.0,1357.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,5,Petra Behle,Germany,299,1997,2,1969-01-05T00:00:00.000000,27.904175222450377,149,0,1300.0,1355.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,6,Olga Melnik,Russia,296,1997,2,1974-05-12T00:00:00.000000,22.55715263518138,27,0,1300.0,1352.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,7,Annette Sikveland,Norway,278,1997,2,1972-04-25T00:00:00.000000,24.602327173169062,77,0,1300.0,1350.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,8,Svetlana Paramyguina,Belarus,259,1997,2,1965-04-05T00:00:00.000000,31.657768651608485,88,0,1300.0,1348.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,9,Svetlana Paniutina,Russia,312,1997,2,1967-12-08T00:00:00.000000,28.982888432580424,38,0,1300.0,1346.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,10,Annukka Mallat,Finland,267,1997,2,1974-05-19T00:00:00.000000,22.537987679671456,24,0,1300.0,1343.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,11,Florence Baverel-Robert,France,164,1997,2,1974-05-24T00:00:00.000000,22.524298425735797,41,0,1300.0,1341.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,12,Åse Idland,Norway,300,1997,2,1973-04-02T00:00:00.000000,23.665982203969882,47,0,1300.0,1339.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,13,Katrin Apel,Germany,163,1997,2,1973-05-04T00:00:00.000000,23.578370978781656,20,0,1300.0,1337.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,14,Nathalie Santer,Italy,169,1997,2,1972-03-28T00:00:00.000000,24.67898699520876,80,0,1300.0,1334.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,15,Ann Elen Skjelbreid,Norway,220,1997,2,1971-09-13T00:00:00.000000,25.218343600273784,56,0,1300.0,1332.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,16,Anne Briand,France,275,1997,2,1968-06-02T00:00:00.000000,28.49828884325804,119,0,1300.0,1330.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,17,Nadejda Talanova,Russia,279,1997,2,1967-04-17T00:00:00.000000,29.626283367556468,55,0,1300.0,1328.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,18,Anna Sprung,Austria,215,1997,2,1975-05-16T00:00:00.000000,21.546885694729635,2,0,1300.0,1325.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,19,Uschi Disl,Germany,186,1997,2,1970-11-15T00:00:00.000000,26.04517453798768,122,0,1300.0,1323.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,20,Kathi Schwaab,Germany,287,1997,2,1972-11-26T00:00:00.000000,24.01368925393566,30,0,1300.0,1321.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,21,Corinne Niogret,France,217,1997,2,1972-11-20T00:00:00.000000,24.030116358658454,110,0,1300.0,1319.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,22,Martina Zellner,Germany,239,1997,2,1974-02-26T00:00:00.000000,22.76249144421629,32,0,1300.0,1316.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,23,Liv Grete Skjelbreid,Norway,183,1997,2,1974-07-07T00:00:00.000000,22.403832991101986,24,0,1300.0,1314.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,24,Kristina Brouneus,Sweden,235,1997,2,1974-11-25T00:00:00.000000,22.017796030116358,10,0,1300.0,1312.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,25,Emmanuelle Claret,France,271,1997,2,1968-10-30T00:00:00.000000,28.087611225188226,58,0,1300.0,1310.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,26,Hildegunn Mikkelsplass,Norway,293,1997,2,1969-04-16T00:00:00.000000,27.627652292950035,112,0,1300.0,1307.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,27,Eija Salonen,Finland,189,1997,2,1975-12-10T00:00:00.000000,20.97741273100616,17,0,1300.0,1305.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,28,Tadeja Brankovic-Likozar,Slovenia,56,1997,2,1979-12-20T00:00:00.000000,16.95003422313484,13,0,1300.0,1303.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,29,Inna Sheshkil,Belarus,274,1997,2,1971-06-20T00:00:00.000000,25.451060917180012,22,0,1300.0,1301.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,30,Steffi Kindt,Germany,294,1997,2,1973-03-07T00:00:00.000000,23.737166324435318,4,0,1300.0,1298.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,31,Mari Lampinen,Finland,285,1997,2,1971-09-11T00:00:00.000000,25.22381930184805,75,0,1300.0,1296.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,32,Stacey Wooley,USA,308,1997,2,1968-04-21T00:00:00.000000,28.61327857631759,37,0,1300.0,1294.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,33,Margarita Doulova,Kazakhstan,265,1997,2,1972-01-04T00:00:00.000000,24.908966461327857,25,0,1300.0,1292.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,34,Eli Merete Melheim,Norway,326,1997,2,1974-10-27T00:00:00.000000,22.09719370294319,4,0,1300.0,1289.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,35,Veronique Claudel,France,305,1997,2,1966-11-22T00:00:00.000000,30.026009582477755,144,0,1300.0,1287.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,36,Katja Holanti,Finland,240,1997,2,1974-04-05T00:00:00.000000,22.65845311430527,44,0,1300.0,1285.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,37,Olessia Toupilenko,Russia,310,1997,2,1973-10-23T00:00:00.000000,23.107460643394933,13,0,1300.0,1283.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,38,Anna Stera-Kustusz,Poland,248,1997,2,1974-11-17T00:00:00.000000,22.039698836413415,54,0,1300.0,1280.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,39,Natalia Murschtschakina,Belarus,286,1997,2,1976-04-19T00:00:00.000000,20.618754277891856,2,0,1300.0,1278.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,40,Natalia Permiakova,Belarus,266,1997,2,1970-05-22T00:00:00.000000,26.529774127310063,67,0,1300.0,1276.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,41,Agata Suszka,Poland,277,1997,2,1971-09-27T00:00:00.000000,25.180013689253936,66,0,1300.0,1274.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,42,Hiromi Suga,Japan,242,1997,2,1973-11-28T00:00:00.000000,23.00889801505818,30,0,1300.0,1271.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,43,Natalia Ryzhenkova,Belarus,284,1997,2,1972-07-07T00:00:00.000000,24.40246406570842,42,0,1300.0,1269.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,44,Katja Wüstenfeld,Germany,187,1997,2,1976-10-10T00:00:00.000000,20.142368240930868,4,0,1300.0,1267.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,45,Linda Bengtsson,Sweden,468,1997,2,1978-09-17T00:00:00.000000,18.206707734428473,2,0,1300.0,1265.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,46,Martina Halinarova,Slovakia,123,1997,2,1973-04-22T00:00:00.000000,23.61122518822724,56,0,1300.0,1262.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,47,Nikki Keddie,Canada,337,1997,2,1975-07-06T00:00:00.000000,21.4072553045859,25,0,1300.0,1260.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,48,Irina Tananaiko,Ukraine,205,1997,2,1976-03-05T00:00:00.000000,20.7419575633128,2,0,1300.0,1258.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,49,Anna Murinova,Slovakia,191,1997,2,1973-11-14T00:00:00.000000,23.04722792607803,41,0,1300.0,1256.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,50,Ntala Skinner,USA,316,1997,2,1973-02-22T00:00:00.000000,23.772758384668034,48,0,1300.0,1253.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,51,Ieva Cederstrema,Latvia,297,1997,2,1969-04-13T00:00:00.000000,27.63586584531143,35,0,1300.0,1251.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,52,Brigitte Weisleitner,Austria,252,1997,2,1973-01-11T00:00:00.000000,23.887748117727583,38,0,1300.0,1249.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,53,Trude Harstad,Norway,895,1997,2,1974-07-17T00:00:00.000000,22.376454483230663,4,0,1300.0,1247.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,54,Sakiko Takefushi,Japan,313,1997,2,1970-08-30T00:00:00.000000,26.255989048596852,29,0,1300.0,1244.875
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,55,Camilla Westin,Sweden,327,1997,2,1973-07-27T00:00:00.000000,23.34839151266256,2,0,1300.0,1242.625
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,56,Magdalena Gwizdon,Poland,63,1997,2,1979-08-04T00:00:00.000000,17.32785763175907,6,0,1300.0,1240.375
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,57,Mami Shindo,Japan,255,1997,2,1975-02-22T00:00:00.000000,21.7741273100616,20,0,1300.0,1238.125
1996-12-01,Lillehammer,Norway,L,10,Pursuit,0,World Cup,58,Elena Dubok,Kazakhstan,289,1997,2,1976-08-03T00:00:00.000000,20.32854209445585,6,0,1300.0,1235.875
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,1,Uschi Disl,Germany,186,1997,7,1970-11-15T00:00:00.000000,26.080766598220396,127,0,1323.625,1385.8931267985577
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,2,Galina Koukleva,Russia,228,1997,7,1972-11-21T00:00:00.000000,24.06297056810404,40,0,1361.875,1414.706202822462
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,3,Olga Romasko,Russia,272,1997,7,1968-04-18T00:00:00.000000,28.657084188911703,18,0,1357.375,1408.7925622753958
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,4,Corinne Niogret,France,217,1997,7,1972-11-20T00:00:00.000000,24.06570841889117,115,0,1319.125,1375.4965954624101
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,5,Magdalena Forsberg,Sweden,237,1997,7,1967-07-25T00:00:00.000000,29.39082819986311,36,0,1359.625,1406.1239888060434
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,6,Nadejda Talanova,Russia,279,1997,7,1967-04-17T00:00:00.000000,29.661875427789184,59,0,1328.125,1378.2906425313322
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,7,Simone Greiner-Petter-Memm,Germany,270,1997,7,1967-09-15T00:00:00.000000,29.248459958932237,73,0,1364.125,1405.2892364670608
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,8,Gunn Margit Andreassen,Norway,158,1997,7,1973-07-23T00:00:00.000000,23.394934976043807,38,0,1300.0,1351.0032935338156
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,9,Svetlana Paramyguina,Belarus,259,1997,7,1965-04-05T00:00:00.000000,31.693360711841205,92,0,1348.375,1387.974079627012
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,10,Eva Hakova,Czechia,243,1997,7,1969-07-08T00:00:00.000000,27.436002737850785,97,0,1300.0,1346.5032935338156
1996-12-14,Holmenkollen,Norway,L,10,Pursuit,0,World Cup,11,Anne Briand,France,275,1997,7,1968-06-02T00:00:00.000000,28.533880903490758,124,0,1330.375,1368.8648567541468
