Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Pelo,Elo,pred_Pelo,pred_Elo
2007-01-21,Pokljuka,Slovenia,L,12.5,Mass Start,1,World Cup,20,Olga Kudrashova,Belarus,111,2007,40,1978-11-25T00:00:00.000000,28.15605749486653,12,0,1300.0,1281.8266978680922,1300.0,1281.8266978680922
2007-01-21,Pokljuka,Slovenia,L,12.5,Mass Start,1,World Cup,21,Irina Malgina,Russia,165,2007,40,1973-06-08T00:00:00.000000,33.620807665982205,120,0,1332.0887508156425,1305.7487819034206,1300.0,1305.7487819034206
2007-01-21,Pokljuka,Slovenia,L,12.5,Mass Start,1,World Cup,22,Simone Hauswald,Germany,103,2007,40,1979-05-03T00:00:00.000000,27.720739219712524,143,0,1362.334975512725,1328.1285004226604,1300.0,1328.1285004226604
2007-01-21,Pokljuka,Slovenia,L,12.5,Mass Start,1,World Cup,23,Krystyna Guzik,Poland,114,2007,40,1983-08-16T00:00:00.000000,23.433264887063654,101,0,1219.6951869812885,1201.6838664286129,1300.0,1201.6838664286129
2007-01-21,Pokljuka,Slovenia,L,12.5,Mass Start,1,World Cup,24,Ekaterina Iourieva,Russia,71,2007,40,1983-06-11T00:00:00.000000,23.613963039014372,45,0,1323.141691326067,1287.1468105457127,1300.0,1287.1468105457127
2007-01-21,Pokljuka,Slovenia,L,12.5,Mass Start,1,World Cup,25,Sylvie Becaert,France,104,2007,40,1975-09-06T00:00:00.000000,31.37577002053388,176,0,1307.608451762432,1270.1680348002465,1300.0,1270.1680348002465
2007-01-21,Pokljuka,Slovenia,L,12.5,Mass Start,1,World Cup,26,Sabrina Buchholz,Germany,31,2007,40,1980-03-05T00:00:00.000000,26.88021902806297,108,0,1258.0933820020107,1223.954969245885,1300.0,1223.954969245885
2007-01-21,Pokljuka,Slovenia,L,12.5,Mass Start,1,World Cup,27,Dijana Ravnikar,Slovenia,107,2007,40,1978-06-04T00:00:00.000000,28.632443531827516,123,0,1314.8675013266393,1269.124720298324,1300.0,1269.124720298324
2007-01-21,Pokljuka,Slovenia,L,12.5,Mass Start,1,World Cup,28,Sandrine Bailly,France,100,2007,40,1979-11-25T00:00:00.000000,27.156741957563312,206,0,1385.4764373078422,1326.2654519247378,1300.0,1326.2654519247378
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,1,Nadezhda Skardino,Belarus,25,2007,44,1985-03-27T00:00:00.000000,21.828884325804243,34,0,1300.0212408789905,1305.289444300668,1300.0,1305.289444300668
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,2,Nadezhda Chastina,Russia,748,2007,44,1982-07-19T00:00:00.000000,24.517453798767967,27,0,,,1305.8815101014852,1309.207930721115
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,3,Valj Semerenko,Ukraine,14,2007,44,1986-01-18T00:00:00.000000,21.01574264202601,43,0,1300.0,1301.63003371836,1300.0,1301.63003371836
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,4,Petra Slezakova,Slovakia,155,2007,44,1981-02-04T00:00:00.000000,25.96851471594798,86,0,,,1297.4098166832634,1297.274715139059
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,5,Liobov Petrova,Russia,716,2007,44,1984-08-01T00:00:00.000000,22.480492813141684,34,0,,,1300.0,1299.810726787667
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,6,Anastasiya Grushetskaya,Russia,1925,2007,44,1985-01-21T00:00:00.000000,22.00684462696783,3,0,,,1300.0,1299.810726787667
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,7,Alexandra Stoian,Romania,129,2007,44,1983-08-05T00:00:00.000000,23.471594798083505,116,0,,,1300.0,1299.810726787667
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,8,Liudmila Kalinchik,Belarus,38,2007,44,1982-07-23T00:00:00.000000,24.50650239561944,92,0,1290.6422842346203,1288.8294687512764,1300.0,1288.8294687512764
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,9,Lyudmyla Pysarenko,Ukraine,127,2007,44,1983-05-29T00:00:00.000000,23.657768651608485,29,0,,,1276.1315101014852,1272.8028332277852
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,10,Lubomira Kalinova,Slovakia,141,2007,44,1982-02-11T00:00:00.000000,24.95003422313484,25,0,,,1300.0,1296.1721129262808
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,11,Zuzana Tryznova,Czechia,710,2007,44,1984-10-08T00:00:00.000000,22.2943189596167,49,0,,,1276.1315101014852,1272.8028332277852
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,12,Nina Karasevych,Ukraine,702,2007,44,1984-10-29T00:00:00.000000,22.236824093086927,45,0,,,1288.9098166832634,1285.3139451002273
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,13,Uliana Denisova,Russia,48,2007,44,1983-01-11T00:00:00.000000,24.035592060232716,55,0,1273.1350294621845,1268.049607805491,1300.0,1268.049607805491
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,14,Anna Tsvetova,Belarus,1467,2007,44,1984-10-19T00:00:00.000000,22.264202600958246,13,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,15,Zuzana Hasillova,Slovakia,223,2007,44,1982-08-09T00:00:00.000000,24.45995893223819,82,0,,,1279.2759484323094,1272.2429572042133
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,16,Paulina Bobak,Poland,62,2007,44,1984-10-01T00:00:00.000000,22.313483915126625,59,0,,,1296.0707547169811,1288.686437128668
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,17,Anna Kunaeva,Russia,149,2007,44,1985-04-09T00:00:00.000000,21.793292265571527,10,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,18,Emöke Szöcs,Hungary,448,2007,44,1985-10-20T00:00:00.000000,21.262149212867897,39,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,19,Klara Moravcova,Czechia,725,2007,44,1983-03-19T00:00:00.000000,23.852156057494867,74,0,,,1284.6315101014852,1277.486532736482
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,20,Katharina Echter,Germany,749,2007,44,1982-07-18T00:00:00.000000,24.520191649555098,39,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,21,Natalia Egoshina,Russia,1505,2007,44,1984-02-13T00:00:00.000000,22.94592744695414,24,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,22,Laura Pokela,Finland,705,2007,44,1984-06-15T00:00:00.000000,22.60917180013689,24,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,23,Oksana Melnikova,Ukraine,1506,2007,44,1982-11-13T00:00:00.000000,24.197125256673512,7,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,24,Volha Tsetsiaruk,Belarus,717,2007,44,1985-03-01T00:00:00.000000,21.900068446269678,27,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,25,Tiffany Tyrala,Poland,1507,2007,44,1984-10-16T00:00:00.000000,22.272416153319643,34,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,26,Kiia Lätti,Finland,993,2007,44,1983-09-09T00:00:00.000000,23.37577002053388,17,0,,,1284.6315101014852,1277.486532736482
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,27,Lena Jansson,Sweden,1470,2007,44,1982-10-11T00:00:00.000000,24.28747433264887,4,0,,,1300.0,1292.5334990648946
2007-01-24,Pragelato,Italy,L,12.5,Mass Start,1,Universiade,28,Simona Craciun,Romania,741,2007,44,1983-05-02T00:00:00.000000,23.731690622861052,39,0,,,1300.0,1292.5334990648946
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,1,Andrea Henkel,Germany,6,2007,57,1977-12-10T00:00:00.000000,29.169062286105408,224,0,1384.0883535770452,1423.604399413674,1300.0,1423.604399413674
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,2,Martina Beck,Germany,105,2007,57,1979-09-21T00:00:00.000000,27.38945927446954,200,0,1452.9818653762009,1480.0128931437139,1300.0,1480.0128931437139
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,3,Kati Wilhelm,Germany,101,2007,57,1976-08-02T00:00:00.000000,30.524298425735797,203,0,1539.2806108023908,1553.1755230791612,1300.0,1553.1755230791612
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,4,Natalia Sorokina,Russia,32,2007,57,1982-09-12T00:00:00.000000,24.413415468856947,90,0,1302.8452260337758,1342.6599846119327,1300.0,1342.6599846119327
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,5,Ekaterina Iourieva,Russia,71,2007,57,1983-06-11T00:00:00.000000,23.668720054757017,47,0,1287.1468105457127,1325.509551563341,1300.0,1325.509551563341
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,6,Linda Grubben,Norway,174,2007,57,1979-09-13T00:00:00.000000,27.411362080766597,170,0,1483.6146716253993,1492.4918870523995,1300.0,1492.4918870523995
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,7,Kaisa Mäkäräinen,Finland,5,2007,57,1983-01-11T00:00:00.000000,24.082135523613964,50,0,1308.3728365463382,1336.500375737578,1300.0,1336.500375737578
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,8,Helena Ekholm,Sweden,7,2007,57,1984-09-06T00:00:00.000000,22.428473648186174,59,0,1321.8514503433398,1344.4592690418315,1300.0,1344.4592690418315
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,9,Tadeja Brankovic-Likozar,Slovenia,56,2007,57,1979-12-20T00:00:00.000000,27.143052703627653,265,0,1308.925691487517,1329.6988352217718,1300.0,1329.6988352217718
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,10,Florence Baverel-Robert,France,164,2007,57,1974-05-24T00:00:00.000000,32.71731690622861,266,0,1378.6783994318016,1386.1761658396124,1300.0,1386.1761658396124
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,11,Tatiana Moiseeva,Russia,153,2007,57,1981-09-07T00:00:00.000000,25.426420260095824,53,0,1306.2847743751256,1320.1492895108963,1300.0,1320.1492895108963
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,12,Oksana Khvostenko,Ukraine,42,2007,57,1977-11-27T00:00:00.000000,29.204654346338124,140,0,1386.735301988484,1385.8712571913193,1300.0,1385.8712571913193
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,13,Olena Petrova,Ukraine,175,2007,57,1972-09-24T00:00:00.000000,34.379192334017795,236,0,1352.178503855368,1352.3818508797096,1300.0,1352.3818508797096
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,14,Magdalena Neuner,Germany,2,2007,57,1987-02-09T00:00:00.000000,20.00273785078713,61,0,1294.7290115120416,1299.2891633234494,1300.0,1299.2891633234494
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,15,Teja Gregorin,Slovenia,11,2007,57,1980-06-29T00:00:00.000000,26.61738535249829,109,0,1325.279505567733,1321.9390004598063,1300.0,1321.9390004598063
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,16,Magdalena Gwizdon,Poland,63,2007,57,1979-08-04T00:00:00.000000,27.52087611225188,246,0,1169.9691485890876,1183.7539909736133,1300.0,1183.7539909736133
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,17,Krystyna Guzik,Poland,114,2007,57,1983-08-16T00:00:00.000000,23.488021902806295,106,0,1201.6838664286129,1207.8814225484418,1300.0,1207.8814225484418
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,18,Ann Kristin Aafedt Flatland,Norway,3,2007,57,1982-11-06T00:00:00.000000,24.262833675564682,88,0,1305.9711218413404,1294.409112861606,1300.0,1294.409112861606
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,19,Qiao Yin,China,170,2007,57,1985-07-02T00:00:00.000000,21.609856262833674,67,0,1242.6045524791773,1236.139239606018,1300.0,1236.139239606018
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,20,Vita Semerenko,Ukraine,18,2007,57,1986-01-18T00:00:00.000000,21.062286105407257,39,0,1300.0,1281.9937967729459,1300.0,1281.9937967729459
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,21,Michela Ponza,Italy,24,2007,57,1979-02-12T00:00:00.000000,27.994524298425734,221,0,1294.1100354055916,1273.286106500765,1300.0,1273.286106500765
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,22,Eveli Saue,Estonia,29,2007,57,1984-02-13T00:00:00.000000,22.992470910335385,69,0,1250.8161542792386,1232.3233319447477,1300.0,1232.3233319447477
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,23,Sandrine Bailly,France,100,2007,57,1979-11-25T00:00:00.000000,27.211498973305954,211,0,1326.2654519247378,1293.678606421349,1300.0,1293.678606421349
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,24,Martina Halinarova,Slovakia,123,2007,57,1973-04-22T00:00:00.000000,33.804243668720055,254,0,1291.0323516809383,1259.7210560572853,1300.0,1259.7210560572853
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,25,Tora Berger,Norway,8,2007,57,1981-03-18T00:00:00.000000,25.900068446269678,124,0,1295.964802223426,1260.3280312146005,1300.0,1260.3280312146005
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,26,Katja Haller,Italy,36,2007,57,1981-01-12T00:00:00.000000,26.078028747433265,105,0,1300.0,1260.162113604629,1300.0,1260.162113604629
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,27,Madara Liduma,Latvia,51,2007,57,1982-08-10T00:00:00.000000,24.503764544832308,121,0,1246.5190945596837,1210.4160003522225,1300.0,1210.4160003522225
2007-02-10,Antholz-Anterselva,Italy,L,12.5,Mass Start,1,World Championship,28,Andreja Mali,Slovenia,33,2007,57,1977-11-17T00:00:00.000000,29.232032854209447,128,0,1171.655171601781,1141.5725091534678,1300.0,1141.5725091534678
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,1,Magdalena Neuner,Germany,2,2007,80,1987-02-09T00:00:00.000000,20.082135523613964,68,0,1299.2891633234494,1355.6152502329512,1300.0,1355.6152502329512
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,2,Kathrin Lang,Germany,21,2007,80,1986-09-03T00:00:00.000000,20.517453798767967,54,0,1315.6137301262477,1365.8595187794801,1300.0,1365.8595187794801
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,3,Ekaterina Iourieva,Russia,71,2007,80,1983-06-11T00:00:00.000000,23.748117727583846,54,0,1325.509551563341,1370.6349296128315,1300.0,1370.6349296128315
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,4,Yingchao Kong,China,125,2007,80,1982-10-09T00:00:00.000000,24.418891170431213,149,0,1249.8993094289713,1302.587970483623,1300.0,1302.587970483623
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,5,Simone Hauswald,Germany,103,2007,80,1979-05-03T00:00:00.000000,27.854893908281998,150,0,1328.1285004226604,1365.5846226688336,1300.0,1365.5846226688336
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,6,Kati Wilhelm,Germany,101,2007,80,1976-08-02T00:00:00.000000,30.60369609856263,210,0,1553.1755230791612,1557.2631230122288,1300.0,1557.2631230122288
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,7,Florence Baverel-Robert,France,164,2007,80,1974-05-24T00:00:00.000000,32.79671457905544,273,0,1386.1761658396124,1407.7685403973805,1300.0,1407.7685403973805
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,8,Xianying Liu,China,115,2007,80,1977-07-08T00:00:00.000000,29.672826830937712,187,0,1398.0478073962336,1414.2902035420918,1300.0,1414.2902035420918
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,9,Sandrine Bailly,France,100,2007,80,1979-11-25T00:00:00.000000,27.290896646132786,218,0,1293.678606421349,1321.7327488896815,1300.0,1321.7327488896815
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,10,Andrea Henkel,Germany,6,2007,80,1977-12-10T00:00:00.000000,29.248459958932237,231,0,1423.604399413674,1428.9657038874561,1300.0,1428.9657038874561
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,11,Katrin Apel,Germany,163,2007,80,1973-05-04T00:00:00.000000,33.8507871321013,307,0,1283.2738292207239,1305.5979629314518,1300.0,1305.5979629314518
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,12,Anna Carin Zidek,Sweden,13,2007,80,1973-04-01T00:00:00.000000,33.94113620807666,121,0,1485.1734893609764,1475.1615818758676,1300.0,1475.1615818758676
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,13,Natalia Sokolova,Russia,106,2007,80,1973-10-23T00:00:00.000000,33.379876796714576,87,0,1299.5392884600062,1312.1646612408624,1300.0,1312.1646612408624
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,14,Helena Ekholm,Sweden,7,2007,80,1984-09-06T00:00:00.000000,22.507871321013006,65,0,1344.4592690418315,1346.727800308273,1300.0,1346.727800308273
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,15,Tatiana Moiseeva,Russia,153,2007,80,1981-09-07T00:00:00.000000,25.505817932922657,57,0,1320.1492895108963,1322.4139170564927,1300.0,1322.4139170564927
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,16,Sylvie Becaert,France,104,2007,80,1975-09-06T00:00:00.000000,31.509924709103352,186,0,1270.1680348002465,1276.2356536414122,1300.0,1276.2356536414122
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,17,Martina Beck,Germany,105,2007,80,1979-09-21T00:00:00.000000,27.468856947296374,206,0,1480.0128931437139,1452.4495694585496,1300.0,1452.4495694585496
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,18,Liudmila Ananko,Belarus,135,2007,80,1982-04-19T00:00:00.000000,24.892539356605063,123,0,1268.1395048731017,1267.2281365951178,1300.0,1267.2281365951178
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,19,Tora Berger,Norway,8,2007,80,1981-03-18T00:00:00.000000,25.979466119096507,131,0,1260.3280312146005,1256.9221498195657,1300.0,1256.9221498195657
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,20,Zina Kocher,Canada,77,2007,80,1982-12-05T00:00:00.000000,24.262833675564682,109,0,1260.499186355642,1253.4297015637137,1300.0,1253.4297015637137
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,21,Oksana Khvostenko,Ukraine,42,2007,80,1977-11-27T00:00:00.000000,29.284052019164957,147,0,1385.8712571913193,1356.5672620017374,1300.0,1356.5672620017374
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,22,Olga Anisimova,Russia,138,2007,80,1972-01-29T00:00:00.000000,35.1129363449692,96,0,1324.355349595507,1300.5198671067353,1300.0,1300.5198671067353
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,23,Teja Gregorin,Slovenia,11,2007,80,1980-06-29T00:00:00.000000,26.696783025325118,116,0,1321.9390004598063,1294.8267137595415,1300.0,1294.8267137595415
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,24,Eveli Saue,Estonia,29,2007,80,1984-02-13T00:00:00.000000,23.071868583162217,76,0,1232.3233319447477,1214.7565339472721,1300.0,1214.7565339472721
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,25,Olga Kudrashova,Belarus,111,2007,80,1978-11-25T00:00:00.000000,28.290212183436,22,0,1281.8266978680922,1253.424815063252,1300.0,1253.424815063252
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,26,Tadeja Brankovic-Likozar,Slovenia,56,2007,80,1979-12-20T00:00:00.000000,27.222450376454482,272,0,1329.6988352217718,1290.509064500366,1300.0,1290.509064500366
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,27,Xue Dong,China,132,2007,80,1986-08-17T00:00:00.000000,20.56399726214921,77,0,1255.516795483641,1223.702927140785,1300.0,1223.702927140785
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,28,Magdalena Gwizdon,Poland,63,2007,80,1979-08-04T00:00:00.000000,27.600273785078713,256,0,1183.7539909736133,1158.2731784580433,1300.0,1158.2731784580433
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,29,Kaisa Mäkäräinen,Finland,5,2007,80,1983-01-11T00:00:00.000000,24.161533196440793,57,0,1336.500375737578,1285.3776533907321,1300.0,1285.3776533907321
2007-03-11,Holmenkollen,Norway,L,12.5,Mass Start,1,World Cup,30,Qiao Yin,China,170,2007,80,1985-07-02T00:00:00.000000,21.689253935660506,73,0,1236.139239606018,1196.1986857122042,1300.0,1196.1986857122042
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,1,Helena Ekholm,Sweden,7,2007,89,1984-09-06T00:00:00.000000,22.527036276522928,68,0,1346.727800308273,1396.2974385819405,1300.0,1396.2974385819405
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,2,Oksana Khvostenko,Ukraine,42,2007,89,1977-11-27T00:00:00.000000,29.30321697467488,150,0,1356.5672620017374,1401.0341760352835,1300.0,1401.0341760352835
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,3,Kathrin Lang,Germany,21,2007,89,1986-09-03T00:00:00.000000,20.536618754277892,57,0,1365.8595187794801,1405.311501676935,1300.0,1405.311501676935
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,4,Anna Frolina,Russia,88,2007,89,1984-01-11T00:00:00.000000,23.1813826146475,55,0,1254.4547681406248,1306.8013639613666,1300.0,1306.8013639613666
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,5,Sandrine Bailly,France,100,2007,89,1979-11-25T00:00:00.000000,27.310061601642712,221,0,1321.7327488896815,1360.4847799874553,1300.0,1360.4847799874553
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,6,Ekaterina Iourieva,Russia,71,2007,89,1983-06-11T00:00:00.000000,23.76728268309377,56,0,1370.6349296128315,1398.4667266230165,1300.0,1398.4667266230165
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,7,Tadeja Brankovic-Likozar,Slovenia,56,2007,89,1979-12-20T00:00:00.000000,27.241615331964407,275,0,1290.509064500366,1326.6455971725677,1300.0,1326.6455971725677
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,8,Magdalena Neuner,Germany,2,2007,89,1987-02-09T00:00:00.000000,20.10130047912389,71,0,1355.6152502329512,1378.391867441209,1300.0,1378.391867441209
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,9,Teja Gregorin,Slovenia,11,2007,89,1980-06-29T00:00:00.000000,26.715947980835043,119,0,1294.8267137595415,1323.0439842548708,1300.0,1323.0439842548708
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,10,Natalia Sokolova,Russia,106,2007,89,1973-10-23T00:00:00.000000,33.399041752224505,90,0,1312.1646612408624,1334.1554845742714,1300.0,1334.1554845742714
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,11,Katrin Apel,Germany,163,2007,89,1973-05-04T00:00:00.000000,33.869952087611225,310,0,1305.5979629314518,1324.9317477521158,1300.0,1324.9317477521158
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,12,Simone Hauswald,Germany,103,2007,89,1979-05-03T00:00:00.000000,27.874058863791923,153,0,1365.5846226688336,1372.3296918517922,1300.0,1372.3296918517922
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,13,Florence Baverel-Robert,France,164,2007,89,1974-05-24T00:00:00.000000,32.81587953456537,276,0,1407.7685403973805,1404.7481350931105,1300.0,1404.7481350931105
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,14,Sylvie Becaert,France,104,2007,89,1975-09-06T00:00:00.000000,31.529089664613277,189,0,1276.2356536414122,1289.0141177802907,1300.0,1289.0141177802907
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,15,Andrea Henkel,Germany,6,2007,89,1977-12-10T00:00:00.000000,29.267624914442163,234,0,1428.9657038874561,1415.6956186864666,1300.0,1415.6956186864666
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,16,Olga Anisimova,Russia,138,2007,89,1972-01-29T00:00:00.000000,35.13210130047912,99,0,1300.5198671067353,1302.4185614983194,1300.0,1302.4185614983194
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,17,Kati Wilhelm,Germany,101,2007,89,1976-08-02T00:00:00.000000,30.62286105407255,213,0,1557.2631230122288,1521.101704218008,1300.0,1521.101704218008
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,18,Olga Kudrashova,Belarus,111,2007,89,1978-11-25T00:00:00.000000,28.309377138945926,25,0,1253.424815063252,1254.9797578460661,1300.0,1254.9797578460661
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,19,Tora Berger,Norway,8,2007,89,1981-03-18T00:00:00.000000,25.998631074606433,134,0,1256.9221498195657,1254.3321158032738,1300.0,1254.3321158032738
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,20,Anna Carin Zidek,Sweden,13,2007,89,1973-04-01T00:00:00.000000,33.960301163586585,124,0,1475.1615818758676,1437.5589834709965,1300.0,1437.5589834709965
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,21,Liudmila Ananko,Belarus,135,2007,89,1982-04-19T00:00:00.000000,24.91170431211499,125,0,1267.2281365951178,1255.8591699451968,1300.0,1255.8591699451968
2007-03-18,Khanty-Mansijsk,Russia,L,12.5,Mass Start,1,World Cup,22,Natalia Sorokina,Russia,32,2007,89,1982-09-12T00:00:00.000000,24.5119780971937,94,0,1342.6599846119327,1316.4255878386061,1300.0,1316.4255878386061
