IBUName,Skier,ID,Nation,StartOrder,Bib,Is_Host_Nation,In_Startlist,Elo,Individual_Elo,Sprint_Elo,Pursuit_Elo,MassStart_Elo,Race_Elo,Race1_Prob,City,Country,Race_Type,Race_Date
Davide Cola,Davide Cola,5144,Italy,999,999,False,False,1294.1745350499698,1301.700764588672,1298.3176696926348,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Ignas Rakstelis,Ignas Rakstelis,5254,Lithuania,999,999,False,False,1239.662501623666,1283.518479643276,1255.9938273786652,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Ethan Clarke,Ethan Clarke,5090,Great Britain,999,999,False,False,1104.195658300642,1195.874599847214,1165.6603574868857,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Yoan Shamov,Yoan Shamov,5558,Bulgaria,999,999,False,False,1273.6800382015367,1297.5305661438715,1281.3815337549574,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Lukas Tannheimer,Lukas Tannheimer,5309,Germany,999,999,False,False,1292.2374665385817,1299.7321393499597,1294.557330133202,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Karl Schütze,Karl Schütze,5519,Germany,999,999,False,False,1276.5364584111178,1290.2490777038408,1284.6508025646851,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Matiss Meirans,Matiss Meirans,5157,Latvia,999,999,False,False,1230.2762832014032,1235.391141088562,1258.0006603369347,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Luca Anding,Luca Anding,5522,Germany,999,999,False,False,1300.467734290761,1300.0,1299.6268698292242,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Daniel Ryska,Daniel Ryska,5475,Czechia,999,999,False,False,1287.7964465735886,1299.2175293620537,1292.149152026602,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Björn Niederhauser,Björn Niederhauser,5161,Switzerland,999,999,False,False,1268.57312669593,1297.0826959760168,1278.530970613469,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Oleksandr Bilanenko,Oleksandr Bilanenko,5299,Ukraine,999,999,False,False,1257.631860020941,1291.1734561146536,1277.6602472006016,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Zakhar Shkarin,Zakhar Shkarin,5511,Kazakhstan,999,999,False,False,1274.75234476985,1298.1776534437167,1279.557344870736,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Oskar Orupold,Oskar Orupold,5329,Estonia,999,999,False,False,1198.0902820190126,1275.5555700081634,1207.4584293496482,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Bohdan Bohach,Bohdan Bohach,5551,Ukraine,999,999,False,False,1278.8805404075415,1301.7378200298822,1282.2476137521758,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Kyrylo Kulchytskyi,Kyrylo Kulchytskyi,5550,Ukraine,999,999,False,False,1276.9002165781492,1301.7378200298822,1281.204007495307,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Jaka Pilar,Jaka Pilar,5294,Slovenia,999,999,False,False,1276.8774410872595,1299.9150536312366,1286.1461955573975,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Simeon Kümmel,Simeon Kümmel,5549,Estonia,999,999,False,False,1292.9820700386797,1248.2792000296781,1292.381868633884,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Akseli Kirjavainen,Akseli Kirjavainen,5155,Finland,999,999,True,False,1265.7255001040094,1299.8697734002862,1279.1175330531396,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Georgii Ermolov,Georgii Ermolov,5548,Austria,999,999,False,False,1285.1939841590363,1301.7378200298822,1288.789665418723,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Mathias Prosser,Mathias Prosser,5156,Austria,999,999,False,False,1272.0455492174244,1293.1093305465474,1281.777952690922,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Oliver Gajdosovci,Oliver Gajdosovci,5445,Slovakia,999,999,False,False,1286.882604554768,1296.4542977517262,1291.7986597263932,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Adrians Maris Snorins,Adrians Maris Snorins,5307,Latvia,999,999,False,False,1250.0446805598046,1287.714056960184,1271.413218503569,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Georgi Naumov,Georgi Naumov,5082,Bulgaria,999,999,False,False,1076.2392265708518,1198.2456635573412,1079.2369168579842,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Igor Kusztal,Igor Kusztal,5320,Poland,999,999,False,False,1252.3229864138611,1288.7904112854512,1270.4829114221488,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Gregor Rupnik,Gregor Rupnik,5334,Slovenia,999,999,False,False,1279.4875542760333,1300.70234074924,1283.719560365704,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Anton Redkin,Anton Redkin,5212,Kazakhstan,999,999,False,False,1267.5033429778357,1297.7661464572811,1278.5862635902183,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Kajetan Urbaniak,Kajetan Urbaniak,5454,Poland,999,999,False,False,1267.244782770303,1294.0053689031315,1276.8420993087782,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Jens Berger,Jens Berger,5138,Switzerland,999,999,False,False,1261.1333030614271,1286.6736383598802,1276.1085962262848,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Tristan Klimbek,Tristan Klimbek,5503,Estonia,999,999,False,False,1299.394437434561,1300.7057440620458,1297.810246034967,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Kostiantyn Martseniuk,Kostiantyn Martseniuk,5490,Ukraine,999,999,False,False,1295.934242521325,1297.4898237678758,1297.2757209419938,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Maxim Mejtsky,Maxim Mejtsky,5139,Slovakia,999,999,False,False,1144.8216385283797,1244.0935463716448,1163.1773037946964,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Vince Vogel,Vince Vogel,5147,Switzerland,999,999,False,False,1275.268124693997,1289.7664608294588,1284.553572057315,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Ivan Steblyna,Ivan Steblyna,5136,Ukraine,999,999,False,False,1244.7792993862618,1291.5485939746611,1267.9133257891574,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Rory Wilson,Rory Wilson,5352,Canada,999,999,False,False,1296.6213911373306,1300.0,1296.5805958115952,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Juozas Augustinavicius,Juozas Augustinavicius,5086,Lithuania,999,999,False,False,1218.383536720174,1277.7641779044502,1247.936336154574,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Isak Skogrand,Isak Skogrand,5345,Norway,999,999,False,False,1253.9208039135767,1300.0,1246.4089129173287,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Nejc Einhauer,Nejc Einhauer,5330,Slovenia,999,999,False,False,1270.247098302257,1295.0347960038307,1281.204007495307,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
William Brindle,William Brindle,5555,Canada,999,999,False,False,1296.9952732188,1248.2792000296781,1297.2757209419938,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Rudolfs Raudzins,Rudolfs Raudzins,5482,Latvia,999,999,False,False,1280.9294497215967,1296.4542977517262,1287.3238064164586,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Jan Kovac,Jan Kovac,5554,Slovakia,999,999,False,False,1292.9375420222948,1297.4898237678758,1296.0980677627283,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Mikas Vildziunas,Mikas Vildziunas,4934,Lithuania,999,999,False,False,1221.4495429417952,1281.7688114208718,1240.16146576003,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Markus Sklenarik,Markus Sklenarik,5240,Slovakia,999,999,False,False,1284.2451066200306,1295.043268403627,1290.6508656612748,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Levin Kunz,Levin Kunz,5301,Switzerland,999,999,False,False,1294.3783270735728,1300.70234074924,1292.3275494938464,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Magnus Steiner,Magnus Steiner,5318,Austria,999,999,False,False,1293.1562982393152,1301.9259112920631,1295.1298144744603,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Jesco Mengis,Jesco Mengis,5471,Switzerland,999,999,False,False,1283.53922581057,1296.0967075827537,1288.8241254645227,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Dmytro Kriukov,Dmytro Kriukov,5295,Ukraine,999,999,False,False,1243.206814358061,1283.444831957749,1262.2117143085634,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Vladimir Kocmanek,Vladimir Kocmanek,5131,Czechia,999,999,False,False,1258.5639525984766,1298.7254021454253,1289.8415744577792,1279.4398776623864,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Tobit Keller,Tobit Keller,5484,Switzerland,999,999,False,False,1298.6455241776202,1300.7057440620458,1297.810246034967,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Kaapo Saarinen,Kaapo Saarinen,5164,Finland,999,999,True,False,1261.5761220243355,1293.6679049845277,1278.558083718654,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Graham Benson,Graham Benson,5250,Great Britain,999,999,False,False,1247.7707556215355,1284.1290246582926,1236.1021851984224,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Aljaz Omejc,Aljaz Omejc,5121,Slovenia,999,999,False,False,1257.1206886520702,1284.4616019481532,1277.670637928249,1300.0,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Luke Hulshof,Luke Hulshof,5287,Canada,999,999,False,False,1284.1675848378543,1298.1809686014794,1286.9634578429243,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Tomas Sucharda,Tomas Sucharda,5133,Czechia,999,999,False,False,1262.1704620285066,1297.0826959760168,1275.1438144365832,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Remo Burch,Remo Burch,5189,Switzerland,999,999,False,False,1275.5317670535785,1304.624803732741,1277.6155134265944,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Maciej Lapka,Maciej Lapka,5249,Poland,999,999,False,False,1233.5041475022656,1282.5228879479257,1266.794319563875,1299.1989506349869,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Kirill Zotov,Kirill Zotov,5298,Kazakhstan,999,999,False,False,1278.872298161005,1298.1880743835277,1289.3903887947308,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Drejc Meglic,Drejc Meglic,5396,Slovenia,999,999,False,False,1272.501939921474,1299.4459734078168,1279.4045398722003,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Matthäus Schönaigner,Matthäus Schönaigner,5308,Austria,999,999,False,False,1284.700876691776,1301.9734003432914,1294.8536122751457,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Matteo Anker,Matteo Anker,5547,Austria,999,999,False,False,1279.0022873024643,1301.7378200298822,1285.0112377687058,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Taras Tarasiuk,Taras Tarasiuk,5446,Ukraine,999,999,False,False,1280.5381025769098,1299.3236777976192,1285.7617472499517,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Camille Grataloup-Manissolle,Camille Grataloup-Manissolle,5234,France,999,999,False,False,1282.743814486272,1307.8771551847544,1275.7125161135818,1290.1674547663376,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Srdjan Lalovic,Srdjan Lalovic,5252,Bosnia&Herzegovina,999,999,False,False,1157.0589563857018,1288.2145425636752,1152.119827140447,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Maanus Udam,Maanus Udam,5167,Estonia,999,999,False,False,1194.9892510685347,1294.9790690330117,1192.2060144477323,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Guillaume Poirot,Guillaume Poirot,5122,France,999,999,False,False,1303.229448253686,1275.281087182258,1311.858398770256,1304.7168455924157,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Loris Maier,Loris Maier,5419,Switzerland,999,999,False,False,1231.1837914656703,1285.3453320614651,1240.2982134953884,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Martin Cienik,Martin Cienik,4994,Slovakia,999,999,False,False,1233.2199200377245,1276.0604638941206,1261.7580599477874,1300.0,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Arttu Remes,Arttu Remes,5326,Finland,999,999,True,False,1225.2400882382738,1254.1241001591677,1256.872699187427,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Benjamin Brousseau,Benjamin Brousseau,5070,Canada,999,999,False,False,1269.7296067856198,1292.2437832157204,1277.7364014095303,1300.0,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Matti Pinter,Matti Pinter,5469,Austria,999,999,False,False,1289.9252445496527,1298.1880743835277,1290.8178646790675,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Judicael Perrillat Bottonet,Judicael Perrillat Bottonet,5120,France,999,999,False,False,1293.1275277545403,1297.2653995496871,1296.2237285289043,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Flavio Guy,Flavio Guy,5296,France,999,999,False,False,1297.9057743565731,1300.7057440620458,1297.2205607843166,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Enzo Bouillet,Enzo Bouillet,5545,France,999,999,False,False,1299.3311550015724,1300.0,1297.2757209419938,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Simon Adamov,Simon Adamov,5238,Slovakia,999,999,False,False,1120.9311709929505,1136.4143132359463,1185.4283425669164,1292.805184882143,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Gigi Lupoiu,Gigi Lupoiu,5280,Romania,999,999,False,False,1006.3155618609304,1228.8375746662869,1009.3473834845344,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Karl Rasmus Tiislar,Karl Rasmus Tiislar,5016,Estonia,999,999,False,False,1209.192658687703,1210.1759408218977,1260.3581878767145,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Noah Bradford,Noah Bradford,4993,Australia,999,999,False,False,1108.8655901692491,1138.581768552578,1161.3193544971018,1299.1989506349869,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Daniels Kodalevs,Daniels Kodalevs,5247,Latvia,999,999,False,False,978.8659137556988,1162.450819166842,1009.0299683793336,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Iulian Luchin,Iulian Luchin,4884,Moldova,999,999,False,False,904.9403646353688,1049.8992200972805,964.8595655648584,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Jaka Kracman,Jaka Kracman,4964,Slovenia,999,999,False,False,938.3562855772288,1094.992817588617,978.1252203123312,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Nikolay Nikolov,Nikolay Nikolov,5245,Bulgaria,999,999,False,False,1054.2649634989211,1257.3841048892884,1046.722228194732,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Frederik Välbe,Frederik Välbe,5293,Estonia,999,999,False,False,1173.7861439803723,1252.825861171089,1186.032337544379,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Mykhailo Khmil,Mykhailo Khmil,5015,Ukraine,999,999,False,False,1102.1926213377096,1235.3252679695065,1104.813035713307,1300.0,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Horia Urs,Horia Urs,5072,Romania,999,999,False,False,1036.4169494518108,1232.6927884361187,1042.75937295108,1300.0,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Michal Adamov,Michal Adamov,5129,Slovakia,999,999,False,False,1188.9513568753894,1295.777744537777,1182.0108853451377,1300.0,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Rasmus Vainomäe,Rasmus Vainomäe,5401,Estonia,999,999,False,False,1039.431206790829,1192.8972205020343,1055.2372589479808,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Malcolm McCulloch,Malcolm McCulloch,5504,Canada,999,999,False,False,1151.7454412854668,1271.6690054411656,1150.2201854872887,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Turkka Nieminen,Turkka Nieminen,4986,Finland,999,999,True,False,1235.9817853750385,1210.2076394584517,1252.5443510962812,1269.4408960991975,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Vasil Zashev,Vasil Zashev,4567,Bulgaria,999,999,False,False,1137.6977034211757,1232.6361493962115,1083.8986967624608,1260.096218984199,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Boris Stanish,Boris Stanish,4857,Australia,999,999,False,False,938.9714304090944,1089.0316415526818,968.5373258921868,1300.0,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Linus Kesper,Linus Kesper,5002,Germany,999,999,False,False,1267.068251299085,1314.6897417284565,1262.0898312247775,1290.8507593165084,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Jacques Jefferies,Jacques Jefferies,4852,Great Britain,999,999,False,False,1207.8040334464476,1262.2761633603589,1202.921330468041,1266.3440928778557,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Alex Perissutti,Alex Perissutti,5001,Italy,999,999,False,False,1228.1547977398095,1288.7510775840176,1250.1010760166412,1289.1955144949711,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Thomas Marchl,Thomas Marchl,5126,Austria,999,999,False,False,1325.3079049828848,1308.0967792476806,1325.7903188018922,1292.1692754279156,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Ruj Groselj Simic,Ruj Groselj Simic,4978,Slovenia,999,999,False,False,1264.7833694967983,1277.3454093872597,1256.5668814217393,1300.0,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Martin Matko,Martin Matko,5141,Slovakia,999,999,False,False,1226.1217614500893,1279.8592929029048,1208.3860040687005,1287.506025352228,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Stefan Dankl,Stefan Dankl,5009,Austria,999,999,False,False,1226.8710365038064,1290.365919449656,1253.3671781041523,1284.964907908984,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Veselin Belchinski,Veselin Belchinski,5085,Bulgaria,999,999,False,False,1234.008327513165,1205.9686869358873,1118.9551775834543,1284.6388513606405,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Linus Arstad,Linus Arstad,5521,USA,999,999,False,False,1263.104726058784,1284.1909889528426,1279.8239454000131,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Luc Richter,Luc Richter,5137,Germany,999,999,False,False,1283.3736397223174,1295.3898837596564,1299.2387609173356,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Yuya Tokutake,Yuya Tokutake,5625,Japan,999,999,False,False,1276.523219262346,1291.182629873646,1292.8634734100715,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Andrii Moroz,Andrii Moroz,5338,Ukraine,999,999,False,False,1257.0615546546346,1284.2239578876902,1271.8470601587746,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Simon Hurta,Simon Hurta,5501,Czechia,999,999,False,False,1289.328572793067,1300.8302871318187,1287.8037091871906,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Serhii Suprun,Serhii Suprun,5062,Ukraine,999,999,False,False,1143.078009629826,1228.3855099837017,1178.0675545617337,1285.2375808576771,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Sebastian Belicaj,Sebastian Belicaj,5336,Slovakia,999,999,False,False,1252.8349925630594,1298.1202549947543,1259.8437024995974,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Hannes Bacher,Hannes Bacher,5290,Italy,999,999,False,False,1305.1434534184116,1301.700764588672,1300.3051811276412,1281.474682203982,1300.0,1300.0,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Jimi Klemettinen,Jimi Klemettinen,5123,Finland,999,999,True,False,1287.3191777315185,1259.552728908331,1278.7316361082474,1293.6461156939483,1299.235898122745,1299.235898122745,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Simon Kaiser,Simon Kaiser,4685,Germany,999,999,False,False,1361.3171194415545,1286.1383653745268,1425.7770034968664,1249.3380904011651,1299.0736828558847,1299.0736828558847,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Shoichiro Go,Shoichiro Go,5057,Japan,999,999,False,False,1068.95191401736,1226.0267055113138,1080.3072322168198,1299.3209822001222,1298.987368528555,1298.987368528555,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Masaharu Yamamoto,Masaharu Yamamoto,4916,Japan,999,999,False,False,1136.771923881986,1146.672772480875,1164.6363928673034,1253.3982918249064,1298.8557724024604,1298.8557724024604,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Artur Iskhakov,Artur Iskhakov,5386,Slovakia,999,999,False,False,1173.448881031993,1218.8086815927231,1165.4469608102177,1299.9492105854656,1298.848510711905,1298.848510711905,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Benjamin Menz,Benjamin Menz,4595,Germany,999,999,False,False,1333.1691432705238,1309.6292555730156,1327.3174899178382,1302.318934855364,1298.848510711905,1298.848510711905,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Marcin Zawol,Marcin Zawol,4560,Poland,999,999,False,False,1230.5011917840227,1275.831077959229,1179.4191683354295,1216.5758075433191,1298.7826226602922,1298.7826226602922,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Alexander Hall Westby,Alexander Hall Westby,5372,Norway,999,999,False,False,1251.0753975920388,1248.2792000296781,1246.9129364421494,1281.474682203982,1298.5960622916718,1298.5960622916718,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Eirik Stensaker Tvinnereim,Eirik Stensaker Tvinnereim,5369,Norway,999,999,False,False,1251.0753975920388,1248.2792000296781,1246.9129364421494,1281.474682203982,1298.5960622916718,1298.5960622916718,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Øyvind Halvorsen,Øyvind Halvorsen,5055,Norway,999,999,False,False,1247.9216180765775,1248.2792000296781,1243.2199909128578,1281.474682203982,1298.5960622916718,1298.5960622916718,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Edgar Geny,Edgar Geny,4845,France,999,999,False,False,1337.795192596143,1276.193573324496,1362.8304609963752,1270.8802219720478,1298.5501763806258,1298.5501763806258,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Theo Guiraud Poillot,Theo Guiraud Poillot,4743,France,999,999,False,False,1430.4578001900356,1327.8163299196283,1422.0901943402678,1304.432180845075,1298.4932606394177,1298.4932606394177,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Valentin Lejeune,Valentin Lejeune,4847,France,999,999,False,False,1289.822072496463,1379.24725107005,1285.1699360945468,1331.1378106753868,1298.452873776546,1298.452873776546,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Osvald Grønning,Osvald Grønning,5277,Denmark,999,999,False,False,1013.0198609087696,1121.3058364606702,1082.5147283896188,1281.474682203982,1298.3483085784376,1298.3483085784376,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Asbjørn Boye,Asbjørn Boye,5359,Denmark,999,999,False,False,1130.786181105197,1157.554921981167,1224.8201854899046,1281.474682203982,1298.3483085784376,1298.3483085784376,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
George Coltea,George Coltea,3484,Romania,999,999,False,False,1197.4391824486463,1201.422834466941,1223.0521644400508,1219.1993371598114,1298.3196261216258,1298.3196261216258,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Logan Pletz,Logan Pletz,4542,Canada,999,999,False,False,1112.8516246065658,1130.0814862570012,1126.5172546130625,1247.2852575056572,1297.9778804055998,1297.9778804055998,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Bohdan Borkovskyi,Bohdan Borkovskyi,5061,Ukraine,999,999,False,False,1274.8538020298502,1255.1938284503103,1340.22383389721,1214.6007878600496,1297.959418859034,1297.959418859034,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Apostolos Angelis,Apostolos Angelis,1042,Greece,999,999,False,False,998.8944710812264,1074.428399283276,1001.5381830658332,1251.9362459456247,1297.940901582458,1297.940901582458,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Rasmus Schiellerup,Rasmus Schiellerup,4639,Denmark,999,999,False,False,1189.5822757889373,1220.5853165584276,1204.6703056093486,1281.474682203982,1297.91799633449,1297.91799633449,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
Jonas Johansen Grøsland,Jonas Johansen Grøsland,5218,Norway,999,999,False,False,1273.5898988800554,1248.2792000296781,1266.442035854909,1281.474682203982,1297.910670651089,1297.910670651089,0.0,Kontiolahti,Finland,Mass Start,03/08/2026
