FIS_Name,Skier,ID,Nation,In_FIS_List,Price,Team_Name,Team_Rank,Team_Time,Team_Position,Race_Date,City,Country,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo
Franco Dal Farra,Franco Dal Farra,8039,Argentina,False,0,ARGENTINA I,0,,,02/14/2026,Milano Cortina,Italy,1140.7259347325185,1141.599859101082,1124.016914004771,1211.0036816839292,1164.3896262135652,1169.5794433486492,1187.575676788358,1096.2300877842729,1208.322569537689
Mateo Lorenzo Sauma,Mateo Lorenzo Sauma,14069,Argentina,False,0,ARGENTINA I,0,,,02/14/2026,Milano Cortina,Italy,1153.07596982114,1226.652438577017,1223.8681018997877,1257.559164312725,1220.2081615555128,1215.9529453995951,1284.7454622816035,1208.1316786504765,1227.5500755033609
Nahuel Exequiel Torres,Nahuel Exequiel Torres,19722,Argentina,False,0,ARGENTINA I,0,,,02/14/2026,Milano Cortina,Italy,1263.6120985574698,1197.0473540562573,1262.4891752218084,1241.9027513964904,1273.412400481807,1272.3638911605908,1177.725829998534,1270.6378284358163,1133.4534085791367
Marc Estevez,Marc Estevez,22605,Argentina,False,0,ARGENTINA I,0,,,02/14/2026,Milano Cortina,Italy,1286.0305653185246,1297.129732582792,1298.9084798244269,1298.3291950249957,1293.5310685612606,1296.957135453838,1296.3143629290612,1293.4795826785855,1294.1388967326257
Jayden Spring,Jayden Spring,19651,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1219.9040997071534,1257.8079522105809,1293.9115701498988,1269.8527966504082,1272.652499278239,1298.7027597190615,1277.2010356660207,1291.1192940314545,1234.578717851056
Philip Bellingham,Philip Bellingham,1951,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1074.0227522959217,1049.8071447895177,1116.543514388639,1089.6885810385,1193.3167599089634,1162.8056321173058,1247.0578367835903,1089.639577435535,1120.3414908517266
Vincent De Souza,Vincent De Souza,19649,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1052.3188156548013,1131.7731467708077,1230.2849175296974,1195.2806710628663,1195.566233224674,1241.2014853471003,1235.902373381517,1178.8805106131413,1125.5421781917196
Noah Bradford,Noah Bradford,19648,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1202.0567810900077,1233.279492885713,1288.219973532464,1253.3602058404076,1270.92833282238,1295.127653453308,1271.2711119652176,1281.8410369416383,1218.9175406899303
Seve De Campo,Seve De Campo,8036,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1150.0997753579468,1163.8154926145992,1133.635119491993,1192.4362906382753,1121.454669859081,1210.2261299814045,1096.9906936228963,1128.9312465597625,1180.490651805562
Adam Barnett,Adam Barnett,12411,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1031.390219851573,1068.1840621677743,1179.2530934815204,1163.7371381584517,1243.6635763714914,1283.0539464705528,1253.509117040166,1159.1968686092616,1103.6370936421265
Bentley Walker-Broose,Bentley Walker-Broose,9894,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1062.514189136061,1038.0502847937182,1130.9681695919269,1103.9087511909522,1212.2127079863308,1258.101801384827,1208.9331053384117,1121.6079620595392,1110.3722078283724
Samuel Johnson,Samuel Johnson,20609,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1238.6047421340347,1261.950312525554,1279.432512442531,1283.9692070703754,1287.9034513773463,1294.299920524455,1291.3475359396266,1272.7310613288644,1268.4972013831834
Clancy Merrick Harvey,Clancy Merrick Harvey,20611,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1254.849220755969,1273.2255754082205,1278.5678043600108,1296.0197594243348,1290.950002447199,1297.78295730522,1290.1818466403352,1275.039501805129,1286.4812052136035
Liam Burton,Liam Burton,5954,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1206.5614090784463,1232.2384826315488,1227.1398701006472,1242.10424283299,1268.778530234042,1216.9636731845014,1269.0465955762122,1172.235969474025,1205.0302413887769
Harri Silvester,Harri Silvester,21537,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1245.7150949166733,1264.5408713246688,1279.9291331995976,1285.929732772982,1290.1717559765566,1297.4997929236947,1289.2957860436595,1277.1325686161829,1270.205412591726
Tyler Bradford,Tyler Bradford,20613,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1281.168612363397,1290.7339286544914,1294.3345207985103,1299.1972221998412,1292.2385886128875,1299.3286510581204,1287.783512672418,1293.998155048727,1289.7573156743845
Liam Cullen-Croke,Liam Cullen-Croke,22606,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1287.5581676415563,1293.7169607224953,1296.5083385543642,1298.0525125807442,1294.3129878697264,1298.3516105530462,1292.5523917436385,1295.1527253074528,1292.4252514073305
Sebastian Packer-Smith,Sebastian Packer-Smith,20616,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1287.5607680125613,1294.0009773887814,1299.3840663287806,1295.8047920078238,1294.6029635788398,1296.2110392443744,1297.8556060343972,1295.9364565610397,1293.6088649563862
Lars Young Vik,Lars Young Vik,12386,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1191.040842140466,1167.143919027778,1194.0986165997576,1186.331974710927,1265.9540257854603,1225.455399229404,1335.7651380590466,1174.0582024938808,1229.6500148077605
Fedele De Campo,Fedele De Campo,9897,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1021.0582050117798,1071.729553796083,1149.55706864857,1160.9118663453055,1148.2604476669449,1155.406458025759,1218.3184883254237,1075.415759630586,1109.163535829785
Hugo Hinckfuss,Hugo Hinckfuss,12412,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1222.4098816090943,1199.3049846491288,1186.1148887415006,1257.5488381285445,1296.6624400784672,1282.6066989454207,1293.8410581283183,1206.931970426747,1247.881371093685
Xavier Layh,Xavier Layh,22880,Australia,False,0,AUSTRALIA I,0,,,02/14/2026,Milano Cortina,Italy,1281.9266706606322,1254.8335368238,1270.5352018222306,1271.8907673501392,1284.1397708708762,1289.4321045364395,1276.3143555604224,1286.6897975102488,1263.0914934217358
Mario Schloegel,Mario Schloegel,14728,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1058.8097981633307,1077.706984239036,1168.4485766156554,1169.27554513182,1208.0207801387382,1232.3340868645655,1233.8117388122564,1124.044224650776,1124.3948218010494
Mika Vermeulen,Mika Vermeulen,12673,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1581.1507324296156,1589.962068583716,1510.939126936347,1571.6516600464208,1327.8980234164876,1281.194251466272,1321.5297921459564,1520.3381776441297,1561.0178390865544
Benjamin Moser,Benjamin Moser,5989,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1609.7874525187815,1545.9754963684882,1411.1959438715437,1436.5616299306555,1512.7350541640346,1438.379718591944,1589.4582095557332,1458.7204234603455,1594.1093809923896
Michael Föttinger,Michael Föttinger,5978,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1414.54757177636,1286.2930056865082,1276.5313955879517,1256.6574996352103,1443.500039305742,1391.8496339427145,1465.7965269268236,1352.9565575380363,1410.1078966054963
Erik Engel,Erik Engel,14049,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1322.642086607486,1246.25440726008,1262.0281057315551,1267.2171525099911,1378.1901970401648,1344.4956030783542,1373.4525775305287,1302.8586663595324,1318.1724219155444
Lukas Mrkonjic,Lukas Mrkonjic,9689,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1391.6244618381008,1263.9468281974644,1266.1982385807044,1212.8029770028115,1417.5521053313007,1314.811676506528,1502.6222983870075,1277.8804258505827,1448.7319089179111
Tobias Ganner,Tobias Ganner,19084,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1403.9691499627422,1387.9321942327415,1330.0091185266665,1372.4934439112676,1288.488739551303,1286.0044499927078,1290.6320887658346,1316.107679697218,1403.5317892420314
Alexander Brandner,Alexander Brandner,9896,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1264.5142069989922,1261.2953338424104,1271.897317804114,1260.369361654961,1297.6024876531108,1307.311225065083,1294.355260522068,1285.8354225719793,1258.2040777747598
Christian Steiner,Christian Steiner,14071,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1305.2881746705757,1169.2546531308794,1219.0540963090766,1253.9494007188114,1322.431191463685,1306.8987756177346,1350.153433502384,1227.0179524503403,1310.290710935792
Fabian Lindsberger,Fabian Lindsberger,19957,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1213.9030933841088,1241.1930635447666,1254.0083237369815,1288.238649663308,1284.5962263160982,1286.1373988615348,1301.8562925784954,1244.3409152742413,1275.7619738924482
Kilian Kehrer,Kilian Kehrer,19087,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1232.4485182085464,1227.3392194883256,1252.8987600228372,1274.7321404843171,1276.471068366599,1282.184805623974,1265.2179575240707,1251.5571429764946,1252.0530714995762
Janne Walcher,Janne Walcher,19938,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1257.3106931618267,1267.0011264351683,1272.0635577818746,1296.3113314108411,1284.9422545036994,1293.9310510480298,1281.4170010287016,1268.144920771343,1290.8150622808928
Florian Ganner,Florian Ganner,18918,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1212.884532064645,1221.8817899246983,1225.1917677970928,1284.690102436428,1226.882152366533,1278.625390516602,1221.3112324921733,1217.012386737612,1252.6124483638337
Philip Wieser,Philip Wieser,12768,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1181.2820955053269,1191.331964853726,1211.5058932018717,1259.6320070152046,1221.0368779560567,1254.399533594221,1264.3486109178534,1196.59423947696,1242.4255864805186
David Fuchs,David Fuchs,19949,Austria,False,0,AUSTRIA I,0,,,02/14/2026,Milano Cortina,Italy,1225.3953424703716,1244.285221896327,1263.3755903872564,1281.7395132999857,1271.7501792547653,1295.4921782485424,1261.7262430452388,1263.9074199651818,1255.9092149051903
Manex Silva,Manex Silva,12689,Brazil,False,0,BRAZIL I,0,,,02/14/2026,Milano Cortina,Italy,1151.506629275817,1127.1604055372802,1219.0950800312091,1180.0992998842114,1256.1034330319096,1272.946686853215,1229.7162513685053,1221.757980209821,1153.043980451853
Scott James Hill,Scott James Hill,2781,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1219.0191460711335,1216.287926072107,1267.58795109046,1243.1043754770976,1275.5910014453618,1249.4345843756587,1275.7282337994036,1267.8848233162662,1233.654260564383
Thomas Stephen,Thomas Stephen,12678,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1428.8291314184887,1406.248098303562,1345.6769519798604,1346.4633973532846,1320.557736828449,1305.793222019675,1329.392091977772,1341.480416890145,1396.785181146492
Xavier McKeever,Xavier McKeever,12676,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1480.3502034451765,1451.4336452359132,1380.565481728353,1296.327117199796,1401.8131423345137,1351.4221522874257,1420.6012489943655,1380.5503113094524,1435.4744643769377
Luc Austin,Luc Austin,20500,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1288.6050276340998,1288.2793473227057,1293.625431287221,1296.195151629434,1285.3632526208646,1292.581452716114,1289.1692230546691,1293.6186271936208,1296.173590907601
Julien Locke,Julien Locke,5967,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1128.3801236166923,1097.7254764978022,1156.927117829871,1171.0719884904531,1221.4450450013217,1216.6119042590358,1228.037801870793,1136.9708471507406,1180.383952328422
Lex Hostyn,Lex Hostyn,21650,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1248.5734847901165,1261.102882470491,1284.5206936234574,1280.7038346238617,1284.9662315980738,1276.6394610305126,1274.368127524382,1284.598710724878,1259.799588443629
Victor-Emile Thibeault,Victor-Emile Thibeault,14672,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1224.199026107197,1237.216554387576,1264.7001688713033,1273.7706156750205,1278.7265415943273,1282.2022363296526,1282.7139395561876,1258.2885835112866,1257.4583387656128
Colin Ferrie,Colin Ferrie,5208,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1228.239989917407,1228.317095115934,1265.4577795480625,1265.5655628511674,1263.350058737115,1292.110458315986,1262.6151916892725,1262.6993736051263,1246.1888372718556
Farley Klotz,Farley Klotz,22570,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1298.980614435939,1298.973108396048,1298.8325399757996,1271.8907673501392,1272.7564249017205,1276.6394610305126,1276.3143555604224,1299.0862018900582,1263.0914934217358
Sasha Masson,Sasha Masson,14060,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1307.1344982781936,1287.085679876068,1261.0282947110156,1281.526689932214,1326.4540845868223,1250.8433123433872,1344.4511802555446,1253.772674528942,1316.883024400209
Ian Williams,Ian Williams,14028,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1254.98462019733,1259.853034706947,1264.1352106679687,1283.0282906085815,1289.0508323004206,1291.3316916055887,1276.3143555604224,1251.2193330393786,1281.3684012665892
Gareth Williams,Gareth Williams,8046,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1226.0562557359494,1231.8590247866252,1272.4634592818657,1266.9139233503636,1272.2667089388424,1251.0716226000104,1266.3136388555668,1272.85288340044,1249.0122599909353
Taschi Klaschka,Taschi Klaschka,14754,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1194.2728968152778,1230.721647759833,1258.2771074761604,1279.2778673723108,1256.872361832573,1276.0292039756107,1275.7964243055026,1233.551659956564,1252.6995757927218
Sam Griffin,Sam Griffin,22573,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1300.0107068988352,1299.617564362367,1270.5352018222306,1299.8387343269883,1272.7564249017205,1276.6394610305126,1276.3143555604224,1265.8809362347463,1300.2878558327943
Evan Palmer-Charrette,Evan Palmer-Charrette,8043,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1244.858533049665,1251.7522010170558,1243.3952801048042,1272.4870596597004,1221.992710317554,1267.446577722261,1225.7033322664165,1229.7023080791369,1261.591059521926
Jesse Cockney,Jesse Cockney,1607,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1261.2140106444604,1149.8998205092596,1193.8177980360783,1200.3519374156533,1334.2429258530897,1261.0806084271649,1373.6659189428478,1216.6667931975244,1330.361755868336
Dustin Hay,Dustin Hay,18767,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1237.2453252936632,1238.7550212144424,1269.2081459613096,1275.0793934954404,1293.4917685764117,1292.581452716114,1276.3143555604224,1262.806242121381,1272.4021351765484
Nico Petch,Nico Petch,22574,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1294.262062246297,1293.986227956837,1270.5352018222306,1294.5119050586957,1272.7564249017205,1276.6394610305126,1276.3143555604224,1265.8809362347463,1293.1072390927063
Sebastian Solomonson,Sebastian Solomonson,22576,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1294.262062246297,1293.986227956837,1270.5352018222306,1294.5119050586957,1290.6076304783835,1276.6394610305126,1281.1231557171795,1265.8809362347463,1293.1072390927063
Heron Land-Gillis,Heron Land-Gillis,21858,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1243.078771995876,1259.2465098836883,1285.969992845543,1278.2367560964835,1283.7507989840296,1292.581452716114,1278.0992649321968,1278.7518575892614,1259.872777828571
Oliver Bell,Oliver Bell,21646,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1276.9544350719443,1283.2216420311318,1295.6424039761118,1290.302363375219,1295.09384733747,1276.6394610305126,1294.0133930610584,1294.276903071548,1282.533697279595
Chad Ulansky,Chad Ulansky,22577,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1294.262062246297,1293.986227956837,1270.5352018222306,1294.5119050586957,1272.7564249017205,1276.6394610305126,1276.3143555604224,1265.8809362347463,1293.1072390927063
Alex Heale,Alex Heale,21630,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1245.3656781665943,1257.3988076849785,1286.725456592529,1277.7486297923622,1283.7507989840296,1292.581452716114,1278.0992649321968,1280.0626986416844,1262.638613733202
Glen Bond,Glen Bond,17789,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1290.7985932084928,1291.1652158176153,1297.7183571566122,1294.5119050586957,1272.7564249017205,1276.6394610305126,1276.3143555604224,1297.0457182119992,1293.1072390927063
Hamish Woodman,Hamish Woodman,22579,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1294.262062246297,1293.986227956837,1290.561827403633,1294.5119050586957,1289.0945630781086,1276.6394610305126,1278.0992649321968,1289.9365626735423,1293.1072390927063
Rory Wilson,Rory Wilson,21656,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1282.3967941865556,1287.9027156070713,1295.6424039761118,1294.5119050586957,1295.09384733747,1276.6394610305126,1294.0133930610584,1294.276903071548,1287.8589556370596
Nicolas Claveau-Laviolette,Nicolas Claveau-Laviolette,18755,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1120.9230762695026,1193.0090109518233,1227.8006330395667,1245.573798459067,1206.939701473796,1211.1415247333375,1276.7790744674562,1157.5999464726988,1226.293621295682
Garrett Siever,Garrett Siever,18734,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1230.669977534269,1256.8251745306598,1283.3436823798224,1273.8454181539707,1267.0030416574862,1283.2444331929607,1278.4479543899697,1264.85799546872,1256.968680095998
Micah Steinberg,Micah Steinberg,14761,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1281.898264026917,1280.364552129924,1280.3382391232246,1279.4842190459235,1272.6935340150685,1288.601330597841,1282.4735789003394,1281.6892264021164,1258.9354860961796
Olivier Leveille,Olivier Leveille,14108,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1419.793373601252,1421.9458842655265,1352.937558659488,1365.3960647813103,1244.7326848515834,1223.2273695489484,1254.1083822740754,1338.6454981458712,1363.2695207840618
Antoine Cyr,Antoine Cyr,9225,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1545.952332092494,1576.2817076964698,1508.4539330547211,1467.1929600860958,1415.5838744283492,1416.1857414532235,1302.861647261526,1482.4462633941273,1480.883244323957
Graham Ritchie,Graham Ritchie,9217,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1308.549291570085,1226.2701350397074,1229.0132456659849,1237.8981897843826,1374.771484101484,1362.0925419106334,1333.245416123057,1313.02185605135,1287.1845319115994
Max Hollmann,Max Hollmann,18737,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1394.016369505829,1406.6804456762434,1291.5511867767923,1399.9357870865178,1229.5219435693205,1241.7583045290523,1253.0732390197088,1262.4425254960838,1424.017478192863
Remi Drolet,Remi Drolet,8051,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1352.5117758537936,1354.923626639847,1276.8902650939474,1332.795954100921,1246.6787825789943,1244.8995975452322,1212.8475994416362,1257.9095884676055,1348.7792266406
Luke Allan,Luke Allan,16648,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1264.6108453315508,1274.6326608916488,1260.862126254004,1272.6857098431042,1283.2465089064026,1281.9060947707198,1274.4472008048529,1259.3958074114366,1256.0844343730166
Felix-Olivier Moreau,Felix-Olivier Moreau,14649,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1213.7073363739487,1256.0485381163355,1275.496597819927,1252.4523479208876,1246.86921167073,1276.8776437618012,1243.2368972543536,1280.322396067425,1213.2112524318966
Alexandre Cormier,Alexandre Cormier,18838,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1267.2621361963245,1267.1773068586476,1287.902825682579,1284.0746550420793,1286.7864387909838,1294.0731581985003,1286.673730217176,1284.7041789054624,1279.2208364067967
Kendyn Mashinter,Kendyn Mashinter,18735,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1229.465752211566,1249.5643117482766,1272.0467606273628,1278.8047488162372,1266.7203008611675,1285.4198550743065,1272.375584342867,1257.4704434892678,1262.1003175985418
Ben Field,Ben Field,21633,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1261.8091997005083,1268.2906609699187,1293.2935955668436,1280.2839248841328,1287.818931685454,1296.1589002479668,1285.4539097430552,1291.351309821933,1269.174759405901
Derek Deuling,Derek Deuling,14048,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1246.2437153366227,1264.860175142231,1263.985153847269,1261.8853016715734,1272.7564249017205,1289.846066869206,1258.52581358508,1265.0607404018376,1233.764775409002
Teo Wadsworth,Teo Wadsworth,21631,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1253.9508882063549,1270.1699389497285,1289.2395270259544,1286.2401066505483,1279.7469570561136,1292.581452716114,1279.7225463816671,1283.3245055124237,1271.929015317476
Luke Fricker,Luke Fricker,14748,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1216.2150780524412,1227.4050583672276,1263.2567793856972,1262.4909936108693,1268.8291647964124,1288.756578706202,1279.3416146758657,1251.7687093164354,1247.8105366762902
Noah Weir Chaba,Noah Weir Chaba,19681,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1265.2961812184346,1263.6267732573103,1284.823808005675,1284.680933970622,1292.6278648749746,1303.214163288911,1293.3672817595295,1283.997963015212,1281.258309479031
Julian Smith,Julian Smith,5178,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1210.1368007134083,1216.6508024314649,1259.2962320824863,1248.3575988894156,1263.4709628082906,1255.3632011197972,1277.4610349598863,1234.479478976755,1237.5042346490372
Lukas Seubert,Lukas Seubert,21622,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1260.6705016867115,1276.6551929440031,1290.4444093548352,1289.8377180621146,1280.6658103724794,1292.581452716114,1278.7265862571414,1285.342797492233,1273.7854789831022
Pierre Grall-Johnson,Pierre Grall-Johnson,13894,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1315.9881954020243,1233.6303630978573,1199.9990745466862,1229.7027274831994,1367.2785992884567,1298.6982360420288,1375.0122283216476,1284.0207542483051,1314.1089198535192
Jonas Rolseth,Jonas Rolseth,21625,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1284.9420416484168,1285.4993081732614,1291.6069992346092,1299.0557079214734,1292.643581253128,1295.6244634688023,1296.4474589951244,1289.5171229504997,1300.1543900867068
Parker Courte-Rathwell,Parker Courte-Rathwell,14751,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1244.9222886167047,1236.849552614745,1267.7716589968877,1271.8798233788573,1289.4472913316902,1297.1442996076005,1284.877175927921,1271.302537261749,1262.9860018073048
Raleigh Tarte,Raleigh Tarte,18765,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1255.774002201264,1251.4933666215088,1277.4668597583975,1279.5628364612553,1293.620843622929,1292.547028961613,1298.48157774077,1271.149533717983,1278.5513319137056
Xavier Wallace,Xavier Wallace,19686,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1224.2022870726869,1238.2093774130838,1276.8462352205418,1270.0354648367866,1277.5844313333655,1292.581452716114,1281.0035304920368,1270.4580292685391,1252.5781405593702
Guillaume Pelchat,Guillaume Pelchat,16655,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1240.0029780879324,1236.2200183542657,1273.2851704826332,1267.323630657037,1288.3043606677911,1293.8913674164228,1294.8107029034977,1268.7924862859768,1261.7992721105934
Anders Evanson,Anders Evanson,21637,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1226.6546315730402,1253.1225779085414,1281.8176811742244,1278.6957900607986,1270.6897621657008,1292.581452716114,1263.0559588747703,1275.2483281892885,1248.3141284901485
Nicholas Randall,Nicholas Randall,14752,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1191.308350403483,1198.7816142855072,1237.6563926434196,1259.7012867810683,1261.873645851889,1273.1380816996057,1279.2563732560156,1216.4884852257385,1249.429744590588
Jeremy Lantz,Jeremy Lantz,19912,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1258.5205179260324,1271.6637727644518,1290.9179107146183,1285.3217509299598,1282.54271479583,1290.7362520018771,1290.1948280721283,1281.020583469857,1277.3283366444866
Max Mahaffy,Max Mahaffy,18742,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1189.5235786119258,1209.4590132572166,1265.2419637253265,1249.612978286733,1258.1592100250575,1288.1698647790722,1258.6657137278632,1255.2995805996345,1215.2090888466023
Mats Halvorsen,Mats Halvorsen,14114,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1117.5014197358755,1160.8124412110585,1224.933353847083,1240.942780786196,1223.1802161555372,1261.9226332691428,1240.3164394882322,1190.7000039105396,1188.1897015472814
Adam Heale,Adam Heale,18738,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1263.1275908536682,1260.6826575167331,1279.4170991520848,1277.679222689574,1258.749412890539,1282.4709724032634,1260.1327645369597,1280.7897118390097,1275.858739204081
Finn Redman,Finn Redman,18749,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1222.370122495077,1211.476603395711,1260.1419163293965,1251.3093077654191,1295.4767204708269,1282.6904988987826,1304.238307524446,1251.3425639133384,1254.4171155742065
Tanner McConkey,Tanner McConkey,19704,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1246.188787581547,1248.1939068773484,1280.602079606469,1274.282093237281,1294.9720694953965,1276.6394610305126,1295.288520474366,1279.1152080237516,1266.8796816042268
Eamon Wilson,Eamon Wilson,18764,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1267.0208947824813,1264.7413624574842,1281.2593790943647,1279.769763230115,1274.3755400902787,1271.128927281294,1295.366433999709,1282.5887409652237,1278.1640636633158
Erikson Moore,Erikson Moore,14746,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1265.150086472447,1195.361570945483,1249.7287216944037,1247.9252822643757,1268.6666922655922,1275.784234670892,1278.8512693116008,1279.4228815043182,1281.124627378918
Logan Tirschmann,Logan Tirschmann,22722,Canada,False,0,CANADA I,0,,,02/14/2026,Milano Cortina,Italy,1265.5349785710118,1275.850267018897,1290.561827403633,1288.3591593729082,1289.0945630781086,1276.6394610305126,1278.0992649321968,1289.9365626735423,1271.408667903334
