FIS_Name,Skier,ID,Nation,In_FIS_List,Price,Team_Name,Team_Rank,Team_Time,Team_Position,Race_Date,City,Country,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo
Magdalena Engelhardt,Magdalena Engelhardt,7425,Austria,False,0,AUSTRIA I,0,,,01/23/2026,Goms,Switzerland,1217.3554543460125,1227.694457954049,1254.544424003587,1272.4495545762968,1263.513612711214,1275.1102175112796,1274.8278636078626,1243.3191875544435,1246.3230484115702
Maike Bogner,Maike Bogner,10838,Austria,False,0,AUSTRIA I,0,,,01/23/2026,Goms,Switzerland,1240.4611536819257,1243.9288200545536,1253.1180309006982,1298.2878575274865,1290.1965585478663,1291.4482436495168,1297.3034626557271,1250.2843989752512,1287.5116686224492
Lisa Achleitner,Lisa Achleitner,3255,Austria,False,0,AUSTRIA I,0,,,01/23/2026,Goms,Switzerland,1197.3382420662526,1197.4729894256902,1233.149389333196,1242.3830474590145,1266.276771599688,1270.7043763109632,1246.6341794201812,1239.1537915119595,1221.507184575211
Anna-Lena Taxer,Anna-Lena Taxer,10836,Austria,False,0,AUSTRIA I,0,,,01/23/2026,Goms,Switzerland,1241.0797215115815,1234.133430800607,1282.6668328517846,1256.7815378228706,1300.8504034339255,1300.8753214161718,1270.1263920205172,1283.033698709458,1249.1518395779508
Witta-Luisa Walcher,Witta-Luisa Walcher,6340,Austria,False,0,AUSTRIA I,0,,,01/23/2026,Goms,Switzerland,1258.1436761299003,1265.552352241311,1282.6573604801265,1279.785314369898,1288.2304894242002,1295.3706496196849,1289.6649456348184,1276.2508269438304,1269.5699504498386
Heidi Bucher,Heidi Bucher,10823,Austria,False,0,AUSTRIA I,0,,,01/23/2026,Goms,Switzerland,1319.937376808758,1301.373977255088,1300.2815937577018,1299.354844091786,1315.3441747089164,1299.525710436709,1318.252666733131,1304.6768010465494,1319.0791336376212
Sigrun Kleinrath,Sigrun Kleinrath,11919,Austria,False,0,AUSTRIA I,0,,,01/23/2026,Goms,Switzerland,1267.1456160958933,1269.904881532039,1263.7303431750056,1273.8883919332206,1295.9025609632638,1296.1842701235262,1270.1263920205172,1296.5733862670909,1267.901640120434
Hanna Machakhina,Hanna Machakhina,7439,Belarus,False,0,BELARUS I,0,,,01/23/2026,Goms,Switzerland,1160.7843194032023,1155.9807016982363,1202.7665568598989,1223.363202658761,1238.34331224819,1272.3834091602284,1226.7816448579692,1204.9558893172984,1199.2603962568587
Hanna Karaliova,Hanna Karaliova,3225,Belarus,False,0,BELARUS I,0,,,01/23/2026,Goms,Switzerland,1164.633344252136,1157.356925149511,1203.1834250772629,1209.9530521197275,1232.3434019107424,1265.359018916326,1246.350445078146,1199.360792930742,1189.377172929156
Bruna Moura,Bruna Moura,3180,Brazil,False,0,BRAZIL I,0,,,01/23/2026,Goms,Switzerland,1202.749003874451,1225.2443471377558,1266.7751334947925,1239.4706157433154,1241.5276446455675,1241.1960820892716,1270.8636051047586,1227.590864359108,1231.006369098385
Jaqueline Mourao,Jaqueline Mourao,483,Brazil,False,0,BRAZIL I,0,,,01/23/2026,Goms,Switzerland,1149.4793063396098,1154.313677904198,1186.0400836013648,1181.4729842277893,1194.2471638273294,1225.297374914393,1177.242732501143,1181.2342602653166,1169.8762044160817
Danielle Bridle,Danielle Bridle,11661,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1300.0,1300.0,1300.0,1263.7393757425248,1261.2940790401542,1273.3435307385596,1270.1263920205172,1300.0,1251.381883295346
Kathrine Stewart-Jones,Kathrine Stewart-Jones,1676,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1368.286375904841,1396.795703585935,1371.626431755631,1386.5478747907307,1234.5272151665022,1200.386637613845,1252.2892625297347,1345.5836326857352,1362.0398944686758
Katherine Weaver,Katherine Weaver,4251,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1294.3444387435338,1236.950164071117,1278.0720226796627,1269.4877661347748,1304.7880094190489,1292.5146004940193,1291.2689156319088,1285.844583261909,1280.478438264427
Alison Mackie,Alison Mackie,10185,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1485.4576430197794,1473.1596445839846,1352.5433131296645,1382.9411566801489,1308.282855976261,1278.5599345584558,1334.873461557654,1340.6706170617483,1447.0074625700695
Olivia Bouffard-Nesbitt,Olivia Bouffard-Nesbitt,1685,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1261.916992877603,1190.729822662894,1175.678558199702,1247.8787067410535,1345.2185177665367,1288.2306297721664,1363.1347123327123,1201.0340446925863,1318.573525078154
Katya Semeniuk,Katya Semeniuk,9032,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1254.9988661122345,1247.135811753324,1287.184652534719,1254.7522092184067,1261.0759790283769,1271.5735427812183,1285.7904219717063,1287.8582298464935,1256.0444328307572
Sonjaa Schmidt,Sonjaa Schmidt,7874,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1306.4935240233888,1272.1847285640597,1261.131149220592,1305.7605559632186,1325.3090138270302,1249.2101069398404,1349.95060993238,1240.100927788446,1341.2648848364097
Pascale Paradis,Pascale Paradis,7340,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1274.6805643621751,1285.4523773811172,1288.899317967315,1296.2212963558245,1287.4363249397632,1287.2714690676762,1270.1263920205172,1278.2236256318424,1293.183286267895
Annika Hicks,Annika Hicks,526,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1154.1449899926615,1181.198226516696,1255.7837812333642,1243.9953024543863,1212.2624415250764,1257.7978438748785,1213.7077610402062,1239.2946594148375,1195.553091994443
Anna Parent,Anna Parent,7331,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1265.2422187673249,1271.2894482378686,1274.191457357137,1268.2546674022387,1280.927742156921,1282.221935770728,1288.1862275987428,1287.1370447248923,1264.717786607234
Annika Richardson,Annika Richardson,3228,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1237.2913980823344,1235.0744988618026,1268.9399785811004,1272.7100063670605,1273.191926933089,1263.8934573919346,1269.373679038645,1268.2202166208258,1259.5631055504318
Kiara Pighin,Kiara Pighin,10644,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1182.828832474381,1212.53647931888,1261.0393111629114,1256.5499389199688,1260.1805477105302,1271.4170965637811,1288.507467538613,1235.4633029833642,1237.5934321267655
Constance Lapointe,Constance Lapointe,10197,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1251.3180950741587,1275.611157029502,1290.1375492538518,1288.2578522304998,1270.660832265746,1276.3868883222513,1289.8227040432073,1269.5215529423613,1280.7301436308912
Marlie Molinaro,Marlie Molinaro,10215,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1266.3144656915863,1277.9254748163512,1293.0137627418892,1276.7214434808238,1282.1725229601666,1274.7933334101178,1273.726231674148,1271.2712432629708,1259.1440461097125
Anna Stewart,Anna Stewart,8802,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1238.1467243019742,1261.0724407140297,1291.3602126161852,1263.9224205349992,1261.7626210231854,1277.141809962081,1265.1849834371014,1275.4722139935243,1243.7493941514067
Ruby Serrouya,Ruby Serrouya,10809,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1231.6228285879297,1271.976154393718,1293.7632404504168,1279.7754871625818,1256.358892923489,1273.4462379757938,1281.42709928082,1269.6469919359586,1261.4347649587392
Amelia Wells,Amelia Wells,7931,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1172.4500800437545,1188.8220826296622,1246.2665370135207,1230.6327023840104,1243.0049756839967,1235.9077717209152,1256.7606764833813,1214.8140257036164,1214.6770824899145
Jasmine Drolet,Jasmine Drolet,6656,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1260.5054861852934,1281.526893371213,1280.3541219692995,1274.1880193570414,1219.5456938167754,1253.2287012740371,1213.5466218164945,1259.6552431238038,1248.7148244894945
Eula Palmer Bird,Eula Palmer Bird,12346,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Madeleine Wilkie,Madeleine Wilkie,12347,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Louison Dubief,Louison Dubief,10654,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1260.1487023578702,1269.3371659432717,1287.1353442495686,1286.634230618535,1289.0002088440492,1299.42111685466,1288.507467538613,1285.9582178214937,1274.1189418641368
Carly Ram,Carly Ram,10647,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1236.5320598125911,1255.928635050908,1286.110785420443,1272.7415336167155,1282.921626124196,1295.6564109723072,1286.7243807185796,1281.3931396002254,1256.4448847296237
Ella Fuller,Ella Fuller,12348,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1285.1202551790975,1285.0699180166323,1292.2765013445478,1293.8410575423663,1261.2940790401542,1273.3435307385596,1270.1263920205172,1292.4851902175249,1292.544667381519
Helen McCulligh,Helen McCulligh,10648,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1247.7940868009644,1258.6600131530702,1276.3061835394903,1287.6509266141627,1286.7428796474303,1297.9783584849897,1287.4344386328094,1272.476832724884,1274.5377728486867
Aleah Smith,Aleah Smith,11737,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1275.3686732763426,1281.135868555263,1292.2765013445478,1290.1514056031156,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1281.5413648669428
Avafei Clark,Avafei Clark,12349,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Anika Wallin,Anika Wallin,10856,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1257.5351180682512,1268.171517571259,1287.1353442495686,1285.1322836013762,1287.1470931136516,1297.5387639134838,1287.4344386328094,1284.846529042549,1271.885595007107
Aramintha Bradford,Aramintha Bradford,11355,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1260.5210690124634,1271.396948102985,1286.4647790778708,1287.4631695882465,1287.4455074885768,1294.4050816750685,1290.8767692361412,1283.67727833845,1277.455756636357
Ember Smith,Ember Smith,12350,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1285.1202551790975,1285.0699180166323,1292.2765013445478,1293.8410575423663,1261.2940790401542,1273.3435307385596,1270.1263920205172,1292.4851902175249,1292.544667381519
Lauren Ybema,Lauren Ybema,11756,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1235.202782803491,1249.668702440463,1281.7384036975982,1275.0254093581057,1284.1485687404006,1295.6564109723072,1285.0267915304282,1277.170717564081,1259.1527396977333
Amelia Moore,Amelia Moore,12351,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1285.1202551790975,1285.0699180166323,1292.2765013445478,1293.8410575423663,1261.2940790401542,1273.3435307385596,1270.1263920205172,1292.4851902175249,1292.544667381519
Hannah Shields,Hannah Shields,7870,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1227.933829866255,1249.620210861437,1265.8877891746538,1284.3305223439806,1264.00989863923,1273.4368141562036,1280.907411535884,1243.6066735822258,1268.3023208299458
Aislin Simson,Aislin Simson,11758,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1249.89744805536,1268.9598133466254,1284.3893188843365,1289.603053447679,1281.7579325925797,1295.6564109723072,1283.4303431152457,1279.0138597712166,1273.123080777906
Annika Vipler,Annika Vipler,12352,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Nadia Wallin,Nadia Wallin,11736,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1275.3686732763426,1281.135868555263,1292.2765013445478,1290.1514056031156,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1281.5413648669428
Raylan Stroud,Raylan Stroud,11880,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1270.0895794242415,1275.4439892029754,1290.520908509735,1288.5528303638175,1293.4512334413264,1273.3435307385596,1291.562740722722,1290.0200428419844,1279.886897202255
Emelie Kvick,Emelie Kvick,11894,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1269.1616701308071,1280.5793523340742,1292.2765013445478,1289.603053447679,1288.1037992457611,1295.6564109723072,1289.2423121707889,1289.7800329817428,1279.248419777467
Etoile Brown,Etoile Brown,12353,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Fiona Woodman,Fiona Woodman,12354,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Aria Grandi,Aria Grandi,11738,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1245.7576707233864,1266.079540656097,1287.744127672865,1282.728049867727,1281.7579325925797,1295.6564109723072,1283.4303431152457,1282.5591353932275,1265.6088554989713
Rowan Brecher,Rowan Brecher,11759,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1280.7110382777332,1280.7735887454178,1288.8725954296765,1293.8410575423663,1261.2940790401542,1273.3435307385596,1270.1263920205172,1288.8149773150667,1292.544667381519
Leah Reitz,Leah Reitz,7346,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1211.9649559209224,1234.7615904037332,1269.4273806848482,1270.38329274263,1268.9119881099489,1286.7684925414146,1273.5713284670223,1258.9032367481875,1241.44321880569
Sian Hamilton,Sian Hamilton,12355,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Stella Bollans,Stella Bollans,12356,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Allison Bridge,Allison Bridge,12357,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1291.514402507937,1291.8767190150934,1292.2765013445478,1263.7393757425248,1261.2940790401542,1273.3435307385596,1270.1263920205172,1292.4851902175249,1251.381883295346
Elia Comeau,Elia Comeau,12358,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1285.1202551790975,1285.0699180166323,1292.2765013445478,1293.8410575423663,1261.2940790401542,1273.3435307385596,1270.1263920205172,1292.4851902175249,1292.544667381519
Olivia Weiman,Olivia Weiman,12359,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Lily McGowan,Lily McGowan,12360,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1292.4851902175249,1285.31118274212
Sacha Fleury-Allen,Sacha Fleury-Allen,12361,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1287.1509845759315,1293.057004938776,1263.7303431750056,1293.8410575423663,1293.4512334413264,1273.3435307385596,1291.562740722722,1256.3936051374894,1285.31118274212
Finley Gagnon,Finley Gagnon,10857,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1273.960386285798,1284.3443556972425,1263.7303431750056,1285.6693798189892,1288.4157122114389,1273.3435307385596,1286.099818060504,1256.3936051374894,1271.0274684643962
Sophie Bertrand,Sophie Bertrand,10655,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1263.9371362629918,1275.878111357839,1294.1628979211353,1284.3275483228083,1287.293831152856,1297.4031630293864,1287.3036419739915,1292.043160413151,1269.5414962695204
Gabby Hoehn,Gabby Hoehn,10860,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1289.2568080089748,1295.60790882098,1263.7303431750056,1295.8393623139546,1293.4512334413264,1273.3435307385596,1291.562740722722,1256.3936051374894,1287.432424368891
Liliane Gagnon,Liliane Gagnon,7427,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1325.8821295480102,1291.129513202967,1255.7723390643264,1299.315548441185,1339.1041915391413,1262.33319271785,1344.9283195164342,1257.6502971239968,1330.3804541954394
Maeve Macleod,Maeve Macleod,10188,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1250.1434529136782,1283.9053666757238,1286.7611095912846,1282.5591066365869,1262.4218404812311,1273.2683922405618,1266.9121535246686,1279.7386069752663,1265.2137883291457
Sofia Renaud,Sofia Renaud,11318,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1254.7717963413604,1277.1225096067,1291.5207250470985,1290.5949612768989,1270.0408674198766,1276.042333263057,1294.5389752991523,1270.5838813516714,1286.6587745645927
Emmanuelle Paquet,Emmanuelle Paquet,10656,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1235.0136797048851,1262.0948905059583,1291.0614991331804,1277.8004338765384,1260.9531502037626,1273.65723679268,1285.3586926254884,1268.664340130705,1266.4977130360162
Emmanuelle Moreau,Emmanuelle Moreau,10643,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1252.080602380307,1271.9232781137357,1289.186996302392,1287.3711456062772,1270.4810598510032,1277.1551283856193,1295.7719045920817,1268.909804105257,1283.60241642553
Kolibri Drobish,Kolibri Drobish,7926,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1237.5523797776889,1259.4781044765646,1273.5921910216305,1283.008050349552,1265.8904130220908,1280.7158746527866,1284.0628126164524,1253.7689473145165,1273.0900410101142
Ines Bosse-Thompson,Ines Bosse-Thompson,11320,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1252.957755371992,1274.587395194205,1291.5207250470985,1288.104432623454,1270.0408674198766,1276.042333263057,1294.5389752991523,1270.5838813516714,1284.5601019042174
Marianne Brillant,Marianne Brillant,10805,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1262.9834510555145,1283.3463817427855,1295.096961418209,1291.1472513678552,1275.995682027533,1277.2075687553704,1270.1263920205172,1275.2017330549309,1289.9347478058028
Neige Bilodeau,Neige Bilodeau,11884,Canada,False,0,CANADA I,0,,,01/23/2026,Goms,Switzerland,1264.5124353274325,1288.2509215720845,1297.8917545629206,1293.6793769321027,1272.279963854676,1277.2075687553704,1295.1576255180023,1277.3346880570186,1289.3862676737049
