Date,City,Country,Event,HillSize,Distance,RaceType,MassStart,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,SJ_Pos,CC_Pos,Age,Exp
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,14,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",8,28,29.284052019164957,6
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,15,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,28,29.286789869952088,7
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,12,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",5,26,29.322381930184804,8
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,12,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",5,25,29.325119780971935,9
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,18,29.385352498288842,10
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",2,23,29.478439425051334,11
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",4,21,29.481177275838466,12
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,13,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,23,29.51403148528405,13
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,11,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,19,29.555099247091032,14
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,1,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",3,18,30.28062970568104,15
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,2,L,8,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",3,18,30.28336755646817,16
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,18,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",12,22,30.31895961670089,17
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,16,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",2,23,30.321697467488022,18
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,22,30.39835728952772,19
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,18,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",4,21,30.40109514031485,20
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,17,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",15,21,30.43668720054757,21
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",5,19,30.472279260780287,22
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,9,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",2,19,30.475017111567418,23
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,13,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,19,30.477754962354553,24
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,15,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,24,30.55167693360712,25
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,16,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",14,22,30.573579739904176,26
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,10,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",4,28,31.29637234770705,27
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,26,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",7,29,31.29911019849418,28
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,11,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",6,22,31.3347022587269,29
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,19,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",13,26,31.449691991786448,30
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,24,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",15,24,31.45242984257358,31
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,17,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",11,24,31.567419575633128,32
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,25,Svenja Wuerth,Germany,165,1993-08-20T00:00:00.000000,0,"",10,25,31.57015742642026,33
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,7,L,15,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",20,2,16.188911704312115,1
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,8,L,14,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",17,4,16.191649555099247,2
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,5,16.914442162902123,3
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,4,16.917180013689254,4
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,7,16.95277207392197,5
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,8,16.9555099247091,6
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,9,17.01574264202601,7
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",2,3,17.06776180698152,8
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",2,8,17.07049965776865,9
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",8,5,17.1088295687885,10
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,9,17.111567419575632,11
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",2,4,17.144421629021217,12
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,11,L,9,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",15,7,17.1854893908282,13
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,1,L,7,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",10,2,17.911019849418206,14
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,2,L,6,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",6,2,17.913757700205338,15
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",8,5,17.949349760438057,16
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,6,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",9,4,17.95208761122519,17
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,5,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",14,4,18.028747433264886,18
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,5,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",15,4,18.031485284052017,19
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,3,18.067077344284737,20
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,5,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,12,18.069815195071868,21
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,9,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,3,18.083504449007528,22
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,10,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",9,2,18.086242299794662,23
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",6,3,18.102669404517453,24
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,7,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",10,2,18.105407255304584,25
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,13,L,14,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",14,3,18.10814510609172,26
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,5,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",10,3,18.182067077344286,27
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,5,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",5,3,18.203969883641342,28
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,6,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",14,4,18.926762491444215,29
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",9,4,18.929500342231346,30
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",10,4,18.965092402464066,31
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,2,18.967830253251197,32
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",10,3,19.044490075290895,33
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",8,6,19.04722792607803,34
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",10,3,19.080082135523615,35
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,1,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",1,1,19.082819986310746,36
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,1,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",1,1,19.085557837097877,37
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,10,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",5,2,19.09924709103354,38
2025-02-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2025,11,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",7,2,19.10198494182067,39
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,12,L,1,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",2,6,19.104722792607802,40
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,6,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",9,6,19.15400410677618,41
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,8,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",20,1,19.16221765913758,42
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,6,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",13,2,19.197809719370294,43
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",11,2,19.200547570157426,44
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",3,3,19.923340177960302,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,7,19.926078028747433,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,12,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",16,13,19.96167008898015,3
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,5,19.964407939767284,4
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,2,20.019164955509925,5
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,7,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",11,6,20.021902806297057,6
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,2,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,3,20.041067761806982,7
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",4,4,20.043805612594113,8
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,4,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",11,4,20.076659822039698,9
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,3,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",5,5,20.07939767282683,10
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,5,Nathalie Armbruster,Germany,168,2006-01-02T00:00:00.000000,0,"",6,4,20.082135523613964,11
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,17,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",13,24,18.729637234770706,1
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,24,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",25,22,18.732375085557837,2
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,15,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",11,25,18.767967145790553,3
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,19,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",13,22,18.770704996577685,4
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,18,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",13,25,18.882956878850102,5
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,17,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",10,27,18.90485968514716,6
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,19,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",7,31,19.627652292950035,7
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,20,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",5,25,19.630390143737166,8
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,13,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",7,24,19.665982203969882,9
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,19,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",12,21,19.668720054757017,10
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,20,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",13,25,19.745379876796715,11
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,23,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",9,22,19.748117727583846,12
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,16,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",8,27,19.78097193702943,13
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,17,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",14,18,19.783709787816562,14
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,20,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",12,31,19.863107460643395,15
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,14,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",7,23,19.89869952087611,16
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,23,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",17,22,19.901437371663246,17
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,14,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",11,29,20.62422997946612,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,15,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",12,26,20.62696783025325,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,17,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",15,20,20.66255989048597,3
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,19,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",19,23,20.6652977412731,4
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,17,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",8,27,20.720054757015742,5
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,19,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",13,25,20.722792607802873,6
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,27,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",13,29,20.725530458590008,7
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,23,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",6,23,20.7419575633128,8
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,17,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",14,22,20.74469541409993,9
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,17,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",12,23,20.777549623545518,10
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,21,Ronja Loh,Germany,171,2005-04-21T00:00:00.000000,0,"",15,26,20.78028747433265,11
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,26,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",4,30,21.924709103353866,1
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,25,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",12,28,22.119096509240247,2
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,18,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",9,30,23.879534565366185,3
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,19,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",12,29,23.88227241615332,4
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,17,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",10,23,24.032854209445585,5
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,20,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",15,22,24.035592060232716,6
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,17,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",11,22,24.073921971252567,7
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,18,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",13,19,24.076659822039698,8
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,16,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",14,14,24.109514031485283,9
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,11,L,19,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",18,20,24.150581793292265,10
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,1,L,22,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",23,17,24.876112251882272,11
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,2,L,20,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",21,19,24.878850102669404,12
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,24,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",20,25,24.914442162902123,13
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,23,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",13,25,24.917180013689254,14
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,21,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",17,24,25.032169746748803,15
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,25,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",23,23,25.034907597535934,16
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,9,L,17,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",15,19,25.048596851471594,17
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,10,L,18,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",16,18,25.05133470225873,18
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,18,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",13,21,25.06776180698152,19
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,18,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",14,21,25.07049965776865,20
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,13,L,13,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",12,17,25.073237508555785,21
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,27,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",27,27,25.14715947980835,22
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,23,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",17,24,25.169062286105408,23
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,13,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",8,26,25.89185489390828,24
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,15,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",8,21,25.894592744695412,25
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,14,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",13,25,25.930184804928132,26
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,22,Claudia Purker,Austria,177,1999-01-15T00:00:00.000000,0,"",14,24,25.932922655715263,27
