Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Pelo,Elo
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,1,Nathalie Armbruster,Germany,168,2026,1,2006-01-02T00:00:00.000000,19.64955509924709,1,0,1300.0,1309.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,2,Ema Volavsek,Slovenia,49,2026,1,2002-12-15T00:00:00.000000,22.699520876112253,1,0,1300.0,1308.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,3,Lisa-Marie Hirner,Austria,52,2026,1,2003-10-03T00:00:00.000000,21.900068446269678,1,0,1300.0,1307.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,4,Tara Geraghty-Moats,USA,58,2026,1,1993-04-12T00:00:00.000000,32.375085557837096,1,0,1300.0,1306.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,5,Tia Malovrh,Slovenia,221,2026,1,2008-07-16T00:00:00.000000,17.114305270362767,1,0,1300.0,1305.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,6,Minja Korhonen,Finland,200,2026,1,2007-05-19T00:00:00.000000,18.275154004106774,1,0,1300.0,1304.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,7,Masa Likozar Brankovic,Slovenia,243,2026,1,2009-04-13T00:00:00.000000,16.372347707049965,1,0,1300.0,1303.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,8,Jenny Nowak,Germany,25,2026,1,2002-08-20T00:00:00.000000,23.019849418206707,1,0,1300.0,1302.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,9,Katharina Gruber,Austria,219,2026,1,2008-08-26T00:00:00.000000,17.00205338809035,1,0,1300.0,1301.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,10,Claudia Purker,Austria,177,2026,1,1999-01-15T00:00:00.000000,26.614647501711158,1,0,1300.0,1300.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,11,Jonna Kil,Poland,68,2026,1,2000-07-09T00:00:00.000000,25.13347022587269,1,0,1300.0,1299.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,12,Maria Gerboth,Germany,66,2026,1,2002-06-19T00:00:00.000000,23.189596167008897,1,0,1300.0,1298.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,13,Heta Hirvonen,Finland,218,2026,1,2008-10-16T00:00:00.000000,16.862422997946613,1,0,1300.0,1297.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,14,Annalena Slamik,Austria,41,2026,1,2003-03-23T00:00:00.000000,22.431211498973305,1,0,1300.0,1296.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,15,Romane Baud,France,206,2026,1,2006-09-23T00:00:00.000000,18.926762491444215,1,0,1300.0,1295.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,16,Ronja Loh,Germany,171,2026,1,2005-04-21T00:00:00.000000,20.35044490075291,1,0,1300.0,1294.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,17,Trine Göpfert,Germany,107,2026,1,2005-06-19T00:00:00.000000,20.188911704312115,1,0,1300.0,1293.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,18,Anna-Sophie Gredler,Austria,223,2026,1,2008-01-21T00:00:00.000000,17.598904859685145,1,0,1300.0,1292.0
2025-08-27,Oberstdorf,Germany,L,5,Individual Compact,0,Wednesday 27.Aug 2025,19,Sofia Eggensberger,Germany,213,2026,1,2007-08-24T00:00:00.000000,18.00958247775496,1,0,1300.0,1291.0
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,1,Nathalie Armbruster,Germany,168,2026,2,2006-01-02T00:00:00.000000,19.657768651608485,2,0,1309.0,1316.305787478
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,2,Minja Korhonen,Finland,200,2026,2,2007-05-19T00:00:00.000000,18.28336755646817,2,0,1304.0,1310.4208626810976
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,3,Ema Volavsek,Slovenia,49,2026,2,2002-12-15T00:00:00.000000,22.707734428473646,2,0,1308.0,1313.328797612195
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,4,Tara Geraghty-Moats,USA,58,2026,2,1993-04-12T00:00:00.000000,32.38329911019849,2,0,1306.0,1310.374826001752
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,5,Jenny Nowak,Germany,25,2026,2,2002-08-20T00:00:00.000000,23.028062970568104,2,0,1302.0,1305.4669046022616
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,6,Teja Pavec,Slovenia,209,2026,2,2007-04-15T00:00:00.000000,18.376454483230663,1,0,1300.0,1302.5129487158854
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,7,Trine Göpfert,Germany,107,2026,2,2005-06-19T00:00:00.000000,20.197125256673512,2,0,1293.0,1294.674076349921
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,8,Romane Baud,France,206,2026,2,2006-09-23T00:00:00.000000,18.934976043805612,2,0,1295.0,1295.6280485774848
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,9,Léna Brocard,France,53,2026,2,2000-05-19T00:00:00.000000,25.281314168377822,1,0,1300.0,1299.5129487158854
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,10,Maria Gerboth,Germany,66,2026,2,2002-06-19T00:00:00.000000,23.197809719370294,2,0,1298.0,1296.5589919720292
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,11,Ronja Loh,Germany,171,2026,2,2005-04-21T00:00:00.000000,20.358658453114305,2,0,1294.0,1291.6510637140618
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,12,Marion Droz Vincent,France,229,2026,2,2008-01-08T00:00:00.000000,17.642710472279262,1,0,1300.0,1296.5129487158854
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,13,Anna Kerko,Finland,211,2026,2,2007-08-25T00:00:00.000000,18.015058179329227,1,0,1300.0,1295.5129487158854
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,14,Karina Kozlova,Ukraine,246,2026,2,2009-05-01T00:00:00.000000,16.331279945242983,1,0,1300.0,1294.5129487158854
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,15,Clara Mentil,Austria,99,2026,2,2006-08-02T00:00:00.000000,19.07734428473648,1,0,1300.0,1293.5129487158854
2025-08-30,Chaux-Neuve,France,L,5,Individual,0,Saturday 30.Aug 2025,16,Anaelle Paris,France,217,2026,2,2007-01-16T00:00:00.000000,18.62012320328542,1,0,1300.0,1292.5129487158854
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,1,Minja Korhonen,Finland,200,2026,4,2007-05-19T00:00:00.000000,18.338124572210813,4,0,1310.4208626810976,1323.0360275119074
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,2,Yuna Kasai,Japan,161,2026,4,2004-02-04T00:00:00.000000,21.623545516769337,1,0,1300.0,1312.0198727790644
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,3,Heta Hirvonen,Finland,218,2026,4,2008-10-16T00:00:00.000000,16.92539356605065,2,0,1297.0,1308.13640715105
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,4,Nathalie Armbruster,Germany,168,2026,4,2006-01-02T00:00:00.000000,19.71252566735113,4,0,1316.305787478,1325.6926623638387
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,5,Jenny Nowak,Germany,25,2026,4,2002-08-20T00:00:00.000000,23.082819986310746,4,0,1305.4669046022616,1314.2744212653865
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,6,Ema Volavsek,Slovenia,49,2026,4,2002-12-15T00:00:00.000000,22.76249144421629,4,0,1313.328797612195,1320.8311211891098
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,7,Alexa Brabec,USA,81,2026,4,2004-10-08T00:00:00.000000,20.947296372347708,1,0,1300.0,1307.0198727790644
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,8,Haruka Kasai,Japan,88,2026,4,2004-02-04T00:00:00.000000,21.623545516769337,1,0,1300.0,1306.0198727790644
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,9,Claudia Purker,Austria,177,2026,4,1999-01-15T00:00:00.000000,26.677618069815196,2,0,1300.0,1305.0198727790644
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,10,Ida Marie Hagen,Norway,60,2026,4,2000-08-18T00:00:00.000000,25.086926762491444,1,0,1300.0,1304.0198727790644
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,11,Katharina Gruber,Austria,219,2026,4,2008-08-26T00:00:00.000000,17.065023956194388,2,0,1301.0,1303.981026475047
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,12,Tia Malovrh,Slovenia,221,2026,4,2008-07-16T00:00:00.000000,17.1772758384668,2,0,1305.0,1306.825650841547
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,13,Annika Malacinski,USA,61,2026,4,2001-05-09T00:00:00.000000,24.364134154688568,1,0,1300.0,1301.0198727790644
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,14,Jonna Kil,Poland,68,2026,4,2000-07-09T00:00:00.000000,25.196440793976727,2,0,1299.0,1299.058718755133
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,15,Romane Baud,France,206,2026,4,2006-09-23T00:00:00.000000,18.989733059548254,4,0,1295.6280485774848,1294.81774317183
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,16,Greta Pinzani,Italy,96,2026,4,2005-02-14T00:00:00.000000,20.594113620807665,1,0,1300.0,1298.0198727790644
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,17,Annalena Slamik,Austria,41,2026,4,2003-03-23T00:00:00.000000,22.494182067077343,2,0,1296.0,1293.1752482849142
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,18,Veronica Gianmoena,Italy,29,2026,4,1995-10-25T00:00:00.000000,29.90280629705681,1,0,1300.0,1296.0198727790644
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,19,Anna-Sophie Gredler,Austria,223,2026,4,2008-01-21T00:00:00.000000,17.661875427789184,2,0,1292.0,1287.3305773972882
2025-09-19,Val di Fiemme,Italy,L,5,Individual,0,Friday 19.Sep 2025,20,Daniela Dejori,Italy,37,2026,4,2002-08-01T00:00:00.000000,23.134839151266256,1,0,1300.0,1294.0198727790644
