Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Pelo,Elo
2025-08-27,Oberstdorf,Germany,M,7.5,Individual Compact,0,Wednesday 27.Aug 2025,40,Oleksandr Shumbarets,Ukraine,1478,2026,1,2001-09-17T00:00:00.000000,23.942505133470224,1,0,1300.0,1283.0
2025-08-27,Oberstdorf,Germany,M,7.5,Individual Compact,0,Wednesday 27.Aug 2025,41,Lukáš Daněk,Czechia,1142,2026,1,1997-09-19T00:00:00.000000,27.93702943189596,1,0,1300.0,1282.0
2025-08-27,Oberstdorf,Germany,M,7.5,Individual Compact,0,Wednesday 27.Aug 2025,42,Nico Zarucchi,Switzerland,1916,2026,1,2003-08-31T00:00:00.000000,21.990417522245036,1,0,1300.0,1281.0
2025-08-27,Oberstdorf,Germany,M,7.5,Individual Compact,0,Wednesday 27.Aug 2025,43,Pawel Szyndlar,Poland,2384,2026,1,2000-07-19T00:00:00.000000,25.10609171800137,1,0,1300.0,1280.0
2025-08-27,Oberstdorf,Germany,M,7.5,Individual Compact,0,Wednesday 27.Aug 2025,44,Wille Karhumaa,Finland,1250,2026,1,2000-06-07T00:00:00.000000,25.22108145106092,1,0,1300.0,1279.0
2025-08-27,Oberstdorf,Germany,M,7.5,Individual Compact,0,Wednesday 27.Aug 2025,45,Gunnar Gilbertson,USA,1709,2026,1,2003-01-19T00:00:00.000000,22.60369609856263,1,0,1300.0,1278.0
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,1,Johannes Rydzek,Germany,14,2026,2,1991-12-09T00:00:00.000000,33.724845995893226,2,0,1316.0,1335.390788084075
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,2,Richard Stenzel,Germany,2351,2026,2,2005-10-26T00:00:00.000000,19.84394250513347,2,0,1306.0,1324.9938811620523
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,3,Florian Kolb,Austria,1982,2026,2,2001-11-24T00:00:00.000000,23.76454483230664,2,0,1309.0,1326.8128201678887
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,4,Laurent Muhlethaler,France,1146,2026,2,1997-09-27T00:00:00.000000,27.923340177960302,2,0,1318.0,1334.2703572465464
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,5,Marco Heinis,France,1903,2026,2,2003-04-14T00:00:00.000000,22.379192334017795,2,0,1312.0,1327.6318613180945
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,6,Jiri Konvalinka,Czechia,2037,2026,2,2004-11-27T00:00:00.000000,20.75564681724846,2,0,1305.0,1320.0542528812996
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,7,Samuel Costa,Italy,84,2026,2,1992-11-30T00:00:00.000000,32.747433264887064,2,0,1310.0,1323.7524878761778
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,8,Simon Mach,Germany,1981,2026,2,2002-10-20T00:00:00.000000,22.861054072553046,2,0,1295.0,1308.6582105819875
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,9,Tristan Sommerfeldt,Germany,1992,2026,2,2004-12-16T00:00:00.000000,20.70362765229295,1,0,1300.0,1312.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,10,Gael Blondeau,France,1485,2026,2,2000-12-28T00:00:00.000000,24.670773442847363,2,0,1296.0,1307.59781010922
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,11,Matteo Baud,France,1765,2026,2,2002-06-26T00:00:00.000000,23.17864476386037,2,0,1302.0,1312.2354082487943
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,12,Mael Tyrode,France,1318,2026,2,2000-07-31T00:00:00.000000,25.08145106091718,2,0,1304.0,1313.1146319670563
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,13,Vid Vrhovnik,Slovenia,1196,2026,2,1999-07-12T00:00:00.000000,26.135523613963038,2,0,1298.0,1306.4770053081725
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,14,Raffaele Buzzi,Italy,1103,2026,2,1995-07-17T00:00:00.000000,30.12183436002738,2,0,1300.0,1307.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,15,Jan Vytrval,Czechia,1239,2026,2,1998-05-08T00:00:00.000000,27.312799452429843,2,0,1297.0,1303.5374080183685
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,16,Edgar Vallet,France,1317,2026,2,2000-06-26T00:00:00.000000,25.1772758384668,2,0,1299.0,1304.4166029774133
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,17,Gašper Brecl,Slovenia,1295,2026,2,1999-11-18T00:00:00.000000,25.782340862423,2,0,1290.0,1294.9601537298445
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,18,Jan Andersen,Germany,1901,2026,2,2002-05-30T00:00:00.000000,23.252566735112936,1,0,1300.0,1303.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,19,Benedikt Grabert,Germany,2318,2026,2,2005-02-02T00:00:00.000000,20.57221081451061,2,0,1291.0,1293.8997763225448
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,20,Pascal Müller,Switzerland,1475,2026,2,2001-07-17T00:00:00.000000,24.12046543463381,2,0,1288.0,1290.0808847299293
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,21,Christian Deuschl,Austria,1319,2026,2,1997-04-20T00:00:00.000000,28.361396303901437,2,0,1292.0,1292.839392306385
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,22,Tom Rochat,France,1987,2026,2,2003-01-20T00:00:00.000000,22.60917180013689,1,0,1300.0,1299.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,23,Alessandro Pittin,Italy,8,2026,2,1990-02-11T00:00:00.000000,35.5482546201232,2,0,1301.0,1299.2958034491376
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,24,Iacopo Bortolas,Italy,1768,2026,2,2003-06-07T00:00:00.000000,22.23134839151266,1,0,1300.0,1297.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,25,Dmytro Mazurchuk,Ukraine,1197,2026,2,1999-01-19T00:00:00.000000,26.611909650924023,2,0,1284.0,1281.3222235883072
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,26,Lukáš Daněk,Czechia,1142,2026,2,1997-09-19T00:00:00.000000,27.94524298425736,2,0,1282.0,1278.4428155382036
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,27,Matic Garbajs,Slovenia,1996,2026,2,2003-10-21T00:00:00.000000,21.859000684462696,2,0,1286.0,1281.2015773361882
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,28,Andreas Gfrerer,Austria,2378,2026,2,2006-05-18T00:00:00.000000,19.28542094455852,1,0,1300.0,1293.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,29,Lubin Martin,France,2407,2026,2,2006-11-28T00:00:00.000000,18.754277891854894,1,0,1300.0,1292.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,30,Jonas Fischbauer,Austria,2342,2026,2,2004-10-17T00:00:00.000000,20.867898699520875,1,0,1300.0,1291.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,31,Jonathan Gräbert,Germany,2421,2026,2,2007-02-25T00:00:00.000000,18.510609171800137,2,0,1285.0,1276.2619067535816
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,32,Erazem Stanonik,Slovenia,1994,2026,2,2002-01-23T00:00:00.000000,23.600273785078713,2,0,1287.0,1277.1412363300688
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,33,Felix Brieden,Germany,2441,2026,2,2008-03-12T00:00:00.000000,17.467488021902806,1,0,1300.0,1288.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,34,Erik Lynch,USA,372,2026,2,1994-06-09T00:00:00.000000,31.225188227241613,2,0,1289.0,1277.0205235311748
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,35,David Liegl,Austria,2329,2026,2,2006-03-29T00:00:00.000000,19.422313483915126,1,0,1300.0,1286.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,36,Finn Kempf,Switzerland,2067,2026,2,2006-01-25T00:00:00.000000,19.59479808350445,1,0,1300.0,1285.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,37,Lilian Treand,France,2054,2026,2,2005-06-12T00:00:00.000000,20.216290212183434,1,0,1300.0,1284.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,38,Chingiz Rakparov,Kazakhstan,1170,2026,2,1995-07-04T00:00:00.000000,30.157426420260094,1,0,1300.0,1283.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,39,Eemeli Kurttila,Finland,2455,2026,2,2007-05-05T00:00:00.000000,18.321697467488022,1,0,1300.0,1282.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,40,Kacper Jarzabek,Poland,2391,2026,2,2006-04-11T00:00:00.000000,19.38672142368241,1,0,1300.0,1281.3562020248467
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,41,Pawel Szyndlar,Poland,2384,2026,2,2000-07-19T00:00:00.000000,25.114305270362763,2,0,1280.0,1261.563345252114
2025-08-30,Chaux-Neuve,France,M,10,Individual,0,Saturday 30.Aug 2025,42,Gunnar Gilbertson,USA,1709,2026,2,2003-01-19T00:00:00.000000,22.611909650924023,2,0,1278.0,1258.6838048126756
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,1,Stefan Rettenegger,Austria,1775,2026,4,2002-02-03T00:00:00.000000,23.630390143737166,2,0,1322.0,1350.0101451308742
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,2,Franz-Josef Rehrl,Austria,72,2026,4,1993-03-15T00:00:00.000000,32.5201916495551,1,0,1300.0,1328.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,3,Paul Walcher,Austria,1988,2026,4,2005-04-30T00:00:00.000000,20.39425051334702,2,0,1307.0,1334.3024782839461
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,4,Johannes Lamparter,Austria,1469,2026,4,2001-11-08T00:00:00.000000,23.868583162217657,2,0,1317.0,1342.4405452388644
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,5,Thomas Rettenegger,Austria,1467,2026,4,2000-02-05T00:00:00.000000,25.626283367556468,2,0,1320.0,1344.1822414458122
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,6,Einar Lurås Oftebro,Norway,1217,2026,4,1998-08-06T00:00:00.000000,27.12662559890486,1,0,1300.0,1324.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,7,Ilkka Herola,Finland,97,2026,4,1995-06-22T00:00:00.000000,30.250513347022586,1,0,1300.0,1323.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,8,David Mach,Germany,1468,2026,4,2000-05-14T00:00:00.000000,25.35523613963039,2,0,1314.0,1335.6990062639684
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,9,Laurent Muhlethaler,France,1146,2026,4,1997-09-27T00:00:00.000000,27.983572895277206,4,0,1334.2703572465464,1353.2272296138358
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,10,Julian Schmid,Germany,1348,2026,4,1999-09-01T00:00:00.000000,26.05612594113621,2,0,1313.0,1332.7851882652756
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,11,Martin Fritz,Austria,1090,2026,4,1994-10-24T00:00:00.000000,30.910335386721425,2,0,1315.0,1333.6128374800492
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,12,Wendelin Thannheimer,Germany,1461,2026,4,1999-11-25T00:00:00.000000,25.82340862422998,2,0,1319.0,1336.2683228805076
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,13,Florian Kolb,Austria,1982,2026,4,2001-11-24T00:00:00.000000,23.824777549623544,4,0,1326.8128201678887,1342.409254873002
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,14,Richard Stenzel,Germany,2351,2026,4,2005-10-26T00:00:00.000000,19.904175222450377,4,0,1324.9938811620523,1339.7465952403657
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,15,Espen Andersen,Norway,345,2026,4,1993-10-28T00:00:00.000000,31.89869952087611,1,0,1300.0,1315.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,16,Johannes Rydzek,Germany,14,2026,4,1991-12-09T00:00:00.000000,33.785078713210126,4,0,1335.390788084075,1347.2517579176174
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,17,Jiri Konvalinka,Czechia,2037,2026,4,2004-11-27T00:00:00.000000,20.815879534565365,4,0,1320.0542528812996,1332.2318247695066
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,18,Samuel Costa,Italy,84,2026,4,1992-11-30T00:00:00.000000,32.80766598220397,4,0,1323.7524878761778,1334.611914947919
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,19,Terence Weber,Germany,1137,2026,4,1996-09-24T00:00:00.000000,28.99110198494182,2,0,1311.0,1321.9575862403372
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,20,Fabio Obermeyr,Austria,1777,2026,4,2000-08-08T00:00:00.000000,25.11978097193703,2,0,1308.0,1318.2162468166737
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,21,Eero Hirvonen,Finland,1155,2026,4,1996-01-30T00:00:00.000000,29.642710472279262,1,0,1300.0,1309.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,22,Kristjan Ilves,Estonia,403,2026,4,1996-06-10T00:00:00.000000,29.281314168377822,1,0,1300.0,1308.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,23,Herman Happonen,Finland,2346,2026,4,2004-02-10T00:00:00.000000,21.61259411362081,2,0,1303.0,1310.6474225823408
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,24,Vid Vrhovnik,Slovenia,1196,2026,4,1999-07-12T00:00:00.000000,26.195756331279945,4,0,1306.4770053081725,1312.8245835826815
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,25,Simon Mach,Germany,1981,2026,4,2002-10-20T00:00:00.000000,22.921286789869953,4,0,1308.6582105819875,1313.817701404952
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,26,Marco Heinis,France,1903,2026,4,2003-04-14T00:00:00.000000,22.439425051334702,4,0,1327.6318613180945,1330.1579590562544
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,27,Akito Watabe,Japan,3,2026,4,1988-05-26T00:00:00.000000,37.322381930184804,1,0,1300.0,1303.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,28,Ryota Yamamoto,Japan,1154,2026,4,1997-05-13T00:00:00.000000,28.358658453114305,1,0,1300.0,1302.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,29,Simen Tiller,Norway,370,2026,4,1995-11-25T00:00:00.000000,29.82340862422998,1,0,1300.0,1301.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,30,Jan Vytrval,Czechia,1239,2026,4,1998-05-08T00:00:00.000000,27.373032169746747,4,0,1303.5374080183685,1304.1384868979476
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,31,Sora Yachi,Japan,1774,2026,4,2000-05-04T00:00:00.000000,25.38261464750171,1,0,1300.0,1299.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,32,Pascal Müller,Switzerland,1475,2026,4,2001-07-17T00:00:00.000000,24.18069815195072,3,0,1290.0808847299293,1289.8416738757219
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,33,Kasper Moen Flatla,Norway,1230,2026,4,1999-02-22T00:00:00.000000,26.579055441478438,1,0,1300.0,1297.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,34,Yoshito Watabe,Japan,32,2026,4,1991-10-04T00:00:00.000000,33.96577686516085,1,0,1300.0,1296.9061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,35,Iacopo Bortolas,Italy,1768,2026,4,2003-06-07T00:00:00.000000,22.29158110882957,3,0,1297.3562020248467,1293.4902363318472
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,36,Edgar Vallet,France,1317,2026,4,2000-06-26T00:00:00.000000,25.23750855578371,4,0,1304.4166029774133,1298.9418630183316
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,37,Mael Tyrode,France,1318,2026,4,2000-07-31T00:00:00.000000,25.141683778234086,4,0,1313.1146319670563,1305.889940394541
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,38,Domenico Mariotti,Italy,1471,2026,4,2001-10-09T00:00:00.000000,23.95071868583162,1,0,1300.0,1292.4061103051306
2025-09-21,Val di Fiemme,Italy,M,10,Individual,0,Sunday 21.Sep 2025,38,Wille Karhumaa,Finland,1250,2026,4,2000-06-07T00:00:00.000000,25.28952772073922,2,0,1279.0,1273.2130932468438
