"Date","City","Country","Nation","RaceType","Season","Race","Event","Elevation","Place","Points","Avg_Elo","Avg_Individual_Elo","Avg_Sprint_Elo","Avg_Pursuit_Elo","Avg_MassStart_Elo","Avg_Pelo","Avg_Individual_Pelo","Avg_Sprint_Pelo","Avg_Pursuit_Pelo","Avg_MassStart_Pelo","MassStart","Sex"
2018-12-02,"Pokljuka","Slovenia","Germany","Single Mixed Relay",2019,1,"World Cup",1331,8,37,1625.60275700006,1646.98742726455,1647.75145621964,1453.4365814403,1326.94581589381,1626.8254405194,1582.99145873615,1646.64648256078,1448.33051320734,1331.70095987507,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Italy","Single Mixed Relay",2019,1,"World Cup",1331,15,26,1378.86427492059,1272.44541847929,1397.22778705845,1250.3890786123,1233.29348512382,1380.25473541464,1350.59297270971,1400.34898942399,1241.63421013212,1239.9623480457,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Japan","Single Mixed Relay",2019,1,"World Cup",1331,9,34,1330.82242386926,1230.34636445615,1330.87732470791,1257.66602985478,1299.85807685233,1328.16726506475,1288.5609938166,1314.66066771687,1241.18455090069,1299.83303159098,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Kazakhstan","Single Mixed Relay",2019,1,"World Cup",1331,22,19,1215.447136877,1125.79094692012,1238.86556754991,1263.23078169382,NA,1218.00918477499,1219.09871892079,1230.58519556044,1256.74209611038,NA,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Latvia","Single Mixed Relay",2019,1,"World Cup",1331,12,29,1456.09603408068,1493.60900696433,1487.57369082966,1353.42573221849,1272.25009526225,1457.02085919243,1574.11910759009,1488.42344833772,1345.36917142871,1275.36920083124,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Lithuania","Single Mixed Relay",2019,1,"World Cup",1331,24,17,1176.05615416923,1136.90240248154,1178.42852770029,1227.21260332943,1271.70084736194,1179.12035351544,1189.13042909768,1202.67567675686,1219.83878036599,1275.64482086369,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Moldova","Single Mixed Relay",2019,1,"World Cup",1331,20,21,1245.09363199143,1171.18825071637,1211.13938114296,1276.10277918675,NA,1246.96700513449,1148.45676554867,1220.95490241179,1271.88562257265,NA,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Norway","Single Mixed Relay",2019,1,"World Cup",1331,1,90,1432.31226628452,1538.03137327867,1432.99053525125,1363.10374968968,1279.81595194539,1426.74431721236,1690.69972561208,1438.78827612962,1365.40227839451,1276.25406111223,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Poland","Single Mixed Relay",2019,1,"World Cup",1331,14,27,1294.08174457254,1402.90744793199,1282.45327486428,1218.23674095395,1278.42860904853,1293.60279218289,1289.70035363185,1282.78157867271,1232.18236127268,1276.01039286816,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Russia","Single Mixed Relay",2019,1,"World Cup",1331,7,41,1476.38482175211,1378.07110203542,1486.28464062031,1369.24199285731,1302.81379434593,1477.74606815514,1356.78018646742,1483.62532277534,1367.33168094489,1303.31034628933,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Slovenia","Single Mixed Relay",2019,1,"World Cup",1331,11,30,1415.80427608729,1596.42849027207,1383.98584510647,1362.95412755709,1364.87414114733,1415.44495203461,1490.09628545508,1369.32130994083,1379.19994908353,1376.32251899686,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","South Korea","Single Mixed Relay",2019,1,"World Cup",1331,21,20,1472.87569821419,1522.35529085474,1547.17315478227,1334.75766058356,1267.67818975637,1478.49825061511,1454.75476713406,1542.0421487909,1340.89136539243,1274.37214773206,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Sweden","Single Mixed Relay",2019,1,"World Cup",1331,5,50,1496.45564483185,1609.17564331541,1438.02596153734,1350.25822204186,1302.52949562932,1494.21139459516,1531.00152901073,1419.65674907083,1335.11433122425,1306.26600391728,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Switzerland","Single Mixed Relay",2019,1,"World Cup",1331,19,22,1325.95456428213,1271.0192795891,1337.98358629925,1228.63728004606,1288.67433632366,1328.63035189943,1243.37896607295,1343.05533380823,1216.04385887772,1296.45337340888,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","USA","Single Mixed Relay",2019,1,"World Cup",1331,25,16,1255.19531890849,1424.61245419127,1236.22149859852,1231.87512849492,NA,1259.99823155153,1316.30436420106,1238.92831722353,1246.42241191799,NA,0,"Mixed"
2018-12-02,"Pokljuka","Slovenia","Ukraine","Single Mixed Relay",2019,1,"World Cup",1331,3,65,1335.39486777078,1406.666562745,1298.69694965666,1304.28860049294,1296.88576735967,1329.46516949069,1445.05996294825,1299.60816637155,1305.04541234463,1301.21109182047,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Austria","Single Mixed Relay",2019,25,"World Cup",1697,2,75,1658.94184989755,1671.19136490857,1578.95205057347,1489.41448510404,1308.815456819,1657.25412810543,1642.51616438811,1592.28131193288,1484.98639388552,1310.22639621968,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Belarus","Single Mixed Relay",2019,25,"World Cup",1697,13,28,1245.5512013843,1188.8992651662,1257.67868286974,1292.59245122528,NA,1244.79159404669,1275.30310628467,1266.2201889094,1300,NA,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Bulgaria","Single Mixed Relay",2019,25,"World Cup",1697,18,23,1211.12044311604,1259.88784322198,1228.61041609726,1164.76907833711,NA,1212.66858929138,1333.17962604625,1228.00728862779,1175.72820729054,NA,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Canada","Single Mixed Relay",2019,25,"World Cup",1697,12,29,1433.48618107789,1518.6410881049,1401.29770629487,1284.48535584034,1281.31050745637,1434.71933471897,1471.88681694312,1398.1092902978,1273.07984835228,1295.13933894733,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","China","Single Mixed Relay",2019,25,"World Cup",1697,22,19,1170.93945084586,1175.95273437897,1194.64415811641,NA,NA,1174.15638164096,1300,1227.18653286683,NA,NA,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Czechia","Single Mixed Relay",2019,25,"World Cup",1697,17,24,1430.63040935869,1415.94167644321,1417.91180597495,1343.41358014922,1317.8876326244,1434.61288402777,1434.8052539138,1427.641095844,1326.67172721336,1322.60017901156,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Estonia","Single Mixed Relay",2019,25,"World Cup",1697,8,37,1289.78546277804,1252.77496146994,1270.97972645526,1240.6120369005,NA,1286.88160316144,1171.4144625512,1255.83788499313,1238.83836306837,NA,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","France","Single Mixed Relay",2019,25,"World Cup",1697,3,65,1623.44092888859,1515.01065614537,1551.069275579,1397.43017572678,1295.12975543857,1621.99261061719,1495.57539707331,1536.38583054697,1394.38756086452,1287.88917192253,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Germany","Single Mixed Relay",2019,25,"World Cup",1697,4,55,1585.64175835833,1570.77186434501,1518.96031438782,1390.73606576563,1340.47732684274,1584.3889376612,1569.03214997876,1520.0252226895,1390.68561054805,1331.33104622187,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Italy","Single Mixed Relay",2019,25,"World Cup",1697,1,90,1719.02135891282,1600.24673314125,1667.6306858859,1550.49625602532,1308.54215140469,1717.38411689272,1600.27149366001,1658.99562537334,1553.96784702787,1301.68889576473,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Japan","Single Mixed Relay",2019,25,"World Cup",1697,10,31,1303.38874483243,1413.52532107995,1302.58754457871,1242.78093903147,1289.79503452597,1301.82841514387,1280.67907508527,1301.94010760411,1249.15253508797,1299.85807685233,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Kazakhstan","Single Mixed Relay",2019,25,"World Cup",1697,19,22,1192.64694672598,1265.30304973583,1184.17238950426,1259.81871746503,NA,1194.49317914751,1297.91701616475,1194.34143221647,1261.84866647172,NA,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Lithuania","Single Mixed Relay",2019,25,"World Cup",1697,21,20,1137.7786558514,1181.27506001458,1153.5781271122,1198.32130076782,1273.75936746876,1140.07018785935,1186.88511662631,1168.46560356605,1189.04147074619,1287.00455083899,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Norway","Single Mixed Relay",2019,25,"World Cup",1697,5,50,1579.58052217977,1547.88741365626,1501.70553123119,1380.05475483569,1312.57827842679,1578.79650984442,1466.39752728862,1506.51834026683,1376.79616790937,1323.63907515343,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Poland","Single Mixed Relay",2019,25,"World Cup",1697,9,34,1238.0124081406,1233.34623668091,1218.45645406841,1260.75644276033,1296.29862149266,1234.99176759959,1231.61496369895,1221.81210066177,1272.80339800171,1300,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Romania","Single Mixed Relay",2019,25,"World Cup",1697,20,21,1161.41533301647,1119.9656732849,1185.15513602024,NA,NA,1163.42537185448,1181.3871513508,1213.12411276218,NA,NA,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Russia","Single Mixed Relay",2019,25,"World Cup",1697,11,30,1357.82185400772,1407.9262292339,1311.69045893397,1330.06825223529,NA,1357.52462286321,1350.52444438846,1315.20067170621,1310.37822265499,NA,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Slovenia","Single Mixed Relay",2019,25,"World Cup",1697,16,25,1225.87029303129,1229.2653488898,1226.3450523589,1240.00048448787,NA,1226.53854126517,1245.85825776089,1213.71021726142,1250.74326154387,NA,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Sweden","Single Mixed Relay",2019,25,"World Cup",1697,7,41,1257.67647315558,1265.71259274235,1251.11356925222,1284.51961789516,NA,1253.78571024771,1282.12372650539,1256.30022342978,1300,NA,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Switzerland","Single Mixed Relay",2019,25,"World Cup",1697,15,26,1272.87204674354,1267.97246392959,1278.23998658827,1198.55214833325,1288.67433632366,1273.57720913443,1346.20682656839,1272.52265110658,1205.54321232289,1296.45337340888,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","USA","Single Mixed Relay",2019,25,"World Cup",1697,14,27,1466.55043355375,1509.23177027731,1447.87954912095,1355.83078753053,1285.58368110136,1469.33520956937,1439.3210053322,1444.76793219241,1346.84485128302,1288.58461698277,0,"Mixed"
2019-02-17,"Soldier Hollow Ut","USA","Ukraine","Single Mixed Relay",2019,25,"World Cup",1697,6,45,1511.3002569314,1499.72494671065,1502.9974589432,1394.58669579375,1279.98384879114,1510.25610809518,1520.91765537304,1496.19258792023,1395.66867625745,1287.86601603962,0,"Mixed"
2019-03-14,"Östersund","Sweden","Austria","Single Mixed Relay",2019,31,"World Championship",366,8,37,1651.16899542935,1704.04793636958,1560.96530955806,1492.4768864214,1308.815456819,1651.51334737198,1659.67382749339,1578.95205057347,1485.18305923515,1310.22639621968,0,"Mixed"
2019-03-14,"Östersund","Sweden","Belarus","Single Mixed Relay",2019,31,"World Championship",366,16,25,1330.33674604683,1356.84991938385,1307.06313770215,1266.12851893452,1287.60871940274,1330.0936507344,1327.59265354003,1299.66376053708,1272.44362655717,1301.28585290704,0,"Mixed"
2019-03-14,"Östersund","Sweden","Belgium","Single Mixed Relay",2019,31,"World Championship",366,28,13,1221.7807188168,1144.55144188489,1254.47946120373,NA,NA,1226.35669474422,1200.32557578331,1300,NA,NA,0,"Mixed"
2019-03-14,"Östersund","Sweden","Bulgaria","Single Mixed Relay",2019,31,"World Championship",366,19,22,1189.09434534064,1240.08697888689,1195.67372508586,1167.57083545113,NA,1188.24386350436,1244.1620819585,1198.18681042784,1176.87336086642,NA,0,"Mixed"
2019-03-14,"Östersund","Sweden","Canada","Single Mixed Relay",2019,31,"World Championship",366,15,26,1361.63466607137,1445.06756910666,1349.53218617687,1206.72318041452,1282.24431829219,1361.37083619052,1364.88856636529,1349.16166995763,1218.59459087865,1292.92662013996,0,"Mixed"
2019-03-14,"Östersund","Sweden","China","Single Mixed Relay",2019,31,"World Championship",366,22,19,1211.00579685219,1261.64192705702,1225.14605529682,1189.43784556061,1284.80860723019,1212.2086802745,1264.73924643333,1228.42448311161,1208.99094270132,1300,0,"Mixed"
2019-03-14,"Östersund","Sweden","Czechia","Single Mixed Relay",2019,31,"World Championship",366,9,34,1452.6467658371,1466.70874505764,1459.56575734197,1332.40089130823,1291.75024049506,1450.61762128115,1477.76133803199,1506.31713803498,1334.11857366902,1304.48715086517,0,"Mixed"
2019-03-14,"Östersund","Sweden","Estonia","Single Mixed Relay",2019,31,"World Championship",366,11,30,1325.18931046191,1273.6272849045,1289.12383587585,1252.26428446107,NA,1322.13530076643,1194.58218916838,1290.05146847073,1247.65839459489,NA,0,"Mixed"
2019-03-14,"Östersund","Sweden","Finland","Single Mixed Relay",2019,31,"World Championship",366,12,29,1503.11346148775,1438.4349373038,1510.32564671139,1384.71456234272,1347.55111234734,1503.51861543668,1421.8562168328,1496.50492781384,1381.00635796528,1346.46016432177,0,"Mixed"
2019-03-14,"Östersund","Sweden","France","Single Mixed Relay",2019,31,"World Championship",366,7,41,1615.88083101944,1537.44781138316,1538.18225099992,1405.61565509308,1295.12975543857,1615.24240331733,1532.77375226604,1551.069275579,1395.58455043135,1287.88917192253,0,"Mixed"
2019-03-14,"Östersund","Sweden","Germany","Single Mixed Relay",2019,31,"World Championship",366,4,55,1663.8183027315,1604.47776778148,1574.58887862482,1444.38282158069,1328.06512213958,1662.21950435487,1552.72469406969,1550.07759733031,1426.87225205211,1330.32164869674,0,"Mixed"
2019-03-14,"Östersund","Sweden","Italy","Single Mixed Relay",2019,31,"World Championship",366,2,75,1702.66443538724,1666.09995080201,1654.05783322591,1531.51497785498,1308.54215140469,1700.41060220609,1600.24673314125,1667.6306858859,1550.49625602532,1301.68889576473,0,"Mixed"
2019-03-14,"Östersund","Sweden","Japan","Single Mixed Relay",2019,31,"World Championship",366,17,24,1311.04091630524,1424.18733587342,1310.59956612918,1236.01616948831,1289.79503452597,1311.13526531807,1325.38675511302,1302.58754457871,1242.78093903147,1299.85807685233,0,"Mixed"
2019-03-14,"Östersund","Sweden","Kazakhstan","Single Mixed Relay",2019,31,"World Championship",366,18,23,1395.44704322719,1374.49565927194,1416.09548893233,1309.81899670686,1265.90135994781,1397.44184309992,1385.21432734368,1433.96740629135,1313.6770961818,1259.88395287978,0,"Mixed"
2019-03-14,"Östersund","Sweden","Latvia","Single Mixed Relay",2019,31,"World Championship",366,10,31,1495.14014123793,1510.66652713871,1497.63958666525,1326.34016691045,1271.68604148492,1494.27394837412,1510.0220635228,1473.06143006384,1309.57907473236,1277.0660825497,0,"Mixed"
2019-03-14,"Östersund","Sweden","Lithuania","Single Mixed Relay",2019,31,"World Championship",366,25,16,1173.79899425433,1232.17894599201,1175.37757971122,1201.06200243939,NA,1176.00207011992,1255.74882603004,1143.99982089813,1217.43374774781,NA,0,"Mixed"
2019-03-14,"Östersund","Sweden","Moldova","Single Mixed Relay",2019,31,"World Championship",366,21,20,1162.61351429648,1163.06468138285,1178.86685799295,1249.75577261817,NA,1162.44655118928,1236.48075232716,1183.68631558033,1276.10277918675,NA,0,"Mixed"
2019-03-14,"Östersund","Sweden","Norway","Single Mixed Relay",2019,31,"World Championship",366,1,90,1818.50793033825,1694.76592118792,1703.71638414527,1575.90173118964,1376.07743751661,1816.76064250438,1683.07400999642,1699.43030291381,1564.25641323241,1367.72939662865,0,"Mixed"
2019-03-14,"Östersund","Sweden","Poland","Single Mixed Relay",2019,31,"World Championship",366,23,18,1228.62560992716,1235.56376516497,1209.63156507999,1260.75644276033,1296.29862149266,1230.60655778119,1233.34623668091,1218.45645406841,1272.80339800171,1300,0,"Mixed"
2019-03-14,"Östersund","Sweden","Romania","Single Mixed Relay",2019,31,"World Championship",366,27,14,1164.85615806645,1165.88273827148,1182.12669969638,NA,NA,1168.01674682267,1300,1187.41515828666,NA,NA,0,"Mixed"
2019-03-14,"Östersund","Sweden","Russia","Single Mixed Relay",2019,31,"World Championship",366,6,45,1449.64860041436,1390.12745479765,1448.30001347838,1340.02181337569,1274.58095491172,1448.61825263569,1311.3276476259,1463.58063049295,1333.68364095119,1282.95959657562,0,"Mixed"
2019-03-14,"Östersund","Sweden","Slovakia","Single Mixed Relay",2019,31,"World Championship",366,24,17,1202.40978804763,1203.95794190429,1181.03836160164,1190.64545380608,NA,1204.50419331584,1210.45637414765,1172.84592083941,1211.2423958507,NA,0,"Mixed"
2019-03-14,"Östersund","Sweden","Slovenia","Single Mixed Relay",2019,31,"World Championship",366,26,15,1152.84177045317,1092.4309796879,1181.79827244671,1261.02877729516,NA,1155.28729237214,1139.80262881774,1196.12641419386,1280.20621802838,NA,0,"Mixed"
2019-03-14,"Östersund","Sweden","South Korea","Single Mixed Relay",2019,31,"World Championship",366,20,21,1371.52626813954,1428.29808097169,1452.78259857224,1322.91751426249,1267.67818975637,1373.86628370965,1372.06159744838,1500.16092952759,1334.75766058356,1274.37214773206,0,"Mixed"
2019-03-14,"Östersund","Sweden","Sweden","Single Mixed Relay",2019,31,"World Championship",366,3,65,1656.77339583264,1694.73751367761,1555.33305927759,1390.36429221257,1296.9025197986,1654.51376441321,1622.06908580421,1540.47292733318,1373.72528421483,1297.00998085976,0,"Mixed"
2019-03-14,"Östersund","Sweden","Switzerland","Single Mixed Relay",2019,31,"World Championship",366,14,27,1286.4076632197,1233.51526530201,1300.7400003613,1210.26160569964,1282.39669999951,1284.32448413948,1248.19884432044,1305.87555772801,1223.02684962864,1285.29093057301,0,"Mixed"
2019-03-14,"Östersund","Sweden","USA","Single Mixed Relay",2019,31,"World Championship",366,13,28,1484.63654819956,1544.98441488977,1448.14686339325,1361.02303322509,1285.58368110136,1485.34746975851,1509.23177027731,1447.87954912095,1355.83078753053,1288.58461698277,0,"Mixed"
2019-03-14,"Östersund","Sweden","Ukraine","Single Mixed Relay",2019,31,"World Championship",366,5,50,1542.729984521,1481.96829951143,1480.53758174597,1371.69636888182,1274.42858165625,1539.94739790054,1405.47379849463,1454.96190964347,1350.5496620362,1283.90721629052,0,"Mixed"
2019-11-30,"Östersund","Sweden","Austria","Single Mixed Relay",2020,1,"World Cup",366,11,30,1583.19012973146,1563.31043247661,1585.38948913506,1460.95614695201,1304.68716920983,1585.83407498399,1542.63207565937,1568.28514870335,1453.03862518585,1305.51431671745,0,"Mixed"
2019-11-30,"Östersund","Sweden","Belarus","Single Mixed Relay",2020,1,"World Cup",366,9,34,1270.46441906844,1196.86807886928,1227.77377818497,1292.59245122528,NA,1266.56779880081,1250.60621256933,1215.02797433526,1300,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","Bulgaria","Single Mixed Relay",2020,1,"World Cup",366,15,26,1221.46062986413,1240.08697888689,1222.06411260455,1167.57083545113,NA,1220.29321705826,1244.1620819585,1208.31072071123,1176.87336086642,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","Canada","Single Mixed Relay",2020,1,"World Cup",366,10,31,1369.46986743667,1479.02073147124,1328.29857044238,1298.60620947639,1279.30335091425,1368.04530399437,1383.80348773972,1300.45015521202,1280.94526960522,1283.90851119745,0,"Mixed"
2019-11-30,"Östersund","Sweden","China","Single Mixed Relay",2020,1,"World Cup",366,21,20,1206.89428627752,1217.66433894586,1215.49982492666,NA,NA,1209.09870022737,1300,1225.0397670634,NA,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","Croatia","Single Mixed Relay",2020,1,"World Cup",366,25,16,1192.24836175819,1120.69390832562,1218.94413605496,NA,NA,1196.61390308595,1137.39957174971,1223.04312881631,NA,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","Czechia","Single Mixed Relay",2020,1,"World Cup",366,18,23,1275.58907107528,1226.43517243464,1277.43874031585,1250.65953389126,NA,1277.20620626827,1191.64996987517,1261.75972598713,1259.43681280555,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","Estonia","Single Mixed Relay",2020,1,"World Cup",366,5,50,1297.52757505561,1238.12085433289,1273.69144996465,1241.76980732304,NA,1291.74145174469,1238.24024180938,1253.0647491948,1233.85739733684,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","Finland","Single Mixed Relay",2020,1,"World Cup",366,17,24,1227.51316152795,1225.60941622306,1230.32988933276,1261.3397800785,NA,1227.64225605109,1248.6657525195,1218.03516392089,1283.37302805084,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","France","Single Mixed Relay",2020,1,"World Cup",366,7,41,1598.19034154094,1598.39158354153,1579.48892484176,1433.58756090371,1317.99580769952,1598.45452278174,1545.52897960946,1593.51626688804,1426.5707632275,1321.17153847002,0,"Mixed"
2019-11-30,"Östersund","Sweden","Germany","Single Mixed Relay",2020,1,"World Cup",366,2,75,1597.20947990298,1624.15929400201,1600.53285049319,1449.70171314368,1335.0343059798,1594.67709812791,1636.54009993431,1578.36043684035,1443.30895306862,1341.21683056448,0,"Mixed"
2019-11-30,"Östersund","Sweden","Italy","Single Mixed Relay",2020,1,"World Cup",366,8,37,1376.5073867789,1331.42657790738,1365.48851087594,1274.25950322951,1234.07392382176,1373.98750970029,1339.78784763055,1357.41401245888,1277.61512334421,1243.29946235525,0,"Mixed"
2019-11-30,"Östersund","Sweden","Japan","Single Mixed Relay",2020,1,"World Cup",366,20,21,1292.80573570994,1424.18733587342,1301.00340287201,1236.80052853843,1289.79503452597,1296.00007384403,1325.38675511302,1302.22126105031,1243.35180234487,1299.85807685233,0,"Mixed"
2019-11-30,"Östersund","Sweden","Kazakhstan","Single Mixed Relay",2020,1,"World Cup",366,14,27,1368.85660283632,1374.49565927194,1403.71253747085,1311.16769608176,1265.90135994781,1369.83431325203,1385.21432734368,1405.66255922883,1300.48969957502,1259.88395287978,0,"Mixed"
2019-11-30,"Östersund","Sweden","Lithuania","Single Mixed Relay",2020,1,"World Cup",366,22,19,1187.65961061668,1166.32248618463,1208.7137271002,1199.83309961303,1273.75936746876,1190.08743029103,1181.27506001458,1192.60438482377,1192.08353581921,1287.00455083899,0,"Mixed"
2019-11-30,"Östersund","Sweden","Norway","Single Mixed Relay",2020,1,"World Cup",366,3,65,1654.46783044618,1625.38518544286,1585.50426942011,1481.4709666721,1333.1397257398,1653.21442604408,1590.30339935344,1560.4522875193,1464.13123403672,1338.98791263506,0,"Mixed"
2019-11-30,"Östersund","Sweden","Poland","Single Mixed Relay",2020,1,"World Cup",366,16,25,1228.79960610977,1235.56376516497,1208.43291769718,1260.75644276033,1296.29862149266,1228.38068843983,1233.34623668091,1192.27402082021,1272.80339800171,1300,0,"Mixed"
2019-11-30,"Östersund","Sweden","Romania","Single Mixed Relay",2020,1,"World Cup",366,23,18,1229.82257000506,1165.88273827148,1171.65915479388,NA,NA,1233.61448558025,1300,1180.17420795527,NA,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","Russia","Single Mixed Relay",2020,1,"World Cup",366,12,29,1404.73766849102,1502.37892515999,1511.93669586156,1344.02588487103,1264.36836132355,1405.06594507106,1389.98761498935,1483.67512914782,1319.84317396502,1258.08042508653,0,"Mixed"
2019-11-30,"Östersund","Sweden","Slovakia","Single Mixed Relay",2020,1,"World Cup",366,24,17,1168.66326554945,1091.3217263332,1165.59854789922,1222.11967855911,NA,1171.96197523175,1047.73324292512,1131.45760025698,1228.76132495096,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","Slovenia","Single Mixed Relay",2020,1,"World Cup",366,19,22,1297.84086744387,1280.05514072138,1290.29404435048,1196.03989961203,NA,1300.48820097977,1350.36085568335,1288.58122864762,1201.48652308774,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","South Korea","Single Mixed Relay",2020,1,"World Cup",366,26,15,1074.46632901553,1075.13483971201,1119.34685942225,NA,NA,1077.50942773884,1091.52147838298,1087.46689343794,NA,NA,0,"Mixed"
2019-11-30,"Östersund","Sweden","Sweden","Single Mixed Relay",2020,1,"World Cup",366,1,90,1615.23417947606,1694.73751367761,1568.59150813349,1400.97306054356,1303.78297100537,1612.28324423195,1622.06908580421,1555.33305927759,1390.36429221257,1304.45055412396,0,"Mixed"
2019-11-30,"Östersund","Sweden","Switzerland","Single Mixed Relay",2020,1,"World Cup",366,13,28,1262.99803861934,1217.85593727349,1269.86898769697,1198.55214833325,1288.67433632366,1261.37255192555,1285.94918955962,1274.95630640772,1205.54321232289,1296.45337340888,0,"Mixed"
2019-11-30,"Östersund","Sweden","USA","Single Mixed Relay",2020,1,"World Cup",366,6,45,1478.34473125316,1544.98441488977,1462.76415553133,1367.9973864336,1278.00429154066,1476.43036042239,1509.23177027731,1448.14686339325,1364.76828985261,1281.34269780383,0,"Mixed"
2019-11-30,"Östersund","Sweden","Ukraine","Single Mixed Relay",2020,1,"World Cup",366,4,55,1347.35542838636,1439.43801872694,1297.22410886459,1302.35721577896,1286.80669040387,1341.91200809949,1478.163022728,1309.41905825433,1302.77319503408,1298.31743419335,0,"Mixed"
2020-01-25,"Pokljuka","Slovenia","Austria","Single Mixed Relay",2020,19,"World Cup",1331,3,65,1564.62846710265,1670.43112356236,1504.67313441912,1416.84448913317,1326.54597789902,1562.19037795391,1627.14613926691,1534.09784267023,1439.59300305222,1320.76038140589,0,"Mixed"
2020-01-25,"Pokljuka","Slovenia","Belarus","Single Mixed Relay",2020,19,"World Cup",1331,9,34,1383.7275816228,1291.20555796625,1378.19889303456,1415.5389197771,1319.71756297732,1381.62799943858,1355.57151632253,1396.6798080078,1411.74571466059,1309.49413372952,0,"Mixed"
2020-01-25,"Pokljuka","Slovenia","Belgium","Single Mixed Relay",2020,19,"World Cup",1331,18,23,1244.60102143822,1188.8108328037,1250.24396928525,NA,NA,1245.43711550415,1215.27673941581,1300,NA,NA,0,"Mixed"
2020-01-25,"Pokljuka","Slovenia","Bulgaria","Single Mixed Relay",2020,19,"World Cup",1331,25,16,1147.50098159975,1120.98074458007,1179.47356282885,1167.57083545113,NA,1151.04808155465,1168.84211899485,1187.49826128596,1176.87336086642,NA,0,"Mixed"
2020-01-25,"Pokljuka","Slovenia","Canada","Single Mixed Relay",2020,19,"World Cup",1331,4,55,1372.12000821471,1412.67103261363,1339.15974936883,1300.73137416954,1279.4600007723,1366.82917431794,1368.13562493979,1326.79120101558,1336.04645419255,1292.35031526996,0,"Mixed"
2020-01-25,"Pokljuka","Slovenia","China","Single Mixed Relay",2020,19,"World Cup",1331,21,20,1189.91418861043,1204.15559664432,1142.93764889062,NA,NA,1191.60993182825,1300,1180.08028790036,NA,NA,0,"Mixed"
2020-01-25,"Pokljuka","Slovenia","Czechia","Single Mixed Relay",2020,19,"World Cup",1331,17,24,1325.12483937172,1253.08067072306,1321.56128404572,1312.28722814978,1285.81815934728,1326.92360964376,1337.12666091621,1355.1059697666,1318.56565383742,1276.46291144022,0,"Mixed"
2020-01-25,"Pokljuka","Slovenia","Estonia","Single Mixed Relay",2020,19,"World Cup",1331,2,75,1247.58884456708,1232.6955178513,1238.10184876757,1226.57203859848,NA,1238.84691301014,1293.56441944101,1255.11948037572,1239.10575945947,NA,0,"Mixed"
2020-01-25,"Pokljuka","Slovenia","France","Single Mixed Relay",2020,19,"World Cup",1331,1,90,1615.33856627784,1551.0872794622,1548.05876748291,1435.61479172162,1303.76052743144,1612.33684929068,1478.31336221966,1540.39768344066,1439.49617686632,1309.67751884445,0,"Mixed"
