Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Pelo,Elo
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,1,Sven Fischer,Germany,154,1997,2,1971-04-16T00:00:00.000000,25.6290212183436,77,0,1300.0,1365.25
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,2,Pavel Rostovtsev,Russia,155,1997,2,1971-09-21T00:00:00.000000,25.196440793976727,6,0,1300.0,1363.0
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,3,Rene Cattarinussi,Italy,210,1997,2,1972-04-12T00:00:00.000000,24.637919233401778,37,0,1300.0,1360.75
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,4,Viktor Maigourov,Russia,208,1997,2,1969-02-07T00:00:00.000000,27.813826146475016,72,0,1300.0,1358.5
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,5,Sylfest Glimsdal,Norway,237,1997,2,1966-10-09T00:00:00.000000,30.146475017111566,83,0,1300.0,1356.25
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,6,Pavel Mouslimov,Russia,258,1997,2,1967-06-15T00:00:00.000000,29.464750171115675,40,0,1300.0,1354.0
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,7,Frank Luck,Germany,204,1997,2,1967-12-05T00:00:00.000000,28.99110198494182,141,0,1300.0,1351.75
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,8,Raphaël Poiree,France,36,1997,2,1974-08-09T00:00:00.000000,22.313483915126625,25,0,1300.0,1349.5
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,9,Patrice Bailly-Salins,France,280,1997,2,1964-06-21T00:00:00.000000,32.446269678302535,102,0,1300.0,1347.25
1996-12-01,Lillehammer,Norway,M,12.5,Pursuit,0,World Cup,10,Vadim Sashurin,Belarus,185,1997,2,1970-02-19T00:00:00.000000,26.781656399726213,70,0,1300.0,1345.0
