FIS_Name,Skier,ID,Nation,In_FIS_List,Price,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo,Race_Elo,Race_Type,Race1_Prob,Recent_Competitor,City,Country,Distance,Technique,Race_Date
Ekaterina Khudokormova,Ekaterina Khudokormova,-209606,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Valeriya Meklyaeva,Valeriya Meklyaeva,-209754,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Tatyana Vorobeva,Tatyana Vorobeva,-209236,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sofya Orenburova,Sofya Orenburova,-209759,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Ulyana Nesterova,Ulyana Nesterova,-209334,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Yaroslava Bents,Yaroslava Bents,-209115,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Milana Volkova,Milana Volkova,-209546,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Viktoriya Churova,Viktoriya Churova,-210305,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Elena Vnukova,Elena Vnukova,-209542,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Varvara Grigorenko,Varvara Grigorenko,-207970,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Renata Davletshina,Renata Davletshina,-209774,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Polina Bagaeva,Polina Bagaeva,-209182,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Ekaterina Okomova,Ekaterina Okomova,-207786,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Eseniya Luzgina,Eseniya Luzgina,-209151,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Eva Porvatova,Eva Porvatova,-209958,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Anastasiya Maksimova,Anastasiya Maksimova,-209307,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Valeriya Yakovleva,Valeriya Yakovleva,-209640,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Elizaveta Turova,Elizaveta Turova,-209869,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Mariya Sitnikova,Mariya Sitnikova,-209828,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Aleksandra Nepomnyushchaya,Aleksandra Nepomnyushchaya,-210032,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Olga Tarasova,Olga Tarasova,-209865,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Diana Nikolaeva,Diana Nikolaeva,-210372,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Olga Kurlovich,Olga Kurlovich,-208078,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sofiya Kolesnikova,Sofiya Kolesnikova,-207734,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Anastasiya Boyneva,Anastasiya Boyneva,-209854,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Arina Kolomentseva,Arina Kolomentseva,-209641,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Aleksandra Anushkina,Aleksandra Anushkina,-209402,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Kseniya Dedyukhina,Kseniya Dedyukhina,-209744,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sofya Tumankova,Sofya Tumankova,-209713,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sofya Lapina,Sofya Lapina,-209901,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Darya Lichmanova,Darya Lichmanova,-209882,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Evgeniya Kylosova,Evgeniya Kylosova,-210414,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Karina Povazhnyuk,Karina Povazhnyuk,-208009,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Vlada Tikhomirova,Vlada Tikhomirova,-210284,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Elizaveta Kapskaya,Elizaveta Kapskaya,-209786,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sofiya Zakharova,Sofiya Zakharova,-209322,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Ameliya Zarieva,Ameliya Zarieva,-210421,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Aleksandra Chistova,Aleksandra Chistova,-210381,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Zlata Markova,Zlata Markova,-210382,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Viktoriya Peskisheva,Viktoriya Peskisheva,-210402,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Arina Yagovkina,Arina Yagovkina,-209547,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Anastasiya Kutergina,Anastasiya Kutergina,-207785,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sofiya Matafonova,Sofiya Matafonova,-210384,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sofiya Narizhnaya,Sofiya Narizhnaya,-209685,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Svetlana Mysova,Svetlana Mysova,-209394,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Varvara Karattsova,Varvara Karattsova,-210327,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sofiya Misheneva,Sofiya Misheneva,-210276,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Elizaveta Kokvina,Elizaveta Kokvina,-210275,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Polina Pelyovina,Polina Pelyovina,-209926,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Nadezhda Kuzmina,Nadezhda Kuzmina,-209504,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sabrina Choban,Sabrina Choban,-209290,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Kseniya Romodina,Kseniya Romodina,-210413,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Aleksandra Avdeeva,Aleksandra Avdeeva,-209625,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Kristina Stryukova,Kristina Stryukova,-210403,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Anna Davydova,Anna Davydova,-209444,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Alyona Safronova,Alyona Safronova,-209154,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Darya Krapivina,Darya Krapivina,-210383,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Kira Selyanina,Kira Selyanina,-210410,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Polina Trukhan,Polina Trukhan,-210018,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Olesya Drozdova,Olesya Drozdova,-209940,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Milyausha Nasibullina,Milyausha Nasibullina,-209809,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Eseniya Shakhvorostova,Eseniya Shakhvorostova,-209400,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Regina Terkina,Regina Terkina,-210329,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Ekaterina Lesiv,Ekaterina Lesiv,-209928,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Yuliya Smoley,Yuliya Smoley,-209563,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Valeriya Khasaya,Valeriya Khasaya,-210138,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Vladelina Arkhipova,Vladelina Arkhipova,-209603,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Kira Yurina,Kira Yurina,-210357,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Eleonora Kireeva,Eleonora Kireeva,-209234,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Anna Koksharova,Anna Koksharova,-210411,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Margarita Tuboleva,Margarita Tuboleva,-209426,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Mariya Denisova,Mariya Denisova,-210168,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Ekaterina Kameneva,Ekaterina Kameneva,-210292,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Olga Zabrodskaya,Olga Zabrodskaya,-210031,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Polina Klokova,Polina Klokova,-209779,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Viktoriya Arintseva,Viktoriya Arintseva,-209624,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Svetlana Kudryashova,Svetlana Kudryashova,-209408,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Ekaterina Zamyatina,Ekaterina Zamyatina,-210078,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Alyona Molodtsova,Alyona Molodtsova,-209780,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Anna Kondratsova,Anna Kondratsova,-209729,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Tatyana Grigoreva,Tatyana Grigoreva,-210145,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Kseniya Vlasova,Kseniya Vlasova,-210346,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Diana Mozharova,Diana Mozharova,-207813,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Marusya Semichenko,Marusya Semichenko,-209962,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Zlata Zagrebina,Zlata Zagrebina,-210132,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Aleksandra Lysenkova,Aleksandra Lysenkova,-209423,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Zlata Fomicheva,Zlata Fomicheva,-209466,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Darya Khaydukova,Darya Khaydukova,-209425,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Alyona Shastina,Alyona Shastina,-209772,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Milena Smirnova,Milena Smirnova,-209795,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Sofya Gnedova,Sofya Gnedova,-209157,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Yana Atlaskina,Yana Atlaskina,-209792,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Anastasiya Abdulfetakhova,Anastasiya Abdulfetakhova,-209959,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Aleksandra Retivova,Aleksandra Retivova,-209122,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Ekaterina Rogulina,Ekaterina Rogulina,-209846,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Varvara Chernyshova,Varvara Chernyshova,-209467,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Ulyana Kostina,Ulyana Kostina,-209570,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Tatyana Nekipelova,Tatyana Nekipelova,-210389,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Anastasiya Pozdeeva,Anastasiya Pozdeeva,-209848,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Varvara Kamentseva,Varvara Kamentseva,-209892,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Valentina Strokova,Valentina Strokova,-210359,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Alyona Pishchuk,Alyona Pishchuk,-209488,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Alyona Semyonova,Alyona Semyonova,-210347,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Polina Savina,Polina Savina,-209681,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Aleksandra Kabakova,Aleksandra Kabakova,-210391,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Kira Oger,Kira Oger,-210373,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Aleksandra Burkova,Aleksandra Burkova,-209376,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Olga Kostryukova,Olga Kostryukova,-210417,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Alisa Malysheva,Alisa Malysheva,-210363,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1272.623280969052,1278.5615902488735,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Arina Semyonova,Arina Semyonova,-210369,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Irina Shevtsova,Irina Shevtsova,-210310,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
Viktoriya Gafner,Viktoriya Gafner,-210374,Russia,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.2178832688205,1300.0,1300.0,1300.0,Sprintkm F,0.0,False,Lahti,Finland,Sprint,F,03/07/2026
