Russian_ID,FIS_ID
115170,-115170
115169,-115169
115160,-115160
115156,-115156
115145,-115145
115138,-115138
115136,-115136
115135,-115135
115134,-115134
115131,-115131
115130,-115130
115128,-115128
115127,-115127
115123,-115123
115122,-115122
115121,-115121
115120,-115120
115114,-115114
115113,-115113
115108,-115108
115106,-115106
115100,-115100
115098,-115098
115097,-115097
115092,-115092
115087,-115087
115079,-115079
115073,-115073
115070,-115070
115069,-115069
115068,-115068
115054,-115054
115037,-115037
115007,-115007
115004,-115004
115001,-115001
114999,-114999
114998,-114998
114996,-114996
114988,-114988
114983,-114983
114974,-114974
114969,-114969
114968,-114968
114967,-114967
114963,-114963
114953,-114953
114952,-114952
114951,-114951
114950,-114950
114949,-114949
114948,-114948
114943,-114943
114942,-114942
114938,-114938
114936,-114936
114934,-114934
114922,-114922
114921,-114921
114920,-114920
114919,-114919
114917,-114917
114915,-114915
114913,-114913
114907,-114907
114904,-114904
114901,-114901
114900,-114900
114897,-114897
114891,-114891
114888,-114888
114887,-114887
114875,-114875
114866,-114866
114850,-114850
114849,-114849
114842,-114842
114841,-114841
114839,-114839
114836,-114836
114833,-114833
114832,-114832
114825,-114825
114824,-114824
114822,-114822
114820,-114820
114815,-114815
114812,-114812
114794,-114794
114782,-114782
114774,-114774
114768,-114768
114766,-114766
114765,-114765
114761,-114761
114758,-114758
114756,-114756
114754,-114754
114749,-114749
114744,-114744
114743,-114743
114741,-114741
114717,-114717
114716,-114716
114715,-114715
114711,-114711
114689,-114689
114684,-114684
114672,-114672
114660,-114660
114657,-114657
114649,-114649
114645,-114645
114603,-114603
114581,-114581
114580,-114580
114578,-114578
114577,-114577
114576,-114576
114575,-114575
114570,-114570
114568,-114568
114567,-114567
114566,-114566
114565,-114565
114564,-114564
114558,-114558
114556,-114556
114555,-114555
114551,-114551
114550,-114550
114549,-114549
114548,-114548
114547,-114547
114545,-114545
114544,-114544
114541,-114541
114540,-114540
114539,-114539
114538,-114538
114537,-114537
114536,-114536
114535,-114535
114534,-114534
114525,-114525
114524,-114524
114523,-114523
114522,-114522
114521,-114521
114519,-114519
114517,-114517
114516,-114516
114515,-114515
114514,-114514
114513,-114513
114512,-114512
114508,-114508
114506,-114506
114500,-114500
114499,-114499
114498,-114498
114497,-114497
114496,-114496
114495,-114495
114494,-114494
114484,-114484
114481,-114481
114480,-114480
114475,-114475
114474,-114474
114469,-114469
114468,-114468
114467,-114467
114465,-114465
114464,-114464
114463,-114463
114457,-114457
114456,-114456
114454,-114454
114452,-114452
114450,-114450
114449,-114449
114448,-114448
114447,-114447
114443,-114443
114441,-114441
114440,-114440
114436,-114436
114435,-114435
114429,-114429
114428,-114428
114427,-114427
114423,-114423
114421,-114421
114417,-114417
114415,-114415
114413,-114413
114412,-114412
114411,-114411
114410,-114410
114409,-114409
114406,-114406
114405,-114405
114404,-114404
114403,-114403
114400,-114400
114399,-114399
114397,-114397
114396,-114396
114395,-114395
114394,-114394
114390,-114390
114389,-114389
114385,-114385
114384,-114384
114383,-114383
114382,-114382
114381,-114381
114380,-114380
114379,-114379
114375,-114375
114374,-114374
114372,-114372
114371,-114371
114370,-114370
114369,-114369
114368,-114368
114363,-114363
114360,-114360
114358,-114358
114356,-114356
114355,-114355
114354,-114354
114352,-114352
114351,-114351
114350,-114350
114348,-114348
114345,-114345
114343,-114343
114342,-114342
114341,-114341
114340,-114340
114336,-114336
114335,-114335
114334,-114334
114333,-114333
114331,-114331
114330,-114330
114329,-114329
114328,-114328
114326,-114326
114325,-114325
114323,-114323
114321,-114321
114319,-114319
114315,-114315
114312,-114312
114311,-114311
114301,-114301
114300,-114300
114299,-114299
114298,-114298
114295,-114295
114293,-114293
114289,-114289
114288,-114288
114287,-114287
114286,-114286
114285,-114285
114283,-114283
114282,-114282
114279,-114279
114278,-114278
114276,-114276
114275,-114275
114272,-114272
114270,-114270
114269,-114269
114268,-114268
114266,-114266
114265,-114265
114264,-114264
114263,-114263
114259,-114259
114258,-114258
114257,-114257
114253,-114253
114250,-114250
114249,-114249
114248,-114248
114246,-114246
114245,-114245
114244,-114244
114243,-114243
114242,-114242
114240,-114240
114238,-114238
114236,-114236
114234,-114234
114228,-114228
114224,-114224
114223,-114223
114220,-114220
114219,-114219
114215,-114215
114214,-114214
114213,-114213
114211,-114211
114210,-114210
114209,-114209
114208,-114208
114207,-114207
114206,-114206
114205,-114205
114204,-114204
114202,-114202
114200,-114200
114196,-114196
114195,-114195
114193,-114193
114189,-114189
114187,-114187
114186,-114186
114185,-114185
114184,-114184
114183,-114183
114181,-114181
114179,-114179
114171,-114171
114169,-114169
114168,-114168
114165,-114165
114164,-114164
114163,-114163
114161,-114161
114158,-114158
114157,-114157
114153,-114153
114152,-114152
114151,-114151
114149,-114149
114148,-114148
114141,-114141
114138,-114138
114136,-114136
114135,-114135
114134,-114134
114133,-114133
114127,-114127
114118,-114118
114116,-114116
114114,-114114
114113,-114113
114109,-114109
114108,-114108
114107,-114107
114106,-114106
114094,-114094
114091,-114091
114090,-114090
114088,-114088
114086,-114086
114058,-114058
114050,-114050
114025,-114025
114024,-114024
114005,-114005
113991,-113991
113990,-113990
113986,-113986
113963,-113963
113962,-113962
113955,-113955
113954,-113954
113949,-113949
113947,-113947
113945,-113945
113938,-113938
113934,-113934
113931,-113931
113927,-113927
113917,-113917
113907,-113907
113901,-113901
113895,-113895
113888,-113888
113886,-113886
113885,-113885
113861,-113861
113854,-113854
113853,-113853
113848,-113848
113847,-113847
113845,-113845
113844,-113844
113842,-113842
113840,-113840
113839,-113839
113838,-113838
113837,-113837
113835,-113835
113834,-113834
113833,-113833
113832,-113832
113831,-113831
113830,-113830
113829,-113829
113827,-113827
113826,-113826
113825,-113825
113824,-113824
113823,-113823
113821,-113821
113820,-113820
113819,-113819
113817,-113817
113816,-113816
113815,-113815
113814,-113814
113811,-113811
113810,-113810
113807,-113807
113806,-113806
113805,-113805
113804,-113804
113803,-113803
113802,-113802
113801,-113801
113799,-113799
113798,-113798
113797,-113797
113795,-113795
113794,-113794
113793,-113793
113792,-113792
113790,-113790
113788,-113788
113785,-113785
113784,-113784
113783,-113783
113780,-113780
113778,-113778
113777,-113777
113776,-113776
113775,-113775
113774,-113774
113773,-113773
113772,-113772
113769,-113769
113766,-113766
113765,-113765
113764,-113764
113763,-113763
113762,-113762
113761,-113761
113759,-113759
113758,-113758
113757,-113757
113755,-113755
113753,-113753
113752,-113752
113751,-113751
113746,-113746
113744,-113744
113743,-113743
113742,-113742
113741,-113741
113739,-113739
113738,-113738
113737,-113737
113736,-113736
113735,-113735
113733,-113733
113732,-113732
113731,-113731
113728,-113728
113725,-113725
113720,-113720
113718,-113718
113717,-113717
113716,-113716
113715,-113715
113711,-113711
113710,-113710
113709,-113709
113708,-113708
113707,-113707
113705,-113705
113704,-113704
113703,-113703
113702,-113702
113700,-113700
113697,-113697
113695,-113695
113694,-113694
113693,-113693
113692,-113692
113691,-113691
113690,-113690
113689,-113689
113688,-113688
113686,-113686
113685,-113685
113684,-113684
113681,-113681
113679,-113679
113678,-113678
113677,-113677
113676,-113676
113675,-113675
113674,-113674
113672,-113672
113670,-113670
113669,-113669
113668,-113668
113667,-113667
113665,-113665
113664,-113664
113663,-113663
113662,-113662
113661,-113661
113660,-113660
113657,-113657
113656,-113656
113655,-113655
113654,-113654
113652,-113652
113651,-113651
113650,-113650
113649,-113649
113648,-113648
113647,-113647
113646,-113646
113644,-113644
113643,-113643
113638,-113638
113637,-113637
113636,-113636
113635,-113635
113633,-113633
113632,-113632
113631,-113631
113630,-113630
113628,-113628
113627,-113627
113626,-113626
113625,-113625
113624,-113624
113623,-113623
113622,-113622
113621,-113621
113620,-113620
113619,-113619
113617,-113617
113615,-113615
113614,-113614
113613,-113613
113612,-113612
113611,-113611
113610,-113610
113608,-113608
113606,-113606
113605,-113605
113603,-113603
113602,-113602
113600,-113600
113598,-113598
113597,-113597
113596,-113596
113595,-113595
113594,-113594
113593,-113593
113592,-113592
113591,-113591
113590,-113590
113588,-113588
113587,-113587
113586,-113586
113585,-113585
113583,-113583
113582,-113582
113581,-113581
113580,-113580
113576,-113576
113574,-113574
113572,-113572
113571,-113571
113570,-113570
113568,-113568
113567,-113567
113563,-113563
113561,-113561
113559,-113559
113558,-113558
113557,-113557
113555,-113555
113554,-113554
113551,-113551
113546,-113546
113545,-113545
113544,-113544
113542,-113542
113541,-113541
113540,-113540
113539,-113539
113538,-113538
113534,-113534
113533,-113533
113532,-113532
113530,-113530
113528,-113528
113526,-113526
113525,-113525
113524,-113524
113523,-113523
113522,-113522
113518,-113518
113517,-113517
113514,-113514
113512,-113512
113511,-113511
113510,-113510
113506,-113506
113505,-113505
113503,-113503
113502,-113502
113501,-113501
113500,-113500
113498,-113498
113496,-113496
113495,-113495
113494,-113494
113485,-113485
113484,-113484
113483,-113483
113481,-113481
113479,-113479
113476,-113476
113475,-113475
113473,-113473
113472,-113472
113470,-113470
113467,-113467
113466,-113466
113465,-113465
113463,-113463
113461,-113461
113460,-113460
113459,-113459
113458,-113458
113457,-113457
113455,-113455
113454,-113454
113453,-113453
113451,-113451
113450,-113450
113449,-113449
113447,-113447
113446,-113446
113443,-113443
113441,-113441
113440,-113440
113439,-113439
113438,-113438
113437,-113437
113436,-113436
113435,-113435
113434,-113434
113433,-113433
113431,-113431
113430,-113430
113428,-113428
113426,-113426
113424,-113424
113423,-113423
113421,-113421
113419,-113419
113415,-113415
113414,-113414
113412,-113412
113411,-113411
113409,-113409
113405,-113405
113403,-113403
113402,-113402
113401,-113401
113399,-113399
113398,-113398
113395,-113395
113394,-113394
113391,-113391
113389,-113389
113388,-113388
113385,-113385
113384,-113384
113383,-113383
113380,-113380
113379,-113379
113378,-113378
113377,-113377
113376,-113376
113375,-113375
113374,-113374
113372,-113372
113371,-113371
113369,-113369
113368,-113368
113367,-113367
113361,-113361
113360,-113360
113359,-113359
113358,-113358
113357,-113357
113353,-113353
113352,-113352
113351,-113351
113347,-113347
113346,-113346
113344,-113344
113342,-113342
113335,-113335
113333,-113333
113331,-113331
113330,-113330
113329,-113329
113328,-113328
113327,-113327
113326,-113326
113325,-113325
113323,-113323
113320,-113320
113318,-113318
113317,-113317
113313,-113313
113310,-113310
113309,-113309
113308,-113308
113307,-113307
113300,-113300
113297,-113297
113293,-113293
113292,-113292
113291,-113291
113290,-113290
113289,-113289
113282,-113282
113281,-113281
113280,-113280
113279,-113279
113278,-113278
113277,-113277
113276,-113276
113275,-113275
113273,-113273
113272,-113272
113263,-113263
113261,-113261
113258,-113258
113250,-113250
113243,-113243
113242,-113242
113241,-113241
113240,-113240
113239,-113239
113238,-113238
113236,-113236
113235,-113235
113234,-113234
113233,-113233
113232,-113232
113228,-113228
113227,-113227
113226,-113226
113225,-113225
113223,-113223
113222,-113222
113220,-113220
113219,-113219
113218,-113218
113217,-113217
113215,-113215
113213,-113213
113211,-113211
113210,-113210
113207,-113207
113204,-113204
113196,-113196
113192,-113192
113191,-113191
113190,-113190
113189,-113189
113187,-113187
113181,-113181
113176,-113176
113175,-113175
113174,-113174
113171,-113171
113170,-113170
113166,-113166
113165,-113165
113163,-113163
113157,-113157
113146,-113146
113145,-113145
113130,-113130
113126,-113126
113121,-113121
113120,-113120
113119,-113119
113118,-113118
113117,-113117
113116,-113116
113114,-113114
113112,-113112
113110,-113110
113109,-113109
113108,-113108
113107,-113107
113104,-113104
113102,-113102
113101,-113101
113099,-113099
113098,-113098
113097,-113097
113094,-113094
113093,-113093
113092,-113092
113091,-113091
113090,-113090
113089,-113089
113088,-113088
113087,-113087
113086,-113086
113085,-113085
113084,-113084
113083,-113083
113082,-113082
113081,-113081
113080,-113080
113079,-113079
113078,-113078
113077,-113077
113076,-113076
113075,-113075
113074,-113074
113073,-113073
113071,-113071
113070,-113070
113069,-113069
113068,-113068
113067,-113067
113066,-113066
113065,-113065
113064,-113064
113063,-113063
113058,-113058
113056,-113056
113055,-113055
113053,-113053
113052,-113052
113051,-113051
113050,-113050
113049,-113049
113048,-113048
113047,-113047
113046,-113046
113045,-113045
113044,-113044
113043,-113043
113042,-113042
113041,-113041
113039,-113039
113038,-113038
113037,-113037
113036,-113036
113034,-113034
113033,-113033
113031,-113031
113030,-113030
113029,-113029
113028,-113028
113027,-113027
113026,-113026
113025,-113025
113024,-113024
113023,-113023
113022,-113022
113021,-113021
113020,-113020
113019,-113019
113018,-113018
113016,-113016
113014,-113014
113013,-113013
113010,-113010
113009,-113009
113007,-113007
113006,-113006
113005,-113005
113004,-113004
113003,-113003
113002,-113002
113001,-113001
113000,-113000
112999,-112999
112998,-112998
112997,-112997
112996,-112996
112995,-112995
112994,-112994
112993,-112993
112992,-112992
112991,-112991
112990,-112990
112988,-112988
112983,-112983
112981,-112981
112980,-112980
112979,-112979
112978,-112978
112977,-112977
112976,-112976
112975,-112975
112974,-112974
112973,-112973
112972,-112972
112971,-112971
112970,-112970
112969,-112969
112968,-112968
112967,-112967
112966,-112966
112963,-112963
112962,-112962
112961,-112961
112960,-112960
112959,-112959
112957,-112957
112955,-112955
112954,-112954
112953,-112953
112952,-112952
112951,-112951
112950,-112950
112949,-112949
112948,-112948
112947,-112947
112946,-112946
112944,-112944
112943,-112943
112942,-112942
112941,-112941
112940,-112940
112939,-112939
112938,-112938
112937,-112937
112936,-112936
112935,-112935
112933,-112933
112930,-112930
112928,-112928
112927,-112927
112926,-112926
112925,-112925
112924,-112924
112923,-112923
112922,-112922
112921,-112921
112920,-112920
112919,-112919
112918,-112918
112917,-112917
112916,-112916
112915,-112915
112914,-112914
112913,-112913
112912,-112912
112911,-112911
112910,-112910
112907,-112907
112906,-112906
112905,-112905
112904,-112904
112902,-112902
112901,-112901
112900,-112900
112897,-112897
112896,-112896
112895,-112895
112894,-112894
112893,-112893
112891,-112891
112887,-112887
112886,-112886
112885,-112885
112884,-112884
112883,-112883
112882,-112882
112881,-112881
112880,-112880
112879,-112879
112878,-112878
112877,-112877
112876,-112876
112875,-112875
112874,-112874
112873,-112873
112871,-112871
112867,-112867
112866,-112866
112865,-112865
112864,-112864
112861,-112861
112860,-112860
112859,-112859
112858,-112858
112856,-112856
112854,-112854
112851,-112851
112850,-112850
112846,-112846
112843,-112843
112842,-112842
112841,-112841
112840,-112840
112838,-112838
112837,-112837
112834,-112834
112833,-112833
112831,-112831
112830,-112830
112829,-112829
112828,-112828
112827,-112827
112826,-112826
112823,-112823
112822,-112822
112820,-112820
112819,-112819
112818,-112818
112815,-112815
112814,-112814
112812,-112812
112811,-112811
112809,-112809
112808,-112808
112806,-112806
112805,-112805
112804,-112804
112803,-112803
112799,-112799
112793,-112793
112792,-112792
112790,-112790
112789,-112789
112788,-112788
112787,-112787
112785,-112785
112783,-112783
112780,-112780
112779,-112779
112777,-112777
112776,-112776
112775,-112775
112774,-112774
112770,-112770
112769,-112769
112768,-112768
112767,-112767
112766,-112766
112764,-112764
112763,-112763
112762,-112762
112761,-112761
112760,-112760
112759,-112759
112754,-112754
112753,-112753
112751,-112751
112750,-112750
112749,-112749
112748,-112748
112745,-112745
112742,-112742
112738,-112738
112737,-112737
112734,-112734
112733,-112733
112732,-112732
112731,-112731
112730,-112730
112729,-112729
112728,-112728
112727,-112727
112725,-112725
112724,-112724
112722,-112722
112721,-112721
112720,-112720
112719,-112719
112718,-112718
112717,-112717
112716,-112716
112715,-112715
112714,-112714
112713,-112713
112712,-112712
112709,-112709
112708,-112708
112707,-112707
112706,-112706
112703,-112703
112702,-112702
112700,-112700
112699,-112699
112697,-112697
112694,-112694
112691,-112691
112690,-112690
112689,-112689
112687,-112687
112685,-112685
112684,-112684
112679,-112679
112678,-112678
112677,-112677
112675,-112675
112674,-112674
112672,-112672
112671,-112671
112669,-112669
112668,-112668
112667,-112667
112664,-112664
112663,-112663
112662,-112662
112661,-112661
112660,-112660
112659,-112659
112658,-112658
112657,-112657
112656,-112656
112655,-112655
112652,-112652
112649,-112649
112647,-112647
112646,-112646
112645,-112645
112644,-112644
112643,-112643
112641,-112641
112640,-112640
112639,-112639
112637,-112637
112636,-112636
112635,-112635
112633,-112633
112632,-112632
112630,-112630
112629,-112629
112628,-112628
112627,-112627
112626,-112626
112625,-112625
112624,-112624
112623,-112623
112622,-112622
112621,-112621
112620,-112620
112619,-112619
112617,-112617
112616,-112616
112615,-112615
112614,-112614
112613,-112613
112612,-112612
112611,-112611
112610,-112610
112609,-112609
112608,-112608
112607,-112607
112605,-112605
112604,-112604
112603,-112603
112602,-112602
112601,-112601
112599,-112599
112598,-112598
112597,-112597
112596,-112596
112594,-112594
112593,-112593
112592,-112592
112591,-112591
112590,-112590
112589,-112589
112584,-112584
112583,-112583
112582,-112582
112581,-112581
112580,-112580
112579,-112579
112575,-112575
112571,-112571
112569,-112569
112567,-112567
112562,-112562
112560,-112560
112559,-112559
112558,-112558
112557,-112557
112556,-112556
112555,-112555
112551,-112551
112550,-112550
112546,-112546
112545,-112545
112544,-112544
112542,-112542
112541,-112541
112538,-112538
112536,-112536
112535,-112535
112534,-112534
112532,-112532
112531,-112531
112529,-112529
112527,-112527
112526,-112526
112525,-112525
112523,-112523
112521,-112521
112519,-112519
112518,-112518
112517,-112517
112516,-112516
112514,-112514
112512,-112512
112509,-112509
112507,-112507
112506,-112506
112505,-112505
112504,-112504
112502,-112502
112500,-112500
112499,-112499
112498,-112498
112496,-112496
112495,-112495
112494,-112494
112493,-112493
112492,-112492
112490,-112490
112489,-112489
112486,-112486
112485,-112485
112484,-112484
112483,-112483
112482,-112482
112481,-112481
112479,-112479
112477,-112477
112475,-112475
112471,-112471
112469,-112469
112468,-112468
112467,-112467
112466,-112466
112465,-112465
112464,-112464
112460,-112460
112459,-112459
112456,-112456
112455,-112455
112451,-112451
112450,-112450
112449,-112449
112433,-112433
112424,-112424
112423,-112423
112422,-112422
112419,-112419
112417,-112417
112414,-112414
112406,-112406
112400,-112400
112394,-112394
112391,-112391
112387,-112387
112385,-112385
112383,-112383
112382,-112382
112381,-112381
112380,-112380
112379,-112379
112378,-112378
112377,-112377
112376,-112376
112375,-112375
112374,-112374
112372,-112372
112371,-112371
112368,-112368
112366,-112366
112365,-112365
112364,-112364
112361,-112361
112360,-112360
112359,-112359
112358,-112358
112357,-112357
112356,-112356
112355,-112355
112354,-112354
112353,-112353
112352,-112352
112351,-112351
112350,-112350
112349,-112349
112347,-112347
112346,-112346
112345,-112345
112344,-112344
112343,-112343
112341,-112341
112340,-112340
112339,-112339
112338,-112338
112337,-112337
112336,-112336
112335,-112335
112333,-112333
112332,-112332
112331,-112331
112330,-112330
112329,-112329
112328,-112328
112325,-112325
112324,-112324
112322,-112322
112321,-112321
112320,-112320
112319,-112319
112318,-112318
112317,-112317
112316,-112316
112315,-112315
112314,-112314
112313,-112313
112311,-112311
112309,-112309
112306,-112306
112305,-112305
112304,-112304
112303,-112303
112301,-112301
112300,-112300
112299,-112299
112295,-112295
112294,-112294
112291,-112291
112288,-112288
112287,-112287
112286,-112286
112285,-112285
112284,-112284
112282,-112282
112281,-112281
112280,-112280
112279,-112279
112278,-112278
112276,-112276
112274,-112274
112273,-112273
112272,-112272
112271,-112271
112270,-112270
112268,-112268
112267,-112267
112266,-112266
112263,-112263
112262,-112262
112260,-112260
112259,-112259
112258,-112258
112256,-112256
112254,-112254
112253,-112253
112252,-112252
112251,-112251
112250,-112250
112249,-112249
112248,-112248
112246,-112246
112245,-112245
112244,-112244
112242,-112242
112241,-112241
112238,-112238
112237,-112237
112235,-112235
112234,-112234
112233,-112233
112232,-112232
112231,-112231
112230,-112230
112229,-112229
112227,-112227
112226,-112226
112225,-112225
112224,-112224
112223,-112223
112222,-112222
112221,-112221
112220,-112220
112218,-112218
112216,-112216
112215,-112215
112214,-112214
112213,-112213
112211,-112211
112210,-112210
112209,-112209
112207,-112207
112205,-112205
112204,-112204
112202,-112202
112201,-112201
112200,-112200
112199,-112199
112198,-112198
112197,-112197
112196,-112196
112195,-112195
112192,-112192
112191,-112191
112190,-112190
112188,-112188
112185,-112185
112184,-112184
112182,-112182
112181,-112181
112180,-112180
112178,-112178
112175,-112175
112174,-112174
112173,-112173
112172,-112172
112171,-112171
112167,-112167
112166,-112166
112165,-112165
112164,-112164
112163,-112163
112162,-112162
112161,-112161
112160,-112160
112159,-112159
112158,-112158
112157,-112157
112156,-112156
112155,-112155
112149,-112149
112148,-112148
112147,-112147
112146,-112146
112144,-112144
112142,-112142
112141,-112141
112137,-112137
112136,-112136
112132,-112132
112130,-112130
112129,-112129
112128,-112128
112127,-112127
112125,-112125
112124,-112124
112123,-112123
112120,-112120
112119,-112119
112117,-112117
112114,-112114
112108,-112108
112107,-112107
112101,-112101
112100,-112100
112098,-112098
112096,-112096
112095,-112095
112092,-112092
112087,-112087
112085,-112085
112084,-112084
112083,-112083
112082,-112082
112079,-112079
112078,-112078
112073,-112073
112070,-112070
112068,-112068
112067,-112067
112066,-112066
112065,-112065
112063,-112063
112059,-112059
112058,-112058
112055,-112055
112054,-112054
112053,-112053
112051,-112051
112049,-112049
112046,-112046
112045,-112045
112044,-112044
112043,-112043
112042,-112042
112038,-112038
112037,-112037
112036,-112036
112035,-112035
