FIS_Name,Skier,ID,Nation,In_FIS_List,Config_Nation,In_Config,Price,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo,Base_Quota,Is_Host_Nation,Quota,Race1_Prob,Race2_Prob
DIGGINS Jessie,Jessie Diggins,131,USA,True,False,False,17493,1849.0411603628252,1854.2763446491113,1648.9589432468013,1723.8544401854465,1647.190906251645,1537.1908985200598,1649.5361761746744,1669.0446684196245,1771.856586813817,7,False,7,1.0,0.0
Jonna Sundling,Jonna Sundling,1486,Sweden,False,True,False,13380,1784.2032577198122,1685.2445113718904,1546.2771905411398,1578.07796848973,1741.8601341984977,1634.4895242044884,1691.5751232843656,1644.7855324414368,1726.3303256811173,6,False,6,,0.0
ILAR Moa,Moa Ilar,1866,Sweden,True,True,False,12793,1744.7598306340929,1726.5606468310707,1594.364712278735,1580.354971931658,1573.433481749944,1470.6194100048665,1550.0156418785532,1635.0640153802788,1641.4473116254037,6,False,6,1.0,0.0
DAHLQVIST Maja,Maja Dahlqvist,1673,Sweden,True,True,False,10229,1701.7572076968927,1571.6698482274237,1417.1216370947188,1511.7215879992823,1737.6979511448135,1626.043025121248,1720.8071975412463,1591.861256332805,1661.181296819553,6,False,6,1.0,0.0
Heidi Weng,Heidi Weng,60,Norway,False,True,False,9139,1725.8997648664504,1799.516941160354,1656.1080561741962,1649.4615524671894,1373.5439953857554,1409.1699126673298,1325.8803519202918,1644.6086628624123,1597.4226189323629,6,False,6,,0.0
Ebba Andersson,Ebba Andersson,1789,Sweden,False,True,False,8493,1718.2057427271527,1805.1852455964472,1654.8242703662577,1654.5815311029362,1308.6613970219885,1325.0790352700794,1266.5166573501906,1625.3992668972987,1600.4349153867936,6,False,6,,0.0
Teresa Stadlober,Teresa Stadlober,529,Austria,False,True,False,6709,1691.387733078898,1732.629845288624,1657.5633459602786,1554.9777703802797,1297.0403847671744,1266.592282166043,1303.166931468707,1609.3246528684165,1560.1006143383015,5,False,5,,0.0
JOENSUU Jasmi,Jasmi Joensuu,1675,Finland,True,True,False,6626,1673.0728071613737,1553.0516175267717,1545.720989824424,1357.5795152650162,1692.238239619609,1602.1232593766133,1643.5323830972286,1658.296144457501,1531.8487004197734,6,False,6,1.0,0.0
Frida Karlsson,Frida Karlsson,3998,Sweden,False,True,False,6379,1651.162411373489,1698.3215405066023,1654.5540379300044,1539.2353638508105,1474.946480114358,1460.2332225733887,1438.227071254185,1649.3668677974836,1512.575454405367,6,False,6,,0.0
FAEHNDRICH Nadine,Nadine Fähndrich,1590,Switzerland,True,True,False,5956,1546.2369558214084,1419.6841132789352,1471.3403543852394,1338.025593157353,1714.6037989564486,1609.502709333649,1696.0345744538438,1597.888019435997,1464.294668048798,6,True,11,1.0,0.0
Kerttu Niskanen,Kerttu Niskanen,37,Finland,False,True,True,5377,1627.9419097805378,1668.4995318036315,1652.0069670437863,1534.9466454794208,1414.097061089846,1397.4275772374106,1404.514519941846,1600.2071694900071,1523.0898368092037,6,False,6,,0.0
RIBOM Emma,Emma Ribom,1844,Sweden,True,True,False,4606,1711.553418771778,1643.2278901436205,1496.3104436929752,1535.0316709997203,1638.188371283234,1554.6755851146902,1613.4632964286277,1576.6928199240754,1652.412879653239,6,False,6,1.0,0.0
DRIVENES Julie Bjervig,Julie Bjervig Drivenes,3357,Norway,True,True,False,3728,1635.4469970533337,1591.204622798556,1461.0383778743235,1454.009670552741,1402.212682651492,1351.993165257789,1393.6473360442965,1491.536230374457,1515.8191061112864,6,False,6,1.0,0.0
MATINTALO Johanna,Johanna Matintalo,1761,Finland,True,True,False,3721,1660.5486807416316,1637.3155020898855,1565.16047087268,1404.1393081310434,1488.821585704995,1549.1354602265849,1281.4895330100123,1626.8835053071064,1423.815252763713,6,False,6,1.0,0.0
Astrid Øyre Slind,Astrid Øyre Slind,115,Norway,False,True,True,3542,1741.3499215362615,1769.2123023811953,1602.473566336953,1612.9885201215016,1376.0582204979246,1326.3660044387236,1386.324066662548,1612.456940699071,1631.0448224075196,6,False,6,0.0,0.0
RYDZEK Coletta,Coletta Rydzek,3254,Germany,True,True,False,3502,1524.7947510778745,1370.5238547456945,1384.0517173714416,1277.949364395228,1652.1654009922909,1518.9402967088909,1659.0559051570924,1479.8079223761904,1505.7877704854102,6,False,6,1.0,0.0
Karoline Simpson-Larsen,Karoline Simpson-Larsen,2300,Norway,False,True,True,3306,1567.5468948807911,1652.8717476565612,1445.0339023543563,1543.6244254306175,1208.878388790244,1258.3346286724236,1197.0028430146513,1398.8831839210657,1507.1790991094497,6,False,6,0.0,0.0
Pia Fink,Pia Fink,4004,Germany,False,True,False,3256,1624.9743845322903,1641.9710524730413,1511.2842853768489,1555.548153061032,1409.5247586095702,1320.3884437488507,1442.254947811457,1498.8136919623992,1593.2104531672092,6,False,6,,0.0
Kristine Stavås Skistad,Kristine Stavås Skistad,3207,Norway,False,True,False,3136,1433.7193028605236,1170.1566838306371,1207.885180142846,1230.528184787434,1706.078861127342,1596.9897608572555,1664.6428263535636,1398.3673728570436,1493.1329655222444,6,False,6,,0.0
SVAHN Linn,Linn Svahn,3190,Sweden,True,True,False,3088,1659.8741990216831,1545.57268674915,1502.3865505791928,1446.125716179264,1675.2156871757104,1589.3881213610125,1623.4138173907718,1610.1925998927195,1576.4386210893315,6,False,6,1.0,0.0
HAGSTROEM Johanna,Johanna Hagström,3212,Sweden,True,True,False,2817,1502.726744900501,1284.1018942357862,1319.5831189670955,1217.6591463489292,1715.5296508185725,1637.102732910112,1656.2140788906345,1536.4037887222803,1446.265660374308,6,False,6,1.0,0.0
Moa Lundgren,Moa Lundgren,3211,Sweden,False,True,False,2298,1607.228326388908,1511.8471367602715,1422.3617047656364,1392.452378537496,1572.1945014434218,1491.1908960716826,1551.7749547757498,1508.4949015660468,1522.6038575295815,6,False,6,,0.0
HENNIG DOTZLER Katharina,Katharina Hennig Dotzler,1618,Germany,True,True,False,2209,1513.1221869725882,1569.9992601931754,1614.8312926799986,1427.6499741112364,1393.8350758136469,1398.864623164766,1331.237553929367,1541.7183878485366,1405.4404643384316,6,False,6,1.0,0.0
Krista Pärmäkoski,Krista Pärmäkoski,13,Finland,False,True,False,2207,1513.355097742586,1536.63593174894,1480.9161013914647,1523.4286537445057,1419.9654248525374,1422.8872480123512,1401.888241148834,1466.4989907190377,1522.5430561471862,6,False,6,,0.0
GIMMLER Laura,Laura Gimmler,1495,Germany,True,True,False,2107,1592.724641935191,1426.4944440111844,1419.7520207817718,1292.998123761228,1612.6234179765777,1568.607551629237,1552.4911193977116,1549.5731485604094,1494.9589615160871,6,False,6,1.0,0.0
Kristin Austgulen Fosnæs,Kristin Austgulen Fosnæs,4268,Norway,False,True,False,2067,1628.2166402241362,1622.34228259891,1482.8864626361433,1538.9729287349476,1395.9176374727986,1308.1932852249329,1421.6151088758902,1490.8186572866005,1582.7334895904933,6,False,6,,0.0
Stina Nilsson,Stina Nilsson,572,Sweden,False,True,False,1853,1663.2062052274648,1552.207338077888,1486.0492556699628,1424.7039026318064,1741.2112421828042,1638.4887575753455,1694.47008208475,1587.1526747113176,1594.9798861022234,6,False,6,,0.0
BRENNAN Rosie,Rosie Brennan,627,USA,True,False,False,1787,1448.939388560788,1452.2227080051132,1505.5381039531271,1412.1622548916123,1483.1211492344212,1475.589248543759,1438.430111419514,1518.4749527936715,1398.6231847384895,7,False,7,1.0,0.0
Caterina Ganz,Caterina Ganz,1721,Italy,False,True,True,1767,1571.3511012283918,1543.4514994282763,1471.4907543735292,1434.3748881566528,1454.6087057575642,1406.6856117354312,1437.1055718548496,1484.5155423116412,1509.002754316855,6,False,6,,0.0
Mathilde Myhrvold,Mathilde Myhrvold,2298,Norway,False,True,False,1544,1646.5709521563551,1324.058560920162,1318.4535863693116,1297.075191453206,1662.0695525626566,1501.3870850626006,1670.3739651388794,1470.897953474377,1615.2427617016165,6,False,6,,0.0
NEPRYAEVA Dariya,Dariya Nepryaeva,6555,Russia,True,False,False,1463,1527.4892678150002,1524.363122432858,1381.9150430939144,1430.267903454421,1323.643605845751,1277.0663359894968,1371.9064470370613,1360.6160034526451,1495.7873445008158,2,False,2,1.0,0.0
KERN Julia,Julia Kern,1846,USA,True,False,False,1388,1566.461771270646,1493.2680259607034,1342.2576296952002,1432.5875012166932,1554.387567855019,1446.788906318105,1588.306446350944,1427.633638287237,1551.0358346452515,7,False,7,1.0,0.0
Nora Sanness,Nora Sanness,6324,Norway,False,True,True,1361,1491.687154017594,1575.6975219449812,1423.6544699022063,1519.2629651956004,1178.515108300082,1232.8630687388547,1173.4163071012708,1376.883596290239,1457.6204373651285,6,False,6,0.0,0.0
KAELIN Nadja,Nadja Kälin,6380,Switzerland,True,True,False,1342,1292.351794236965,1291.9009154218452,1276.7941008803052,1292.2059433392594,1270.8551351291403,1276.6166943927535,1274.1692803829565,1268.7786395213298,1290.8769429234117,6,True,11,1.0,0.0
Helen Hoffmann,Helen Hoffmann,6691,Germany,False,True,False,1329,1548.9567917682557,1583.801122639098,1423.5991406760336,1505.5769215964174,1293.915375275886,1253.435955374741,1325.754034103454,1383.7146506101235,1517.457351894663,6,False,6,,0.0
WEBER Anja,Anja Weber,6338,Switzerland,True,True,False,1267,1577.759825480915,1484.8136882105107,1410.9974584916208,1394.166743859224,1578.1667647304214,1467.044137962671,1562.8022953679647,1498.2085930233716,1513.16048895338,6,True,11,1.0,0.0
Katerina Janatova,Katerina Janatova,3198,Czechia,False,False,False,1218,1529.4418716030405,1534.215716228203,1444.4668094879446,1476.2464003624466,1449.305452896731,1347.63889645165,1513.0367097722706,1431.6444723655068,1520.0961803366515,5,False,5,0.0,0.0
Milla Grosberghaugen Andreassen,Milla Grosberghaugen Andreassen,10424,Norway,False,True,False,1204,1381.7421823443738,1292.8884576913165,1365.416493306277,1291.2120939138736,1411.005358810255,1377.3903367969958,1379.644847628926,1363.469518823093,1349.6499226332994,6,False,6,,0.0
Lotta Udnes Weng,Lotta Udnes Weng,1671,Norway,False,True,False,1071,1533.2882861554367,1507.8596556846355,1466.0991101331288,1461.3508827243404,1515.8040889805188,1427.605317390299,1539.4213273024288,1452.426374260093,1529.5320221402765,6,False,6,,0.0
SWIRBUL Hailey,Hailey Swirbul,1849,USA,True,False,False,996,1372.8394651415515,1399.1840365280814,1367.5313268233265,1367.838071818511,1356.3020050791058,1327.818989479225,1347.807531708247,1366.2008523509044,1360.2650632785635,7,False,7,1.0,0.0
Sian Hamilton,Sian Hamilton,12355,Canada,False,False,False,872,1278.9399409736027,1285.0699180166323,1292.2765013445478,1293.8410575423663,1293.4512334413264,1276.6166943927535,1291.562740722722,1292.4851902175249,1285.31118274212,5,False,5,0.0,0.0
WENG Tiril Udnes,Tiril Udnes Weng,1668,Norway,True,True,False,788,1485.6633841612202,1512.5905760588423,1457.7742608935664,1480.5049719375068,1452.385959923226,1413.737570102773,1468.9347054617033,1436.4804627804122,1487.247552883279,6,False,6,1.0,0.0
Alina Terenteva,Alina Terenteva,-210112,Russia,False,False,False,724,1300.0,1300.0,1276.7941008803052,1300.0,1300.0,1300.0,1274.1692803829565,1300.0,1300.0,2,False,2,0.0,0.0
Sophia Laukli,Sophia Laukli,7369,USA,False,False,False,714,1400.2642916815332,1417.2709049176935,1314.415962093389,1454.11916815716,1171.2201184527823,1218.8817777671893,1172.0608807094004,1306.8290815266903,1423.2868234425514,7,False,7,0.0,0.0
Alisa Zhambalova,Alisa Zhambalova,1585,Russia,False,False,False,661,1451.896531834346,1477.726874140825,1428.1404799947877,1384.02995195849,1209.8564177392798,1246.6440278960106,1159.9152895121588,1397.5246493052312,1369.0532861994602,2,False,2,0.0,0.0
Julie Myhre,Julie Myhre,1841,Norway,False,True,False,624,1513.372804995195,1316.8961186634267,1288.766643057734,1318.5316212947514,1530.3360601862585,1447.873740336083,1529.2779210641106,1412.616259184127,1497.9437290530104,6,False,6,,0.0
KAHARA Jasmin,Jasmin Kähärä,3528,Finland,True,True,False,560,1524.549089118031,1411.2828387515951,1325.434510977411,1381.88877526148,1542.8455733988317,1460.4855202240014,1524.8350428580748,1437.8674361280812,1499.499457873584,6,False,6,1.0,0.0
Gina del Rio,Gina del Rio,10313,Andorra,False,False,False,541,1479.7651521933774,1400.768476289937,1314.5711994421258,1365.367777859802,1457.7053340172563,1320.0952572214503,1492.6926263372525,1330.8033581242346,1476.4350183945471,3,False,3,0.0,0.0
Delphine Claudel,Delphine Claudel,1694,France,False,True,True,479,1453.111467661631,1460.228480528658,1338.2686038386566,1498.4935533529313,1285.48576346843,1207.033761135231,1316.484173066337,1338.360341747756,1488.146929946966,6,False,6,,0.0
Katherine Sauerbrey,Katherine Sauerbrey,1727,Germany,False,True,False,461,1452.7028516330763,1514.351116324003,1480.3295862122673,1389.8415255815737,1201.1157976324746,1230.852014888534,1204.461336138463,1401.9984136542332,1384.3632951811774,6,False,6,,0.0
Vilma Ryytty,Vilma Ryytty,6607,Finland,False,True,True,415,1455.519027569463,1491.0419855754092,1343.3937605659917,1429.0885366628538,1208.5495077074022,1279.4077994041309,1175.7856783421516,1329.621799412575,1401.441290371364,6,False,6,,0.0
Anne Kjersti Kalvå,Anne Kjersti Kalvå,1498,Norway,False,True,True,400,1543.9209818782963,1539.639427936628,1439.818367967454,1521.7476544173442,1451.6411487172782,1365.5556478852177,1465.8775032337942,1445.920931119529,1547.8220518421126,6,False,6,0.0,0.0
Tatiana Sorina,Tatiana Sorina,1860,Russia,False,False,False,374,1643.534410537418,1645.0550228536792,1504.9512256458042,1523.0576767573373,1478.624365731811,1428.9212541573254,1443.1450511439623,1549.2937050341147,1558.9430115461575,2,False,2,0.0,0.0
Karoline Grøtting,Karoline Grøtting,6419,Norway,False,True,True,374,1468.717676203537,1406.249874485168,1308.3873050503755,1357.4774411125034,1314.1762058319025,1290.764728394449,1321.4322845171214,1331.4725136764123,1425.9975199508312,6,False,6,0.0,0.0
Maria Gismondi,Maria Gismondi,10867,Italy,False,True,True,361,1391.447145895525,1390.264441314161,1303.3700616987155,1372.0621024517009,1297.6248777698595,1298.0521261168872,1297.4844051382834,1303.3314512983002,1391.6427401408123,6,False,6,,0.0
STENSETH Ane Appelkvist,Ane Appelkvist Stenseth,1829,Norway,True,True,False,355,1497.3675135242584,1174.2447987212392,1230.954514394181,1227.731322093204,1506.2037972894368,1536.801520958849,1384.009215164541,1506.4165554496583,1367.9171273925551,6,False,6,1.0,0.0
Lilia Vasilieva,Lilia Vasilieva,350,Russia,False,False,False,350,1413.9199021591592,1418.5224247453375,1446.9364701089255,1283.548813322343,1256.449547645326,1241.5125079446625,1277.995741101658,1433.0059840894387,1288.2330693719953,2,False,2,0.0,0.0
Ingrid Bergene Aabrekk,Ingrid Bergene Aabrekk,6828,Norway,False,True,False,348,1352.723447925701,1200.1534439960446,1216.5327770450606,1259.9034269732754,1495.237028004026,1397.7293751919556,1506.2247716831191,1301.6131348091271,1381.3831755729389,6,False,6,,0.0
MACKIE Alison,Alison Mackie,10185,Canada,True,False,False,343,1485.4576430197794,1473.1596445839846,1352.5433131296645,1382.9411566801489,1308.282855976261,1278.5599345584558,1334.873461557654,1340.6706170617483,1447.0074625700695,5,False,5,1.0,0.0
Vilma Nissinen,Vilma Nissinen,3034,Finland,False,True,True,339,1462.3036850349786,1450.8862321000154,1382.691878575914,1379.1419456494968,1317.0706942622242,1296.3895977226664,1305.9797244754725,1389.9122236566204,1404.8077028579933,6,False,6,,0.0
SMITH Samantha,Sammy Smith,10228,USA,True,False,False,337,1277.7249067736457,1211.284872974153,1234.2209811940936,1246.8012735941722,1337.8193942649584,1287.8887331117414,1355.8784286175448,1238.4017450730878,1306.7679570354053,7,False,7,1.0,0.0
EIDUKA Patricija,Patricijia Eiduka,3240,Latvia,True,False,False,293,1482.2549672590326,1451.802328277406,1327.1571400549878,1455.059716534571,1411.5773383600829,1238.5555889315674,1503.5309620732469,1314.3138453601855,1520.6912292549505,5,False,5,1.0,0.0
KREHL Sofie,Sofie Krehl,1695,Germany,True,True,False,287,1465.977280734382,1405.25001022348,1333.9881649583804,1402.3066821232944,1463.6470507461013,1373.015875589272,1497.1527144149554,1379.6155678930206,1487.3500401989008,6,False,6,1.0,0.0
Evelina Crüsell,Evelina Crusell,10880,Sweden,False,True,True,264,1357.8446181470408,1358.6935488177337,1323.4180837327117,1325.5835541912058,1258.8586128743036,1288.4398107217385,1230.0904006183378,1325.0587435483103,1316.8802663199967,6,False,6,,0.0
Silje Theodorsen,Silje Theodorsen,1623,Norway,False,True,False,263,1492.1086115237254,1513.4681851690011,1445.5496896595205,1439.0051248920895,1281.8681045191008,1274.108874494524,1291.9003547028444,1442.514782351834,1426.6924462786817,6,False,6,,0.0
ROSENBERG Maerta,Märta Rosenberg,6689,Sweden,True,True,False,255,1458.5063362243427,1398.4474868613872,1393.532994122223,1289.969328360923,1429.2406542691083,1377.357915654731,1411.7574093633075,1431.7411870886715,1386.1852339615275,6,False,6,1.0,0.0
CASSOL Federica,Federica Cassol,9082,Italy,True,True,False,249,1406.5437929216096,1247.0161320462,1262.41443119102,1245.912019539196,1516.0607883502207,1403.2845723099765,1544.2385003031902,1343.91177976927,1419.6841602467518,6,False,6,1.0,0.0
Anne Kyllönen,Anne Kyllönen,45,Finland,False,True,False,234,1330.3773758248622,1307.1660037926565,1310.4616283091116,1289.021419991552,1386.157735594874,1382.1451987180976,1315.0622891987991,1324.476995716868,1301.241999767064,6,False,6,,0.0
Hilla Niemelä,Hilla Niemelä,6296,Finland,False,True,False,233,1367.0275948851695,1285.7410076729452,1278.220827356531,1307.518536755561,1403.1732456684292,1375.4597145636346,1358.4350385736284,1352.3784622649018,1347.7695708036022,6,False,6,,0.0
Sonjaa Schmidt,Sonjaa Schmidt,7874,Canada,False,False,False,233,1306.4935240233888,1272.1847285640597,1261.131149220592,1305.7605559632186,1325.3090138270302,1249.2101069398404,1349.95060993238,1240.100927788446,1341.2648848364097,5,False,5,0.0,0.0
TIRLOY Margot,Margot Tirloy,10829,France,True,True,False,233,1299.8068224077945,1259.1596751816885,1238.8277046136975,1311.384265381267,1331.865509702232,1286.4321896480333,1372.3668983141904,1247.8107468024643,1365.5490790374802,6,False,6,1.0,0.0
Eveliina Toivanen,Eveliina Toivanen,6293,Finland,False,True,False,233,1285.6117748941313,1284.0901863640056,1278.6713250505843,1268.9310283098876,1256.1276959253607,1286.9312494736523,1265.9393009605062,1277.796162181584,1256.667974837974,6,False,6,,0.0
Alicia Persson,Alicia Persson,2949,Sweden,False,True,False,233,1271.7301431171531,1264.7528250838973,1255.2419982758606,1262.719103436087,1300.340760814188,1298.0294414081816,1332.8365691592728,1297.8079273401706,1265.108665639157,6,False,6,,0.0
Anna Parent,Anna Parent,7331,Canada,False,False,False,233,1265.2422187673249,1271.2894482378686,1274.191457357137,1268.2546674022387,1280.927742156921,1282.221935770728,1288.1862275987428,1287.1370447248923,1264.717786607234,5,False,5,0.0,0.0
BOUFFARD-NESBITT Olivia,Olivia Bouffard-Nesbitt,1685,Canada,True,False,False,233,1261.916992877603,1190.729822662894,1175.678558199702,1247.8787067410535,1345.2185177665367,1288.2306297721664,1363.1347123327123,1201.0340446925863,1318.573525078154,5,False,5,1.0,0.0
Ksenia Feller,Ksenia Feller,3005,Russia,False,False,False,233,1230.5052323280788,1252.0984066360195,1286.6226746046766,1243.0669763021808,1231.9216112798315,1257.0519937809722,1202.9518106563469,1264.3446366058693,1215.0547089342292,2,False,2,0.0,0.0
Lisa Ingesson,Lisa Ingesson,9341,Sweden,False,True,False,233,1215.0683758315708,1210.930810386428,1237.876785648212,1250.6720601471927,1260.7809985208528,1309.5999063946151,1240.677276368412,1244.556664208362,1229.6676704557408,6,False,6,,0.0
Kate Oldham,Kate Oldham,6453,USA,False,False,False,233,1196.7081912701944,1178.04435175154,1233.65001635879,1212.0895920851087,1294.0198937463774,1258.9853483661198,1323.1454763175216,1220.4955484434456,1222.0671933943663,7,False,7,0.0,0.0
Giuliana Werro,Giuliana Werro,3230,Switzerland,False,True,True,233,1195.740703144806,1213.3458210087183,1253.1462807217572,1210.5281406028216,1181.8323855140866,1279.6101373587608,1135.904954453051,1261.4440235819998,1157.5509997113277,6,True,11,,0.0
Sara Ponya,Sara Ponya,4064,Hungary,False,False,False,233,1149.3135737835553,1173.9384502669718,1225.3616502003044,1255.2558190837165,1231.9004722933598,1259.8493913318223,1244.9225903323738,1201.9942972057863,1209.1765429788793,2,False,2,0.0,0.0
Aleksandra Kolodziej,Aleksandra Kolodziej,8064,Poland,False,False,False,233,1099.4853107686724,1111.3555703874224,1188.7537778250328,1195.419311943244,1197.3882223782878,1209.8082630696524,1229.181407848065,1152.7003189120314,1153.419787680558,4,False,4,0.0,0.0
Anna Comarella,Anna Comarella,1724,Italy,False,True,True,232,1324.882270699592,1341.114128321888,1330.1238741295117,1297.237360382128,1177.6460351665282,1225.9772687661705,1153.710390421591,1330.7591222695812,1264.6223453026482,6,False,6,,0.0
Eveliina Piippo,Eveliina Piippo,3042,Finland,False,True,False,232,1313.8690127416328,1311.738827135608,1274.9586770067078,1321.300026759552,1215.689790309372,1209.4429026526216,1261.5004282076209,1265.206152380491,1325.8329003098545,6,False,6,,0.0
Sofia Henriksson,Sofia Henriksson,505,Sweden,False,True,False,232,1296.8328020700517,1306.667800338778,1329.5825561156466,1231.1847419385383,1256.0873436884349,1280.8845270590357,1225.388569771922,1325.1932043763686,1210.9084870612896,6,False,6,,0.0
Germana Thannheimer,Germana Thannheimer,6687,Germany,False,True,False,232,1296.8167208669518,1291.9424520400053,1293.1637575738953,1284.4074294295458,1286.762150435731,1279.8446240313442,1288.955947678474,1299.0007598926168,1274.341043025668,6,False,6,,0.0
Melina Berthet,Melina Berthet,10412,France,False,True,False,232,1290.6113971207596,1289.7822930089203,1289.9135816160192,1289.113687394713,1278.229621326456,1291.801868364341,1288.4590037925884,1290.6144881862338,1289.1555081397855,6,False,6,,0.0
Alena Perevozchikova,Alena Perevozchikova,3885,Russia,False,False,False,232,1260.4044078120307,1283.3242466837949,1267.8361935389912,1307.7270234505056,1248.552576545186,1259.9124365706098,1250.1458602214818,1250.0042366366165,1281.4866837373024,2,False,2,0.0,0.0
Nadine Laurent,Nadine Laurent,9319,Italy,False,True,True,232,1256.1899475484754,1194.6039217551072,1175.7355470574223,1276.96846551409,1350.5857115179294,1289.64496418464,1380.84617525665,1184.5843372014283,1342.9018059812852,6,False,6,,0.0
Alena Prochazkova,Alena Prochazkova,23,Slovakia,False,False,False,232,1221.3370568636635,1207.8272792554644,1238.900859354255,1220.1865587759653,1271.1580447775686,1306.6494315951304,1234.1839224755986,1264.5327700567718,1210.9310515622612,2,False,2,0.0,0.0
Arina Perevozchikova,Arina Perevozchikova,9417,Russia,False,False,False,232,1158.0462746538174,1202.62353443688,1244.9548950448443,1251.390082828087,1221.7032806094192,1254.4822514291543,1252.7717118306211,1217.9249795556432,1213.9139391503868,2,False,2,0.0,0.0
Natalia Ziuzeva,Natalia Ziuzeva,5030,Russia,False,False,False,232,1153.6366837447954,1183.585829835599,1245.350355663869,1228.0957459377412,1216.0151782495732,1248.0408157731804,1225.662915440293,1221.565772638996,1197.0968495470752,2,False,2,0.0,0.0
AUZINA Kitija,Kitija Auzina,1651,Latvia,True,False,False,232,1085.1582513783846,1129.096467666575,1164.1176394056824,1225.1715305242958,1154.900701187585,1165.3230904446552,1204.2721843170266,1102.7906990752022,1172.6975969648406,5,False,5,1.0,0.0
YILAMUJIANG Dinigeer,Dinigeer Yilamujiang,6575,China,True,False,False,232,1073.175750648673,1116.5955365478544,1195.3627013135235,1165.4249639638394,1145.5670034544394,1176.8844474083187,1169.98783967582,1137.1362245903229,1118.3331040832063,2,False,2,1.0,0.0
Kari Øyre Slind,Kari Øyre Slind,89,Norway,False,True,False,231,1474.363571746234,1458.21114674229,1377.6758552297088,1429.7664738588744,1368.510987396986,1302.5427586135145,1388.7765192921358,1388.0414983474843,1455.7763078131632,6,False,6,,0.0
Lidiya Gorbunova,Lidiya Gorbunova,-202489,Russia,False,False,False,231,1410.2141106459922,1427.5424822483092,1374.84095017842,1339.844137047764,1278.1316688588377,1295.6310605561157,1277.4449137012716,1377.795227363563,1331.2848275675162,2,False,2,0.0,0.0
Kaisa Mäkäräinen,Kaisa Mäkäräinen,185,Finland,False,True,False,231,1357.5609989943666,1360.243049756633,1309.0434955946216,1360.7781937818688,1270.8551351291403,1276.6166943927535,1274.1692803829565,1312.124449146134,1365.9419005776365,6,False,6,,0.0
Elin Henriksson,Elin Henriksson,10866,Sweden,False,True,False,231,1322.882385389941,1299.460654404793,1295.9289629451368,1292.9388290784764,1328.3271017993077,1333.9789276918225,1320.5301128476412,1317.218037486732,1293.6309364912042,6,False,6,,0.0
Maren Wangensteen,Maren Wangensteen,1767,Norway,False,True,True,231,1320.5369072495437,1319.4174440769475,1297.2532958138188,1309.7131442079142,1242.3344117540985,1271.2660020099952,1238.9017467398462,1297.5994754735348,1313.153472575177,6,False,6,0.0,0.0
Hanna Ray,Hanna Ray,6472,Finland,False,True,False,231,1300.6742234098458,1300.1273560172842,1297.3194297799896,1249.2547515346016,1273.2578735984564,1286.8511213949198,1274.2874490905197,1297.3543635644314,1240.7205133032862,6,False,6,,0.0
Elin Näslund,Elin Näslund,10144,Sweden,False,True,False,231,1300.5904293203137,1279.3829931482378,1303.379670785786,1274.5978955660753,1299.430762965564,1296.1716048709343,1298.089611162398,1302.7317436577043,1299.3729055268238,6,False,6,,0.0
KECK Lena,Lena Keck,4825,Germany,True,True,False,231,1295.3888146375484,1268.3627251864857,1283.1531594452968,1264.4574161675762,1324.5891783231448,1265.4668948711358,1351.655320847085,1273.4622738635182,1304.0126411361844,6,False,6,1.0,0.0
Katja Veit,Katja Veit,11394,Germany,False,True,False,231,1289.0713015529527,1256.073300159539,1256.1421889955666,1302.8030769062048,1313.3491371553198,1279.2033101537847,1334.667252685396,1249.7787202938,1332.601651820371,6,False,6,,0.0
Hannah Gray,Hannah Gray,11163,Australia,False,False,False,231,1265.937107858579,1276.6481385935213,1290.082426758819,1289.8807142228875,1287.515220003433,1298.3280334000597,1285.8319445294,1288.6677063522382,1276.6491692324037,3,False,3,0.0,0.0
Mariya Gerachsenko,Mariya Gerachsenko,6920,Kazakhstan,False,False,False,231,1259.8083714477395,1272.570706431678,1266.150158784135,1271.7379320762982,1281.6972453044991,1258.2180860664632,1273.2800785012437,1236.415296836193,1251.571242563776,4,False,4,0.0,0.0
Sydney Palmer-Leger,Sydney Palmer-Leger,6635,USA,False,False,False,231,1251.985429588929,1263.5664963580143,1241.3349136220174,1293.1541511863056,1230.0024363160956,1244.2827702233442,1249.1445141233503,1228.1012004395689,1274.9618536518378,7,False,7,0.0,0.0
Aimee Watson,Aimee Watson,754,Australia,False,False,False,231,1136.366821721266,1146.4076228509396,1210.9604798596974,1185.8316314004774,1227.458800914701,1246.7856804248695,1200.735830388255,1205.7527475424115,1170.1464658444966,3,False,3,0.0,0.0
Magdalena Kobielusz,Magdalena Kobielusz,6458,Poland,False,False,False,231,1059.6228778956631,1085.0558057386545,1150.1424041485338,1205.822208032489,1144.7098714687434,1192.748589060223,1165.520648152823,1116.9948609182911,1155.21685507186,4,False,4,0.0,0.0
Luci Anderson,Luci Anderson,4706,USA,False,False,False,230,1369.7214110574,1327.865323264084,1275.4901093311337,1322.927636249418,1347.1134590485026,1268.9613752278954,1368.3397837635778,1262.2584517931089,1375.2714412772352,7,False,7,0.0,0.0
