FIS_Name,Skier,ID,Nation,In_FIS_List,Config_Nation,In_Config,Price,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo,Base_Quota,Is_Host_Nation,Quota,Race1_Prob,Race2_Prob
Katherine Weaver,Katherine Weaver,4251,Canada,False,False,False,213,1294.3444387435338,1236.950164071117,1278.0720226796627,1269.4877661347748,1304.7880094190489,1292.5146004940193,1291.2689156319088,1285.844583261909,1280.478438264427,5,False,5,0.0,0.0
Adela Novakova,Adela Novakova,6634,Czechia,False,False,False,213,1286.9911590817842,1281.46072370693,1283.5914480696692,1248.0618034030374,1301.138957754726,1298.2071798441089,1252.7310544475422,1285.7478073666211,1213.4568772864598,5,False,5,0.0,0.0
Anna Machekhina,Anna Machekhina,-366007,Russia,False,False,False,213,1267.3145232174302,1269.5595356153294,1284.3954302970071,1286.2387906679446,1290.4920386826775,1295.0147961865498,1293.031673626512,1290.56233448146,1278.4200104591816,2,False,2,0.0,0.0
Amelia Wells,Amelia Wells,7931,Canada,False,False,False,213,1172.4500800437545,1188.8220826296622,1246.2665370135207,1230.6327023840104,1243.0049756839967,1235.9077717209152,1256.7606764833813,1214.8140257036164,1214.6770824899145,5,False,5,0.0,0.0
Hanna Machakhina,Hanna Machakhina,7439,Belarus,False,False,False,213,1160.7843194032023,1155.9807016982363,1202.7665568598989,1223.363202658761,1238.34331224819,1272.3834091602284,1226.7816448579692,1204.9558893172984,1199.2603962568587,2,False,2,0.0,0.0
BAKKEMO Hedda,Hedda Bakkemo,6437,Norway,True,True,False,212,1386.7563710396068,1299.9516896308992,1297.9537036091835,1275.6360171218455,1397.8246839030523,1389.2440295654085,1297.85218459124,1372.765076426451,1300.4972026974106,6,False,6,1.0,0.0
DYRHOVD Margrete Roessum,Margrete Røssum Dyrhovd,1778,Norway,True,True,False,212,1354.656822251636,1186.5804761072054,1204.7348911692875,1212.1865658458603,1361.9513345939245,1363.341556309191,1296.4303559695363,1351.6850876853684,1297.4778981656136,6,False,6,1.0,0.0
Kim Hager,Kim Hager,4840,Germany,False,True,False,212,1287.5468819762607,1284.971609641443,1285.676130834307,1294.871991327167,1295.534757788566,1282.3191925990131,1311.211271184627,1285.0905212361426,1296.382608495872,6,False,6,,0.0
Olga Sergeeva,Olga Sergeeva,1631,Russia,False,False,False,212,1275.4182160890484,1265.2956819599935,1295.915376548392,1248.0703009029417,1273.953716568466,1334.5610999389903,1258.1604240826807,1346.4317079948169,1269.13284576653,2,False,2,0.0,0.0
Onnela Rodendau,Onnela Rodendau,9392,Estonia,False,False,False,212,1265.162603496091,1214.0223947940003,1242.434574628474,1262.1371453242425,1266.489804054953,1253.8080053326348,1254.2060126040244,1215.894077817935,1259.0268309735984,4,False,4,0.0,0.0
Eevi-Inkeri Tossavainen,Eevi-Inkeri Tossavainen,6985,Finland,False,True,False,212,1255.445840010608,1284.5338183248691,1293.6527407779492,1286.9652535366688,1260.9372851809158,1282.1781625632802,1256.2560450645922,1280.3905057877807,1255.5148360316575,6,False,6,,0.0
Emma Albrecht,Emma Albrecht,7589,USA,False,False,False,212,1249.035310655792,1276.9540495312765,1286.1407625143522,1287.7255815864132,1261.1724909955144,1251.25171810268,1282.4237255576968,1253.9741835338416,1275.8183934573356,7,False,7,0.0,0.0
Selene Rossi,Selene Rossi,10816,Finland,False,True,False,212,1248.2676453141223,1271.5938085431965,1297.069631820828,1271.180223059828,1270.830298621499,1304.8521985613204,1257.7329565396196,1311.029085191297,1241.4355743594538,6,False,6,,0.0
Keidy Kaasiku,Keidy Kaasiku,4942,Estonia,False,False,False,212,1216.5275270321888,1256.5195862274318,1251.7403559288891,1266.5632947937431,1172.2941223688656,1174.5004512312346,1208.5684501663902,1192.811388518682,1244.0833116142885,4,False,4,0.0,0.0
Katerina Paul,Katerina Paul,1856,Australia,False,False,False,212,1213.3713477698432,1269.0140181309391,1272.2669282125182,1249.8733027804064,1232.7051832279003,1284.796389444537,1176.1024636374607,1267.1311344379606,1205.6660305705311,3,False,3,0.0,0.0
Lisa Achleitner,Lisa Achleitner,3255,Austria,False,True,False,212,1197.3382420662526,1197.4729894256902,1233.149389333196,1242.3830474590145,1266.276771599688,1270.7043763109632,1246.6341794201812,1239.1537915119595,1221.507184575211,5,False,5,,0.0
KAELIN Marina,Marina Kälin,7433,Switzerland,True,True,False,211,1388.4578663737843,1388.7828899326616,1354.8641420442136,1343.4036738084185,1280.3955303701064,1268.6330131163122,1287.5332627777366,1342.2544081066594,1353.5966547255807,6,True,11,1.0,0.0
MEIER Alina,Alina Meier,1680,Switzerland,True,True,False,211,1347.2508770756397,1257.9822421131505,1259.9153196962131,1267.8909629826796,1386.493990613393,1247.4971179861318,1481.2009306629866,1237.4422334346975,1392.8260251804595,6,True,11,1.0,0.0
Hanne Wilberg Rofstad,Hanne Wilberg Rofstad,4299,Norway,False,True,False,211,1335.035580167573,1223.7479483364043,1239.8380559084494,1240.3455650514622,1336.1576427889545,1288.654008893496,1350.9125066268011,1291.6275960578728,1339.0992629556729,6,False,6,,0.0
GAGNON Liliane,Liliane Gagnon,7427,Canada,True,False,False,211,1325.8821295480102,1291.129513202967,1255.7723390643264,1299.315548441185,1339.1041915391413,1262.33319271785,1344.9283195164342,1257.6502971239968,1330.3804541954394,5,False,5,1.0,0.0
Evgeniya Krupitskaya,Evgeniya Krupitskaya,7436,Russia,False,False,False,211,1311.144700198266,1308.6019142275477,1277.2353375764249,1314.3162473014722,1265.5482005560236,1267.861241166911,1297.6575850026268,1281.3622259157964,1318.6436299949532,2,False,2,0.0,0.0
PIERREL Julie,Julie Pierrel,7444,France,True,True,False,211,1301.6052118362263,1251.671331420815,1269.3978798019511,1248.275458100501,1314.888407306379,1304.7760848770174,1283.529198844275,1303.2349636924655,1242.306295656643,6,False,6,1.0,0.0
Nora Elisabeth Falster,Nora Elisabeth Falster,8959,Norway,False,True,False,211,1296.8776385356823,1293.1210220753296,1275.4147257242164,1286.1527846372564,1326.3389905815022,1279.341546976311,1334.2003337467888,1290.3368809920355,1288.7308479061958,6,False,6,,0.0
Sofie Nordsveen Hustad,Sofie Nordsveen Hustad,1863,Norway,False,True,False,211,1294.3734203773922,1293.8947982056218,1259.0295070794368,1290.7418406436943,1241.682221729499,1278.1939345903436,1247.0819541707256,1269.636980623634,1290.8667697273838,6,False,6,,0.0
Lucija Medja,Lucija Medja,9083,Slovenia,False,False,False,211,1280.831979792223,1278.61793604821,1227.0097922027974,1250.2771279241324,1237.3415528172643,1268.6048162493228,1256.9942398749267,1203.285655245321,1213.2289449997825,4,False,4,0.0,0.0
Francesca Franchi,Francesca Franchi,4009,Italy,False,True,False,211,1189.8131656959004,1208.449428699069,1202.2896222081304,1276.7388425199017,1200.7918501348145,1265.604962704012,1172.691278863806,1208.973373922083,1214.7085552991005,6,False,6,,0.0
Alina Pekletsova,Alina Pekletsova,-205937,Russia,False,False,False,0,1417.9994182454273,1470.459184683138,1342.476413109945,1390.5306450596693,1250.345231340704,1270.3823782342856,1271.8071664032104,1317.1929028018478,1378.1879337066744,2,False,2,0.0,0.0
Anastasia Rechkova,Anastasia Rechkova,4959,Russia,False,False,False,0,1400.8461907393134,1430.832855919566,1348.574056246515,1343.20927345052,1252.18810970425,1276.1902819836637,1261.7384102926271,1338.2496257168198,1331.2876894131848,2,False,2,0.0,0.0
Alena Baranova,Alena Baranova,5013,Russia,False,False,False,0,1399.5312611120726,1300.549615479316,1310.964592263614,1268.249234750083,1405.0225560407337,1368.5283798321243,1356.5701836862834,1384.4284771843263,1323.584995795756,2,False,2,0.0,0.0
Oline Vestad,Oline Vestad,10434,Norway,False,True,False,0,1394.1306036519409,1355.7619249445695,1301.13567287746,1328.272850612637,1290.7008002084974,1280.052576303391,1302.8769476700743,1314.6186698175125,1369.9082054336627,6,False,6,,0.0
Ekaterina Nikitina,Ekaterina Nikitina,-205064,Russia,False,False,False,0,1388.3791006325775,1399.5470106724104,1336.710183207066,1344.6972438188168,1285.2073391944753,1287.011149583001,1306.9368058344994,1333.5886693616633,1355.5007415157936,2,False,2,0.0,0.0
Tale Bruheim Breding,Tale Bruheim Breding,6420,Norway,False,True,False,0,1384.333493124264,1320.2115963091826,1292.1828051307923,1305.3810380600726,1326.2820963326508,1291.6859956751296,1336.8312718253433,1310.9060657483844,1376.7088701508255,6,False,6,,0.0
Elizaveta Maslakova,Elizaveta Maslakova,9261,Russia,False,False,False,0,1370.7699645778232,1395.838858708796,1342.5863259275577,1320.5461171102042,1257.4211830826778,1281.6272436605143,1261.8149781225054,1335.688540427994,1309.9389930388568,2,False,2,0.0,0.0
Elizaveta Shalaboda,Elizaveta Shalaboda,6142,Russia,False,False,False,0,1351.3844568874738,1332.9575371875655,1298.703862669372,1300.2657252116755,1302.2852479409758,1241.002807020374,1332.2682258956463,1282.5074663935964,1335.1786621242072,2,False,2,0.0,0.0
Charlotte Böhme,Charlotte Böhme,10408,Germany,False,True,False,0,1339.2205566069963,1320.740376437555,1306.238816024253,1305.202628392131,1308.78484505347,1287.0724636034686,1321.8714889746504,1314.4081269650685,1314.3295038786614,6,False,6,,0.0
Ylvie Folie,Ylvie Folie,11403,Italy,False,True,False,0,1335.6129946426297,1325.1322682694338,1309.370954077155,1305.9595034462443,1295.0114431775066,1287.3626195929153,1314.9811428312069,1311.3833251775218,1317.0413641009172,6,False,6,,0.0
Beatrice Laurent,Beatrice Laurent,11400,Italy,False,True,False,0,1329.5505329554169,1319.2367415032404,1307.0991986600168,1302.4442249489969,1305.2195979694718,1294.608092784347,1315.9629440919127,1316.3765557272257,1310.5082711724967,6,False,6,,0.0
Anna Koroleva,Anna Koroleva,-366003,Russia,False,False,False,0,1329.1353888550589,1306.475923933494,1307.1280319725786,1290.429461803988,1317.2804950217612,1316.9003814347006,1302.4011095213673,1328.5768462535732,1292.0545030657672,2,False,2,0.0,0.0
Dariya Kaneva,Dariya Kaneva,9167,Russia,False,False,False,0,1328.0304208513355,1329.084077983401,1316.357070314712,1288.085393300426,1253.9132635613178,1272.1648618679988,1268.7950129474884,1309.791190657584,1279.3843293450193,2,False,2,0.0,0.0
Guro Bostad,Guro Bostad,3339,Norway,False,True,False,0,1318.510580490139,1255.3614219707515,1236.6055063967742,1245.4812140067263,1254.6551522180282,1231.0626931333022,1285.6356350197248,1234.6930330848097,1308.8561974356687,6,False,6,,0.0
Camille Coupe,Camille Coupe,12291,France,False,True,False,0,1317.7772714564444,1319.392228847382,1276.7941008803052,1315.5340930814502,1294.735120406509,1276.6166943927535,1295.3533239820808,1268.7786395213298,1317.3814811165887,6,False,6,,0.0
Amalie Håkonsen Ous,Amalie Håkonsen Ous,1667,Norway,False,True,False,0,1316.4210572239288,1270.6085027784386,1281.161117440118,1295.065843133228,1326.3624164973428,1289.846479199827,1326.7026126053368,1278.8049490826102,1319.9435260349856,6,False,6,,0.0
Katerina Duskova,Katerina Duskova,10825,Czechia,False,False,False,0,1310.2156883982418,1299.1652464623269,1300.0,1299.847751597939,1308.818339687295,1306.5034322511294,1301.6793465520905,1306.4206302513846,1303.4301917895373,5,False,5,0.0,0.0
Kseniya Shorokhova,Kseniya Shorokhova,-205905,Russia,False,False,False,0,1308.909012242964,1271.1484919296254,1292.3049827317675,1262.597150864064,1306.7566258563563,1298.622373464517,1305.9858788106244,1309.9333193133075,1273.0506841317886,2,False,2,0.0,0.0
Alyona Plechyova,Alyona Plechyova,-206342,Russia,False,False,False,0,1308.6709650196246,1302.848763251444,1309.0156524677764,1292.174605019925,1303.3272780958978,1300.644020134627,1300.8347395849785,1312.645593210085,1292.4900536162622,2,False,2,0.0,0.0
Mari Landro Svingheim,Mari Landro Svingheim,6424,Norway,False,True,False,0,1308.4553501760251,1201.7621469819303,1238.8188627769405,1212.1527221454687,1312.6230974896189,1311.805312545099,1276.3556195064857,1296.7122155345533,1231.9746286616294,6,False,6,,0.0
Hanna Lodin,Hanna Lodin,9120,Sweden,False,True,False,0,1308.1494262937483,1307.5662288969352,1321.6362687610142,1282.7466094289991,1270.8551351291403,1276.6166943927535,1274.1692803829565,1332.481881174921,1279.3932637964203,6,False,6,,0.0
Astrid Reithe Lunde,Astrid Reithe Lunde,10455,Norway,False,True,False,0,1307.552493090535,1285.2303267626444,1307.2579394565878,1274.1320245073584,1300.06559837244,1297.7282273936985,1307.118638014915,1314.2004037251556,1287.8724039837189,6,False,6,,0.0
Siri Wigger,Siri Wigger,7454,Switzerland,False,True,False,0,1306.5603983950282,1287.5197543221143,1286.013074339696,1303.2768755050763,1311.3080077598574,1295.392961852948,1326.4556791181403,1283.726558441461,1326.570532095765,6,True,11,,0.0
Minna Mikaelsson,Minna Mikaelsson,10817,Sweden,False,True,False,0,1305.7625434288016,1300.0,1300.0,1300.0,1300.0935999803694,1301.1968538712026,1301.5578572248112,1301.5575583740858,1303.7647548790608,6,False,6,,0.0
Sofia Pedersen,Sofia Pedersen,11957,Sweden,False,True,False,0,1304.126380287201,1299.748447273382,1276.7941008803052,1299.354844091786,1303.56820248369,1299.891207175081,1274.1692803829565,1302.1936019107384,1299.2745383639035,6,False,6,,0.0
Marie Risvoll Amundsen,Marie Risvoll Amundsen,9416,Norway,False,True,False,0,1304.049134499228,1282.5102460782475,1269.6518433155445,1282.0424983960986,1248.9888477746174,1274.767074327479,1275.485981705412,1257.9146481695864,1304.3397647712404,6,False,6,,0.0
Virginia Cena,Virginia Cena,11396,Italy,False,True,False,0,1301.2700093871454,1285.839461803656,1283.2007914703513,1302.8735726079358,1291.9260606992143,1289.9891645552343,1286.339248544605,1283.0683282129446,1297.9234266851388,6,False,6,,0.0
Anna Koryakova,Anna Koryakova,-206695,Russia,False,False,False,0,1301.1598201751149,1304.0873094671012,1296.6720808989471,1303.901816566149,1297.192096057705,1299.9703210757616,1297.9510362937897,1296.4807452053544,1303.1451709830546,2,False,2,0.0,0.0
Beth Bernhardt,Beth Bernhardt,12260,USA,False,False,False,0,1300.7890833407184,1300.782366748169,1300.8354644946037,1276.5432039358986,1270.8551351291403,1276.6166943927535,1274.1692803829565,1300.776316150965,1264.6507656601325,7,False,7,0.0,0.0
Edda Vesteinsdottir,Edda Vesteinsdottir,12259,Iceland,False,False,False,0,1300.7890833407184,1300.782366748169,1300.8354644946037,1276.5432039358986,1270.8551351291403,1276.6166943927535,1274.1692803829565,1300.776316150965,1264.6507656601325,2,False,2,0.0,0.0
Hjordis Bjornsdottir,Hjordis Bjornsdottir,12261,Iceland,False,False,False,0,1300.7890833407184,1300.782366748169,1300.8354644946037,1276.5432039358986,1270.8551351291403,1276.6166943927535,1274.1692803829565,1300.776316150965,1264.6507656601325,2,False,2,0.0,0.0
Elin Marta Eiriksdottir,Elin Marta Eiriksdottir,12262,Iceland,False,False,False,0,1300.7890833407184,1300.782366748169,1300.8354644946037,1276.5432039358986,1270.8551351291403,1276.6166943927535,1274.1692803829565,1300.776316150965,1264.6507656601325,2,False,2,0.0,0.0
Sofya Volkova,Sofya Volkova,-207264,Russia,False,False,False,0,1300.6482576182343,1300.2507899723653,1300.485765640728,1299.667792254079,1300.2795039913624,1300.0,1300.5003592807536,1300.4402393298003,1300.1618068420194,2,False,2,0.0,0.0
Anzhelika Zolnikova,Anzhelika Zolnikova,-207454,Russia,False,False,False,0,1300.6482576182343,1300.2507899723653,1300.485765640728,1299.6091673577396,1300.2795039913624,1300.0,1300.4253053886405,1300.4402393298003,1300.1618068420194,2,False,2,0.0,0.0
Wiktoria Celczynska,Wiktoria Celczynska,11312,Poland,False,False,False,0,1300.4775192179927,1298.0653035385335,1276.7941008803052,1299.434664968198,1270.8551351291403,1276.6166943927535,1274.1692803829565,1268.7786395213298,1301.846076561694,4,False,4,0.0,0.0
Nivi Geisler,Nivi Geisler,12249,Greenland,False,False,False,0,1300.0,1300.0,1300.0,1276.5432039358986,1270.8551351291403,1276.6166943927535,1274.1692803829565,1300.0,1264.6507656601325,2,False,2,0.0,0.0
Sasja Hendriksen Joelsen,Sasja Hendriksen Joelsen,11665,Greenland,False,False,False,0,1300.0,1300.0,1300.0,1276.5432039358986,1270.8551351291403,1276.6166943927535,1274.1692803829565,1300.0,1264.6507656601325,2,False,2,0.0,0.0
Arnatsiaq Rosing Heilmann,Arnatsiaq Rosing Heilmann,12250,Greenland,False,False,False,0,1300.0,1300.0,1300.0,1276.5432039358986,1270.8551351291403,1276.6166943927535,1274.1692803829565,1300.0,1264.6507656601325,2,False,2,0.0,0.0
Ajaaja Sandgreen,Ajaaja Sandgreen,12251,Greenland,False,False,False,0,1300.0,1300.0,1300.0,1276.5432039358986,1270.8551351291403,1276.6166943927535,1274.1692803829565,1300.0,1264.6507656601325,2,False,2,0.0,0.0
Danielle Bridle,Danielle Bridle,11661,Canada,False,False,False,0,1300.0,1300.0,1300.0,1276.5432039358986,1270.8551351291403,1276.6166943927535,1274.1692803829565,1300.0,1264.6507656601325,5,False,5,0.0,0.0
Alina Valiullina,Alina Valiullina,-209677,Russia,False,False,False,0,1300.0,1300.0,1300.0,1276.5432039358986,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Kristina Fedorova,Kristina Fedorova,-209818,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1276.6166943927535,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Aleksandra Kuznetsova,Aleksandra Kuznetsova,-209817,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1276.6166943927535,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Anna Rybakova,Anna Rybakova,-209370,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.1692803829565,1300.0,1300.0,2,False,2,0.0,0.0
Anastasiya Mazanova,Anastasiya Mazanova,-209268,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Irina Samoylova,Irina Samoylova,-209134,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Alina Oglodkova,Alina Oglodkova,-207844,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Liya Baruzdina,Liya Baruzdina,-209723,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Ekaterina Vasileva,Ekaterina Vasileva,-207707,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Viktoriya Ershova,Viktoriya Ershova,-207491,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Ekaterina Belyaeva,Ekaterina Belyaeva,-209237,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Darya Kitaeva,Darya Kitaeva,-209393,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Ekaterina Belokopytova,Ekaterina Belokopytova,-209718,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Sofya Zolotukhina,Sofya Zolotukhina,-207684,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Liana Khazhieva,Liana Khazhieva,-207665,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Olga Kalinina,Olga Kalinina,-209338,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Margarita Svivalneva,Margarita Svivalneva,-209690,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Alina Dubova,Alina Dubova,-207869,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Ekaterina Rakcheeva,Ekaterina Rakcheeva,-209304,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Yana Karmazina,Yana Karmazina,-209742,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.1692803829565,1300.0,1300.0,2,False,2,0.0,0.0
Anna Volkova,Anna Volkova,-207666,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Irina Palenova,Irina Palenova,-207722,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Milana Lukoyanova,Milana Lukoyanova,-207902,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Natalya Krasovskaya,Natalya Krasovskaya,-210190,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.1692803829565,1300.0,1300.0,2,False,2,0.0,0.0
Anna Lisitsyna,Anna Lisitsyna,-207803,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Ekaterina Ostashko,Ekaterina Ostashko,-209354,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Anfisa Dudnikova,Anfisa Dudnikova,-209051,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Margarita Vodyanova,Margarita Vodyanova,-209644,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Anna Votyakova,Anna Votyakova,-207916,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Polina Andreeva,Polina Andreeva,-208062,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Mariya Eppinger,Mariya Eppinger,-209797,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Agniya Mushina,Agniya Mushina,-209661,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Elizaveta Shamshurina,Elizaveta Shamshurina,-209274,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Mariya Kuznetsova,Mariya Kuznetsova,-207643,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Valeriya Kozhukhar,Valeriya Kozhukhar,-207327,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Mariya Finogenova,Mariya Finogenova,-209050,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Aleksandra Kardapolova,Aleksandra Kardapolova,-207607,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Viktoriya Rusinova,Viktoriya Rusinova,-209167,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Alesya Staroverova,Alesya Staroverova,-207338,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Aleksandra Pokrovskaya,Aleksandra Pokrovskaya,-207752,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Mariya Lukyantseva,Mariya Lukyantseva,-210001,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.1692803829565,1300.0,1300.0,2,False,2,0.0,0.0
Margarita Baryshnikova,Margarita Baryshnikova,-207395,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Anastasiya Zhizhina,Anastasiya Zhizhina,-209244,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Kseniya Timofeeva,Kseniya Timofeeva,-207958,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Sofiya Kashigina,Sofiya Kashigina,-209392,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Yuliya Elkina,Yuliya Elkina,-209062,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Muslimat Khalakova,Muslimat Khalakova,-209301,Russia,False,False,False,0,1300.0,1300.0,1276.7941008803052,1300.0,1300.0,1300.0,1274.1692803829565,1300.0,1300.0,2,False,2,0.0,0.0
Darina Tronina,Darina Tronina,-209308,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Alyona Pashkovich,Alyona Pashkovich,-209738,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Mariya Lavrenteva,Mariya Lavrenteva,-209052,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Anastasiya Frolenok,Anastasiya Frolenok,-207473,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Darya Khorosheva,Darya Khorosheva,-209739,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Darya Osokina,Darya Osokina,-209084,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Yana Bosachenko,Yana Bosachenko,-209799,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Varvara Panfyorova,Varvara Panfyorova,-207804,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
Valeriya Danilova,Valeriya Danilova,-209263,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2,False,2,0.0,0.0
