Russian_ID,FIS_ID
209912,-209912
209911,-209911
209910,-209910
209909,-209909
209908,-209908
209907,-209907
209906,-209906
209905,-209905
209903,-209903
209902,-209902
209901,-209901
209900,-209900
209899,-209899
209898,-209898
209897,-209897
209896,-209896
209894,-209894
209893,-209893
209892,-209892
209891,-209891
209890,-209890
209889,-209889
209888,-209888
209887,-209887
209886,-209886
209885,-209885
209884,-209884
209881,-209881
209879,-209879
209877,-209877
209876,-209876
209875,-209875
209874,-209874
209872,-209872
209871,-209871
209869,-209869
209868,-209868
209867,-209867
209866,-209866
209865,-209865
209864,-209864
209863,-209863
209861,-209861
209860,-209860
209857,-209857
209856,-209856
209855,-209855
209854,-209854
209852,-209852
209851,-209851
209850,-209850
209849,-209849
209848,-209848
209847,-209847
209846,-209846
209845,-209845
209844,-209844
209843,-209843
209842,-209842
209841,-209841
209840,-209840
209839,-209839
209838,-209838
209837,-209837
209836,-209836
209833,-209833
209831,-209831
209830,-209830
209828,-209828
209827,-209827
209826,-209826
209820,-209820
209819,-209819
209818,-209818
209817,-209817
209813,-209813
209811,-209811
209810,-209810
209809,-209809
209808,-209808
209807,-209807
209805,-209805
209804,-209804
209802,-209802
209801,-209801
209800,-209800
209799,-209799
209798,-209798
209795,-209795
209793,-209793
209792,-209792
209789,-209789
209788,-209788
209787,-209787
209786,-209786
209780,-209780
209779,-209779
209776,-209776
209774,-209774
209773,-209773
209772,-209772
209771,-209771
209770,-209770
209766,-209766
209765,-209765
209764,-209764
209762,-209762
209761,-209761
209760,-209760
209759,-209759
209757,-209757
209756,-209756
209755,-209755
209754,-209754
209753,-209753
209750,-209750
209749,-209749
209748,-209748
209747,-209747
209746,-209746
209744,-209744
209743,-209743
209742,-209742
209741,-209741
209740,-209740
209739,-209739
209738,-209738
209737,-209737
209733,-209733
209732,-209732
209731,-209731
209729,-209729
209728,-209728
209727,-209727
209726,-209726
209725,-209725
209724,-209724
209723,-209723
209722,-209722
209721,-209721
209719,-209719
209718,-209718
209716,-209716
209714,-209714
209713,-209713
209712,-209712
209711,-209711
209710,-209710
209709,-209709
209707,-209707
209704,-209704
209703,-209703
209699,-209699
209698,-209698
209697,-209697
209696,-209696
209695,-209695
209693,-209693
209692,-209692
209690,-209690
209685,-209685
209682,-209682
209681,-209681
209678,-209678
209677,-209677
209676,-209676
209671,-209671
209669,-209669
209666,-209666
209664,-209664
209663,-209663
209662,-209662
209661,-209661
209657,-209657
209654,-209654
209652,-209652
209650,-209650
209648,-209648
209647,-209647
209646,-209646
209645,-209645
209644,-209644
209641,-209641
209640,-209640
209639,-209639
209638,-209638
209636,-209636
209635,-209635
209634,-209634
209632,-209632
209630,-209630
209627,-209627
209626,-209626
209625,-209625
209624,-209624
209622,-209622
209621,-209621
209620,-209620
209619,-209619
209617,-209617
209614,-209614
209612,-209612
209606,-209606
209605,-209605
209604,-209604
209603,-209603
209602,-209602
209601,-209601
209600,-209600
209596,-209596
209593,-209593
209592,-209592
209589,-209589
209586,-209586
209585,-209585
209583,-209583
209582,-209582
209577,-209577
209570,-209570
209563,-209563
209562,-209562
209558,-209558
209557,-209557
209554,-209554
209552,-209552
209551,-209551
209548,-209548
209547,-209547
209546,-209546
209542,-209542
209512,-209512
209511,-209511
209487,-209487
209479,-209479
209477,-209477
209457,-209457
209451,-209451
209449,-209449
209447,-209447
209446,-209446
209445,-209445
209441,-209441
209439,-209439
209438,-209438
209437,-209437
209436,-209436
209435,-209435
209426,-209426
209425,-209425
209423,-209423
209413,-209413
209412,-209412
209400,-209400
209399,-209399
209394,-209394
209393,-209393
209392,-209392
209388,-209388
209377,-209377
209376,-209376
209374,-209374
209373,-209373
209368,-209368
209366,-209366
209363,-209363
209361,-209361
209360,-209360
209357,-209357
209355,-209355
209354,-209354
209353,-209353
209351,-209351
209350,-209350
209349,-209349
209348,-209348
209347,-209347
209346,-209346
209345,-209345
209343,-209343
209342,-209342
209341,-209341
209340,-209340
209336,-209336
209335,-209335
209334,-209334
209332,-209332
209331,-209331
209330,-209330
209329,-209329
209328,-209328
209326,-209326
209325,-209325
209324,-209324
209323,-209323
209322,-209322
209321,-209321
209319,-209319
209318,-209318
209317,-209317
209316,-209316
209315,-209315
209314,-209314
209313,-209313
209312,-209312
209311,-209311
209310,-209310
209309,-209309
209308,-209308
209307,-209307
209306,-209306
209304,-209304
209303,-209303
209302,-209302
209301,-209301
209300,-209300
209299,-209299
209298,-209298
209297,-209297
209296,-209296
209295,-209295
209294,-209294
209293,-209293
209292,-209292
209290,-209290
209289,-209289
209288,-209288
209287,-209287
209286,-209286
209285,-209285
209284,-209284
209283,-209283
209282,-209282
209281,-209281
209278,-209278
209277,-209277
209276,-209276
209274,-209274
209273,-209273
209272,-209272
209269,-209269
209266,-209266
209265,-209265
209264,-209264
209263,-209263
209260,-209260
209258,-209258
209255,-209255
209253,-209253
209251,-209251
209247,-209247
209246,-209246
209245,-209245
209244,-209244
209243,-209243
209242,-209242
209241,-209241
209239,-209239
209238,-209238
209237,-209237
209235,-209235
209234,-209234
209232,-209232
209231,-209231
209228,-209228
209227,-209227
209226,-209226
209225,-209225
209224,-209224
209222,-209222
209221,-209221
209220,-209220
209219,-209219
209218,-209218
209215,-209215
209214,-209214
209212,-209212
209211,-209211
209209,-209209
209208,-209208
209207,-209207
209206,-209206
209205,-209205
209204,-209204
209203,-209203
209202,-209202
209201,-209201
209200,-209200
209199,-209199
209198,-209198
209197,-209197
209196,-209196
209195,-209195
209194,-209194
209192,-209192
209191,-209191
209190,-209190
209188,-209188
209187,-209187
209186,-209186
209185,-209185
209184,-209184
209183,-209183
209182,-209182
209179,-209179
209178,-209178
209177,-209177
209176,-209176
209175,-209175
209174,-209174
209173,-209173
209172,-209172
209171,-209171
209170,-209170
209169,-209169
209168,-209168
209167,-209167
209166,-209166
209165,-209165
209164,-209164
209162,-209162
209161,-209161
209160,-209160
209159,-209159
209158,-209158
209157,-209157
209156,-209156
209155,-209155
209154,-209154
209153,-209153
209152,-209152
209151,-209151
209148,-209148
209147,-209147
209146,-209146
209145,-209145
209144,-209144
209143,-209143
209139,-209139
209138,-209138
209136,-209136
209135,-209135
209134,-209134
209132,-209132
209131,-209131
209130,-209130
209129,-209129
209128,-209128
209125,-209125
209124,-209124
209123,-209123
209122,-209122
209115,-209115
209114,-209114
209113,-209113
209112,-209112
209111,-209111
209109,-209109
209108,-209108
209107,-209107
209106,-209106
209105,-209105
209104,-209104
209102,-209102
209101,-209101
209100,-209100
209099,-209099
209098,-209098
209094,-209094
209093,-209093
209089,-209089
209088,-209088
209086,-209086
209084,-209084
209083,-209083
209081,-209081
209080,-209080
209077,-209077
209076,-209076
209075,-209075
209070,-209070
209066,-209066
209063,-209063
209062,-209062
209059,-209059
209058,-209058
209055,-209055
209053,-209053
209052,-209052
209051,-209051
209050,-209050
209049,-209049
209048,-209048
209047,-209047
209046,-209046
209042,-209042
209041,-209041
209040,-209040
209037,-209037
209036,-209036
209034,-209034
209033,-209033
209031,-209031
209030,-209030
209026,-209026
209025,-209025
209024,-209024
209022,-209022
209019,-209019
209018,-209018
209017,-209017
209015,-209015
209014,-209014
209013,-209013
209011,-209011
209009,-209009
209008,-209008
209007,-209007
209006,-209006
209005,-209005
209001,-209001
208098,-208098
208096,-208096
208095,-208095
208092,-208092
208089,-208089
208088,-208088
208087,-208087
208086,-208086
208085,-208085
208084,-208084
208083,-208083
208082,-208082
208080,-208080
208079,-208079
208078,-208078
208076,-208076
208074,-208074
208073,-208073
208072,-208072
208071,-208071
208070,-208070
208069,-208069
208065,-208065
208062,-208062
208061,-208061
208060,-208060
208056,-208056
208055,-208055
208052,-208052
208051,-208051
208050,-208050
208049,-208049
208048,-208048
208045,-208045
208043,-208043
208042,-208042
208041,-208041
208040,-208040
208039,-208039
208034,-208034
208030,-208030
208028,-208028
208027,-208027
208021,-208021
208020,-208020
208019,-208019
208015,-208015
208014,-208014
208012,-208012
208011,-208011
208009,-208009
208008,-208008
208006,-208006
208004,-208004
208003,-208003
208000,-208000
207999,-207999
207998,-207998
207997,-207997
207996,-207996
207995,-207995
207990,-207990
207989,-207989
207988,-207988
207985,-207985
207983,-207983
207982,-207982
207981,-207981
207980,-207980
207979,-207979
207976,-207976
207973,-207973
207970,-207970
207969,-207969
207968,-207968
207960,-207960
207959,-207959
207958,-207958
207957,-207957
207956,-207956
207955,-207955
207954,-207954
207952,-207952
207950,-207950
207949,-207949
207940,-207940
207921,-207921
207918,-207918
207917,-207917
207916,-207916
207915,-207915
207914,-207914
207913,-207913
207912,-207912
207911,-207911
207910,-207910
207909,-207909
207908,-207908
207907,-207907
207905,-207905
207904,-207904
207903,-207903
207902,-207902
207901,-207901
207899,-207899
207898,-207898
207896,-207896
207895,-207895
207894,-207894
207893,-207893
207892,-207892
207891,-207891
207890,-207890
207889,-207889
207888,-207888
207887,-207887
207885,-207885
207884,-207884
207883,-207883
207880,-207880
207879,-207879
207878,-207878
207877,-207877
207876,-207876
207875,-207875
207873,-207873
207872,-207872
207871,-207871
207869,-207869
207868,-207868
207867,-207867
207866,-207866
207865,-207865
207864,-207864
207862,-207862
207861,-207861
207860,-207860
207859,-207859
207858,-207858
207857,-207857
207856,-207856
207855,-207855
207854,-207854
207853,-207853
207852,-207852
207851,-207851
207849,-207849
207848,-207848
207847,-207847
207846,-207846
207845,-207845
207844,-207844
207843,-207843
207842,-207842
207839,-207839
207838,-207838
207836,-207836
207833,-207833
207830,-207830
207829,-207829
207828,-207828
207825,-207825
207824,-207824
207823,-207823
207822,-207822
207821,-207821
207820,-207820
207819,-207819
207818,-207818
207817,-207817
207816,-207816
207813,-207813
207812,-207812
207811,-207811
207810,-207810
207809,-207809
207808,-207808
207807,-207807
207802,-207802
207801,-207801
207800,-207800
207799,-207799
207798,-207798
207797,-207797
207796,-207796
207795,-207795
207794,-207794
207793,-207793
207792,-207792
207791,-207791
207790,-207790
207789,-207789
207788,-207788
207787,-207787
207786,-207786
207785,-207785
207784,-207784
207783,-207783
207782,-207782
207781,-207781
207780,-207780
207779,-207779
207778,-207778
207777,-207777
207776,-207776
207775,-207775
207774,-207774
207773,-207773
207770,-207770
207769,-207769
207765,-207765
207764,-207764
207763,-207763
207762,-207762
207761,-207761
207760,-207760
207759,-207759
207757,-207757
207751,-207751
207750,-207750
207749,-207749
207747,-207747
207746,-207746
207743,-207743
207742,-207742
207741,-207741
207740,-207740
207738,-207738
207737,-207737
207736,-207736
207735,-207735
207734,-207734
207733,-207733
207732,-207732
207730,-207730
207729,-207729
207728,-207728
207727,-207727
207726,-207726
207725,-207725
207724,-207724
207722,-207722
207721,-207721
207719,-207719
207717,-207717
207716,-207716
207712,-207712
207711,-207711
207710,-207710
207709,-207709
207708,-207708
207707,-207707
207705,-207705
207704,-207704
207702,-207702
207699,-207699
207697,-207697
207692,-207692
207690,-207690
207689,-207689
207688,-207688
207687,-207687
207685,-207685
207684,-207684
207683,-207683
207677,-207677
207674,-207674
207673,-207673
207671,-207671
207668,-207668
207666,-207666
207665,-207665
207662,-207662
207661,-207661
207660,-207660
207659,-207659
207658,-207658
207657,-207657
207656,-207656
207653,-207653
207652,-207652
207649,-207649
207647,-207647
207646,-207646
207639,-207639
207638,-207638
207637,-207637
207636,-207636
207635,-207635
207634,-207634
207632,-207632
207629,-207629
207628,-207628
207626,-207626
207624,-207624
207622,-207622
207620,-207620
207619,-207619
207617,-207617
207616,-207616
207614,-207614
207613,-207613
207612,-207612
207609,-207609
207608,-207608
207607,-207607
207606,-207606
207605,-207605
207604,-207604
207603,-207603
207602,-207602
207601,-207601
207600,-207600
207598,-207598
207597,-207597
207596,-207596
207595,-207595
207594,-207594
207593,-207593
207591,-207591
207590,-207590
207589,-207589
207588,-207588
207587,-207587
207586,-207586
207585,-207585
207584,-207584
207582,-207582
207579,-207579
207578,-207578
207577,-207577
207576,-207576
207575,-207575
207574,-207574
207573,-207573
207571,-207571
207570,-207570
207568,-207568
207567,-207567
207565,-207565
207564,-207564
207563,-207563
207562,-207562
207561,-207561
207557,-207557
207555,-207555
207553,-207553
207552,-207552
207551,-207551
207548,-207548
207545,-207545
207544,-207544
207542,-207542
207541,-207541
207540,-207540
207539,-207539
207537,-207537
207536,-207536
207535,-207535
207531,-207531
207529,-207529
207528,-207528
207527,-207527
207523,-207523
207519,-207519
207518,-207518
207517,-207517
207516,-207516
207514,-207514
207513,-207513
207512,-207512
207510,-207510
207509,-207509
207507,-207507
207506,-207506
207503,-207503
207501,-207501
207499,-207499
207492,-207492
207491,-207491
207488,-207488
207487,-207487
207485,-207485
207483,-207483
207482,-207482
207481,-207481
207480,-207480
207479,-207479
207478,-207478
207473,-207473
207471,-207471
207470,-207470
207469,-207469
207466,-207466
207465,-207465
207464,-207464
207463,-207463
207462,-207462
207461,-207461
207458,-207458
207457,-207457
207455,-207455
207454,-207454
207452,-207452
207445,-207445
207444,-207444
207442,-207442
207441,-207441
207433,-207433
207432,-207432
207431,-207431
207428,-207428
207426,-207426
207425,-207425
207424,-207424
207423,-207423
207421,-207421
207419,-207419
207408,-207408
207407,-207407
207406,-207406
207405,-207405
207404,-207404
207402,-207402
207401,-207401
207400,-207400
207399,-207399
207398,-207398
207397,-207397
207396,-207396
207395,-207395
207394,-207394
207393,-207393
207392,-207392
207391,-207391
207390,-207390
207389,-207389
207388,-207388
207387,-207387
207385,-207385
207384,-207384
207383,-207383
207382,-207382
207381,-207381
207379,-207379
207378,-207378
207377,-207377
207376,-207376
207375,-207375
207374,-207374
207373,-207373
207372,-207372
207371,-207371
207369,-207369
207368,-207368
207366,-207366
207364,-207364
207361,-207361
207355,-207355
207353,-207353
207352,-207352
207351,-207351
207350,-207350
207349,-207349
207346,-207346
207345,-207345
207344,-207344
207343,-207343
207342,-207342
207341,-207341
207340,-207340
207338,-207338
207337,-207337
207336,-207336
207335,-207335
207334,-207334
207333,-207333
207332,-207332
207331,-207331
207330,-207330
207329,-207329
207327,-207327
207326,-207326
207325,-207325
207324,-207324
207321,-207321
207318,-207318
207317,-207317
207316,-207316
207315,-207315
207314,-207314
207309,-207309
207308,-207308
207307,-207307
207306,-207306
207303,-207303
207302,-207302
207301,-207301
207300,-207300
207297,-207297
207295,-207295
207294,-207294
207293,-207293
207292,-207292
207291,-207291
207287,-207287
207286,-207286
207285,-207285
207283,-207283
207282,-207282
207281,-207281
207280,-207280
207279,-207279
207278,-207278
207277,-207277
207276,-207276
207274,-207274
207273,-207273
207272,-207272
207271,-207271
207270,-207270
207269,-207269
207268,-207268
207267,-207267
207266,-207266
207265,-207265
207264,-207264
207262,-207262
207259,-207259
207258,-207258
207255,-207255
207254,-207254
207253,-207253
207252,-207252
207250,-207250
207248,-207248
207247,-207247
207246,-207246
207245,-207245
207244,-207244
207243,-207243
207241,-207241
207239,-207239
207238,-207238
207236,-207236
207235,-207235
207231,-207231
207228,-207228
207227,-207227
207224,-207224
207220,-207220
207219,-207219
207218,-207218
207216,-207216
207215,-207215
207213,-207213
207209,-207209
207204,-207204
207203,-207203
207198,-207198
207194,-207194
207192,-207192
207191,-207191
207190,-207190
207189,-207189
207188,-207188
207184,-207184
207183,-207183
207182,-207182
207178,-207178
207172,-207172
207168,-207168
207167,-207167
207166,-207166
207165,-207165
207164,-207164
207163,-207163
207161,-207161
207154,-207154
207153,-207153
207152,-207152
207151,-207151
207150,-207150
207140,-207140
207138,-207138
207137,-207137
207136,-207136
207130,-207130
207128,-207128
207127,-207127
207126,-207126
207125,-207125
207123,-207123
207122,-207122
207121,-207121
207116,-207116
207115,-207115
207113,-207113
207107,-207107
207105,-207105
207102,-207102
207101,-207101
207100,-207100
207099,-207099
207098,-207098
207096,-207096
207095,-207095
207090,-207090
207089,-207089
207087,-207087
207086,-207086
207085,-207085
207084,-207084
207082,-207082
207080,-207080
207079,-207079
207078,-207078
207075,-207075
207072,-207072
207070,-207070
207069,-207069
207067,-207067
207066,-207066
207061,-207061
207058,-207058
207057,-207057
207055,-207055
207054,-207054
207053,-207053
207052,-207052
207048,-207048
207044,-207044
207042,-207042
207039,-207039
207038,-207038
207036,-207036
207035,-207035
207034,-207034
207029,-207029
207028,-207028
207027,-207027
207026,-207026
207024,-207024
207016,-207016
207011,-207011
207010,-207010
207005,-207005
207004,-207004
207002,-207002
207000,-207000
206998,-206998
206997,-206997
206992,-206992
206991,-206991
206989,-206989
206988,-206988
206987,-206987
206986,-206986
206981,-206981
206978,-206978
206973,-206973
206971,-206971
206970,-206970
206968,-206968
206967,-206967
206966,-206966
206965,-206965
206964,-206964
206963,-206963
206961,-206961
206960,-206960
206958,-206958
206957,-206957
206952,-206952
206951,-206951
206942,-206942
206939,-206939
206937,-206937
206935,-206935
206932,-206932
206929,-206929
206928,-206928
206926,-206926
206924,-206924
206918,-206918
206914,-206914
206912,-206912
206911,-206911
206910,-206910
206907,-206907
206904,-206904
206903,-206903
206896,-206896
206886,-206886
206885,-206885
206884,-206884
206883,-206883
206882,-206882
206878,-206878
206877,-206877
206876,-206876
206875,-206875
206873,-206873
206872,-206872
206867,-206867
206865,-206865
206864,-206864
206859,-206859
206854,-206854
206853,-206853
206851,-206851
206845,-206845
206844,-206844
206843,-206843
206842,-206842
206839,-206839
206838,-206838
206837,-206837
206836,-206836
206834,-206834
206832,-206832
206831,-206831
206830,-206830
206829,-206829
206828,-206828
206827,-206827
206822,-206822
206816,-206816
206813,-206813
206812,-206812
206809,-206809
206808,-206808
206805,-206805
206804,-206804
206803,-206803
206802,-206802
206797,-206797
206796,-206796
206794,-206794
206793,-206793
206791,-206791
206790,-206790
206789,-206789
206786,-206786
206785,-206785
206779,-206779
206778,-206778
206769,-206769
206768,-206768
206764,-206764
206763,-206763
206761,-206761
206760,-206760
206759,-206759
206756,-206756
206754,-206754
206753,-206753
206752,-206752
206750,-206750
206749,-206749
206747,-206747
206746,-206746
206745,-206745
206744,-206744
206743,-206743
206740,-206740
206739,-206739
206738,-206738
206736,-206736
206734,-206734
206733,-206733
206732,-206732
206731,-206731
206730,-206730
206728,-206728
206726,-206726
206725,-206725
206723,-206723
206718,-206718
206717,-206717
206715,-206715
206714,-206714
206713,-206713
206712,-206712
206711,-206711
206710,-206710
206708,-206708
206707,-206707
206706,-206706
206705,-206705
206703,-206703
206700,-206700
206699,-206699
206697,-206697
206695,-206695
206694,-206694
206693,-206693
206691,-206691
206690,-206690
206689,-206689
206688,-206688
206687,-206687
206686,-206686
206683,-206683
206682,-206682
206681,-206681
206679,-206679
206676,-206676
206675,-206675
206671,-206671
206663,-206663
206659,-206659
206657,-206657
206655,-206655
206653,-206653
206652,-206652
206650,-206650
206649,-206649
206648,-206648
206645,-206645
206644,-206644
206643,-206643
206642,-206642
206641,-206641
206639,-206639
206627,-206627
206626,-206626
206625,-206625
206619,-206619
206618,-206618
206615,-206615
206611,-206611
206609,-206609
206608,-206608
206604,-206604
206601,-206601
206594,-206594
206589,-206589
206588,-206588
206579,-206579
206575,-206575
206574,-206574
206566,-206566
206558,-206558
206554,-206554
206553,-206553
206552,-206552
206551,-206551
206549,-206549
206547,-206547
206540,-206540
206535,-206535
206534,-206534
206531,-206531
206530,-206530
206525,-206525
206524,-206524
206523,-206523
206519,-206519
206510,-206510
206503,-206503
206502,-206502
206500,-206500
206499,-206499
206497,-206497
206496,-206496
206495,-206495
206494,-206494
206490,-206490
206489,-206489
206487,-206487
206476,-206476
206475,-206475
206474,-206474
206466,-206466
206455,-206455
206453,-206453
206442,-206442
206433,-206433
206432,-206432
206423,-206423
206422,-206422
206420,-206420
206418,-206418
206415,-206415
206414,-206414
206411,-206411
206410,-206410
206409,-206409
206404,-206404
206403,-206403
206402,-206402
206400,-206400
206399,-206399
206398,-206398
206397,-206397
206395,-206395
206386,-206386
206384,-206384
206382,-206382
206377,-206377
206373,-206373
206371,-206371
206366,-206366
206364,-206364
206361,-206361
206360,-206360
206351,-206351
206349,-206349
206345,-206345
206342,-206342
206339,-206339
206338,-206338
206337,-206337
206331,-206331
206330,-206330
206329,-206329
206327,-206327
206326,-206326
206321,-206321
206319,-206319
206316,-206316
206311,-206311
206306,-206306
206305,-206305
206300,-206300
206297,-206297
206296,-206296
206276,-206276
206274,-206274
206271,-206271
206270,-206270
206260,-206260
206258,-206258
206249,-206249
206247,-206247
206246,-206246
206245,-206245
206242,-206242
206240,-206240
206222,-206222
206221,-206221
206208,-206208
206207,-206207
206204,-206204
206199,-206199
206198,-206198
206191,-206191
206187,-206187
206180,-206180
206172,-206172
206165,-206165
206162,-206162
206150,-206150
206142,-206142
206140,-206140
206138,-206138
206136,-206136
206134,-206134
206133,-206133
206132,-206132
206129,-206129
206127,-206127
206116,-206116
206110,-206110
206109,-206109
206106,-206106
206102,-206102
206099,-206099
206097,-206097
206089,-206089
206077,-206077
206076,-206076
206075,-206075
206073,-206073
206070,-206070
206064,-206064
206055,-206055
206048,-206048
206047,-206047
206041,-206041
206039,-206039
206038,-206038
206037,-206037
206030,-206030
206028,-206028
206025,-206025
206016,-206016
206013,-206013
206003,-206003
206002,-206002
206001,-206001
205996,-205996
205988,-205988
205984,-205984
205982,-205982
205981,-205981
205980,-205980
205975,-205975
205973,-205973
205970,-205970
205969,-205969
205964,-205964
205962,-205962
205958,-205958
205957,-205957
205945,-205945
205938,-205938
205937,-205937
205919,-205919
205908,-205908
205907,-205907
205906,-205906
205905,-205905
205904,-205904
205900,-205900
205881,-205881
205880,-205880
205879,-205879
205868,-205868
205864,-205864
205856,-205856
205847,-205847
205842,-205842
205833,-205833
205825,-205825
205816,-205816
205814,-205814
205798,-205798
205774,-205774
205771,-205771
205764,-205764
205763,-205763
205759,-205759
205751,-205751
205743,-205743
205741,-205741
205740,-205740
205739,-205739
205732,-205732
205729,-205729
205721,-205721
205720,-205720
205702,-205702
205700,-205700
205692,-205692
205689,-205689
205686,-205686
205677,-205677
205659,-205659
205624,-205624
205556,-205556
205548,-205548
205545,-205545
205544,-205544
205528,-205528
205527,-205527
205464,-205464
205451,-205451
205447,-205447
205436,-205436
205375,-205375
205360,-205360
205359,-205359
205319,-205319
205302,-205302
205285,-205285
205283,-205283
205274,-205274
205273,-205273
205272,-205272
205271,-205271
205250,-205250
205241,-205241
205232,-205232
205225,-205225
205224,-205224
205218,-205218
205167,-205167
205162,-205162
205145,-205145
205143,-205143
205141,-205141
205125,-205125
205118,-205118
205103,-205103
205102,-205102
205064,-205064
205062,-205062
205037,-205037
205019,-205019
205007,-205007
204994,-204994
204970,-204970
204950,-204950
204943,-204943
204736,-204736
204690,-204690
204688,-204688
204486,-204486
204447,-204447
204413,-204413
204318,-204318
204313,-204313
204291,-204291
204247,-204247
204197,-204197
204117,-204117
204006,-204006
203978,-203978
203970,-203970
203969,-203969
203956,-203956
203947,-203947
203847,-203847
203647,-203647
203506,-203506
