"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Race2_Prob","Race3_Prob","Race4_Prob","Sex"
"Diego Silva","Diego Silva",8511,"Chile",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1284.56545798296,1252.06881002526,1289.99479485564,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1284.99796483296,1289.99479485564,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Maximiliano Zamora","Maximiliano Zamora",8503,"Chile",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1246.72130467283,1261.08349866185,1289.99479485564,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1247.15258652082,1289.99479485564,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Mael Clavijo","Mael Clavijo",8504,"Chile",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1278.33727786474,1293.80262753175,1289.99479485564,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1278.80694567736,1289.99479485564,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Lasse Gaxiola","Lasse Gaxiola",8510,"Mexico",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1274.35678997529,1287.71408739174,1289.99479485564,1277.03247110226,1277.54675735995,1289.22828769153,1275.98843252053,1272.70461778034,1289.99479485564,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0,"M"
"Philippe Savard","Philippe Savard",8075,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1230.63297905247,1252.06881002526,1289.99479485564,1272.4199892356,1283.65939561556,1289.22828769153,1250.62632117211,1284.99796483296,1289.99479485564,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Clemente Ljubetic","Clemente Ljubetic",8501,"Chile",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1284.56545798296,1252.06881002526,1289.99479485564,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1284.99796483296,1289.99479485564,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Dax Cavers","Dax Cavers",7442,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1265.99362184343,1284.11839891508,1289.9446186493,1296.81041187644,1296.65857297249,1289.22828769153,1292.57980665184,1276.29093865471,1289.9446186493,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Tadas Valadka","Tadas Valadka",8104,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1242.2457848935,1295.21266678614,1289.88739388415,1284.23043409221,1282.16793737172,1289.22828769153,1263.32207910101,1283.10186256851,1289.88739388415,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Armin Dornauer","Armin Dornauer",5517,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1237.183079152,1259.84123893547,1289.8862532611,1236.83505189146,1251.4306307584,1257.32992393329,1232.39526700707,1260.21519032085,1289.8862532611,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Emile Baur","Emile Baur",7224,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1163.86996562212,1286.90072364132,1289.87443873355,1197.95023212066,1295.21186705303,1289.22828769153,1184.0114692462,1272.83233134198,1289.87443873355,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Francesco Riccardo Zucchini","Francesco Riccardo Zucchini",7112,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1108.42264216886,1252.06881002526,1289.87152023446,1166.45383174841,1197.99609133289,1289.22828769153,1115.67987257402,1284.47144614796,1289.87152023446,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nick Rickenbach","Nick Rickenbach",8108,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1256.92966049893,1261.09288793568,1289.81932216028,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1251.33282364069,1289.81932216028,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Matteo Ciarlitti","Matteo Ciarlitti",8591,"Poland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1257.42702963151,1267.35210592608,1289.78794337668,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1254.79359632408,1289.78794337668,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Gael Zulauf","Gael Zulauf",5495,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1264.91796375905,1253.41585327253,1289.7644512473,1263.24798143991,1277.54675735995,1273.00915127581,1256.44344320597,1260.3759393972,1289.7644512473,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Casper Bartels","Casper Bartels",8246,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1273.35002467364,1289.04385085197,1289.70647716032,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1271.63133146268,1289.70647716032,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Luca De Aliprandini","Luca De Aliprandini",1799,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1420.94862549793,1277.35419062572,1289.6983288629,1416.48890521572,1284.98771787676,1283.84470823777,1421.28095464559,1296.27739127867,1289.6983288629,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.88,0.0175438596491228,"M"
"Lars Rösti","Lars Rösti",4300,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1316.10132190408,1314.54391973772,1289.58738812921,1273.82863896548,1277.54675735995,1306.24567684981,1267.3201166527,1315.7436375996,1289.58738812921,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0.15,0,0,"M"
"William Roy","William Roy",7085,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1269.95725511389,1289.08377102873,1289.50083556065,1294.34251196312,1296.92024680735,1289.22828769153,1290.09080632747,1279.97548646026,1289.50083556065,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sam Alphand","Sam Alphand",4183,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1278.13255661232,1256.22834936805,1289.49686204263,1299.48942912523,1299.43966970632,1277.65165606561,1300.32131210355,1277.31822637089,1289.49686204263,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0.2,0,0,"M"
"Alessandro Pizio","Alessandro Pizio",5614,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1223.32297955876,1252.06881002526,1289.39208140014,1249.21734042477,1226.66497795901,1269.32992393329,1226.72497189801,1284.65500261131,1289.39208140014,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Rasmus Bakkevig","Rasmus Bakkevig",7233,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1310.90960994841,1279.38823318778,1289.38874588633,1308.7698116889,1243.41757761468,1289.22828769153,1309.87703543772,1267.52837676119,1289.38874588633,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.454545454545455,0,"M"
"Marco Dantonio","Marco Dantonio",8162,"Argentina",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1221.81662778828,1263.87937564218,1289.21232000602,1286.21915882872,1287.96416204355,1289.22828769153,1270.03330879844,1248.63068614771,1289.21232000602,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Harry Laidlaw","Harry Laidlaw",2729,"Australia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1305.08660528996,1252.06881002526,1289.18445173417,1302.21545396971,1300,1300,1304.89433651255,1288.78368142817,1289.18445173417,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.26,0,"M"
"Younes Terbeche","Younes Terbeche",7276,"Monaco",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1273.12403015111,1293.80262753175,1289.15471474157,1299.7122481427,1300,1289.22828769153,1297.26139702587,1277.80608309803,1289.15471474157,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Riccardo Allegrini","Riccardo Allegrini",5650,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1217.58385612745,1250.43073111339,1289.04023389385,1293.41863245557,1234.99960585494,1289.22828769153,1235.86039366662,1248.88762209744,1289.04023389385,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Charles Zaretsky","Charles Zaretsky",7839,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1275.30374263831,1290.67044259413,1289.01257978498,1296.81041187644,1277.54675735995,1289.22828769153,1296.01364505934,1281.62895238737,1289.01257978498,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Finlay German","Finlay German",8436,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1256.56215805717,1284.5586975712,1288.96555667278,1288.59270230174,1277.54675735995,1289.22828769153,1286.32111623059,1270.64281256935,1288.96555667278,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sindre Myklebust","Sindre Myklebust",5465,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1221.66916727481,1252.06881002526,1288.9347905591,1249.48322358695,1269.94289085524,1289.22828769153,1226.76197277497,1288.27657947045,1288.9347905591,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Stefan Schaidreiter","Stefan Schaidreiter",8065,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1196.69611293752,1252.06881002526,1288.76146752249,1223.90070108976,1296.73741273751,1289.22828769153,1211.02697379015,1287.45324013219,1288.76146752249,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Romeo Rogue","Romeo Rogue",7958,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1240.20040637188,1268.08018096773,1288.41879457466,1280.14848828184,1300,1300,1276.82693854988,1256.04175830113,1288.41879457466,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Yann Braud","Yann Braud",8497,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1262.60041347418,1272.18606332067,1288.41879457466,1298.05375042781,1277.54675735995,1289.22828769153,1295.93731924187,1259.62436484777,1288.41879457466,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Calum Langmuir","Calum Langmuir",6313,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1293.21734066914,1299.29739251979,1288.39224245974,1300.80764680081,1291.55989990073,1289.22828769153,1300.55696244293,1288.69137856163,1288.39224245974,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0.0384615384615385,0.0285714285714286,0,"M"
"Johannes Strolz","Johannes Strolz",2401,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1414.01986220571,1261.11334498992,1288.34239610992,1217.84245296798,1424.88510051682,1297.61796653563,1423.16988084079,1268.21294621472,1288.34239610992,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.684210526315789,"M"
"Owen Wither","Owen Wither",8519,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1275.26557574696,1296.03769360915,1288.17293169025,1294.34251196312,1277.54675735995,1289.22828769153,1293.55687544719,1282.49615102489,1288.17293169025,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Patrick Kenney","Patrick Kenney",3044,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1249.26977786128,1294.87249282165,1288.13079078284,1247.05733750479,1277.54675735995,1296.97303319254,1248.98290831801,1277.2850563839,1288.13079078284,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.36,0,"M"
"Thibaut Favrot","Thibaut Favrot",2493,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1482.64397871681,1279.19838829231,1288.04057939757,1473.6569554698,1313.62014060038,1290.08245149304,1479.67331925103,1266.34576388024,1288.04057939757,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.74,0.0175438596491228,"M"
"Liam Wallace","Liam Wallace",4988,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1177.20663990577,1260.76972354661,1287.98308594296,1212.65251763692,1218.2394831092,1299.43654683829,1176.17126966562,1248.37141529308,1287.98308594296,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.177777777777778,0.148148148148148,"M"
"Matthew McDermott","Matthew McDermott",8440,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1268.76578493485,1282.0864590292,1287.73490514137,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1268.05252512419,1287.73490514137,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Thomas Cais","Thomas Cais",8117,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1233.62629970742,1274.9172110006,1287.48805747796,1283.32304275912,1293.33466753994,1289.22828769153,1274.65850281596,1258.81068218781,1287.48805747796,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Hunter Peterson","Hunter Peterson",7828,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1248.67397823102,1281.91608355428,1287.44341618166,1287.33152496461,1277.54675735995,1289.22828769153,1285.17665196936,1267.87808532774,1287.44341618166,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Dreas Gibbons","Dreas Gibbons",8286,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1237.30806321135,1283.66644320587,1287.42729475375,1285.44933360096,1292.0418166708,1289.22828769153,1273.88084099477,1267.55597916589,1287.42729475375,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Gabin Michel","Gabin Michel",7371,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1215.79383071773,1274.316237065,1287.40193180791,1268.60502950187,1268.31146982409,1289.22828769153,1236.36074017382,1266.25132266008,1287.40193180791,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Thomas Rainer","Thomas Rainer",8135,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1128.03117196492,1291.86048691413,1287.30861177178,1160.44268070006,1294.25841830666,1289.22828769153,1146.81326472709,1270.93879202591,1287.30861177178,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Shunnosuke Takada","Shunnosuke Takada",7324,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1102.50825089788,1263.87937564218,1287.30861177178,1212.89729209079,1217.22165441691,1289.22828769153,1138.85412556711,1248.63068614771,1287.30861177178,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Brayden Goodman","Brayden Goodman",8508,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1259.19164394834,1266.76454338337,1287.24792622732,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1253.65132525641,1287.24792622732,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Cristobal Schaub","Cristobal Schaub",8498,"Chile",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1279.11710387297,1252.06881002526,1287.24792622732,1296.05375042781,1277.54675735995,1289.22828769153,1293.91880072335,1284.50801671559,1287.24792622732,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Toby Jennings","Toby Jennings",7522,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1215.8717764628,1268.08018096773,1287.24792622732,1271.35955661993,1285.48696500506,1298.02926289238,1253.97731693995,1254.79954376826,1287.24792622732,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Raffaele Monaco","Raffaele Monaco",8380,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1254.52455070358,1262.18578851627,1287.14459251271,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1248.13314339889,1287.14459251271,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Simone Moschini","Simone Moschini",8185,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1254.06041873715,1263.48842703821,1287.14459251271,1296.13010340042,1277.54675735995,1289.22828769153,1296.83484699928,1249.31659957922,1287.14459251271,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Josef Kocmann","Josef Kocmann",8529,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1264.87534538737,1272.87110596024,1287.14459251271,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1257.83595537082,1287.14459251271,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Marco Anselmi","Marco Anselmi",8530,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1232.44868655344,1241.99141412258,1287.14459251271,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1226.78828068525,1287.14459251271,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Giovanni Stefani","Giovanni Stefani",8527,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1286.66760893531,1252.06881002526,1287.14459251271,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1284.84060256041,1287.14459251271,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Giovanni Secco","Giovanni Secco",8528,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1254.52455070358,1262.18578851627,1287.14459251271,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1248.13314339889,1287.14459251271,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Johs Braathen Herland","Johs Braathen Herland",6714,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1240.54236138993,1282.47999820962,1286.94724731295,1241.73881347237,1294.29186071875,1289.22828769153,1246.58716148499,1269.51378522162,1286.94724731295,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Bradyn Galloway","Bradyn Galloway",7852,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1277.07223977598,1290.07596348842,1286.93226752446,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1276.9876154396,1286.93226752446,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Louis-Thomas Cantin","Louis-Thomas Cantin",8072,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1222.58669466463,1293.86001148558,1286.87064751755,1269.71315746891,1291.97571728292,1289.22828769153,1255.46068642696,1273.73939062793,1286.87064751755,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Andrei Tudor Stanescu","Andrei Tudor Stanescu",5481,"Romania",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1241.78166750762,1291.86048691413,1286.7796966936,1291.252507549,1283.2973282837,1298.02926289238,1269.16567526966,1269.94318351942,1286.7796966936,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Thomas Watts","Thomas Watts",7447,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1225.90910563283,1252.06881002526,1286.66976167198,1271.05978164364,1283.1937689204,1289.22828769153,1248.45982932737,1281.12588081244,1286.66976167198,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Daniele Sette","Daniele Sette",2510,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1279.51739670555,1252.06881002526,1286.63497429571,1276.44674540613,1281.28244759742,1289.22828769153,1278.04566513532,1278.88796085337,1286.63497429571,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.32,0.0175438596491228,"M"
"Facundo Petereit","Facundo Petereit",6994,"Argentina",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1194.62604707457,1268.46271134022,1286.09038856906,1253.00638032678,1287.36556007086,1299.37623619424,1239.01179537139,1249.48198195602,1286.09038856906,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Christophe Torrent","Christophe Torrent",5602,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1265.00832798398,1252.24836623147,1286.04855073457,1283.18652906412,1277.54675735995,1294.91485299691,1283.88307543575,1259.90753318508,1286.04855073457,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
