FISName,Skier,ID,Nation,StartOrder,Bib,Is_Host_Nation,In_Startlist,Year,Run1,Run2,Time,Points,Discipline,Elo,Downhill_Elo,Slalom_Elo,Combined_Elo,Tech_Elo,Speed_Elo,Race_Elo,Race1_Prob,City,Country,Race_Type,Race_Date
Lenz Hächler,Lenz Hächler,6883,Switzerland,999,999,False,False,,,,,,Slalom,1319.7931745638311,1249.004193053197,1270.832806603775,1282.189991172562,1319.4363994052155,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Stefan Rieser,Stefan Rieser,5303,Austria,999,999,False,False,,,,,,Slalom,1306.412418216174,1375.0255047382668,1270.832806603775,1282.189991172562,1262.3651203966986,1299.7708499852513,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Ken Caillot,Ken Caillot,2994,France,999,999,False,False,,,,,,Slalom,1209.54029223451,1204.6441345209328,1270.832806603775,1282.189991172562,1262.3651203966986,1206.8601533942492,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Ryder Sarchett,Ryder Sarchett,6284,USA,999,999,False,False,,,,,,Slalom,1324.590503739977,1249.004193053197,1270.832806603775,1282.189991172562,1323.1160763078688,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Freddy Carrick-Smith,Freddy Carrick-Smith,8011,Great Britain,999,999,False,False,,,,,,Slalom,1247.6755959323584,1249.004193053197,1270.832806603775,1282.189991172562,1247.8010246687072,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Livio Simonet,Livio Simonet,5413,Switzerland,999,999,False,False,,,,,,Slalom,1149.6032561202828,1249.004193053197,1270.832806603775,1282.189991172562,1152.200658449961,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Ryoma Katayama,Ryoma Katayama,5578,Japan,999,999,False,False,,,,,,Slalom,1241.1579248956712,1249.004193053197,1270.832806603775,1282.189991172562,1241.429983882202,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Hannes Amman,Hannes Amman,5698,Germany,999,999,False,False,,,,,,Slalom,1206.0473741481171,1249.004193053197,1270.832806603775,1282.189991172562,1207.59168149963,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Pietro Tranchina,Pietro Tranchina,7025,France,999,999,False,False,,,,,,Slalom,1196.6015056934318,1249.004193053197,1270.832806603775,1282.189991172562,1198.3850386946178,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Wiliam St-Germain,Wiliam St-Germain,2483,Canada,999,999,False,False,,,,,,Slalom,1237.9800397511442,1249.004193053197,1270.832806603775,1282.189991172562,1238.277327842049,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Lukas Feurstein,Lukas Feurstein,5336,Austria,999,999,False,False,,,,,,Slalom,1402.6912916683088,1272.7441982151774,1270.832806603775,1282.189991172562,1344.002391000369,1409.6741928895726,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Aleix Aubert Serracanta,Aleix Aubert Serracanta,6824,Spain,999,999,False,False,,,,,,Slalom,1344.5448972409768,1249.004193053197,1270.832806603775,1282.189991172562,1341.6433046673935,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Loevan Parand,Loevan Parand,5340,France,999,999,False,False,,,,,,Slalom,1299.4318062714613,1249.004193053197,1270.832806603775,1282.189991172562,1296.317367327467,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Alban Elezi Cannaferina,Alban Elezi Cannaferina,5693,France,999,999,False,False,,,,,,Slalom,1390.3668836957258,1290.6532994841043,1270.832806603775,1282.189991172562,1383.0056432229862,1338.4412979848812,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Giovanni Franzoni,Giovanni Franzoni,5497,Italy,999,999,True,False,,,,,,Slalom,1498.0955056739783,1475.3550487436405,1270.832806603775,1288.237399822915,1225.808227810461,1511.9116048702326,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Rasmus Bakkevig,Rasmus Bakkevig,7233,Norway,999,999,False,False,,,,,,Slalom,1314.693231516423,1249.004193053197,1270.832806603775,1282.189991172562,1313.3487939410693,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Elian Lehto,Elian Lehto,4054,Finland,999,999,False,False,,,,,,Slalom,1434.9215241997365,1524.3227543408216,1270.832806603775,1259.2414217877304,1262.3651203966986,1424.017998414289,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Daniel Hemetsberger,Daniel Hemetsberger,4605,Austria,999,999,False,False,,,,,,Slalom,1496.6020410645592,1468.2883950347757,1270.832806603775,1282.189991172562,1262.3651203966986,1484.5416514277613,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Adrian Smiseth Sejersted,Adrian Smiseth Sejersted,2386,Norway,999,999,False,False,,,,,,Slalom,1437.4233922983503,1423.737998686752,1270.832806603775,1294.8358633183866,1262.3651203966986,1426.3367231942575,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Alexis Monney,Alexis Monney,5493,Switzerland,999,999,False,False,,,,,,Slalom,1597.0054349159104,1570.8779207344694,1270.832806603775,1282.189991172562,1299.8370018184055,1585.8566895519143,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Simon Jocher,Simon Jocher,4305,Germany,999,999,False,False,,,,,,Slalom,1422.6313653987766,1337.120381808625,1270.832806603775,1318.8184358502256,1262.3651203966986,1412.1838356807511,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Nils Allegre,Nils Allegre,2395,France,999,999,False,False,,,,,,Slalom,1590.3714384743553,1560.4800005383677,1270.832806603775,1332.0985101783897,1300.9401953540194,1577.8518931396638,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Blaise Giezendanner,Blaise Giezendanner,2476,France,999,999,False,False,,,,,,Slalom,1284.5449184079496,1361.2073132309015,1270.832806603775,1241.2506665902106,1262.3651203966986,1274.6601545718945,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Riley Seger,Riley Seger,4304,Canada,999,999,False,False,,,,,,Slalom,1307.7152352960948,1257.012460448225,1270.832806603775,1282.189991172562,1234.5837813118098,1305.4912892991206,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Charles Gamel Seigneur,Charles Gamel Seigneur,5612,France,999,999,False,False,,,,,,Slalom,1263.414486778899,1285.4316593744254,1270.832806603775,1282.189991172562,1262.3651203966986,1257.5584927826271,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Matthieu Bailet,Matthieu Bailet,2742,France,999,999,False,False,,,,,,Slalom,1329.41151503003,1245.9829420266572,1270.832806603775,1282.189991172562,1262.3651203966986,1321.2299418301457,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Andreas Ploier,Andreas Ploier,4998,Austria,999,999,False,False,,,,,,Slalom,1344.9088423524263,1349.778251665032,1270.832806603775,1282.189991172562,1262.3651203966986,1337.3940803519474,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Ander Mintegui,Ander Mintegui,6890,Spain,999,999,False,False,,,,,,Slalom,1174.157469629359,1121.118108611125,1270.832806603775,1282.189991172562,1262.3651203966986,1169.0305539648489,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Nils Alphand,Nils Alphand,4310,France,999,999,False,False,,,,,,Slalom,1444.4784174865313,1506.2865263045098,1270.832806603775,1282.189991172562,1262.3651203966986,1437.0840805192138,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Jeffrey Read,Jeffrey Read,2208,Canada,999,999,False,False,,,,,,Slalom,1282.4209078993608,1176.4415572382895,1270.832806603775,1245.945732831134,1262.3651203966986,1272.9757827326298,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Vincent Wieser,Vincent Wieser,5486,Austria,999,999,False,False,,,,,,Slalom,1277.7620867514129,1205.230079229181,1270.832806603775,1282.189991172562,1262.3651203966986,1269.4013186972595,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Lars Rösti,Lars Rösti,4300,Switzerland,999,999,False,False,,,,,,Slalom,1280.3211899607563,1276.981298001169,1270.832806603775,1282.189991172562,1262.3651203966986,1273.4374005969528,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Henrik Von Appen,Henrik Von Appen,2505,Chile,999,999,False,False,,,,,,Slalom,1269.4061757085371,1324.355394830738,1270.832806603775,1196.7856499897373,1286.5638477014754,1260.8857925566217,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Brodie Seger,Brodie Seger,2711,Canada,999,999,False,False,,,,,,Slalom,1357.647422275359,1287.1490649065645,1270.832806603775,1289.9163643753282,1295.3861260943154,1347.2698537330073,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Hayata Wakatsuki,Hayata Wakatsuki,4979,Japan,999,999,False,False,,,,,,Slalom,1116.900694179663,1249.004193053197,1270.832806603775,1282.189991172562,1119.982059464672,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Patrick Kenney,Patrick Kenney,3044,USA,999,999,False,False,,,,,,Slalom,1218.174968583676,1249.004193053197,1270.832806603775,1282.189991172562,1219.4214389225938,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Noel Zwischenbrugger,Noel Zwischenbrugger,6600,Austria,999,999,False,False,,,,,,Slalom,1203.0976060043608,1249.004193053197,1270.832806603775,1282.189991172562,1205.74284409057,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Otmar Striedinger,Otmar Striedinger,1956,Austria,999,999,False,False,,,,,,Slalom,1321.6154466605162,1315.1064478131373,1270.832806603775,1231.8119253530394,1262.3651203966986,1315.885238474373,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Cameron Alexander,Cameron Alexander,4306,Canada,999,999,False,False,,,,,,Slalom,1487.7764486306069,1534.404625703691,1270.832806603775,1282.189991172562,1262.3651203966986,1475.651733529453,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Florian Schieder,Florian Schieder,3043,Italy,999,999,True,False,,,,,,Slalom,1509.4713772669982,1595.501492334452,1270.832806603775,1272.2735609692602,1262.3651203966986,1498.4061196514508,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Marco Abbruzzese,Marco Abbruzzese,5426,Italy,999,999,True,False,,,,,,Slalom,1229.3822815328383,1282.295875600713,1270.832806603775,1282.189991172562,1262.3651203966986,1223.8801340982648,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Raphael Lessard,Raphael Lessard,5312,Canada,999,999,False,False,,,,,,Slalom,1185.023542144963,1134.331202556598,1270.832806603775,1282.189991172562,1252.7929014136264,1200.0390835329208,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Tanner Perkins,Tanner Perkins,6297,USA,999,999,False,False,,,,,,Slalom,1238.7923013758495,1249.004193053197,1270.832806603775,1282.189991172562,1262.3651203966986,1232.1011100283474,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Sam Morse,Sam Morse,2636,USA,999,999,False,False,,,,,,Slalom,1248.9513380478522,1248.7543426783352,1270.832806603775,1255.1925330086883,1262.3651203966986,1239.870086626399,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Benjamin Jacques Alliod,Benjamin Jacques Alliod,5631,Italy,999,999,True,False,,,,,,Slalom,1294.7815513557953,1380.2992281329286,1270.832806603775,1282.189991172562,1262.3651203966986,1287.2008213843208,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Nicolo Molteni,Nicolo Molteni,4296,Italy,999,999,True,False,,,,,,Slalom,1289.6896734996365,1242.9631491857022,1270.832806603775,1282.189991172562,1262.3651203966986,1282.3224902711656,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
James Crawford,James Crawford,2720,Canada,999,999,False,False,,,,,,Slalom,1365.7157170581236,1403.979500105341,1270.832806603775,1353.142687572314,1306.310286812437,1356.64436239825,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Felix Monsén,Felix Monsén,2567,Sweden,999,999,False,False,,,,,,Slalom,1306.847971443114,1281.1591290661804,1270.832806603775,1278.6833089026811,1262.3651203966986,1300.337249074022,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Stefan Rogentin,Stefan Rogentin,3505,Switzerland,999,999,False,False,,,,,,Slalom,1529.5554246246106,1394.6277781111864,1270.832806603775,1297.0615175151536,1279.821315759906,1519.4595790201786,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Stefan Babinsky,Stefan Babinsky,3039,Austria,999,999,False,False,,,,,,Slalom,1410.556605738697,1354.197979179428,1270.832806603775,1247.2311327336945,1287.086731678415,1400.7386583775112,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Franjo Von Allmen,Franjo Von Allmen,5674,Switzerland,999,999,False,False,,,,,,Slalom,1691.8096873194174,1675.818892972686,1270.832806603775,1282.189991172562,1262.3651203966986,1679.7379795084662,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Guglielmo Bosca,Guglielmo Bosca,2413,Italy,999,999,True,False,,,,,,Slalom,1429.8628322948728,1334.3774028797216,1270.832806603775,1244.934314297149,1262.3651203966986,1417.3886342627766,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Arnaud Boisset,Arnaud Boisset,4710,Switzerland,999,999,False,False,,,,,,Slalom,1351.6557830761371,1320.160586556689,1270.832806603775,1282.189991172562,1262.3651203966986,1343.0166574832017,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Nejc Naralocnik,Nejc Naralocnik,3001,Slovenia,999,999,False,False,,,,,,Slalom,1257.0053377697168,1267.4091809917225,1270.832806603775,1265.7280069443293,1262.3651203966986,1250.1785599740958,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Jaakko Tapanainen,Jaakko Tapanainen,5393,Finland,999,999,False,False,,,,,,Slalom,1176.0301896132528,1275.208620586482,1270.832806603775,1292.8414217877305,1262.3651203966986,1172.7550423200955,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Sam Alphand,Sam Alphand,4183,France,999,999,False,False,,,,,,Slalom,1291.1832825238678,1311.4695599478378,1270.832806603775,1272.7306870480093,1262.3651203966986,1285.7480244634978,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Taras Filiak,Taras Filiak,5437,Ukraine,999,999,False,False,,,,,,Slalom,1208.401422540321,1165.1004454172848,1270.832806603775,1282.189991172562,1262.3651203966986,1207.8511531799952,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Jared Goldberg,Jared Goldberg,2445,USA,999,999,False,False,,,,,,Slalom,1215.208366613039,1236.5278097669632,1270.832806603775,1314.6279344237632,1314.268581888086,1207.6108725259464,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Stefan Eichberger,Stefan Eichberger,5604,Austria,999,999,False,False,,,,,,Slalom,1494.657278236382,1475.484172655173,1270.832806603775,1282.189991172562,1262.3651203966986,1487.5505743272145,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Sandro Zurbrügg,Sandro Zurbrügg,5490,Switzerland,999,999,False,False,,,,,,Slalom,1153.86244344399,1249.004193053197,1270.832806603775,1282.189991172562,1157.2735106377568,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Niels Hintermann,Niels Hintermann,2768,Switzerland,999,999,False,False,,,,,,Slalom,1507.7960128960012,1552.6268696959062,1270.832806603775,1343.825749670995,1262.3651203966986,1500.0154659448135,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Maxence Muzaton,Maxence Muzaton,1990,France,999,999,False,False,,,,,,Slalom,1354.8770754788395,1368.7984761078835,1270.832806603775,1184.9137912722408,1262.3651203966986,1349.9753581428245,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Florian Loriot,Florian Loriot,5301,France,999,999,False,False,,,,,,Slalom,1151.022926502814,1221.4044566071614,1270.832806603775,1302.4312577702367,1262.3651203966986,1143.7008262934262,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Wiley Maple,Wiley Maple,1808,USA,999,999,False,False,,,,,,Slalom,1122.774929285649,1108.9578182382795,1270.832806603775,1246.815850898819,1262.3651203966986,1117.2314706946138,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Bryce Bennett,Bryce Bennett,2387,USA,999,999,False,False,,,,,,Slalom,1314.7520681912854,1357.1806314370283,1270.832806603775,1369.69327193369,1262.3651203966986,1304.623333417191,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Diego Orecchioni,Diego Orecchioni,5575,France,999,999,False,False,,,,,,Slalom,1223.4371956088694,1249.004193053197,1270.832806603775,1282.189991172562,1224.5952520408953,1251.070185390828,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Roy-Alexander Steudle,Roy-Alexander Steudle,5425,Great Britain,999,999,False,False,,,,,,Slalom,1090.893893978131,1079.2738829706125,1270.832806603775,1282.189991172562,1262.3651203966986,1088.451657117456,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Luis Vogt,Luis Vogt,5613,Germany,999,999,False,False,,,,,,Slalom,1245.2162402760237,1309.9421558231345,1270.832806603775,1282.189991172562,1262.3651203966986,1237.927461335873,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Maximilian Schwarz,Maximilian Schwarz,5705,Germany,999,999,False,False,,,,,,Slalom,1111.690292516463,1065.4267122968772,1270.832806603775,1282.189991172562,1262.3651203966986,1109.413590369723,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Alessio Miggiano,Alessio Miggiano,5726,Switzerland,999,999,False,False,,,,,,Slalom,1366.4271712690188,1413.5949860992946,1270.832806603775,1282.189991172562,1262.3651203966986,1358.543709334453,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Albert Ortega,Albert Ortega,4313,Spain,999,999,False,False,,,,,,Slalom,1287.4506548486818,1249.004193053197,1270.832806603775,1343.1735206006558,1286.5609013564292,1276.9742561663295,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Juhan Luik,Juhan Luik,2613,Estonia,999,999,False,False,,,,,,Slalom,1047.2245869143917,1031.4715399092902,1270.832806603775,1290.5814115556475,1262.3651203966986,1042.6613990786775,1270.832806603775,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Giovanni Borsotti,Giovanni Borsotti,114,Italy,999,999,True,False,,,,,,Slalom,1374.981304509078,1249.004193053197,1270.6809708965725,1246.203437301092,1383.6684665257148,1239.0812473443546,1270.6809708965725,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Cooper Puckett,Cooper Puckett,5567,USA,999,999,False,False,,,,,,Slalom,1246.995659086679,1249.004193053197,1267.2511923389443,1282.189991172562,1248.5167431697491,1251.070185390828,1267.2511923389443,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Christian Borgnaes,Christian Borgnaes,5528,Denmark,999,999,False,False,,,,,,Slalom,1265.0644327325538,1249.004193053197,1267.0467680672614,1318.0414217877303,1262.5906686961298,1287.2393675377566,1267.0467680672614,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Zan Kranjec,Zan Kranjec,1942,Slovenia,999,999,False,False,,,,,,Slalom,1568.5715533559548,1249.004193053197,1265.7958497729585,1282.189991172562,1565.885608277173,1251.070185390828,1265.7958497729585,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Romed Baumann,Romed Baumann,10,Germany,999,999,False,False,,,,,,Slalom,1346.6147863853766,1349.6557552991892,1264.9731792834236,1396.9747007195992,1262.55042703044,1336.0545360903477,1264.9731792834236,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Adam Novacek,Adam Novacek,7242,Slovakia,999,999,False,False,,,,,,Slalom,1267.486165166086,1249.004193053197,1260.530931811144,1282.189991172562,1268.9318580814438,1251.070185390828,1260.530931811144,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Andrej Drukarov,Andrej Drukarov,3014,Lithuania,999,999,False,False,,,,,,Slalom,1171.052526585726,1249.004193053197,1259.0314126463395,1282.189991172562,1172.991414038506,1277.5135759891896,1259.0314126463395,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Dominik Zerhoch,Dominik Zerhoch,5569,Germany,999,999,False,False,,,,,,Slalom,1260.007259145472,1249.004193053197,1252.7292293506416,1282.189991172562,1261.5119724619865,1251.070185390828,1252.7292293506416,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
River Radamus,River Radamus,2986,USA,999,999,False,False,,,,,,Slalom,1550.005835225113,1228.8153659776274,1252.395154558301,1340.4414217877302,1581.5441337247046,1367.9743486087802,1252.395154558301,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Camden Palmquist,Camden Palmquist,6322,USA,999,999,False,False,,,,,,Slalom,1256.23233122354,1249.004193053197,1249.6934776576768,1282.189991172562,1258.089653207055,1251.070185390828,1249.6934776576768,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
George Steffey,George Steffey,4295,USA,999,999,False,False,,,,,,Slalom,1207.924381844737,1249.004193053197,1243.7706450142837,1271.597014765223,1210.3105969641065,1251.070185390828,1243.7706450142837,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Barnabas Szollos,Barnabas Szollos,2755,Israel,999,999,False,False,,,,,,Slalom,1084.0892849174677,1059.6839054885245,1237.2565854860998,1344.5704943216208,1247.605488457836,1080.609298298273,1237.2565854860998,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Andreas Zampa,Andreas Zampa,1973,Slovakia,999,999,False,False,,,,,,Slalom,1221.918132991925,1223.3906497520516,1227.973249018149,1201.4335495263397,1221.9064130565318,1157.6233607186985,1227.973249018149,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Seigo Kato,Seigo Kato,2734,Japan,999,999,False,False,,,,,,Slalom,1244.5545298760032,1249.004193053197,1227.2410720555492,1282.189991172562,1242.868124843446,1251.070185390828,1227.2410720555492,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Adam Zampa,Adam Zampa,247,Slovakia,999,999,False,False,,,,,,Slalom,1182.7896794365486,1239.432768800959,1224.5872157039669,1351.3921203678683,1184.8229342143345,1219.340794303261,1224.5872157039669,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Peder Lunder,Peder Lunder,7230,Norway,999,999,False,False,,,,,,Slalom,1220.6415947563637,1249.004193053197,1206.7435663605463,1282.189991172562,1223.4588443293032,1251.070185390828,1206.7435663605463,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Liam Wallace,Liam Wallace,4988,Canada,999,999,False,False,,,,,,Slalom,1180.015970854722,1249.004193053197,1200.878756409755,1282.189991172562,1178.8850530407308,1251.070185390828,1200.878756409755,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Leo Anguenot,Leo Anguenot,2997,France,999,999,False,False,,,,,,Slalom,1446.0224482804222,1249.004193053197,1200.4422288539813,1282.189991172562,1443.5313344687052,1251.070185390828,1200.4422288539813,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Gustav Wissting,Gustav Wissting,7109,Sweden,999,999,False,False,,,,,,Slalom,1210.0152157934112,1249.004193053197,1200.0324768348146,1282.189991172562,1213.008129873544,1251.070185390828,1200.0324768348146,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Justin Murisier,Justin Murisier,67,Switzerland,999,999,False,False,,,,,,Slalom,1463.9058552480692,1485.214776344688,1196.904325813115,1348.4171399940494,1379.9263107756983,1458.6542195955672,1196.904325813115,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Stanley Buzek,Stanley Buzek,7088,USA,999,999,False,False,,,,,,Slalom,1211.2274991648749,1249.004193053197,1193.7629145659396,1282.189991172562,1214.6310981497154,1251.070185390828,1193.7629145659396,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Louis Muhlen-Schulte,Louis Muhlen-Schulte,3008,Australia,999,999,False,False,,,,,,Slalom,1160.2517982481909,1249.004193053197,1159.4545718406268,1282.189991172562,1160.9060632776695,1251.070185390828,1159.4545718406268,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Joaquim Salarich,Joaquim Salarich,2697,Spain,999,999,False,False,,,,,,Slalom,1164.4433201784384,1249.004193053197,1152.162221917995,1282.189991172562,1168.7990510336306,1251.070185390828,1152.162221917995,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Simon Maurberger,Simon Maurberger,2640,Italy,999,999,True,False,,,,,,Slalom,1148.0988214938643,1249.004193053197,1151.148467207235,1282.189991172562,1152.4945793202,1272.5451061544582,1151.148467207235,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Mikkel Remsøy,Mikkel Remsøy,5471,Norway,999,999,False,False,,,,,,Slalom,1159.457261206776,1249.004193053197,1142.3004320057448,1282.189991172562,1163.8029896692558,1251.070185390828,1142.3004320057448,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
Juan Del Campo,Juan Del Campo,2602,Spain,999,999,False,False,,,,,,Slalom,1140.2301887635797,1249.004193053197,1132.3376229213625,1282.189991172562,1144.1583017645466,1251.070185390828,1132.3376229213625,0.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
