FISName,Skier,ID,Nation,StartOrder,Bib,Is_Host_Nation,In_Startlist,Year,Run1,Run2,Time,Points,Discipline,Elo,Downhill_Elo,Super G_Elo,Giant Slalom_Elo,Slalom_Elo,Combined_Elo,Tech_Elo,Speed_Elo,Race_Elo,Race1_Prob,City,Country,Race_Type,Race_Date
Regine Heggelund Danielsen,Regine Heggelund Danielsen,6360,Norway,999,999,False,False,,,,,,Slalom,1283.0851768183636,1265.5709253288426,1272.5450984839335,1288.650888607412,1298.213709385791,1289.5884390520164,1282.5980051108509,1261.9723462816562,1298.213709385791,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nahia Vieira Da Fonte,Nahia Vieira Da Fonte,5951,Portugal,999,999,False,False,,,,,,Slalom,1275.7197797090853,1265.5709253288426,1300.0,1286.386836213262,1298.1659266214926,1300.0,1278.549309333669,1300.0,1298.1659266214926,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Maria Sakai,Maria Sakai,6226,Japan,999,999,False,False,,,,,,Slalom,1291.9117317504877,1265.5709253288426,1272.5450984839335,1292.3206093176684,1298.1236716893018,1289.5884390520164,1291.780185450889,1261.9723462816562,1298.1236716893018,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Laura Szalay,Laura Szalay,6285,Hungary,999,999,False,False,,,,,,Slalom,1298.1782177861596,1265.5709253288426,1272.5450984839335,1270.617575494574,1298.0912661079326,1289.5884390520164,1298.0575744300938,1261.9723462816562,1298.0912661079326,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Anna Trocker,Anna Trocker,6424,Italy,999,999,False,False,,,,,,Slalom,1278.3457679974238,1265.5709253288426,1272.5450984839335,1275.741457020982,1298.033965621987,1289.5884390520164,1278.14982864406,1261.9723462816562,1298.033965621987,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Allison Mollin,Allison Mollin,4773,USA,999,999,False,False,,,,,,Slalom,1298.8558089914925,1321.4671122470563,1214.8432147599617,1277.9202744301954,1297.857520401295,1300.0,1271.7232292452968,1282.0999912292998,1297.857520401295,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Tereza Koutna,Tereza Koutna,6303,Czechia,999,999,False,False,,,,,,Slalom,1286.1466922494849,1265.5709253288426,1272.5450984839335,1284.9738385201915,1297.8081685109803,1289.5884390520164,1285.6893783635085,1261.9723462816562,1297.8081685109803,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Myrthe Jager,Myrthe Jager,5971,Netherlands,999,999,False,False,,,,,,Slalom,1270.5685336880388,1265.5709253288426,1272.5450984839335,1281.984677529792,1297.8081685109803,1289.5884390520164,1272.8129915644515,1261.9723462816562,1297.8081685109803,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Matilde Pinilla,Matilde Pinilla,5625,Chile,999,999,False,False,,,,,,Slalom,1271.270826405307,1293.947296423537,1288.8741540260044,1288.9788088934274,1297.7911907268674,1298.1214340425647,1289.6388009162497,1282.5464975677094,1297.7911907268674,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Emma James,Emma James,5995,Canada,999,999,False,False,,,,,,Slalom,1284.3943254580693,1265.5709253288426,1300.0,1289.5197274007414,1297.5204265517702,1289.5884390520164,1284.8297444268287,1299.460905125164,1297.5204265517702,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Clementine Mannes,Clementine Mannes,5256,Belgium,999,999,False,False,,,,,,Slalom,1271.1628244070762,1265.5709253288426,1272.5450984839335,1283.22168119509,1297.304122783752,1289.5884390520164,1272.068545597838,1261.9723462816562,1297.304122783752,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Hanna Gret Teder,Hanna Gret Teder,5957,Estonia,999,999,False,False,,,,,,Slalom,1285.8495210181732,1265.5709253288426,1272.5450984839335,1289.7305034457038,1297.235555628732,1289.5884390520164,1285.9434488646675,1261.9723462816562,1297.235555628732,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Yuzuna Tani,Yuzuna Tani,6172,Japan,999,999,False,False,,,,,,Slalom,1294.2784749795144,1265.5709253288426,1272.5450984839335,1299.6823849390648,1297.2105924098814,1289.5884390520164,1294.1199355311896,1261.9723462816562,1297.2105924098814,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sabina Rejepova,Sabina Rejepova,5952,Uzbekistan,999,999,False,False,,,,,,Slalom,1275.373888030156,1265.5709253288426,1300.0,1274.509994836034,1297.2032122648975,1300.0,1275.9555950851864,1300.0,1297.2032122648975,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Emy Charbonnier,Emy Charbonnier,5506,France,999,999,True,False,,,,,,Slalom,1234.161694289436,1269.1303171412026,1270.6418229858707,1240.3589147596697,1297.0653004098256,1300.0,1251.1207994501844,1231.0792591570012,1297.0653004098256,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Jacqueline Wiles,Jacqueline Wiles,378,USA,999,999,False,False,,,,,,Slalom,1414.9910923056218,1478.854420950103,1213.7246034010784,1257.6392195887456,1297.062672841438,1258.836234834143,1253.317176667464,1397.390216023973,1297.062672841438,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Amelia Gillard,Amelia Gillard,5591,New Zealand,999,999,False,False,,,,,,Slalom,1223.0900094938745,1294.2365605936775,1294.8704346789718,1241.2398048370046,1297.055633688777,1299.158638226738,1227.5896725073194,1288.5341030066131,1297.055633688777,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Antonia Reischl,Antonia Reischl,5939,Germany,999,999,False,False,,,,,,Slalom,1245.009416631878,1282.9931677551483,1276.250656474043,1296.2508922471493,1297.0044242202105,1300.0,1290.723591992289,1255.437115386454,1297.0044242202105,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Helene Unhjem Oveland,Helene Unhjem Oveland,6246,Norway,999,999,False,False,,,,,,Slalom,1182.407761621983,1284.7966348882685,1259.3871403381393,1227.2275785572572,1296.989061928222,1289.5884390520164,1222.154088638883,1242.8462476302302,1296.989061928222,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Veronika Srobova,Veronika Srobova,5941,Slovakia,999,999,False,False,,,,,,Slalom,1279.5166882948345,1265.5709253288426,1298.719398454163,1289.429213138354,1296.9825351299178,1300.0,1283.4516310604736,1297.8325105689669,1296.9825351299178,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Marie-Jeanne Cazes,Marie-Jeanne Cazes,6013,Canada,999,999,False,False,,,,,,Slalom,1294.260728166842,1265.5709253288426,1299.3242159797262,1270.617575494574,1296.962528314861,1289.5884390520164,1295.8116409534905,1299.3570097407026,1296.962528314861,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Milagos Fernandez Castro,Milagos Fernandez Castro,6396,Argentina,999,999,False,False,,,,,,Slalom,1291.778332220815,1265.5709253288426,1272.5450984839335,1295.1390547241049,1296.9234689062807,1289.5884390520164,1291.24783702595,1261.9723462816562,1296.9234689062807,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Linn Liedholm,Linn Liedholm,5918,Sweden,999,999,False,False,,,,,,Slalom,1285.5289164122928,1265.5709253288426,1272.5450984839335,1290.2656256839018,1296.918141916441,1289.5884390520164,1285.2414544824042,1261.9723462816562,1296.918141916441,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Eabha McKenna,Eabha McKenna,5464,Ireland,999,999,False,False,,,,,,Slalom,1253.8853301983652,1296.6385771242603,1296.1518780425952,1277.3641171271152,1296.9033468377097,1300.0,1269.5419778564888,1291.7230145674314,1296.9033468377097,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Wenmiao Song,Wenmiao Song,5928,China,999,999,False,False,,,,,,Slalom,1289.32438824431,1300.7644218209043,1300.0,1293.068029440015,1296.8703334926795,1289.5884390520164,1286.4592234590411,1300.5182034241195,1296.8703334926795,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Tia Freshwater,Tia Freshwater,6270,Great Britain,999,999,False,False,,,,,,Slalom,1282.1017639095808,1265.5709253288426,1272.5450984839335,1292.9476431496762,1296.8606622079624,1289.5884390520164,1283.791097108934,1261.9723462816562,1296.8606622079624,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Louise Louwagie,Louise Louwagie,6391,Belgium,999,999,False,False,,,,,,Slalom,1287.810056970087,1265.5709253288426,1272.5450984839335,1293.6550908659224,1296.797248484342,1289.5884390520164,1289.5176107650293,1261.9723462816562,1296.797248484342,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Lara Kelly,Lara Kelly,6370,Australia,999,999,False,False,,,,,,Slalom,1296.2835665732937,1265.5709253288426,1272.5450984839335,1300.7303720688903,1296.797248484342,1289.5884390520164,1296.1585608134476,1261.9723462816562,1296.797248484342,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Beatrice Campeau,Beatrice Campeau,6510,Canada,999,999,False,False,,,,,,Slalom,1297.264840010504,1265.5709253288426,1272.5450984839335,1270.617575494574,1296.7399799698574,1289.5884390520164,1297.0717999028564,1261.9723462816562,1296.7399799698574,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Kanna Morikawa,Kanna Morikawa,5620,Japan,999,999,False,False,,,,,,Slalom,1277.843898345293,1265.5709253288426,1272.5450984839335,1287.776366765743,1296.711980254312,1289.5884390520164,1277.6025088589536,1261.9723462816562,1296.711980254312,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Chunjie Wu,Chunjie Wu,5854,China,999,999,False,False,,,,,,Slalom,1283.898726885649,1265.5709253288426,1272.5450984839335,1292.4746170200667,1296.540820098538,1289.5884390520164,1283.9494347769266,1261.9723462816562,1296.540820098538,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Elisabeth Bergan,Elisabeth Bergan,6429,USA,999,999,False,False,,,,,,Slalom,1287.1160558400009,1265.5709253288426,1272.5450984839335,1291.1141218814123,1296.4231891937654,1289.5884390520164,1286.2403605070913,1261.9723462816562,1296.4231891937654,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Georgea Fisher-Smith,Georgea Fisher-Smith,6421,USA,999,999,False,False,,,,,,Slalom,1290.2523843205604,1265.5709253288426,1299.4051910354483,1295.8272397932467,1296.4231891937654,1289.5884390520164,1291.6260686467415,1299.480942274027,1296.4231891937654,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nadia Leunig,Nadia Leunig,6426,USA,999,999,False,False,,,,,,Slalom,1291.4513972862262,1265.5709253288426,1272.5450984839335,1295.2347761504652,1296.4231891937654,1289.5884390520164,1290.865170439952,1261.9723462816562,1296.4231891937654,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Eden Demino,Eden Demino,6422,USA,999,999,False,False,,,,,,Slalom,1291.2891502462166,1265.5709253288426,1299.4051910354483,1296.9283228257375,1296.4231891937654,1289.5884390520164,1292.7354485952635,1299.480942274027,1296.4231891937654,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Pernilla Borgia,Pernilla Borgia,6427,USA,999,999,False,False,,,,,,Slalom,1288.1528095688473,1265.5709253288426,1272.5450984839335,1292.215204913903,1296.4231891937654,1289.5884390520164,1287.3497163090844,1261.9723462816562,1296.4231891937654,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sophia Falter,Sophia Falter,5837,USA,999,999,False,False,,,,,,Slalom,1281.5187730272323,1297.3332341750915,1298.416897056732,1291.1141218814123,1296.4231891937654,1289.5884390520164,1286.2403605070913,1296.290152686397,1296.4231891937654,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Madeleine Beck,Madeleine Beck,5214,Liechtenstein,999,999,False,False,,,,,,Slalom,1302.4625815414552,1265.5709253288426,1272.5450984839335,1305.8506252593647,1296.4038026315602,1289.5884390520164,1303.4162966676845,1261.9723462816562,1296.4038026315602,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Alena Labastova,Alena Labastova,4325,Czechia,999,999,False,False,,,,,,Slalom,1274.1378393086334,1280.9641222056837,1288.4342377293376,1294.839794934455,1296.3990479630768,1300.0,1292.204803069491,1273.7052922508271,1296.3990479630768,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Corinne Suter,Corinne Suter,177,Switzerland,999,999,False,False,,,,,,Slalom,1561.547431277652,1528.0724544264397,1473.1423116776632,1293.3895040296293,1296.1968281546187,1286.4717196496076,1296.2067354115736,1548.9338459847763,1296.1968281546187,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Eleni Zikou,Eleni Zikou,6279,Greece,999,999,False,False,,,,,,Slalom,1271.983996770293,1265.5709253288426,1298.719398454163,1288.5433110197123,1296.0650690289754,1289.5884390520164,1277.4663700590404,1297.8325105689669,1296.0650690289754,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Alicia Socia,Alicia Socia,6341,Peru,999,999,False,False,,,,,,Slalom,1272.8272000650825,1265.5709253288426,1272.5450984839335,1287.158511171281,1296.0650690289754,1289.5884390520164,1274.7634473674975,1261.9723462816562,1296.0650690289754,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Yuki Tanae,Yuki Tanae,6528,Japan,999,999,False,False,,,,,,Slalom,1291.6002903070037,1265.5709253288426,1272.5450984839335,1296.8740619632044,1295.9737366408633,1289.5884390520164,1291.0538630199496,1261.9723462816562,1295.9737366408633,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Meixia Wang,Meixia Wang,5870,China,999,999,False,False,,,,,,Slalom,1286.2435637410476,1299.1813599316536,1300.5076141282718,1293.4391981728086,1295.9097905020549,1289.5884390520164,1283.9985288210692,1299.9235981352158,1295.9097905020549,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Lucy Holdaway,Lucy Holdaway,6367,New Zealand,999,999,False,False,,,,,,Slalom,1296.3014892867052,1265.5709253288426,1272.5450984839335,1300.0,1295.8563738705288,1289.5884390520164,1296.0391699254671,1261.9723462816562,1295.8563738705288,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Alexia Gooding,Alexia Gooding,6368,New Zealand,999,999,False,False,,,,,,Slalom,1296.3014892867052,1265.5709253288426,1272.5450984839335,1300.0,1295.8563738705288,1289.5884390520164,1296.0391699254671,1261.9723462816562,1295.8563738705288,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Olympia Pappos,Olympia Pappos,6372,Norway,999,999,False,False,,,,,,Slalom,1296.3014892867052,1265.5709253288426,1272.5450984839335,1300.0,1295.8563738705288,1289.5884390520164,1296.0391699254671,1261.9723462816562,1295.8563738705288,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Violette Leydet,Violette Leydet,6361,France,999,999,True,False,,,,,,Slalom,1295.7199590674436,1265.5709253288426,1272.5450984839335,1300.7303720688903,1295.8563738705288,1289.5884390520164,1295.5530163774304,1261.9723462816562,1295.8563738705288,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Maggie Cormack,Maggie Cormack,6363,Canada,999,999,False,False,,,,,,Slalom,1296.3014892867052,1265.5709253288426,1272.5450984839335,1300.0,1295.8563738705288,1289.5884390520164,1296.0391699254671,1261.9723462816562,1295.8563738705288,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Maika Lennox-King,Maika Lennox-King,6233,Canada,999,999,False,False,,,,,,Slalom,1288.768687700278,1298.0371097514023,1297.919034565497,1300.0,1295.8563738705288,1289.5884390520164,1296.0391699254671,1296.1999960530943,1295.8563738705288,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Molly McKinney,Molly McKinney,6371,New Zealand,999,999,False,False,,,,,,Slalom,1294.964109076854,1265.5709253288426,1272.5450984839335,1299.2645413816542,1295.8563738705288,1289.5884390520164,1294.675611033672,1261.9723462816562,1295.8563738705288,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Josie Sarchett,Josie Sarchett,6387,USA,999,999,False,False,,,,,,Slalom,1295.7662212222942,1265.5709253288426,1272.5450984839335,1300.7303720688903,1295.657133321194,1289.5884390520164,1295.6035562556367,1261.9723462816562,1295.657133321194,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Ngai Man Chen,Ngai Man Chen,6229,Hong Kong,999,999,False,False,,,,,,Slalom,1283.8165280193462,1265.5709253288426,1272.5450984839335,1290.7842700667886,1295.6323449510874,1289.5884390520164,1283.4806553798062,1261.9723462816562,1295.6323449510874,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Alexanne Patry,Alexanne Patry,6507,Canada,999,999,False,False,,,,,,Slalom,1292.464733413769,1265.5709253288426,1272.5450984839335,1296.575921912266,1295.5137710272234,1289.5884390520164,1291.9258234754495,1261.9723462816562,1295.5137710272234,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Alice Calaba,Alice Calaba,4068,Italy,999,999,False,False,,,,,,Slalom,1150.663609282385,1231.430580352334,1213.0530063411106,1297.32014716677,1295.413613397063,1300.0,1290.0353169508785,1161.0643171777213,1295.413613397063,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Isabel Watterson,Isabel Watterson,6390,New Zealand,999,999,False,False,,,,,,Slalom,1295.6305929871028,1265.5709253288426,1272.5450984839335,1300.7303720688903,1295.407835049266,1289.5884390520164,1295.460171846951,1261.9723462816562,1295.407835049266,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nana Omori,Nana Omori,6515,Japan,999,999,False,False,,,,,,Slalom,1286.926763428224,1265.5709253288426,1272.5450984839335,1293.5915687142278,1295.3087616254445,1289.5884390520164,1286.0755817911613,1261.9723462816562,1295.3087616254445,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Soneva Scott,Soneva Scott,6395,Ireland,999,999,False,False,,,,,,Slalom,1288.6499070400816,1265.5709253288426,1272.5450984839335,1294.4509285633624,1295.3087616254445,1289.5884390520164,1287.9168791122215,1261.9723462816562,1295.3087616254445,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Riria Aono,Riria Aono,6527,Japan,999,999,False,False,,,,,,Slalom,1290.9965183758704,1265.5709253288426,1272.5450984839335,1296.8740619632044,1295.3087616254445,1289.5884390520164,1290.4055974999285,1261.9723462816562,1295.3087616254445,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Xin Wang,Xin Wang,5874,China,999,999,False,False,,,,,,Slalom,1276.2908190074108,1299.1813599316536,1299.4438998425576,1289.8403955212898,1295.1272538447977,1289.5884390520164,1281.6660402589944,1298.8096711945764,1295.1272538447977,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sophie Podivinsky,Sophie Podivinsky,6349,Canada,999,999,False,False,,,,,,Slalom,1274.2704360153073,1265.5709253288426,1297.308872225038,1289.2196396250697,1295.1134025152378,1289.5884390520164,1281.671060775009,1297.0462557723622,1295.1134025152378,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Minori Tanaka,Minori Tanaka,5578,Japan,999,999,False,False,,,,,,Slalom,1284.546529250086,1265.5709253288426,1272.5450984839335,1295.0635341561144,1295.088545419209,1289.5884390520164,1284.9329076075812,1261.9723462816562,1295.088545419209,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Manon Chad,Manon Chad,5392,Lebanon,999,999,False,False,,,,,,Slalom,1285.0730979624357,1265.5709253288426,1299.370391164523,1284.2745899396125,1294.7179766436109,1300.0,1285.4844591447768,1299.3156423723974,1294.7179766436109,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Bernadett Balogh Lorinc,Bernadett Balogh Lorinc,5973,Romania,999,999,False,False,,,,,,Slalom,1294.2095640324692,1265.5709253288426,1272.5450984839335,1284.3376629748402,1294.6602772885362,1289.5884390520164,1294.2897645136904,1261.9723462816562,1294.6602772885362,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Mariia Lysenko,Mariia Lysenko,6529,Ukraine,999,999,False,False,,,,,,Slalom,1274.1837276233202,1265.5709253288426,1298.1886001820783,1292.9476431496762,1294.5804318816668,1289.5884390520164,1281.5510971089338,1297.2938701424914,1294.5804318816668,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Laurence Bouchard,Laurence Bouchard,5552,Canada,999,999,False,False,,,,,,Slalom,1265.1866473435416,1265.5709253288426,1297.529659746123,1283.8726357857513,1294.521352878142,1289.5884390520164,1274.232241907126,1295.8728511580082,1294.521352878142,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Liv Chepeaux,Liv Chepeaux,6344,Belgium,999,999,False,False,,,,,,Slalom,1279.73972097324,1265.5709253288426,1272.5450984839335,1292.9476431496762,1294.4566788829648,1289.5884390520164,1282.0098202098825,1261.9723462816562,1294.4566788829648,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Alexandra Nodder,Alexandra Nodder,6028,Canada,999,999,False,False,,,,,,Slalom,1278.4911025957194,1265.5709253288426,1272.5450984839335,1286.2225176072598,1294.3336889131322,1289.5884390520164,1277.4008278955162,1261.9723462816562,1294.3336889131322,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sophie Skytta,Sophie Skytta,6456,USA,999,999,False,False,,,,,,Slalom,1281.759729407713,1265.5709253288426,1272.5450984839335,1289.0214578270368,1294.3336889131322,1289.5884390520164,1280.4680105186344,1261.9723462816562,1294.3336889131322,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Mari Renick,Mari Renick,6417,USA,999,999,False,False,,,,,,Slalom,1271.5912875884164,1299.7491529842537,1298.0691616385575,1284.296278168435,1294.3336889131322,1289.5884390520164,1275.7934116264928,1296.8579426929332,1294.3336889131322,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Holmfridur Dora Fridgeirsdottir,Holmfridur Dora Fridgeirsdottir,2990,Iceland,999,999,False,False,,,,,,Slalom,1241.1240462449423,1259.6059327714738,1260.4291672610718,1293.277191065847,1294.136494901875,1289.5884390520164,1288.9534919884877,1234.5409067889289,1294.136494901875,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Mirjam Puchner,Mirjam Puchner,175,Austria,999,999,False,False,,,,,,Slalom,1485.997620152585,1471.4880222238232,1415.39656571228,1250.0759053436868,1294.073455970368,1293.873461404463,1251.3551937588634,1468.9002820375763,1294.073455970368,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sara Jane Mikell,Sara Jane Mikell,6430,USA,999,999,False,False,,,,,,Slalom,1281.7329436112818,1265.5709253288426,1272.5450984839335,1289.5807786148648,1294.067849345303,1289.5884390520164,1280.475181452375,1261.9723462816562,1294.067849345303,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Jessica McLellan,Jessica McLellan,6223,Canada,999,999,False,False,,,,,,Slalom,1293.137061363176,1265.5709253288426,1272.5450984839335,1270.617575494574,1294.067849345303,1289.5884390520164,1292.6367277390395,1261.9723462816562,1294.067849345303,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Dongli Wang,Dongli Wang,5852,China,999,999,False,False,,,,,,Slalom,1276.7784713602848,1265.5709253288426,1272.5450984839335,1288.9514812640575,1293.7252001974985,1289.5884390520164,1276.4547456990815,1261.9723462816562,1293.7252001974985,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Aoxue Sun,Aoxue Sun,5866,China,999,999,False,False,,,,,,Slalom,1272.707442196954,1299.3041559419055,1272.5450984839335,1285.6940506526455,1293.5374001734922,1289.5884390520164,1272.7589190911533,1299.4042764834803,1293.5374001734922,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Silja Koskinen,Silja Koskinen,5220,Finland,999,999,False,False,,,,,,Slalom,1290.5247853189076,1265.5709253288426,1272.5450984839335,1294.0839546940194,1293.520919575022,1289.5884390520164,1291.628380910843,1261.9723462816562,1293.520919575022,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Alessia Boesch,Alessia Boesch,6120,Switzerland,999,999,False,False,,,,,,Slalom,1260.042244348809,1285.0588509921963,1293.5443030437443,1299.6317332214503,1293.511091401731,1289.5884390520164,1292.2713240147089,1271.858628223988,1293.511091401731,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Cate Dance,Cate Dance,5305,Australia,999,999,False,False,,,,,,Slalom,1261.5803639750443,1265.5709253288426,1299.1686267540474,1276.0570299027102,1293.4786474045827,1289.5884390520164,1264.110789955965,1299.2499875881692,1293.4786474045827,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Kotoha Mori,Kotoha Mori,6171,Japan,999,999,False,False,,,,,,Slalom,1278.4927041139483,1265.5709253288426,1272.5450984839335,1287.1550319343237,1293.462315063526,1289.5884390520164,1277.8522333031417,1261.9723462816562,1293.462315063526,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Serena Stebler,Serena Stebler,6121,Switzerland,999,999,False,False,,,,,,Slalom,1291.716792654922,1265.5709253288426,1272.5450984839335,1299.686973238233,1293.4584209062898,1289.5884390520164,1291.687305821776,1261.9723462816562,1293.4584209062898,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Rachel Tiviluk,Rachel Tiviluk,6024,Canada,999,999,False,False,,,,,,Slalom,1261.5587641089685,1265.5709253288426,1300.0,1278.2548117812491,1293.247854405419,1289.5884390520164,1264.8334726034036,1300.0,1293.247854405419,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Hanna Iguchi,Hanna Iguchi,5849,Japan,999,999,False,False,,,,,,Slalom,1275.51767446966,1265.5709253288426,1272.5450984839335,1288.966681890454,1293.230176036517,1289.5884390520164,1275.9488494435902,1261.9723462816562,1293.230176036517,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Greta Small,Greta Small,248,Australia,999,999,False,False,,,,,,Slalom,1027.1030460809477,1056.9277904421986,1111.508659403541,1301.3551959533315,1293.1470082897356,1258.2357838227342,1294.4663497541335,1011.614353524374,1293.1470082897356,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Wakana Toya,Wakana Toya,6149,Japan,999,999,False,False,,,,,,Slalom,1282.5866053586103,1265.5709253288426,1272.5450984839335,1293.436197844056,1293.1422713583947,1289.5884390520164,1282.1921135641917,1261.9723462816562,1293.1422713583947,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Chloe Pratt,Chloe Pratt,6362,New Zealand,999,999,False,False,,,,,,Slalom,1292.3315030774231,1265.5709253288426,1272.5450984839335,1299.6292890363995,1293.0882877464096,1289.5884390520164,1291.9316430777185,1261.9723462816562,1293.0882877464096,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nika Kamimura,Nika Kamimura,5581,Japan,999,999,False,False,,,,,,Slalom,1287.7759518363805,1265.5709253288426,1272.5450984839335,1294.158645040735,1292.967590012851,1289.5884390520164,1286.8176943631474,1261.9723462816562,1292.967590012851,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nayae Lee,Nayae Lee,5533,South Korea,999,999,False,False,,,,,,Slalom,1266.840724798418,1265.5709253288426,1300.0,1289.1666368372953,1292.5333394476916,1300.0,1274.160877201039,1300.0,1292.5333394476916,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Florencia Aramburo,Florencia Aramburo,5626,Chile,999,999,False,False,,,,,,Slalom,1248.091827488369,1288.177946280298,1289.2908366806198,1285.1654776212094,1292.5076484678575,1300.0,1277.860078456824,1275.987039021015,1292.5076484678575,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Tylee Carr,Tylee Carr,6076,Canada,999,999,False,False,,,,,,Slalom,1276.2156068890365,1298.0371097514023,1298.95786215455,1292.7178841584075,1292.4351099976757,1289.5884390520164,1280.4968765043775,1297.417613942794,1292.4351099976757,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Abbey Evans,Abbey Evans,5972,Australia,999,999,False,False,,,,,,Slalom,1261.1722191481254,1265.5709253288426,1297.105477772656,1285.3409138534882,1292.4290183982462,1289.5884390520164,1271.7819990983965,1295.4646935382943,1292.4290183982462,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
