FISName,Skier,ID,Nation,StartOrder,Bib,Is_Host_Nation,In_Startlist,Year,Run1,Run2,Time,Points,Discipline,Elo,Downhill_Elo,Super G_Elo,Giant Slalom_Elo,Slalom_Elo,Combined_Elo,Tech_Elo,Speed_Elo,Race_Elo,Race1_Prob,City,Country,Race_Type,Race_Date
Emma Holmqvist,Emma Holmqvist,6526,Sweden,999,999,False,False,,,,,,Slalom,1276.879836767749,1265.5709253288426,1272.5450984839335,1270.617575494574,1276.1497384853674,1289.5884390520164,1275.389601379284,1261.9723462816562,1276.1497384853674,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Kanon Okada,Kanon Okada,6332,Japan,999,999,False,False,,,,,,Slalom,1267.5513921392894,1265.5709253288426,1272.5450984839335,1295.0431691537306,1275.9752219224004,1289.5884390520164,1266.2981450495593,1261.9723462816562,1275.9752219224004,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Neringa Stepanauskaite,Neringa Stepanauskaite,6289,Lithuania,999,999,False,False,,,,,,Slalom,1276.9913820022612,1297.3182435679523,1272.5450984839335,1294.0231435395706,1275.8769750264166,1289.5884390520164,1275.5763792926775,1297.8325105689669,1275.8769750264166,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Minna Bont,Minna Bont,6249,Switzerland,999,999,False,False,,,,,,Slalom,1276.1209472005137,1265.5709253288426,1272.5450984839335,1300.0,1275.7817890313904,1289.5884390520164,1274.539891218728,1261.9723462816562,1275.7817890313904,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Hannah Jensen,Hannah Jensen,6163,Canada,999,999,False,False,,,,,,Slalom,1239.957836188423,1298.731689067993,1298.7303609916776,1272.0936575328626,1275.7058377767296,1289.5884390520164,1244.5286181646147,1297.5566083894964,1275.7058377767296,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Ellie Coomber,Ellie Coomber,6129,Australia,999,999,False,False,,,,,,Slalom,1240.5756352878636,1295.5370614548362,1293.2650089263263,1279.817601386239,1275.594292087519,1289.5884390520164,1255.560705612388,1286.755141777756,1275.594292087519,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nora Hall,Nora Hall,5984,Norway,999,999,False,False,,,,,,Slalom,1171.4224698392609,1265.5709253288426,1272.5450984839335,1207.130638656198,1275.5428137736426,1289.5884390520164,1172.980635549708,1261.9723462816562,1275.5428137736426,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nicole Begue,Nicole Begue,5327,Argentina,999,999,False,False,,,,,,Slalom,1247.7406609144373,1256.287576392302,1283.8358125324871,1234.6013397592612,1275.534966301438,1300.0,1212.252780230007,1247.2257857948,1275.534966301438,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Ambra Pomare,Ambra Pomare,5211,Italy,999,999,False,False,,,,,,Slalom,1262.7976272551032,1265.5709253288426,1272.5450984839335,1259.2011636073614,1275.5265172740303,1289.5884390520164,1262.055277089282,1261.9723462816562,1275.5265172740303,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Ayano Yokoo,Ayano Yokoo,5409,Japan,999,999,False,False,,,,,,Slalom,1244.6267392417008,1265.5709253288426,1272.5450984839335,1275.6975911367683,1275.3635759616875,1289.5884390520164,1248.1131438746092,1261.9723462816562,1275.3635759616875,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Julia Cunningham,Julia Cunningham,5833,USA,999,999,False,False,,,,,,Slalom,1221.7479123904366,1295.9622513265665,1293.404287998929,1269.2896030948898,1275.3314425183858,1289.5884390520164,1240.7156186591783,1288.184859435237,1275.3314425183858,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Dyllan Guay,Dyllan Guay,6077,USA,999,999,False,False,,,,,,Slalom,1255.9334748960864,1265.5709253288426,1272.5450984839335,1283.2773432908682,1275.2632078459208,1289.5884390520164,1254.5188183440705,1261.9723462816562,1275.2632078459208,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nagisa Watanabe,Nagisa Watanabe,5567,Japan,999,999,False,False,,,,,,Slalom,1247.7345725949465,1265.5709253288426,1272.5450984839335,1280.400827289155,1275.0995918855567,1289.5884390520164,1249.0231375599742,1261.9723462816562,1275.0995918855567,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Brooke Brown,Brooke Brown,5840,USA,999,999,False,False,,,,,,Slalom,1249.5373270361383,1300.0,1298.762871443694,1284.0827955221143,1274.993166260802,1289.5884390520164,1251.840591036162,1298.5633187121218,1274.993166260802,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Kajsa Vickhoff Lie,Kajsa Vickhoff Lie,2963,Norway,999,999,False,False,,,,,,Slalom,1558.2417278621522,1507.0055388691587,1538.3240244566678,1348.715706956409,1274.8773745575018,1266.0037814669497,1357.165894151943,1595.688042578162,1274.8773745575018,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Adriane Steinsvik,Adriane Steinsvik,5590,Norway,999,999,False,False,,,,,,Slalom,1211.9165286548068,1265.5709253288426,1272.5450984839335,1224.462862051853,1274.8303621882137,1289.5884390520164,1209.1899802948749,1261.9723462816562,1274.8303621882137,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Samuelle Simard,Samuelle Simard,6352,Canada,999,999,False,False,,,,,,Slalom,1256.2481597882552,1265.5709253288426,1272.5450984839335,1285.2778135784652,1274.621286365902,1289.5884390520164,1254.9340227498042,1261.9723462816562,1274.621286365902,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Hadley Reed,Hadley Reed,6221,USA,999,999,False,False,,,,,,Slalom,1255.9064667292864,1265.5709253288426,1272.5450984839335,1287.858324978234,1274.4345087379515,1289.5884390520164,1254.4644210338834,1261.9723462816562,1274.4345087379515,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Arianna Putzer,Arianna Putzer,6326,Italy,999,999,False,False,,,,,,Slalom,1192.5698552095264,1293.3728409688883,1257.4228999621075,1271.994056159284,1274.1749046906505,1289.5884390520164,1242.488587416644,1241.1520069602516,1274.1749046906505,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Helaina Rivers,Helaina Rivers,6401,Jamaica,999,999,False,False,,,,,,Slalom,1297.593684434966,1265.5709253288426,1272.5450984839335,1297.5580047731949,1274.05236115436,1289.5884390520164,1297.4432044434948,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Delfina Schulze,Delfina Schulze,6402,Argentina,999,999,False,False,,,,,,Slalom,1295.208628506474,1265.5709253288426,1272.5450984839335,1295.1390547241049,1274.05236115436,1289.5884390520164,1294.910659430128,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Viktoria Bürgler,Viktoria Bürgler,4323,Austria,999,999,False,False,,,,,,Slalom,1234.1044888573056,1220.6449716124878,1272.0134734668889,1227.5687396063777,1274.05236115436,1300.0,1234.5070644723676,1224.5082402219489,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Klaudia Muniak,Klaudia Muniak,6299,Poland,999,999,False,False,,,,,,Slalom,1284.5890607833494,1265.5709253288426,1272.5450984839335,1288.5433110197123,1274.05236115436,1289.5884390520164,1285.9492558672098,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Chelsea Charles,Chelsea Charles,6346,Trinidad & Tobago,999,999,False,False,,,,,,Slalom,1288.3719727418602,1298.345924721668,1272.5450984839335,1295.1498092146585,1274.05236115436,1289.5884390520164,1294.9092558672098,1297.5617957683737,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Amalia Cosmelli,Amalia Cosmelli,6406,Chile,999,999,False,False,,,,,,Slalom,1288.5935792763712,1294.0309027701642,1297.984272700385,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1289.8923194205015,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Blanca Novoa,Blanca Novoa,6407,Chile,999,999,False,False,,,,,,Slalom,1275.369264428827,1295.5370614548362,1289.227476636685,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1282.8584500243917,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sarah Decary,Sarah Decary,6454,Canada,999,999,False,False,,,,,,Slalom,1296.099683791208,1265.5709253288426,1272.5450984839335,1297.237138266409,1274.05236115436,1289.5884390520164,1295.8132377805478,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Lily Marie Guillaume,Lily Marie Guillaume,6482,France,999,999,True,False,,,,,,Slalom,1269.947415506946,1291.335105119832,1289.1457384786654,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1276.161924615725,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Camille Salaris,Camille Salaris,5523,France,999,999,True,False,,,,,,Slalom,1238.8272195648344,1279.7771893601416,1270.3440070540255,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1243.6360749985702,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Lilou Ancenay,Lilou Ancenay,6481,France,999,999,True,False,,,,,,Slalom,1242.7632190631423,1291.335105119832,1268.2083753623367,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1254.2509379696146,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Leonie Barrat,Leonie Barrat,6478,France,999,999,True,False,,,,,,Slalom,1245.1348226224372,1293.3728409688883,1268.2083753623367,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1256.5829026585232,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Leilou Brissot,Leilou Brissot,6484,France,999,999,True,False,,,,,,Slalom,1269.947415506946,1291.335105119832,1289.1457384786654,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1276.161924615725,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Solveig Grønningsæter,Solveig Grønningsæter,6359,Norway,999,999,False,False,,,,,,Slalom,1276.0686884034458,1265.5709253288426,1272.5450984839335,1278.5759991884631,1274.05236115436,1289.5884390520164,1275.5256872221053,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Elodie Olsen,Elodie Olsen,6235,USA,999,999,False,False,,,,,,Slalom,1285.60758602849,1295.108758146791,1297.6916153832087,1296.9283228257375,1274.05236115436,1289.5884390520164,1296.3814980799712,1292.8916478120143,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Bobbi Jo Griffin,Bobbi Jo Griffin,5195,USA,999,999,False,False,,,,,,Slalom,1213.17351787119,1248.6618575813577,1282.0180228452211,1279.2062518415685,1274.05236115436,1289.5884390520164,1276.2396908550782,1231.1229706483375,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Haley Cutler,Haley Cutler,5280,USA,999,999,False,False,,,,,,Slalom,1233.8538684047508,1242.6409121141376,1221.4551167988193,1286.9782784858494,1274.05236115436,1289.5884390520164,1286.13723552187,1220.7742488535632,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Josephine Howe,Josephine Howe,6167,USA,999,999,False,False,,,,,,Slalom,1290.7166635313915,1265.5709253288426,1299.4051910354483,1295.2347761504652,1274.05236115436,1289.5884390520164,1294.4933126726444,1299.480942274027,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Chaewon Lee,Chaewon Lee,6480,South Korea,999,999,False,False,,,,,,Slalom,1280.403210692314,1265.5709253288426,1272.5450984839335,1293.169868480753,1274.05236115436,1289.5884390520164,1288.6117809750854,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Akiko Muramatsu,Akiko Muramatsu,5435,Japan,999,999,False,False,,,,,,Slalom,1282.897966096756,1265.5709253288426,1272.5450984839335,1294.134541212469,1274.05236115436,1289.5884390520164,1290.961844449271,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Laura Lantenois,Laura Lantenois,6483,France,999,999,True,False,,,,,,Slalom,1269.947415506946,1291.335105119832,1289.1457384786654,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1276.161924615725,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Marylou Avenel,Marylou Avenel,6485,France,999,999,True,False,,,,,,Slalom,1269.947415506946,1291.335105119832,1289.1457384786654,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1276.161924615725,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Esme Roberts,Esme Roberts,6393,USA,999,999,False,False,,,,,,Slalom,1298.3474966899014,1265.5709253288426,1272.5450984839335,1299.6319282067432,1274.05236115436,1289.5884390520164,1298.3669607536267,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Ana Bokal,Ana Bokal,5495,Slovenia,999,999,False,False,,,,,,Slalom,1265.4720472997676,1297.7205070327595,1298.1886001820783,1270.547786995702,1274.05236115436,1300.0,1264.916746950507,1295.4646935382943,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Duru Yikici,Duru Yikici,6530,Turkey,999,999,False,False,,,,,,Slalom,1293.7336055043538,1265.5709253288426,1298.1886001820783,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1297.2938701424914,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Franziska Leitner,Franziska Leitner,6469,Austria,999,999,False,False,,,,,,Slalom,1287.5531850299392,1265.5709253288426,1290.3043091834174,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1289.0605975452063,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Abby Kelleher,Abby Kelleher,6389,USA,999,999,False,False,,,,,,Slalom,1299.694108070452,1265.5709253288426,1272.5450984839335,1300.3656244141453,1274.05236115436,1289.5884390520164,1299.7407462377057,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Isabelle Chiron,Isabelle Chiron,6386,Australia,999,999,False,False,,,,,,Slalom,1300.0,1265.5709253288426,1272.5450984839335,1300.0,1274.05236115436,1289.5884390520164,1300.0,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Karen Onozato,Karen Onozato,6436,Japan,999,999,False,False,,,,,,Slalom,1293.281233844893,1265.5709253288426,1272.5450984839335,1296.211270157235,1274.05236115436,1289.5884390520164,1292.8247450979356,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Ruthie Demino,Ruthie Demino,5843,USA,999,999,False,False,,,,,,Slalom,1298.147484257673,1299.1683229597818,1299.361542797217,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1298.664732930936,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Madison Von Melville,Madison Von Melville,6069,USA,999,999,False,False,,,,,,Slalom,1274.4493379368414,1294.7612079907965,1294.5763497669152,1299.350846224991,1274.05236115436,1289.5884390520164,1299.2895942679074,1287.5182648742002,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Una Enoksen Normann,Una Enoksen Normann,6398,Norway,999,999,False,False,,,,,,Slalom,1297.593684434966,1265.5709253288426,1272.5450984839335,1297.5580047731949,1274.05236115436,1289.5884390520164,1297.4432044434948,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Lena Sprenger,Lena Sprenger,6399,Switzerland,999,999,False,False,,,,,,Slalom,1295.208628506474,1265.5709253288426,1272.5450984839335,1295.1390547241049,1274.05236115436,1289.5884390520164,1294.910659430128,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Leaticia-Odile Audet,Leaticia-Odile Audet,6027,Canada,999,999,False,False,,,,,,Slalom,1289.0414462249291,1265.5709253288426,1272.5450984839335,1291.8200662752165,1274.05236115436,1289.5884390520164,1288.6894684844794,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Stefanie Grob,Stefanie Grob,4970,Switzerland,999,999,False,False,,,,,,Slalom,1293.9229387350156,1278.9150836390183,1314.2281859382883,1238.3846421618105,1274.05236115436,1289.5884390520164,1248.3589265262974,1307.4346617882868,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Georgia Marshall,Georgia Marshall,6369,New Zealand,999,999,False,False,,,,,,Slalom,1299.461656222941,1265.5709253288426,1272.5450984839335,1300.0,1274.05236115436,1289.5884390520164,1299.4242426784472,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Elisa Platino,Elisa Platino,3947,Italy,999,999,False,False,,,,,,Slalom,1286.855787538453,1265.5709253288426,1279.3611593405722,1267.6475390933322,1274.05236115436,1289.5884390520164,1283.3694432987998,1270.7102717317991,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Lisa Brunga,Lisa Brunga,6340,Albania,999,999,False,False,,,,,,Slalom,1293.07953098645,1265.5709253288426,1272.5450984839335,1294.0231435395706,1274.05236115436,1289.5884390520164,1293.2141477992363,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Mia Lindow,Mia Lindow,6420,USA,999,999,False,False,,,,,,Slalom,1293.3611721653076,1265.5709253288426,1298.7303609916776,1296.575921912266,1274.05236115436,1289.5884390520164,1296.3969714230946,1298.8386425009835,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Orla Manning,Orla Manning,6348,USA,999,999,False,False,,,,,,Slalom,1273.1841727166511,1297.9060354205878,1297.2277970108605,1286.8683077332803,1274.05236115436,1289.5884390520164,1284.6024672344586,1294.4371136994826,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Brynn Hanley,Brynn Hanley,6234,USA,999,999,False,False,,,,,,Slalom,1282.2155950288284,1298.0371097514023,1297.3276648897777,1292.215204913903,1274.05236115436,1289.5884390520164,1290.9441594703694,1295.6864214125878,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sophia Waryas,Sophia Waryas,6423,USA,999,999,False,False,,,,,,Slalom,1294.6903604949885,1298.731689067993,1298.7303609916776,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1297.5566083894964,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Samantha Milne,Samantha Milne,6237,USA,999,999,False,False,,,,,,Slalom,1296.8370437762046,1298.331543288692,1300.0,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1298.6393813135203,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Anna Pieber,Anna Pieber,6468,Austria,999,999,False,False,,,,,,Slalom,1285.2800348976507,1265.5709253288426,1289.667950637554,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1286.8253287845475,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Tess Shanahan,Tess Shanahan,6381,Australia,999,999,False,False,,,,,,Slalom,1300.0,1265.5709253288426,1272.5450984839335,1300.0,1274.05236115436,1289.5884390520164,1300.0,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nina Lehmann,Nina Lehmann,5892,Switzerland,999,999,False,False,,,,,,Slalom,1273.2748137734673,1286.1965196359895,1295.8843419121438,1270.617575494574,1274.05236115436,1300.0,1261.6775995832973,1278.2237096867216,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Leonie Girtler,Leonie Girtler,5911,Italy,999,999,False,False,,,,,,Slalom,1251.012115348792,1259.8723643600251,1286.8236945454123,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1253.0743025537172,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Ginevra Gurini,Ginevra Gurini,6490,Italy,999,999,False,False,,,,,,Slalom,1279.71686233488,1265.5709253288426,1284.64802523172,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1283.6137130474954,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Tayla Wray,Tayla Wray,6379,Australia,999,999,False,False,,,,,,Slalom,1300.0,1265.5709253288426,1272.5450984839335,1300.0,1274.05236115436,1289.5884390520164,1300.0,1261.9723462816562,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Sarah Korak,Sarah Korak,6466,Austria,999,999,False,False,,,,,,Slalom,1274.334581561501,1265.5709253288426,1281.373483097922,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1277.241140982252,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Anna Hafner,Anna Hafner,6465,Austria,999,999,False,False,,,,,,Slalom,1285.2800348976507,1265.5709253288426,1289.667950637554,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1286.8253287845475,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Monica Zanoner,Monica Zanoner,4138,Italy,999,999,False,False,,,,,,Slalom,1254.2825336366602,1260.0454551029454,1277.1696367526738,1270.617575494574,1274.05236115436,1279.8974664363086,1261.6775995832973,1247.3147041412465,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Marie Schaden,Marie Schaden,6467,Austria,999,999,False,False,,,,,,Slalom,1285.2800348976507,1265.5709253288426,1289.667950637554,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1286.8253287845475,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Maya Maxson,Maya Maxson,6418,USA,999,999,False,False,,,,,,Slalom,1274.4916076337345,1298.731689067993,1298.0691616385575,1283.5841936361062,1274.05236115436,1289.5884390520164,1281.22743774547,1295.8642822805675,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Shae Obrien,Shae Obrien,6068,Canada,999,999,False,False,,,,,,Slalom,1243.9865424552663,1277.9884253158757,1285.5337719704658,1295.173860685605,1274.05236115436,1289.5884390520164,1294.7407526712807,1258.6265157635264,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Isabella Wright,Isabella Wright,3934,USA,999,999,False,False,,,,,,Slalom,1299.4915331680938,1318.317685054761,1236.1012634136505,1270.617575494574,1274.05236115436,1284.6394798738645,1261.6775995832973,1285.6280699504105,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Breezy Johnson,Breezy Johnson,497,USA,999,999,False,False,,,,,,Slalom,1510.5664338904378,1583.7921411364075,1284.3714892876264,1270.617575494574,1274.05236115436,1290.444081298745,1261.6775995832973,1491.7360197585097,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Malorie Blanc,Malorie Blanc,4978,Switzerland,999,999,False,False,,,,,,Slalom,1443.2873450092595,1355.6856670831426,1408.263570599777,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1427.4293905172683,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Vicky Bernardi,Vicky Bernardi,4297,Italy,999,999,False,False,,,,,,Slalom,1184.8995246229304,1181.895634079599,1237.1254049727074,1288.0789322539952,1274.05236115436,1287.7511047670782,1288.1082866240044,1171.589517893169,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Emily Schöpf,Emily Schöpf,3996,Austria,999,999,False,False,,,,,,Slalom,1239.0065517631765,1242.5910055676109,1273.9428565215935,1260.4296308270443,1274.05236115436,1287.7511047670782,1261.7625880601074,1231.7784636349725,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Laura Huber,Laura Huber,5311,Switzerland,999,999,False,False,,,,,,Slalom,1170.2471301290918,1217.741698052982,1241.5447153604318,1288.5633002973375,1274.05236115436,1289.5884390520164,1284.481632967972,1173.6474808807066,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nicole Eibl,Nicole Eibl,5020,Austria,999,999,False,False,,,,,,Slalom,1222.4769441880171,1229.7145076307118,1267.78457257522,1288.1489915808477,1274.05236115436,1289.5884390520164,1282.514286567627,1225.3047757903976,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Alice Caire,Alice Caire,6194,France,999,999,True,False,,,,,,Slalom,1211.9842439295212,1291.335105119832,1268.0940452776856,1274.038757944033,1274.05236115436,1289.5884390520164,1264.9038920464625,1251.8838126871376,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Elizabeth Gauvin Langevin,Elizabeth Gauvin Langevin,6496,USA,999,999,False,False,,,,,,Slalom,1296.628880414958,1298.731689067993,1299.3242159797262,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1298.0735952748855,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Giulia Mariani,Giulia Mariani,6489,Italy,999,999,False,False,,,,,,Slalom,1267.940826306204,1265.5709253288426,1277.3504993718898,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1274.2454842832915,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Agnese Pais Bianco,Agnese Pais Bianco,6488,Italy,999,999,False,False,,,,,,Slalom,1267.940826306204,1265.5709253288426,1277.3504993718898,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1274.2454842832915,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Antonia Weiss,Antonia Weiss,6487,Germany,999,999,False,False,,,,,,Slalom,1268.954221612145,1265.5709253288426,1277.3504993718898,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1274.2454842832915,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nora Damian,Nora Damian,6486,Italy,999,999,False,False,,,,,,Slalom,1280.7629047559872,1265.5709253288426,1284.64802523172,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1283.6137130474954,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Giorgia Vittoria Orsenigo,Giorgia Vittoria Orsenigo,6314,Italy,999,999,False,False,,,,,,Slalom,1226.8126838368166,1265.5709253288426,1248.2522694117224,1270.617575494574,1274.05236115436,1289.5884390520164,1261.6775995832973,1235.2144088582363,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Laura Gauche,Laura Gauche,388,France,999,999,True,False,,,,,,Slalom,1400.182719334951,1330.7944509017502,1399.540286220767,1301.6356656030284,1274.05236115436,1331.867442618738,1303.90797819855,1383.5690072732368,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Nadia Delago,Nadia Delago,3013,Italy,999,999,False,False,,,,,,Slalom,1309.130104274892,1360.302265776278,1173.6310887261354,1270.617575494574,1274.05236115436,1258.86869951066,1261.6775995832973,1291.7701281292796,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Jasmine Flury,Jasmine Flury,201,Switzerland,999,999,False,False,,,,,,Slalom,1415.36842918795,1420.3833684167462,1363.0090550190994,1295.4318265436073,1274.05236115436,1287.738604548214,1296.842979350923,1407.413736750393,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
Lena Wechner,Lena Wechner,4141,Austria,999,999,False,False,,,,,,Slalom,1191.2831511775385,1226.645818286972,1193.6967814923812,1270.161309837532,1274.05236115436,1278.6932200718309,1271.3813535775378,1180.1941821199016,1274.05236115436,0.0,Are,Sweden,Ladies' Slalom,03/15/2026
