Date,City,Country,Sex,Distance,Event,MS,Technique,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Pelo,Elo
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,36,Dagny L. Kristjansdottir,Iceland,757,2007,10,1980-01-01T00:00:00.000000,26.967830253251197,26,1249.3469452170937,1244.6383204225797
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,38,Rabea Grand,Switzerland,224,2007,10,1984-01-01T00:00:00.000000,22.967830253251197,13,1297.6347731086908,1287.859903595733
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,39,Katja Wirth,Austria,784,2007,10,1980-01-01T00:00:00.000000,26.967830253251197,63,1315.343609569387,1303.2430977384497
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,40,Lucia Recchia,Italy,29,2007,10,1980-01-01T00:00:00.000000,26.967830253251197,99,1359.6033212219147,1343.2065328937167
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,41,Aurelie Revillet,France,90,2007,10,1986-01-01T00:00:00.000000,20.96646132785763,2,1277.1824246904096,1265.930840819554
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,42,Hilary Longhini,Italy,734,2007,10,1986-01-01T00:00:00.000000,20.96646132785763,4,1281.173126820806,1268.6254010413695
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,43,Chemmy Alcott,Great Britain,134,2007,10,1982-01-01T00:00:00.000000,24.96646132785763,88,1309.2455979760973,1293.6018282313178
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,44,Carmen Casanova,Switzerland,664,2007,10,1980-01-01T00:00:00.000000,26.967830253251197,15,1341.2110091304678,1322.1770494694003
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,45,Kaylin Richardson,USA,277,2007,10,1984-01-01T00:00:00.000000,22.967830253251197,32,1263.4599614858646,1249.221108235485
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,46,Stacey Cook,USA,41,2007,10,1984-01-01T00:00:00.000000,22.967830253251197,37,1314.7948341467725,1295.7354265949355
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,47,Gina Stechert,Germany,215,2007,10,1987-01-01T00:00:00.000000,19.967145790554415,8,1293.8798962235414,1275.385571066671
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,48,Johanna Schnarf,Italy,22,2007,10,1984-01-01T00:00:00.000000,22.967830253251197,9,1263.930300257818,1246.6568987577498
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,49,Janette Hargin,Sweden,776,2007,10,1977-01-01T00:00:00.000000,29.965776865160848,160,1280.6110772808602,1261.1050981375358
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,50,Jessica Lindell-Vikarby,Sweden,14,2007,10,1984-01-01T00:00:00.000000,22.967830253251197,75,1289.4979527434127,1268.3306059742365
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,51,Resi Stiegler,USA,136,2007,10,1985-01-01T00:00:00.000000,21.965776865160848,58,1283.1684778860042,1261.4724509222976
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,52,Stefanie Stemmer,Germany,777,2007,10,1981-01-01T00:00:00.000000,25.965776865160848,30,1230.3541364071061,1211.508641415818
2006-12-20,Val d'Isère,France,L,Downhill,World Cup,0,N/A,53,Magda Mattel,France,752,2007,10,1980-01-01T00:00:00.000000,26.967830253251197,33,1261.0799815633638,1239.0157496625814
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,1,Renate Goetschl,Austria,356,2007,17,1975-01-01T00:00:00.000000,32.03285420944558,318,1433.980960369283,1454.934365298427
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,2,Dominique Gisin,Switzerland,7,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,4,1329.4036996910118,1358.5270431557408
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,3,Julia Mancuso,USA,6,2007,17,1984-01-01T00:00:00.000000,23.033538672142367,151,1383.05111626414,1406.3342167746755
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,4,Maria Holaus,Austria,309,2007,17,1983-01-01T00:00:00.000000,24.032854209445585,1,1300.0,1329.8265792924335
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,5,Ingrid Jacquemod,France,107,2007,17,1978-01-01T00:00:00.000000,29.032169746748803,198,1376.7757726884838,1398.6136995460645
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,6,Nadia Styger,Switzerland,265,2007,17,1978-01-01T00:00:00.000000,29.032169746748803,111,1383.3401076970854,1403.5977519073112
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,7,Anja Pärson,Sweden,44,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,209,1399.5090952733417,1417.3569312038164
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,8,Tamara Wolf,Switzerland,787,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,2,1299.7547660148746,1325.603897092728
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,9,Sylviane Berthod,Switzerland,748,2007,17,1977-01-01T00:00:00.000000,30.031485284052017,168,1390.3248770910818,1406.9699260321354
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,10,Fraenzi Aufdenblatten,Switzerland,23,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,109,1370.572195721356,1387.962255751169
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,11,Marie Jay Marchand-Arvier,France,17,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,34,1305.734841859055,1327.0338762234592
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,11,Emily Brydon,Canada,308,2007,17,1980-01-01T00:00:00.000000,27.033538672142367,136,1345.895992958884,1363.512154328813
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,11,Marlies Schild,Austria,13,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,99,1314.5252427668545,1335.01548640807
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,14,Kelly Vanderbeek,Canada,230,2007,17,1983-01-01T00:00:00.000000,24.032854209445585,64,1363.3700910701286,1377.4053086441768
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,15,Katja Wirth,Austria,784,2007,17,1980-01-01T00:00:00.000000,27.033538672142367,64,1303.0669292266134,1321.6114167558374
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,16,Stacey Cook,USA,41,2007,17,1984-01-01T00:00:00.000000,23.033538672142367,40,1295.9670827493214,1314.1644196828308
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,17,Tina Weirather,Liechtenstein,9,2007,17,1989-01-01T00:00:00.000000,18.031485284052017,7,1300.0,1316.8265792924335
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,18,Alexandra Meissnitzer,Austria,732,2007,17,1973-01-01T00:00:00.000000,34.03148528405202,280,1401.2824863644628,1407.9775382209723
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,19,Britt Janyk,Canada,106,2007,17,1980-01-01T00:00:00.000000,27.033538672142367,104,1299.341054444314,1314.2282288022411
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,20,Kirsten Clark,USA,775,2007,17,1977-01-01T00:00:00.000000,30.031485284052017,189,1337.2029957493264,1347.6121730967354
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,21,Carolina Ruiz Castillo,Spain,46,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,98,1265.906428052247,1281.851604071344
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,22,Carmen Casanova,Switzerland,664,2007,17,1980-01-01T00:00:00.000000,27.033538672142367,16,1320.972368600359,1330.8697926219404
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,23,Nicole Hosp,Austria,32,2007,17,1983-01-01T00:00:00.000000,24.032854209445585,89,1341.638091776379,1348.6422314385995
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,24,Alexandra Coletti,Monaco,92,2007,17,1983-01-01T00:00:00.000000,24.032854209445585,34,1270.5885960186947,1283.1084275706828
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,25,Daniela Merighetti,Italy,25,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,58,1298.7000933164977,1307.6462033711841
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,26,Maria Höfl-Riesch,Germany,8,2007,17,1984-01-01T00:00:00.000000,23.033538672142367,82,1352.9288624646329,1355.9063627905346
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,27,Elena Fanchini,Italy,19,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,25,1329.0413489128982,1333.1979219072107
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,28,Resi Stiegler,USA,136,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,65,1263.5653082867998,1272.7226685803764
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,29,Catherine Borghi,Switzerland,751,2007,17,1976-01-01T00:00:00.000000,31.033538672142367,180,1343.3165952218637,1344.1676815479634
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,30,Elisabeth Görgl,Austria,4,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,96,1333.8619647021765,1334.5768058493368
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,31,Chemmy Alcott,Great Britain,134,2007,17,1982-01-01T00:00:00.000000,25.032169746748803,91,1293.9493837137188,1297.3321080562419
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,32,Monika Dumermuth,Switzerland,311,2007,17,1977-01-01T00:00:00.000000,30.031485284052017,56,1320.1652557375146,1320.1368615719007
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,33,Andrea Fischbacher,Austria,15,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,46,1378.7887979099255,1372.4483263357238
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,34,Nadia Fanchini,Italy,232,2007,17,1986-01-01T00:00:00.000000,21.032169746748803,51,1363.9752215972267,1357.9560714631457
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,35,Ingrid Rumpfhuber,Austria,374,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,49,1335.7138761211859,1331.2592361402105
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,36,Wendy Siorpaes,Italy,313,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,36,1271.6879941776197,1272.1077745643274
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,37,Aurelie Revillet,France,90,2007,17,1986-01-01T00:00:00.000000,21.032169746748803,3,1267.7815137120701,1267.556502558909
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,38,Kaylin Richardson,USA,277,2007,17,1984-01-01T00:00:00.000000,23.033538672142367,38,1251.9794715400462,1252.1813960739787
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,39,Shona Rubens,Canada,299,2007,17,1986-01-01T00:00:00.000000,21.032169746748803,19,1286.4820083199334,1282.549997556986
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,40,Lucia Mazzotti,Italy,205,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,4,1286.9279337229882,1281.955045361821
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,41,Martina Schild,Switzerland,20,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,53,1325.6641922300623,1316.130646671369
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,42,Libby Ludlow,USA,744,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,68,1261.3523128848228,1256.7099226974728
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,43,Lucia Recchia,Italy,29,2007,17,1980-01-01T00:00:00.000000,27.033538672142367,100,1340.8595081613921,1327.934688317647
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,44,Johanna Schnarf,Italy,22,2007,17,1984-01-01T00:00:00.000000,23.033538672142367,10,1249.554552643157,1243.9738218866964
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,45,Janette Hargin,Sweden,776,2007,17,1977-01-01T00:00:00.000000,30.031485284052017,161,1263.2179104952666,1255.4067272463863
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,46,Camilla Borsotti,Italy,50,2007,17,1988-01-01T00:00:00.000000,19.033538672142367,6,1259.3134509971742,1250.8552630699153
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,47,Nike Bent,Sweden,667,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,23,1314.116613816142,1299.644447524717
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,48,Clothilde Weyrich,France,322,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,8,1254.953277933893,1244.8880242756584
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,49,Sherry Lawrence,Canada,665,2007,17,1984-01-01T00:00:00.000000,23.033538672142367,23,1275.874998267072,1262.9131700165258
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,50,Petra Haltmayr,Germany,779,2007,17,1975-01-01T00:00:00.000000,32.03285420944558,170,1264.5188651447202,1251.5898424499303
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,51,Gina Stechert,Germany,215,2007,17,1987-01-01T00:00:00.000000,20.032854209445585,9,1276.722652975573,1261.6834649105456
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,52,Jessica Lindell-Vikarby,Sweden,14,2007,17,1984-01-01T00:00:00.000000,23.033538672142367,78,1270.0509210760993,1254.6196601429695
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,53,Rabea Grand,Switzerland,224,2007,17,1984-01-01T00:00:00.000000,23.033538672142367,18,1288.5193665196316,1270.4005430930138
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,54,Tina Maze,Slovenia,16,2007,17,1983-01-01T00:00:00.000000,24.032854209445585,133,1273.6350725778757,1255.877502829623
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,55,Dagny L. Kristjansdottir,Iceland,757,2007,17,1980-01-01T00:00:00.000000,27.033538672142367,27,1247.6456256259585,1231.2356499947684
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,56,Fanny Chmelar,Germany,74,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,21,1303.3811537162296,1280.8967343901788
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,57,Stefanie Stemmer,Germany,777,2007,17,1981-01-01T00:00:00.000000,26.031485284052017,31,1216.3155859513809,1200.6573285295099
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,58,Larisa Yurkiw,Canada,228,2007,17,1988-01-01T00:00:00.000000,19.033538672142367,1,1300.0,1275.8265792924335
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,59,Daniela Ceccarelli,Italy,312,2007,17,1975-01-01T00:00:00.000000,32.03285420944558,160,1297.1679235212177,1272.2548904563537
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,60,Monika Springl,Germany,760,2007,17,1987-01-01T00:00:00.000000,20.032854209445585,1,1300.0,1273.8265792924335
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,61,Emilie Desforges,Canada,658,2007,17,1983-01-01T00:00:00.000000,24.032854209445585,5,1297.9963947558178,1271.0072023716862
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,62,Petra Robnik,Slovenia,315,2007,17,1984-01-01T00:00:00.000000,23.033538672142367,15,1284.732538293531,1257.9608374928202
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,63,Urska Rabic,Slovenia,750,2007,17,1985-01-01T00:00:00.000000,22.031485284052017,30,1261.288198617653,1235.6516051786452
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,64,Kajsa Kling,Sweden,38,2007,17,1988-01-01T00:00:00.000000,19.033538672142367,1,1300.0,1269.8265792924335
2007-01-13,Altenmarkt-Zauchensee,Austria,L,Downhill,World Cup,0,N/A,65,Klara Krizova,Czechia,97,2007,17,1989-01-01T00:00:00.000000,18.031485284052017,6,1255.4176983866716,1228.310658129517
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,1,Renate Goetschl,Austria,356,2007,20,1975-01-01T00:00:00.000000,32.05201916495551,320,1452.4308979821578,1466.1251133315714
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,2,Julia Mancuso,USA,6,2007,20,1984-01-01T00:00:00.000000,23.052703627652292,154,1404.6160425285439,1420.005383500614
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,3,Marie Jay Marchand-Arvier,France,17,2007,20,1985-01-01T00:00:00.000000,22.050650239561943,37,1326.5970562485804,1345.706457940036
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,4,Daniela Merighetti,Italy,25,2007,20,1981-01-01T00:00:00.000000,26.050650239561943,61,1307.5226541495738,1326.8087357837057
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,5,Anja Pärson,Sweden,44,2007,20,1981-01-01T00:00:00.000000,26.050650239561943,212,1415.4606492457078,1427.2209937309503
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,6,Catherine Borghi,Switzerland,751,2007,20,1976-01-01T00:00:00.000000,31.052703627652292,182,1343.4540093618234,1358.525267750537
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,7,Ingrid Jacquemod,France,107,2007,20,1978-01-01T00:00:00.000000,29.051334702258725,201,1397.020275303002,1407.8554657890534
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,8,Dominique Gisin,Switzerland,7,2007,20,1985-01-01T00:00:00.000000,22.050650239561943,7,1357.5813488975555,1369.7872560432488
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,9,Nadia Fanchini,Italy,232,2007,20,1986-01-01T00:00:00.000000,21.05133470225873,53,1357.0196031050257,1368.2598018875806
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,10,Andrea Fischbacher,Austria,15,2007,20,1985-01-01T00:00:00.000000,22.050650239561943,49,1371.2776885837275,1380.6513331473514
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,11,Monika Dumermuth,Switzerland,311,2007,20,1977-01-01T00:00:00.000000,30.050650239561943,57,1319.8114852443157,1330.8395519383992
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,11,Elisabeth Görgl,Austria,4,2007,20,1981-01-01T00:00:00.000000,26.050650239561943,99,1334.0181053752483,1344.1699849643314
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,13,Alexandra Meissnitzer,Austria,732,2007,20,1973-01-01T00:00:00.000000,34.050650239561946,282,1406.23281078554,1410.527797299797
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,14,Fraenzi Aufdenblatten,Switzerland,23,2007,20,1981-01-01T00:00:00.000000,26.050650239561943,112,1386.5409401384952,1390.9976847775897
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,15,Kirsten Clark,USA,775,2007,20,1977-01-01T00:00:00.000000,30.050650239561943,191,1346.8428439748543,1352.7060200781323
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,16,Emily Brydon,Canada,308,2007,20,1980-01-01T00:00:00.000000,27.052703627652292,139,1362.4859094267101,1366.3929091019631
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,17,Britt Janyk,Canada,106,2007,20,1980-01-01T00:00:00.000000,27.052703627652292,107,1313.998325606096,1319.8850733055535
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,18,Sylviane Berthod,Switzerland,748,2007,20,1977-01-01T00:00:00.000000,30.050650239561943,170,1405.2414798405537,1404.5942970039348
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,19,Stacey Cook,USA,41,2007,20,1984-01-01T00:00:00.000000,23.052703627652292,43,1313.9355475300222,1317.8261680640107
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,20,Maria Höfl-Riesch,Germany,8,2007,20,1984-01-01T00:00:00.000000,23.052703627652292,85,1355.0030141257755,1355.366404310462
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,21,Kelly Vanderbeek,Canada,230,2007,20,1983-01-01T00:00:00.000000,24.05201916495551,66,1376.1545747613277,1374.2339051391339
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,22,Johanna Schnarf,Italy,22,2007,20,1984-01-01T00:00:00.000000,23.052703627652292,13,1244.8791065567048,1249.965810690462
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,23,Ingrid Rumpfhuber,Austria,374,2007,20,1981-01-01T00:00:00.000000,26.050650239561943,50,1330.7541417677785,1329.6071824632043
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,24,Silvia Berger,Austria,657,2007,20,1980-01-01T00:00:00.000000,27.052703627652292,110,1294.4151619943402,1294.5077900561494
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,25,Elena Fanchini,Italy,19,2007,20,1985-01-01T00:00:00.000000,22.050650239561943,28,1332.6615017766433,1328.896974559255
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,25,Nadia Styger,Switzerland,265,2007,20,1978-01-01T00:00:00.000000,29.051334702258725,112,1401.9237941288714,1393.9706863483066
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,27,Martina Schild,Switzerland,20,2007,20,1981-01-01T00:00:00.000000,26.050650239561943,55,1315.8700037426406,1311.6412771455375
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,28,Chemmy Alcott,Great Britain,134,2007,20,1982-01-01T00:00:00.000000,25.05133470225873,94,1297.3752165058854,1293.285985851928
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,29,Jessica Lindell-Vikarby,Sweden,14,2007,20,1984-01-01T00:00:00.000000,23.052703627652292,81,1255.3529267582514,1252.8168636598211
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,30,Gina Stechert,Germany,215,2007,20,1987-01-01T00:00:00.000000,20.05201916495551,12,1262.3025928431018,1257.3497000844693
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,30,Wendy Siorpaes,Italy,313,2007,20,1985-01-01T00:00:00.000000,22.050650239561943,39,1272.5584639554236,1266.9858754004622
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,30,Nike Bent,Sweden,667,2007,20,1981-01-01T00:00:00.000000,26.050650239561943,25,1299.650192628454,1292.4210660040812
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,33,Petra Haltmayr,Germany,779,2007,20,1975-01-01T00:00:00.000000,32.05201916495551,173,1252.372065599511,1246.0139387824854
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,34,Urska Rabic,Slovenia,750,2007,20,1985-01-01T00:00:00.000000,22.050650239561943,33,1236.691362258873,1230.2598201435
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,35,Libby Ludlow,USA,744,2007,20,1981-01-01T00:00:00.000000,26.050650239561943,70,1257.4094143398654,1248.7502886081086
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,36,Sherry Lawrence,Canada,665,2007,20,1984-01-01T00:00:00.000000,23.052703627652292,24,1263.5124280736316,1253.486703128636
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,37,Shona Rubens,Canada,299,2007,20,1986-01-01T00:00:00.000000,21.05133470225873,21,1282.8319589585171,1270.633999012243
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,38,Dagny L. Kristjansdottir,Iceland,757,2007,20,1980-01-01T00:00:00.000000,27.052703627652292,30,1232.3467611574274,1222.1688713654496
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,39,Angelika Gruener,Italy,673,2007,20,1983-01-01T00:00:00.000000,24.05201916495551,20,1278.4345298462295,1264.5047545733546
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,40,Aurelie Revillet,France,90,2007,20,1986-01-01T00:00:00.000000,21.05133470225873,6,1268.080732514689,1253.7793261060406
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,41,Resi Stiegler,USA,136,2007,20,1985-01-01T00:00:00.000000,22.050650239561943,68,1273.163422363777,1257.5541270617557
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,42,Kathrin Wilhelm,Austria,756,2007,20,1981-01-01T00:00:00.000000,26.050650239561943,62,1285.4535813825007,1268.0954148980647
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,43,Janette Hargin,Sweden,776,2007,20,1977-01-01T00:00:00.000000,30.050650239561943,163,1256.127276239175,1239.5449038591323
2007-01-20,Cortina d'Ampezzo,Italy,L,Downhill,World Cup,0,N/A,44,Camilla Borsotti,Italy,50,2007,20,1988-01-01T00:00:00.000000,19.052703627652292,9,1251.6493557325348,1234.3342886490593
2007-01-27,San Sicario,Italy,L,Downhill,World Cup,0,N/A,1,Renate Goetschl,Austria,356,2007,23,1975-01-01T00:00:00.000000,32.07118412046543,323,1463.4408231753102,1476.8400835254026
2007-01-27,San Sicario,Italy,L,Downhill,World Cup,0,N/A,2,Elisabeth Görgl,Austria,4,2007,23,1981-01-01T00:00:00.000000,26.069815195071868,102,1343.4562755590273,1363.0793511812187
