Nation,Season,Race,Place,Date,City,Country,Event,HillSize,TeamSize,RaceType,Sex,Total_Elo,Total_Normal_Elo,Total_Large_Elo,Total_Flying_Elo,Total_Pelo,Total_Normal_Pelo,Total_Large_Pelo,Total_Flying_Pelo,Avg_Elo,Avg_Normal_Elo,Avg_Large_Elo,Avg_Flying_Elo,Avg_Pelo,Avg_Normal_Pelo,Avg_Large_Pelo,Avg_Flying_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Norway,1982,11,1,1982-02-26,Holmenkollen,Norway,World Championship,105,4,Team Large,M,6430.650342160727,5476.625431328386,6389.8797663804335,5075.307897235001,6396.903808110811,5288.6249293456585,6350.975538233058,5123.31144839351,1607.6625855401817,1369.1563578320965,1597.4699415951084,1268.8269743087503,1599.2259520277028,1322.1562323364146,1587.7438845582644,1280.8278620983774,"Olav Hansson,Per Bergerud,Johan Sætre,Ole Bremseth","1023,1047,1088,1043",25.388774811772755,30.143737166324435,21.149897330595483,32.75,57,6
Austria,1982,11,2,1982-02-26,Holmenkollen,Norway,World Championship,105,4,Team Large,M,6133.473987013325,5515.231593684255,6141.217039924877,5322.480321304687,6097.675260994704,5365.802762030722,6101.0960459518255,5174.437149464504,1533.3684967533313,1378.8078984210638,1535.3042599812193,1330.6200803261718,1524.418815248676,1341.4506905076805,1525.2740114879564,1293.609287366126,"Hubert Neuper,Hans Wallner,Andreas Felder,Armin Kogler","6,1065,709,7",23.15400410677618,28.747433264887064,19.978097193702943,38.25,51,13
Finland,1982,11,3,1982-02-26,Holmenkollen,Norway,World Championship,105,4,Team Large,M,6007.849716050666,5514.425397290824,5887.426409775455,5235.144109269844,5979.515145829335,5358.51753900485,5851.159442925882,5148.874298929007,1501.9624290126665,1378.606349322706,1471.8566024438637,1308.786027317461,1494.8787864573337,1339.6293847512125,1462.7898607314705,1287.2185747322517,"Matti Nykänen,Jari Puikkonen,Keijo Korhonen,Pentti Kokkonen","781,796,1081,1038",23.21971252566735,26.201232032854207,18.614647501711158,20.75,32,8
Germany,1982,11,4,1982-02-26,Holmenkollen,Norway,World Championship,105,4,Team Large,M,6314.646729444588,5394.950800257396,6378.7490770159375,5134.814777234769,6309.406741345344,5232.575917977963,6375.1624755638495,5143.265581728392,1578.661682361147,1348.737700064349,1594.6872692539844,1283.7036943086923,1577.351685336336,1308.1439794944908,1593.7906188909624,1285.816395432098,"Mathias Buse,Manfred Deckert,Klaus Ostwald,Holger Freitag","1066,975,1041,1039",21.446954140999317,23.50444900752909,18.38740588637919,20.25,28,10
Canada,1982,11,5,1982-02-26,Holmenkollen,Norway,World Championship,105,3,Team Large,M,3973.1630763397634,4027.692067129553,3870.09626914362,3857.5261879698046,3944.2356919854756,4009.962941632022,3834.735783940827,3874.4371494645034,1324.3876921132544,1342.5640223765176,1290.03208971454,1285.8420626566015,1314.7452306618252,1336.6543138773407,1278.245261313609,1291.4790498215011,"Ron Richards,Steve Collins,Horst Bulau","717,731,712",18.741501254848277,19.537303216974674,17.95756331279945,28.333333333333332,36,15
USA,1982,11,6,1982-02-26,Holmenkollen,Norway,World Championship,105,4,Team Large,M,4948.019383804278,5010.812710098503,4984.582779638233,5068.939777234769,4904.096197434409,5141.054820121393,4938.604593857328,5065.765581728392,1237.0048459510695,1252.7031775246257,1246.1456949095582,1267.2349443086923,1226.0240493586023,1285.2637050303483,1234.651148464332,1266.441395432098,"Jeff Hastings,Reed Zuehlke,Nils Stolzlechner,John Broman","1058,1021,1050,1080",21.994524298425734,24.153319644079396,19.813826146475016,11.75,21,2
Slovakia,1982,11,7,1982-02-26,Holmenkollen,Norway,World Championship,105,1,Team Large,M,1273.3101067709576,1262.9870547887463,1276.0000794459886,1272.6179213000398,1266.4327540513304,1275.7175228771025,1268.6511163330772,1274.4371494645034,1273.3101067709576,1262.9870547887463,1276.0000794459886,1272.6179213000398,1266.4327540513304,1275.7175228771025,1268.6511163330772,1274.4371494645034,Miroslav Slusny,646,17.741273100616016,17.741273100616016,17.741273100616016,7.0,7,7
Czechia,1982,11,7,1982-02-26,Holmenkollen,Norway,World Championship,105,2,Team Large,M,2660.1826709016796,2630.3288538516254,2571.7452499540063,2592.572054634922,2651.726048522277,2554.605779388381,2558.2423058089907,2574.4371494645034,1330.0913354508398,1315.1644269258127,1285.8726249770032,1296.286027317461,1325.8630242611384,1277.3028896941905,1279.1211529044954,1287.2185747322517,"Bohumil Vacek,Josef Samek","1019,1098",23.73305954825462,24.306639288158795,23.159479808350444,18.0,30,6
Japan,1982,11,8,1982-02-26,Holmenkollen,Norway,World Championship,105,3,Team Large,M,4211.664586736153,3924.6527295677515,4270.655006156252,3887.6899759349617,4215.5725843511345,3994.634164543958,4277.7582227623025,3848.8742989290067,1403.8881955787176,1308.2175765225838,1423.5516687187508,1295.8966586449872,1405.1908614503782,1331.5447215146526,1425.919407587434,1282.9580996430022,"Nakatsu Nobuo,Masahiro Akimoto,Hirokazu Yagi","1093,10,9",23.60666210358202,25.481177275838466,22.171115674195757,22.0,30,7
Russia,1982,11,9,1982-02-26,Holmenkollen,Norway,World Championship,105,4,Team Large,M,5016.914691553166,4991.517771845808,5160.900835954437,5090.471685200159,5005.049122029313,5177.242660310466,5155.431019365584,5097.748597858013,1254.2286728882916,1247.879442961452,1290.2252089886092,1272.6179213000398,1251.2622805073283,1294.3106650776165,1288.857754841396,1274.4371494645034,"Gennadi Prokopenko,Igor Morosov,Vladimir Tschernajev,Valerji Karetnikov","1048,2042,2041,1026",21.145106091718002,25.15811088295688,18.10814510609172,7.75,18,2
Sweden,1982,11,10,1982-02-26,Holmenkollen,Norway,World Championship,105,3,Team Large,M,3578.9739241398393,3887.0418877699603,3458.4050909355,3817.8537639001197,3569.8538123181434,3860.481788722529,3444.830671994692,3823.31144839351,1192.991308046613,1295.6806292566534,1152.8016969785,1272.6179213000398,1189.9512707727145,1286.8272629075097,1148.2768906648973,1274.4371494645034,"Anders Daun,Seppo Toivonen,Per Balkåsen","979,1102,1103",23.318275154004102,26.940451745379875,18.85557837097878,16.333333333333332,18,13
Germany,1982,11,11,1982-02-26,Holmenkollen,Norway,World Championship,105,4,Team Large,M,5885.82432511546,5231.783494444791,5961.536370104281,5060.144109269844,5932.556169860471,5178.9176072289165,6015.492919787932,5148.874298929007,1471.456081278865,1307.9458736111978,1490.3840925260702,1265.036027317461,1483.1390424651177,1294.7294018072291,1503.873229946983,1287.2185747322517,"Christoph Schwartz,Peter Rohwein,Andreas Bauer,Joachim Ernst","1077,988,739,1094",20.519507186858316,23.15400410677618,18.099931553730322,12.75,18,8
Italy,1982,11,12,1982-02-26,Holmenkollen,Norway,World Championship,105,3,Team Large,M,3962.606945051843,3924.5055194987203,3886.448866650127,3813.7830679695717,3986.640738168563,3863.934172864033,3909.2065190514422,3849.3912827993854,1320.8689816839476,1308.1685064995734,1295.4829555500423,1271.261022656524,1328.8802460561876,1287.9780576213443,1303.068839683814,1283.1304275997952,"Lido Tomasi,Ivano Wegher,Massimo Rigoni","1064,1110,245",23.897786903947065,26.27789185489391,20.257357973990416,21.333333333333332,28,14
Slovenia,1982,11,13,1982-02-26,Holmenkollen,Norway,World Championship,105,4,Team Large,M,5171.893113833104,5072.687841058443,5215.157498620877,5090.471685200159,5207.171379347713,5157.5470603514,5255.901083242857,5097.748597858013,1292.973278458276,1268.1719602646108,1303.7893746552193,1272.6179213000398,1301.7928448369282,1289.38676508785,1313.9752708107142,1274.4371494645034,"Vasja Bajc,Primoz Ulaga,Rajko Lotric,Miran Tepes","998,743,811,734",20.01779603011636,20.840520191649556,19.520876112251884,17.5,25,11
Poland,1982,11,14,1982-02-26,Holmenkollen,Norway,World Championship,105,3,Team Large,M,3953.8581981715697,3777.163937730321,3996.6827797025126,3842.6899759349617,3991.2296883605372,3781.660815270341,4039.7094515560684,3848.8742989290067,1317.9527327238566,1259.054645910107,1332.2275932341709,1280.8966586449872,1330.4098961201792,1260.5536050901137,1346.5698171853562,1282.9580996430022,"Przemyslaw Kantyka,Bogdan Zwijacz,Piotr Fijas","1817,1106,243",9.673739447866758,23.668720054757017,-14.80082135523614,9.666666666666666,26,1
France,1982,11,15,1982-02-26,Holmenkollen,Norway,World Championship,105,3,Team Large,M,3370.89620351122,3723.5814985217203,3385.1543123484685,3817.8537639001197,3389.9486179935193,3848.722541482134,3406.6921030161666,3823.31144839351,1123.6320678370732,1241.1938328405734,1128.384770782823,1272.6179213000398,1129.9828726645064,1282.9075138273781,1135.5640343387222,1274.4371494645034,"Philippe Jacoberger,Gèrard Colin,Patrick Dubiez","1108,1034,1036",26.09445585215606,29.138945927446954,23.98631074606434,16.0,18,14
Switzerland,1982,11,16,1982-02-26,Holmenkollen,Norway,World Championship,105,3,Team Large,M,3851.3151275465952,3875.3199547439785,3866.5476903789804,3817.8537639001197,3897.229367441849,3941.365009777766,3917.535828738105,3823.31144839351,1283.7717091821985,1291.7733182479928,1288.8492301263268,1272.6179213000398,1299.0764558139497,1313.7883365925886,1305.845276246035,1274.4371494645034,"Benito Bonetti,Walter Hurschler,Hansjörg Sumi","1105,2043,1067",23.035363906000455,23.159479808350444,22.84188911704312,13.333333333333334,28,1
Finland,1984,16,1,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,6629.934554389547,5517.113167260486,6619.49698249537,5275.297201173768,6600.876076483493,5530.976779578383,6589.621425427356,5174.437149464504,1657.4836385973867,1379.2782918151215,1654.8742456238424,1318.824300293442,1650.2190191208733,1382.7441948945957,1647.405356356839,1293.609287366126,"Matti Nykänen,Pentti Kokkonen,Jari Puikkonen,Markku Pusenius","781,1038,796,1045",23.308008213552363,28.199863107460644,19.745379876796715,43.25,55,20
Germany,1984,16,2,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,6444.1456061679055,5284.131307638922,6467.290371905908,5167.581160262949,6418.005570399994,5314.824192553991,6441.385424559995,5175.162907944147,1611.0364015419764,1321.0328269097306,1616.822592976477,1291.8952900657373,1604.5013925999986,1328.7060481384979,1610.3463561399988,1293.7907269860368,"Ulf Findeisen,Mathias Buse,Jens Weißflog,Klaus Ostwald","848,1066,552,1041",23.019164955509925,25.503080082135522,19.600273785078713,26.0,36,14
Czechia,1984,16,3,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,5794.06360325533,5111.781050182894,5804.721332421453,5123.242050922215,5754.573638887301,5160.534308382256,5764.639193519447,5108.460312263656,1448.5159008138326,1277.9452625457236,1451.1803331053632,1280.8105127305537,1438.6434097218253,1290.133577095564,1441.1597983798617,1277.115078065914,"Pavel Ploc,Vladimir Podzimek,Jiri Parma,Ladislav Dluhos","724,813,292,598",19.503080082135522,21.130732375085557,18.390143737166323,15.25,27,3
Austria,1984,16,4,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,6219.000953773646,5349.849921284797,6209.487220184534,5212.990012450898,6206.341755778676,5337.507401678936,6196.116847078079,5210.460312263656,1554.7502384434115,1337.4624803211993,1552.3718050461334,1303.2475031127244,1551.585438944669,1334.376850419734,1549.0292117695199,1302.615078065914,"Richard Schallert,Armin Kogler,Ernst Vettori,Andreas Felder","996,7,631,709",21.494182067077343,24.479123887748116,19.67145790554415,44.5,93,26
Slovenia,1984,16,5,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,5590.9196483615215,5202.578164607657,5579.7783828152815,5090.471685200159,5563.816261630092,5250.903223074835,5551.621273532123,5097.748597858013,1397.7299120903804,1300.6445411519142,1394.9445957038204,1272.6179213000398,1390.954065407523,1312.7258057687088,1387.9053183830308,1274.4371494645034,"Vasja Bajc,Miran Tepes,Primoz Ulaga,Thomaz Dolar","998,734,743,962",20.969883641341543,22.83915126625599,17.333333333333332,28.0,47,6
Norway,1984,16,6,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,6230.6752397376895,5200.236434818978,6231.585844674861,5075.307897235002,6237.926144504287,5208.80367865452,6238.901784183594,5123.31144839351,1557.6688099344224,1300.0591087047444,1557.8964611687152,1268.8269743087506,1559.4815361260717,1302.20091966363,1559.7254460458985,1280.8278620983774,"Vegard Opaas,Ole Christian Eidhammer,Ole Gunnar Fidjestøl,Per Bergerud","839,823,748,1047",23.147159479808348,27.66324435318275,18.86652977412731,25.75,76,6
USA,1984,16,7,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,5379.933515523025,5076.903873966539,5395.308229001661,5103.209125123489,5364.523257823945,5146.05455437084,5380.097680530389,5106.082461597474,1344.9833788807562,1269.2259684916348,1348.8270572504152,1275.8022812808722,1341.1308144559862,1286.51363859271,1345.0244201325972,1276.5206153993686,"Mike Holland,Jeff Hastings,Reed Zuehlke,Dennis McGrane","828,1058,1021,983",22.965776865160848,24.673511293634498,21.639972621492127,24.75,39,15
Germany,1984,16,8,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,5530.558613336376,5057.762832033495,5531.340472582389,5065.307897235002,5530.830569086821,5110.079812514163,5531.646682081912,5123.31144839351,1382.639653334094,1264.4407080083738,1382.8351181455973,1266.3269743087506,1382.7076422717053,1277.5199531285407,1382.911670520478,1280.8278620983774,"Peter Rohwein,Thomas Hasselberger,Georg Waldvogel,Andreas Bauer","988,986,399,739",22.141683778234086,24.15879534565366,20.098562628336754,23.5,36,11
Russia,1984,16,9,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,5050.28065274885,5041.33243702194,5055.480709104364,5090.471685200159,5042.886769979065,5162.4776916973715,5048.174425136491,5097.748597858013,1262.5701631872125,1260.333109255485,1263.870177276091,1272.6179213000398,1260.7216924947663,1290.6194229243429,1262.0436062841227,1274.4371494645034,"Oleg Serov,Valerji Karetnikov,Gennadi Prokopenko,Juri Golowschtschikow","1151,1026,1048,873",20.6249144421629,21.152635181382614,20.10677618069815,9.5,12,5
Switzerland,1984,16,10,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,5329.661796173046,5137.911820742017,5331.373231893221,5090.471685200159,5342.604324466198,5168.747361391834,5344.729781873495,5097.748597858013,1332.4154490432616,1284.4779551855042,1332.8433079733052,1272.6179213000398,1335.6510811165494,1292.1868403479584,1336.1824454683738,1274.4371494645034,"Fabrice Piazzini,Pascal Reymond,Hansjörg Sumi,Olivier Schmid","947,934,1067,2040",20.676249144421625,25.103353867214235,18.297056810403834,13.75,42,1
Italy,1984,16,11,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,5467.143816027996,5190.708342420922,5452.976825395035,5086.400989269611,5495.6861545564525,5207.880388797011,5481.667777835645,5123.828432263888,1366.785954006999,1297.6770856052306,1363.2442063487588,1271.6002473174028,1373.9215386391131,1301.9700971992527,1370.4169444589113,1280.957108065972,"Massimo Rigoni,Antonio Lacedelli,Lido Tomasi,Sandro Sambugaro","245,821,1064,853",22.83299110198494,28.27652292950034,18.642026009582477,24.5,46,4
Canada,1984,16,12,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,5633.17175658158,5316.912446253592,5615.060877279811,5130.144109269844,5677.277472445899,5356.6693356521555,5659.554359152371,5148.874298929007,1408.292939145395,1329.228111563398,1403.7652193199528,1282.536027317461,1419.3193681114747,1339.1673339130389,1414.8885897880928,1287.2185747322517,"David Brown,Steve Collins,Ron Richards,Horst Bulau","1046,731,717,712",20.166324435318273,21.535934291581107,18.444900752908968,39.25,73,7
Japan,1984,16,13,1984-02-26,Engelberg,Switzerland,World Championship,120,4,Team Large,M,4833.92897002716,5109.567696475943,4841.547732141732,5160.307897235001,4858.105699671043,5144.797655900872,4866.519134349597,5123.31144839351,1208.48224250679,1277.3919241189858,1210.386933035433,1290.0769743087503,1214.5264249177608,1286.199413975218,1216.6297835873993,1280.8278620983774,"Hirokazu Yagi,Satoru Matsuhashi,Hiro Shima,Masaru Nagaoka","9,965,969,963",22.187542778918548,24.16974674880219,20.799452429842574,17.0,37,1
Poland,1984,16,14,1984-02-26,Engelberg,Switzerland,World Championship,120,3,Team Large,M,4040.618921875141,3803.383548561682,4037.783392998978,3842.6899759349617,4080.583952265544,3814.602310805786,4078.5558156340976,3848.8742989290067,1346.8729739583803,1267.7945161872274,1345.927797666326,1280.8966586449872,1360.1946507551813,1271.5341036019288,1359.5186052113659,1282.9580996430022,"Piotr Fijas,Janusz Malik,Tadeusz Fijas","243,1042,1054",23.075519050878395,25.66735112936345,19.405886379192335,17.0,44,1
Finland,1985,11,1,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,6555.337595626293,5511.964092989998,6564.556121477094,5342.996767599945,6526.252357355037,5497.532009996175,6532.443314651176,5262.457059917859,1638.8343989065731,1377.9910232474995,1641.1390303692735,1335.7491918999863,1631.5630893387593,1374.3830024990436,1633.110828662794,1315.6142649794647,"Tuomo Ylipulli,Matti Nykänen,Pentti Kokkonen,Jari Puikkonen","957,781,1038,796",24.023956194387406,29.10609171800137,19.890485968514717,54.0,67,22
Austria,1985,11,2,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,6231.159084022747,5309.508330461389,6254.990784749226,5208.295129148874,6201.942862488838,5313.2202291794065,6223.116735553698,5232.113626637294,1557.7897710056868,1327.3770826153473,1563.7476961873065,1302.0737822872186,1550.4857156222095,1328.3050572948516,1555.7791838884245,1308.0284066593235,"Ernst Vettori,Andreas Felder,Günther Stranner,Armin Kogler","631,709,797,7",21.647501711156742,25.385352498288842,17.744010951403148,50.0,103,8
Germany,1985,11,3,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,6599.962524401455,5402.242789401222,6628.864488135159,5267.918652760352,6590.630155798404,5362.833730721648,6618.921403570796,5226.428462805416,1649.9906311003638,1350.5606973503054,1657.2161220337898,1316.979663190088,1647.657538949601,1340.708432680412,1654.730350892699,1306.607115701354,"Frank Sauerbrey,Jens Weißflog,Klaus Ostwald,Manfred Deckert","1040,552,1041,975",23.399726214921287,26.409308692676248,20.50650239561944,30.5,45,7
Czechia,1985,11,4,1985-01-22,Innsbruck,Austria,World Championship,109,3,Team Large,M,4825.957205802062,3871.9397037264343,4857.826514477943,3936.3442319866654,4822.718211770054,3872.192400502029,4854.776426691998,3897.744779658051,1608.6524019340206,1290.6465679088114,1619.2755048259812,1312.114743995555,1607.5727372566846,1290.730800167343,1618.2588088973325,1299.248259886017,"Pavel Ploc,Jiri Parma,Miroslav Polak","724,292,854",21.56878850102669,22.064339493497602,20.605065023956193,30.333333333333332,44,6
Slovakia,1985,11,4,1985-01-22,Innsbruck,Austria,World Championship,109,1,Team Large,M,1455.5165314729027,1286.246401217357,1466.1802794919904,1272.6179213000398,1449.6930551808955,1283.8192955498318,1460.0221152434376,1274.4371494645034,1455.5165314729027,1286.246401217357,1466.1802794919904,1272.6179213000398,1449.6930551808955,1283.8192955498318,1460.0221152434376,1274.4371494645034,Martin Svagerko,632,17.308692676249144,17.308692676249144,17.308692676249144,10.0,10,10
USA,1985,11,5,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,5685.868776319293,5066.546839595552,5706.104759712725,5069.78540480434,5667.080551252884,5073.394162577166,5685.618200144677,5108.66680961688,1421.4671940798232,1266.636709898888,1426.5261899281813,1267.446351201085,1416.770137813221,1268.3485406442915,1421.4045500361692,1277.16670240422,"Rick Mewborn,Nils Stolzlechner,Mark Konopacke,Mike Holland","978,1050,782,828",21.85147159479808,23.121149897330596,19.822039698836413,15.75,36,6
Japan,1985,11,6,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,5270.355470680146,5182.097073785321,5308.406275941873,5090.471685200159,5247.542606658694,5222.444460512087,5284.259231368612,5097.748597858013,1317.5888676700365,1295.5242684463303,1327.1015689854682,1272.6179213000398,1311.8856516646736,1305.6111151280218,1321.064807842153,1274.4371494645034,"Akira Sato,Yataro Watase,Chiharu Nishikata,Masahiro Akimoto","732,1030,967,10",24.8104038329911,28.386036960985624,20.5119780971937,13.25,36,2
Norway,1985,11,7,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,6347.278167865298,5227.833278096839,6380.1140741271265,5075.307897235002,6367.844187112716,5204.8744796987285,6402.954107647896,5123.31144839351,1586.8195419663246,1306.9583195242099,1595.0285185317816,1268.8269743087506,1591.961046778179,1301.2186199246821,1600.738526911974,1280.8278620983774,"Hroar Stjernen,Rolf Åge Berg,Halvor Persson,Per Bergerud","936,1037,840,1047",24.789869952087614,28.569472963723477,18.869267624914443,30.75,90,8
Germany,1985,11,8,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,5537.039881956787,5172.886536649113,5547.42653865598,5068.151059652157,5540.781597674796,5174.6460386402805,5551.318161042158,5078.64746172816,1384.2599704891968,1293.2216341622782,1386.856634663995,1267.0377649130392,1385.195399418699,1293.6615096600701,1387.8295402605395,1269.66186543204,"Wolfgang Steiert,Peter Rohwein,Thomas Klauser,Andreas Bauer","941,988,793,739",21.491444216290212,22.576317590691307,20.621492128678987,33.0,47,21
Slovenia,1985,11,9,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,5651.926650413473,5169.516701164572,5675.696637497595,5098.054014007956,5668.3534525442155,5220.785965515268,5693.890372391151,5123.31144839351,1412.9816626033682,1292.379175291143,1418.9241593743986,1274.513503501989,1417.0883631360539,1305.196491378817,1423.4725930977877,1280.8278620983774,"Primoz Ulaga,Vasja Bajc,Miran Tepes,Robert Kastrun","743,998,734,1049",22.52361396303902,23.745379876796715,20.829568788501028,35.0,62,6
Russia,1985,11,10,1985-01-22,Innsbruck,Austria,World Championship,109,3,Team Large,M,3848.0693780397537,3810.1109040693527,3842.3400471817713,3817.8537639001197,3855.4535415833416,3826.4889706972763,3850.011938072385,3823.31144839351,1282.689792679918,1270.0369680231177,1280.780015727257,1272.6179213000398,1285.1511805277805,1275.4963235657588,1283.337312690795,1274.4371494645034,"Sergei Osernik,Juri Golowschtschikow,Gennadi Prokopenko","1082,873,1048",21.538672142368238,22.064339493497602,21.013004791238878,12.333333333333334,19,6
Kazakhstan,1985,11,10,1985-01-22,Innsbruck,Austria,World Championship,109,1,Team Large,M,1380.6283464786566,1266.9539007522296,1386.0584963700996,1272.6179213000398,1385.91372351298,1277.2426603104657,1391.8864818998295,1274.4371494645034,1380.6283464786566,1266.9539007522296,1386.0584963700996,1272.6179213000398,1385.91372351298,1277.2426603104657,1391.8864818998295,1274.4371494645034,Aleksandr Taranov,1018,20.7337440109514,20.7337440109514,20.7337440109514,10.0,10,10
France,1985,11,11,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,4703.756341822054,4994.01939179892,4704.714222600818,5090.471685200159,4709.803407726222,5056.4232153256835,4711.14398736629,5097.748597858013,1175.9390854555136,1248.50484794973,1176.1785556502045,1272.6179213000398,1177.4508519315555,1264.1058038314209,1177.7859968415726,1274.4371494645034,"Eric Breche,Frederic Berger,Patrick Dubiez,Gèrard Colin","954,973,1036,1034",24.355920602327174,28.06297056810404,20.40520191649555,19.5,42,6
Sweden,1985,11,12,1985-01-22,Innsbruck,Austria,World Championship,109,4,Team Large,M,4776.615233085881,5156.730131446411,4738.631105966278,5090.471685200159,4794.157676149659,5191.777726580476,4756.644811272628,5097.748597858013,1194.1538082714703,1289.1825328616028,1184.6577764915694,1272.6179213000398,1198.5394190374147,1297.944431645119,1189.161202818157,1274.4371494645034,"Jan Boklöv,Christer Andersson,Thomas Jernkrook,Anders Daun","684,1032,1207,979",22.37303216974675,26.94866529774127,18.77618069815195,8.0,21,2
Canada,1985,11,13,1985-01-22,Innsbruck,Austria,World Championship,109,3,Team Large,M,4320.693624252374,4011.6768122642425,4325.72645923632,3857.5261879698046,4361.99742543044,4031.4931086659735,4370.629518705265,3874.4371494645034,1440.2312080841248,1337.225604088081,1441.90881974544,1285.8420626566015,1453.9991418101465,1343.831036221991,1456.8765062350883,1291.4790498215011,"Horst Bulau,Steve Collins,Ron Richards","712,731,717",21.646360939995436,22.442162902121833,20.862422997946613,57.666666666666664,84,37
Finland,1987,16,1,1987-02-17,Oberstdorf,Germany,World Championship,115,4,Team Large,M,6310.16126079627,5482.016037735127,6342.719235412708,5232.688336445816,6275.576956778853,5475.205193002634,6300.563022965287,5231.542823715625,1577.5403151990674,1370.5040094337817,1585.679808853177,1308.172084111454,1568.8942391947132,1368.8012982506584,1575.1407557413218,1307.8857059289062,"Tuomo Ylipulli,Matti Nykänen,Ari Pekka Nikkola,Pekka Suorsa","957,781,409,819",20.625598904859686,23.589322381930184,17.757700205338807,46.25,97,14
Norway,1987,16,2,1987-02-17,Oberstdorf,Germany,World Championship,115,4,Team Large,M,6308.865134402511,5261.507149759069,6366.555438022758,5146.96420005933,6281.759185744686,5257.534102965689,6334.486368180387,5115.078509492924,1577.2162836006278,1315.3767874397672,1591.6388595056894,1286.7410500148326,1570.4397964361715,1314.3835257414223,1583.6215920450968,1278.769627373231,"Hroar Stjernen,Ole Christian Eidhammer,Ole Gunnar Fidjestøl,Vegard Opaas","936,823,748,839",24.96714579055441,26.910335386721425,21.842573579739902,39.0,51,26
Austria,1987,16,3,1987-02-17,Oberstdorf,Germany,World Championship,115,4,Team Large,M,6382.392506595321,5515.483920358186,6408.247681220442,5213.525606894328,6364.07577202432,5545.620332807606,6385.667096248611,5192.551753631042,1595.5981266488302,1378.8709800895465,1602.0619203051106,1303.381401723582,1591.01894300608,1386.4050832019016,1596.4167740621529,1298.1379384077604,"Franz Neuländtner,Andreas Felder,Richard Schallert,Ernst Vettori","693,709,996,631",22.869267624914443,24.95277207392197,21.05133470225873,61.5,82,35
Czechia,1987,16,4,1987-02-17,Oberstdorf,Germany,World Championship,115,3,Team Large,M,4519.666809369033,4005.41225459768,4543.8629425278905,3996.1357141918825,4504.451535087374,4009.660234348244,4525.46094326903,3945.0531139125806,1506.555603123011,1335.1374181992267,1514.6209808426302,1332.0452380639608,1501.4838450291247,1336.5534114494146,1508.4869810896769,1315.0177046375268,"Ladislav Dluhos,Jiri Parma,Pavel Ploc","598,292,724",22.71594798083504,24.10677618069815,21.366187542778917,61.666666666666664,86,35
Slovakia,1987,16,4,1987-02-17,Oberstdorf,Germany,World Championship,115,1,Team Large,M,1435.8754193977204,1317.247599030377,1431.5399382630678,1272.6179213000398,1428.1737872630529,1305.5594504668416,1421.6421389926118,1274.4371494645034,1435.8754193977204,1317.247599030377,1431.5399382630678,1272.6179213000398,1428.1737872630529,1305.5594504668416,1421.6421389926118,1274.4371494645034,Martin Svagerko,632,19.378507871321013,19.378507871321013,19.378507871321013,25.0,25,25
Germany,1987,16,5,1987-02-17,Oberstdorf,Germany,World Championship,115,4,Team Large,M,5998.251810195951,5279.679689222282,6048.2356480574035,5137.00918277844,5983.264925051599,5291.296494496065,6031.0268464671135,5157.326832794748,1499.5629525489878,1319.9199223055705,1512.0589120143509,1284.25229569461,1495.8162312628997,1322.8241236240162,1507.7567116167784,1289.331708198687,"Mike Arnold,Ulf Findeisen,Raimund Litschko,Jens Weißflog","1012,848,984,552",21.27652292950034,24.9637234770705,18.072553045859,27.5,59,2
Germany,1987,16,6,1987-02-17,Oberstdorf,Germany,World Championship,115,4,Team Large,M,5904.7226206282085,5162.9431679772315,5948.639077361138,5093.781299741673,5894.430325794818,5157.654471631169,5936.657841451982,5104.210312263656,1476.1806551570521,1290.7357919943079,1487.1597693402846,1273.4453249354183,1473.6075814487044,1289.4136179077923,1484.1644603629954,1276.052578065914,"Peter Rohwein,Dieter Thoma,Thomas Klauser,Andreas Bauer","988,390,793,739",21.935660506502394,24.646132785763175,17.3305954825462,43.5,65,6
