Nation,Season,Race,Place,Date,City,Country,Event,HillSize,TeamSize,RaceType,Sex,Total_Elo,Total_Normal_Elo,Total_Large_Elo,Total_Flying_Elo,Total_Pelo,Total_Normal_Pelo,Total_Large_Pelo,Total_Flying_Pelo,Avg_Elo,Avg_Normal_Elo,Avg_Large_Elo,Avg_Flying_Elo,Avg_Pelo,Avg_Normal_Pelo,Avg_Large_Pelo,Avg_Flying_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Finland,2017,17,7,2017-01-28,Willingen,Germany,World Cup,145,4,Team Large,M,4978.598843182027,4910.262210019352,4987.084813639434,5211.745028002993,4978.968467860832,5001.488885859142,4987.673773416634,5220.469039703272,1244.6497107955067,1227.565552504838,1246.7712034098586,1302.9362570007484,1244.742116965208,1250.3722214647855,1246.9184433541584,1305.117259925818,"Antti Aalto,Janne Ahonen,Ville Larinto,Jarkko Määttä","924,58,13,53",27.614647501711158,39.71800136892539,21.82614647501711,149.5,427,6
Japan,2017,17,8,2017-01-28,Willingen,Germany,World Cup,145,4,Team Large,M,5342.863304700617,5529.783903886099,5301.75670830805,5373.684678184743,5352.1779882844385,5516.022654299371,5311.438900056272,5404.334915511462,1335.7158261751542,1382.4459759715248,1325.4391770770126,1343.4211695461856,1338.0444970711096,1379.0056635748429,1327.859725014068,1351.0837288778655,"Kento Sakuyama,Taku Takeuchi,Ryoyu Kobayashi,Noriaki Kasai","148,33,1637,30",30.284052019164953,44.64613278576318,20.2217659137577,211.0,536,17
Czechia,2017,17,9,2017-01-28,Willingen,Germany,World Cup,145,4,Team Large,M,5282.935238973754,5225.408222764074,5291.998126166825,5177.355063380854,5295.952472251142,5186.489782250339,5306.316814063126,5180.010257794873,1320.7338097434385,1306.3520556910184,1322.9995315417063,1294.3387658452134,1323.9881180627856,1296.6224455625847,1326.5792035157815,1295.0025644487182,"Roman Koudelka,Vojtech Stursa,Lukas Hlava,Jan Matura","24,272,41,28",29.607118412046542,36.99931553730322,21.489390828199863,188.5,301,14
Poland,2017,27,1,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,6404.333376496707,5892.958281694764,6350.04885063326,5437.642379364768,6391.2520171353735,5665.673566440057,6335.83383448554,5389.1079832953765,1601.0833441241768,1473.239570423691,1587.512212658315,1359.410594841192,1597.8130042838434,1416.4183916100142,1583.958458621385,1347.2769958238441,"Piotr Zyla,Dawid Kubacki,Maciej Kot,Kamil Stoch","98,69,103,40",28.155373032169745,30.130047912388775,25.73579739904175,204.0,296,149
Norway,2017,27,2,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,6252.417611394541,5768.921375580338,6161.6078090695955,5695.855462805708,6241.834059092862,5700.133050027511,6149.462014982481,5727.8577349473835,1563.1044028486353,1442.2303438950844,1540.4019522673989,1423.963865701427,1560.4585147732155,1425.0332625068777,1537.3655037456203,1431.9644337368459,"Daniel-Andrè Tande,Johann Forfang,Andreas Stjernen,Anders Fannemel","897,902,51,134",24.79466119096509,28.594113620807665,21.66735112936345,108.25,150,70
Austria,2017,27,3,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,6468.450374021313,6008.356862447803,6422.452635442458,5678.2456748167015,6465.18364846323,5871.726913145815,6419.16386689347,5673.008194255372,1617.1125935053283,1502.0892156119507,1605.6131588606145,1419.5614187041754,1616.2959121158076,1467.9317282864538,1604.7909667233675,1418.252048563843,"Gregor Schlierenzauer,Michael Hayböck,Stefan Kraft,Manuel Fettner","20,66,432,17",27.168377823408623,31.71252566735113,23.808350444900753,189.5,247,142
Germany,2017,27,4,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,6295.8928815876825,6018.203417747609,6237.370279600563,5347.1982367978035,6295.281426649935,5781.031659111148,6236.625103737156,5326.067271091633,1573.9732203969206,1504.5508544369022,1559.3425699001407,1336.7995591994509,1573.8203566624838,1445.257914777787,1559.156275934289,1331.5168177729083,"Richard Freitag,Markus Eisenbichler,Stephan Leyhe,Andreas Wellinger","74,275,1169,553",24.53798767967146,25.919233401779604,21.516769336071185,117.75,195,75
Slovenia,2017,27,5,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,5796.877339770374,5474.561197959471,5748.799086563453,5569.983957534818,5793.030697095305,5546.105118893622,5744.610837274965,5551.956276046572,1449.2193349425936,1368.6402994898679,1437.1997716408632,1392.4959893837045,1448.2576742738263,1386.5262797234054,1436.1527093187412,1387.989069011643,"Jurij Tepes,Anze Lanisek,Peter Prevc,Jernej Damjan","49,1166,18,94",26.785078713210133,33.76865160848734,20.870636550308006,183.75,246,52
Finland,2017,27,6,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,5011.821061887651,4988.815482522527,5000.060786560365,5189.999205018607,5000.636408549904,4981.076303708336,4988.238493824145,5190.088779621715,1252.9552654719128,1247.2038706306319,1250.0151966400913,1297.4998012546519,1250.159102137476,1245.269075927084,1247.0596234560362,1297.5221949054287,"Jarkko Määttä,Antti Aalto,Ville Larinto,Janne Ahonen","53,924,13,58",27.710472279260777,39.813826146475016,21.921971252566735,155.5,433,10
Czechia,2017,27,7,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,5313.4757880386205,5442.715200518415,5255.603993221109,5132.759925755382,5313.955684845266,5481.023747771848,5255.700313248968,5123.691170173419,1328.3689470096551,1360.6788001296038,1313.9009983052772,1283.1899814388455,1328.4889212113164,1370.255936942962,1313.925078312242,1280.9227925433547,"Jakub Janda,Tomas Vancura,Viktor Polasek,Roman Koudelka","23,1911,1848,24",26.652977412731005,38.85284052019165,19.627652292950035,168.25,389,8
Japan,2017,27,7,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,5488.047993232343,5473.223311415799,5457.427568195872,5485.984155726635,5491.412689656194,5516.913169134261,5461.106918382024,5530.158011233532,1372.0119983080858,1368.3058278539497,1364.356892048968,1371.4960389316589,1372.8531724140485,1379.2282922835652,1365.276729595506,1382.539502808383,"Noriaki Kasai,Daiki Ito,Ryoyu Kobayashi,Taku Takeuchi","30,15,1637,33",31.508555783709788,44.7419575633128,20.317590691307323,268.5,546,24
Russia,2017,27,9,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,5252.362054456109,5095.863967725107,5187.0134184503695,5173.320235504586,5258.768311029155,5132.256621438312,5193.362849271034,5157.61156317613,1313.0905136140273,1273.9659919312767,1296.7533546125924,1293.3300588761465,1314.6920777572886,1283.064155359578,1298.3407123177585,1289.4028907940326,"Dimitry Vassiliev,Alexey Romashov,Denis Kornilov,Evgeniy Klimov","99,558,29,1620",28.919233401779604,37.18822724161533,23.080082135523615,149.25,265,38
Switzerland,2017,27,10,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,5053.801082405027,5180.161088956252,5011.740679810548,5255.751762964284,5061.818573463621,5204.341807201071,5020.254674777959,5278.893028769247,1263.4502706012568,1295.040272239063,1252.935169952637,1313.937940741071,1265.4546433659052,1301.0854518002677,1255.0636686944897,1319.7232571923118,"Killian Peier,Gregor Deschwanden,Simon Ammann,Andreas Schuler","882,273,4,1633",26.20465434633812,35.690622861054074,21.1772758384668,138.75,392,4
USA,2017,27,11,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,4796.576740157337,4827.548647580682,4828.750381256872,5046.170493130348,4805.341447381623,4968.591137803568,4839.099121414394,5090.650798598634,1199.1441850393342,1206.8871618951705,1207.187595314218,1261.542623282587,1201.3353618454057,1242.147784450892,1209.7747803535985,1272.6626996496584,"Kevin Bickner,Michael Glasder,Casey Larson,William Rhoads","1644,143,2114,912",22.08350444900753,27.93702943189596,18.21492128678987,20.0,30,3
Kazakhstan,2017,27,12,2017-03-04,Lahti,Finland,World Championship,130,4,Team Large,M,4942.725189823283,4903.058935515538,4952.655915910651,5051.685840984097,4958.266529908519,4991.437758810814,4970.073376422981,5069.326928108416,1235.6812974558206,1225.7647338788845,1238.1639789776627,1262.9214602460243,1239.5666324771298,1247.8594397027034,1242.5183441057452,1267.331732027104,"Alexey Korolev,Ilya Kratov,Nikolay Karpenko,Roman Nogin","152,2276,137,1862",25.184804928131417,35.564681724846,16.772073921971252,22.75,60,1
Austria,2017,28,1,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,6315.572930649581,5892.226267059229,6261.559236404322,5508.910330186793,6301.242120718845,5731.147412071778,6246.11003990077,5492.804672190825,1578.8932326623953,1473.0565667648073,1565.3898091010806,1377.2275825466982,1575.3105301797113,1432.7868530179444,1561.5275099751925,1373.2011680477062,"Michael Hayböck,Manuel Fettner,Markus Schiffner,Stefan Kraft","66,17,1326,432",26.585215605749486,31.731690622861052,23.82751540041068,135.5,201,28
Germany,2017,28,2,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,6304.920844635953,6018.203417747609,6247.225168360972,5347.198236797803,6295.8928815876825,5781.031659111147,6237.370279600563,5326.067271091633,1576.2302111589881,1504.5508544369022,1561.806292090243,1336.7995591994506,1573.9732203969206,1445.2579147777867,1559.3425699001407,1331.5168177729083,"Markus Eisenbichler,Andreas Wellinger,Stephan Leyhe,Richard Freitag","275,553,1169,74",24.55715263518138,25.93839835728953,21.535934291581107,118.75,196,76
Poland,2017,28,3,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,6407.556152154983,5892.958281694764,6353.639887352056,5437.642379364768,6404.333376496707,5665.673566440057,6350.04885063326,5389.1079832953765,1601.8890380387456,1473.239570423691,1588.409971838014,1359.410594841192,1601.0833441241768,1416.4183916100142,1587.512212658315,1347.2769958238441,"Piotr Zyla,Maciej Kot,Kamil Stoch,Dawid Kubacki","98,103,40,69",28.174537987679674,30.1492128678987,25.754962354551676,205.0,297,150
Norway,2017,28,4,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,6222.177025903501,5802.941705215066,6118.772443778802,5522.625099021651,6221.026992854695,5667.195326499705,6116.564028705676,5517.192594056578,1555.5442564758753,1450.7354263037664,1529.6931109447005,1380.6562747554128,1555.2567482136737,1416.7988316249262,1529.141007176419,1379.2981485141445,"Johann Forfang,Daniel-Andrè Tande,Robert Johansson,Andreas Stjernen","902,897,1413,51",25.098562628336758,28.61327857631759,21.686516084873375,82.0,134,42
Japan,2017,28,5,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,5495.235138500237,5473.223311415799,5465.212086482502,5485.984155726635,5488.047993232343,5516.913169134261,5457.427568195872,5530.158011233532,1373.8087846250592,1368.3058278539497,1366.3030216206255,1371.4960389316589,1372.0119983080858,1379.2282922835652,1364.356892048968,1382.539502808383,"Noriaki Kasai,Daiki Ito,Ryoyu Kobayashi,Taku Takeuchi","30,15,1637,33",31.527720739219713,44.761122518822724,20.33675564681725,269.5,547,25
Slovenia,2017,28,6,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,5612.626743973214,5598.685089684312,5549.5296566996285,5386.946634468772,5611.276904894986,5541.362502587028,5547.664590842081,5367.537370253653,1403.1566859933034,1399.671272421078,1387.3824141749071,1346.736658617193,1402.8192262237465,1385.340625646757,1386.9161477105204,1341.8843425634132,"Tilen Bartol,Jernej Damjan,Nejc Dezman,Peter Prevc","1840,94,433,18",25.60369609856263,33.78781656399726,19.89869952087611,134.25,247,3
Czechia,2017,28,7,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,5397.939582926248,5391.67785650783,5362.426493254523,5122.56921654799,5398.333067313249,5380.709237291873,5362.725566321067,5117.683367427028,1349.484895731562,1347.9194641269576,1340.6066233136307,1280.6423041369976,1349.5832668283122,1345.1773093229683,1340.6813915802668,1279.420841856757,"Viktor Polasek,Vojtech Stursa,Jakub Janda,Roman Koudelka","1848,272,23,24",26.94866529774127,38.87200547570157,19.646817248459957,167.5,390,9
Switzerland,2017,28,8,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,5054.151156101529,5180.161088956253,5012.378592795461,5255.751762964283,5053.801082405027,5204.341807201072,5011.740679810548,5278.893028769247,1263.5377890253822,1295.0402722390631,1253.0946481988653,1313.9379407410709,1263.4502706012568,1301.085451800268,1252.935169952637,1319.7232571923118,"Simon Ammann,Gregor Deschwanden,Killian Peier,Andreas Schuler","4,273,882,1633",26.223819301848046,35.709787816563995,21.196440793976727,139.75,393,5
Finland,2017,28,9,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,5008.362325597211,4988.815482522528,4996.17627241049,5189.9992050186065,5011.821061887651,4981.076303708336,5000.060786560365,5190.088779621715,1252.0905813993027,1247.203870630632,1249.0440681026225,1297.4998012546516,1252.9552654719128,1245.269075927084,1250.0151966400913,1297.5221949054287,"Janne Ahonen,Antti Aalto,Ville Larinto,Jarkko Määttä","58,924,13,53",27.729637234770703,39.832991101984945,21.94113620807666,156.5,434,11
Italy,2017,28,10,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,4913.243014940184,4878.029931863497,4933.676592315529,4992.205758438921,4919.858145691922,4931.457513880089,4941.497419530259,4962.187546098481,1228.310753735046,1219.5074829658743,1233.4191480788822,1248.0514396097303,1229.9645364229805,1232.8643784700223,1235.3743548825648,1240.5468865246203,"Davide Bresadola,Sebastian Colloredo,Roberto Dellasega,Alex Insam","118,37,791,915",25.99110198494182,29.503080082135522,19.225188227241617,72.0,184,5
USA,2017,28,11,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,4787.1599566276245,4827.548647580682,4817.811123422722,5046.170493130348,4796.576740157338,4968.591137803567,4828.750381256873,5090.650798598634,1196.7899891569061,1206.8871618951705,1204.4527808556804,1261.542623282587,1199.1441850393344,1242.1477844508918,1207.1875953142182,1272.6626996496584,"Kevin Bickner,Casey Larson,William Rhoads,Michael Glasder","1644,2114,912,143",22.102669404517453,27.956194387405887,18.234086242299796,21.0,31,4
Kazakhstan,2017,28,12,2017-03-11,Holmenkollen,Norway,World Cup,134,4,Team Large,M,4972.154809118513,5032.943796902544,4972.91701029551,5091.705609218647,4988.889313888331,5051.824562867697,4991.364372215186,5123.31144839351,1243.0387022796283,1258.235949225636,1243.2292525738776,1272.9264023046617,1247.2223284720828,1262.9561407169242,1247.8410930537966,1280.8278620983774,"Sabirzhan Muminov,Konstantin Sokolenko,Marat Zhaparov,Sergey Tkachenko","916,1722,1554,1865",25.79671457905544,33.190965092402465,17.757700205338807,7.75,14,2
Norway,2017,31,1,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,6306.429703934226,5802.941705215067,6202.929884987785,5547.600902711443,6291.872444777928,5667.195326499705,6173.691931350175,5522.625099021651,1576.6074259835566,1450.7354263037666,1550.7324712469463,1386.9002256778608,1572.968111194482,1416.7988316249262,1543.4229828375437,1380.6562747554128,"Andreas Stjernen,Robert Johansson,Daniel-Andrè Tande,Johann Forfang","51,1413,897,902",25.11772758384668,28.632443531827516,21.7056810403833,85.0,137,45
Poland,2017,31,2,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,6389.703787649647,5892.958281694764,6327.096061232878,5459.1372526405175,6380.88728083882,5665.673566440057,6347.518952855866,5437.642379364768,1597.4259469124117,1473.239570423691,1581.7740153082195,1364.7843131601294,1595.221820209705,1416.4183916100142,1586.8797382139664,1359.410594841192,"Kamil Stoch,Maciej Kot,Dawid Kubacki,Piotr Zyla","40,103,69,98",28.193702943189596,30.168377823408623,25.7741273100616,208.0,300,153
Austria,2017,31,3,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,6491.463095837674,6008.356862447804,6444.326659582293,5689.465816329506,6488.33544956166,5871.726913145815,6446.151993315043,5678.2456748167015,1622.8657739594184,1502.089215611951,1611.0816648955733,1422.3664540823765,1622.083862390415,1467.9317282864538,1611.5379983287608,1419.5614187041754,"Stefan Kraft,Manuel Fettner,Michael Hayböck,Gregor Schlierenzauer","432,17,66,20",27.206707734428473,31.750855578370977,23.8466803559206,193.0,249,146
Slovenia,2017,31,4,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,5905.498371643603,5481.246976733384,5864.147437692916,5618.710111173776,5898.781896383203,5569.679965296867,5866.436767755866,5611.031983775602,1476.3745929109007,1370.311744183346,1466.036859423229,1404.677527793444,1474.6954740958008,1392.4199913242167,1466.6091919389664,1402.7579959439006,"Anze Lanisek,Jurij Tepes,Peter Prevc,Domen Prevc","1166,49,18,1868",22.818617385352496,28.087611225188226,17.78781656399726,136.5,226,49
Germany,2017,31,5,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,6308.952585012845,5967.756151031437,6266.709062254947,5371.308037117794,6312.858110648196,5798.451300501913,6241.560750532545,5364.14779774611,1577.2381462532112,1491.9390377578593,1566.6772655637367,1342.8270092794485,1578.214527662049,1449.6128251254781,1560.3901876331363,1341.0369494365275,"Karl Geiger,Andreas Wellinger,Richard Freitag,Markus Eisenbichler","554,553,74,275",24.300479123887747,25.95756331279945,21.555099247091032,122.25,199,81
Japan,2017,31,6,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,5519.041729096787,5473.223311415799,5488.625525246669,5485.410882237152,5516.063826593903,5516.913169134261,5501.577682842886,5485.984155726635,1379.7604322741968,1368.3058278539497,1372.1563813116672,1371.352720559288,1379.0159566484758,1379.2282922835652,1375.3944207107215,1371.4960389316589,"Ryoyu Kobayashi,Taku Takeuchi,Daiki Ito,Noriaki Kasai","1637,33,15,30",31.54688569472964,44.780287474332646,20.355920602327174,272.5,550,28
Czechia,2017,31,7,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,5197.415973525491,5274.517337826759,5180.348591335789,5177.62689565796,5193.9838302454,5364.943887025867,5156.645847252789,5177.015404135075,1299.3539933813727,1318.6293344566898,1295.0871478339473,1294.40672391449,1298.49595756135,1341.2359717564668,1289.1614618131973,1294.2538510337688,"Tomas Vancura,Jan Matura,Roman Koudelka,Viktor Polasek","1911,28,24,1848",26.251882272416154,37.13347022587269,19.665982203969882,149.75,306,12
Switzerland,2017,31,8,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,5070.839387377342,5231.534979605876,5023.624520864378,5283.599644708784,5070.126745386564,5181.584467511537,5013.768614031826,5290.638132579021,1267.7098468443355,1307.883744901469,1255.9061302160944,1320.899911177196,1267.531686346641,1295.3961168778842,1253.4421535079564,1322.6595331447552,"Simon Ammann,Killian Peier,Gabriel Karlen,Gregor Deschwanden","4,882,1639,273",26.694729637234772,35.728952772073924,21.973990417522245,143.5,396,12
USA,2017,31,9,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,4771.303002099668,4827.548647580682,4799.99286884708,5065.791575262872,4770.747113400531,4968.591137803568,4824.944132617777,5073.552571830309,1192.825750524917,1206.8871618951705,1199.99821721177,1266.447893815718,1192.6867783501327,1242.147784450892,1206.2360331544442,1268.3881429575772,"Kevin Bickner,Michael Glasder,Casey Larson,William Rhoads","1644,143,2114,912",22.12183436002738,27.975359342915812,18.253251197809718,22.25,32,6
Finland,2017,31,10,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,4954.621248864842,4904.3078111940395,4960.6805170469,5108.145568642674,4961.243979087359,4906.618753556073,4996.793004273917,5122.22836473934,1238.6553122162104,1226.0769527985099,1240.170129261725,1277.0363921606686,1240.3109947718397,1226.6546883890182,1249.1982510684793,1280.557091184835,"Eetu Nousiainen,Antti Aalto,Jarkko Määttä,Ville Larinto","1869,924,53,13",22.757015742642025,26.934976043805612,19.88501026694045,50.5,112,2
Russia,2017,31,11,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,5229.3825227394545,5138.523180983427,5182.409170478168,5183.893559547961,5244.860847140031,5243.574103455417,5180.719105464523,5205.021667444356,1307.3456306848636,1284.6307952458567,1295.602292619542,1295.9733898869902,1311.2152117850078,1310.8935258638542,1295.1797763661307,1301.255416861089,"Aleksandr Bazhenov,Mikhail Nazarov,Alexey Romashov,Evgeniy Klimov","1847,1632,558,1620",23.031485284052017,24.90075290896646,21.68104038329911,23.25,48,1
Italy,2017,31,12,2017-03-18,Vikersund,Norway,World Cup,225,4,Team Flying,M,4888.996017934519,4878.029931863497,4918.687614085726,4997.030822288012,4903.885901652504,4931.457513880089,4914.593813783739,5019.587837138881,1222.2490044836297,1219.5074829658743,1229.6719035214314,1249.257705572003,1225.971475413126,1232.8643784700223,1228.6484534459348,1254.8969592847202,"Sebastian Colloredo,Davide Bresadola,Roberto Dellasega,Alex Insam","37,118,791,915",26.010266940451746,29.522245037645447,19.24435318275154,74.5,187,8
Norway,2017,34,1,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,6167.765763236483,5656.758393062984,6000.389113061856,5665.5118857680145,6152.069051373037,5547.170081401755,5962.7597214916095,5642.985595256272,1541.9414408091206,1414.189598265746,1500.097278265464,1416.3779714420036,1538.0172628432592,1386.7925203504387,1490.6899303729024,1410.746398814068,"Johann Forfang,Anders Fannemel,Robert Johansson,Andreas Stjernen","902,134,1413,51",25.812457221081452,28.65160848733744,21.724845995893222,104.5,154,48
Germany,2017,34,2,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,6291.789090006593,5967.756151031438,6266.709062254946,5426.601661771644,6282.212707912851,5798.451300501913,6241.560750532544,5404.455933307523,1572.9472725016483,1491.9390377578595,1566.6772655637365,1356.650415442911,1570.5531769782128,1449.6128251254781,1560.390187633136,1351.1139833268808,"Richard Freitag,Markus Eisenbichler,Andreas Wellinger,Karl Geiger","74,275,553,554",24.319644079397673,25.976728268309376,21.574264202600958,125.25,202,84
Poland,2017,34,3,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,6403.195093409306,5892.958281694764,6327.096061232878,5544.902402041022,6399.612523860462,5665.673566440057,6347.518952855865,5530.58679757523,1600.7987733523264,1473.239570423691,1581.7740153082195,1386.2256005102554,1599.9031309651155,1416.4183916100142,1586.8797382139662,1382.6466993938075,"Piotr Zyla,Kamil Stoch,Dawid Kubacki,Maciej Kot","98,40,69,103",28.21286789869952,30.187542778918548,25.793292265571527,211.0,303,156
Austria,2017,34,4,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,6319.737437654878,5892.226267059228,6268.498995229892,5566.373567940989,6318.917113317302,5731.147412071778,6273.250458305603,5557.731472532267,1579.9343594137194,1473.056566764807,1567.124748807473,1391.5933919852473,1579.7292783293256,1432.7868530179444,1568.3126145764008,1389.4328681330667,"Stefan Kraft,Michael Hayböck,Manuel Fettner,Markus Schiffner","432,66,17,1326",26.623545516769333,31.770020533880903,23.865845311430526,141.0,207,32
Slovenia,2017,34,5,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,5857.804694784179,5335.154423439098,5738.68596931154,5690.61882198766,5855.479726946604,5530.674452375414,5727.004973653553,5689.865915893464,1464.4511736960449,1333.7886058597744,1434.671492327885,1422.654705496915,1463.869931736651,1382.6686130938535,1431.7512434133882,1422.466478973366,"Anze Semenic,Jurij Tepes,Peter Prevc,Domen Prevc","790,49,18,1868",23.517453798767967,28.10677618069815,17.806981519507186,133.25,229,32
Japan,2017,34,6,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,5568.876383810088,5473.223311415799,5488.625525246668,5507.277263742257,5567.21300912949,5516.913169134261,5501.577682842886,5508.226169709302,1392.219095952522,1368.3058278539497,1372.156381311667,1376.8193159355642,1391.8032522823726,1379.2282922835652,1375.3944207107215,1377.0565424273254,"Daiki Ito,Ryoyu Kobayashi,Taku Takeuchi,Noriaki Kasai","15,1637,33,30",31.56605065023956,44.799452429842574,20.375085557837096,275.0,553,30
USA,2017,34,7,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,4799.080909817276,4827.548647580682,4799.99286884708,5072.627698590932,4790.181421724539,4968.591137803568,4824.944132617778,5069.815793070591,1199.770227454319,1206.8871618951705,1199.99821721177,1268.156924647733,1197.5453554311348,1242.147784450892,1206.2360331544446,1267.4539482676478,"William Rhoads,Casey Larson,Michael Glasder,Kevin Bickner","912,2114,143,1644",22.1409993155373,27.994524298425734,18.272416153319643,23.75,34,7
Czechia,2017,34,8,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,5217.331247097914,5201.969993816174,5189.646776945086,5189.062021883192,5219.35055461857,5264.629376545892,5177.4560339314085,5194.158460074343,1304.3328117744784,1300.4924984540435,1297.4116942362714,1297.265505470798,1304.8376386546424,1316.157344136473,1294.3640084828521,1298.5396150185857,"Roman Koudelka,Vojtech Stursa,Tomas Vancura,Jan Matura","24,272,1911,28",26.760438056125942,37.152635181382614,20.536618754277892,152.75,307,18
Italy,2017,34,9,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,4914.614643194273,4878.029931863498,4918.687614085726,4999.973730828662,4916.570651370057,4931.457513880089,4914.593813783739,5006.484355611655,1228.6536607985684,1219.5074829658745,1229.6719035214314,1249.9934327071655,1229.1426628425143,1232.8643784700223,1228.6484534459348,1251.6210889029137,"Davide Bresadola,Alex Insam,Roberto Dellasega,Sebastian Colloredo","118,915,791,37",26.029431895961668,29.541409993155373,19.263518138261464,76.25,189,11
Switzerland,2017,34,10,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,5059.880001083749,5231.534979605875,5023.624520864378,5238.902621405045,5068.7483737961975,5181.584467511537,5013.768614031826,5255.837710357968,1264.9700002709374,1307.8837449014688,1255.9061302160944,1309.7256553512611,1267.1870934490494,1295.3961168778842,1253.4421535079564,1313.959427589492,"Gabriel Karlen,Gregor Deschwanden,Killian Peier,Simon Ammann","1639,273,882,4",26.713894592744694,35.748117727583846,21.99315537303217,145.25,399,14
Finland,2017,34,11,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,4847.987940233423,4969.031024042401,4874.40971411141,4994.873430311343,4858.155690116568,4995.446368759023,4904.139166119881,5012.004987127997,1211.9969850583557,1242.2577560106004,1218.6024285278525,1248.7183575778358,1214.538922529142,1248.8615921897558,1226.0347915299703,1253.0012467819993,"Jarkko Määttä,Lauri Asikainen,Ville Larinto,Antti Aalto","53,559,13,924",24.756331279945243,27.824777549623544,21.979466119096507,72.5,114,16
Russia,2017,34,12,2017-03-25,Planica,Slovenia,World Cup,225,4,Team Flying,M,5158.3413284362105,5138.523180983427,5182.409170478168,5091.344982664482,5177.893708598694,5243.574103455417,5180.719105464523,5115.916898418629,1289.5853321090526,1284.6307952458567,1295.602292619542,1272.8362456661205,1294.4734271496734,1310.8935258638542,1295.1797763661307,1278.9792246046572,"Aleksandr Bazhenov,Mikhail Nazarov,Alexey Romashov,Evgeniy Klimov","1847,1632,558,1620",23.050650239561946,24.919917864476385,21.700205338809035,25.25,51,3
Norway,2018,1,1,2017-11-18,Wisla,Poland,World Cup,134,4,Team Large,M,6117.126745532678,5758.095142944765,5979.700780739286,5594.106985662411,6101.869935045887,5677.397593890524,5961.961344753659,5663.655277249896,1529.2816863831695,1439.5237857361913,1494.9251951848214,1398.5267464156027,1525.4674837614718,1419.349398472631,1490.4903361884149,1415.913819312474,"Daniel-Andrè Tande,Anders Fannemel,Johann Forfang,Robert Johansson","897,134,902,1413",25.092402464065707,27.657768651608485,22.376454483230663,92.75,156,50
Poland,2018,1,2,2017-11-18,Wisla,Poland,World Cup,134,4,Team Large,M,6232.503711828043,5892.958281694764,6165.338382372538,5508.572087736284,6225.848041519893,5665.673566440057,6158.0316520479455,5563.0259855721,1558.1259279570108,1473.239570423691,1541.3345955931345,1377.143021934071,1556.4620103799732,1416.4183916100142,1539.5079130119864,1390.756496393025,"Dawid Kubacki,Maciej Kot,Kamil Stoch,Piotr Zyla","69,103,40,98",28.864476386036962,30.83915126625599,26.444900752908968,213.0,305,158
