Nation,Season,Race,Place,Date,City,Country,Event,HillSize,TeamSize,RaceType,Sex,Total_Elo,Total_Normal_Elo,Total_Large_Elo,Total_Flying_Elo,Total_Pelo,Total_Normal_Pelo,Total_Large_Pelo,Total_Flying_Pelo,Avg_Elo,Avg_Normal_Elo,Avg_Large_Elo,Avg_Flying_Elo,Avg_Pelo,Avg_Normal_Pelo,Avg_Large_Pelo,Avg_Flying_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Norway,2021,17,4,2021-03-28,Chaikovsky,Russia,World Cup,102,4,Team Normal,L,5879.874207384621,5714.448103967836,5554.10508003322,5179.294117647059,5877.580879098239,5711.63002168704,5546.6368738166175,5200.0,1469.9685518461552,1428.612025991959,1388.526270008305,1294.8235294117646,1469.3952197745598,1427.90750542176,1386.6592184541544,1300.0,"Silje Opseth,Frida Berger,Thea Minyan Bjørseth,Anna Odine Strøm","221,405,389,44",19.796030116358658,22.94592744695414,16.91170431211499,52.0,93,1
Russia,2021,17,5,2021-03-28,Chaikovsky,Russia,World Cup,102,4,Team Normal,L,5388.4616808194005,5371.491928192722,5175.3268045541545,5179.294117647059,5384.954289494757,5369.239015692001,5147.147331663936,5200.0,1347.1154202048501,1342.8729820481806,1293.8317011385386,1294.8235294117646,1346.2385723736893,1342.3097539230002,1286.786832915984,1300.0,"Irma Makhinia,Sofya Tikhonova,Kristina Prokopieva,Irina Avvakumova","401,27,361,6",22.788501026694043,29.535934291581107,18.55715263518138,78.75,146,12
Japan,2021,17,6,2021-03-28,Chaikovsky,Russia,World Cup,102,4,Team Normal,L,6226.012147997415,6054.173745576652,5883.731614346507,5179.294117647059,6243.351674233463,6066.978625132121,5863.476691406529,5200.0,1556.5030369993538,1513.543436394163,1470.9329035866267,1294.8235294117646,1560.8379185583658,1516.7446562830303,1465.8691728516324,1300.0,"Nozomi Maruyama,Yuka Seto,Sara Takanashi,Yuki Ito","222,32,3,5",24.56605065023956,26.882956878850102,22.819986310746064,129.75,174,61
Czechia,2021,17,7,2021-03-28,Chaikovsky,Russia,World Cup,102,4,Team Normal,L,5004.901192783256,5064.806922492977,4848.650225188196,5179.294117647059,5008.832695163776,5069.072562660657,4931.168213422639,5200.0,1251.225298195814,1266.2017306232442,1212.162556297049,1294.8235294117646,1252.208173790944,1267.2681406651643,1232.7920533556598,1300.0,"Klara Ulrichova,Stepanka Ptackova,Karolina Indrackova,Veronika Jencova","388,350,50,373",19.123887748117728,23.586584531143053,16.870636550308006,15.75,34,2
Canada,2021,17,8,2021-03-28,Chaikovsky,Russia,World Cup,102,4,Team Normal,L,4822.472154296278,4922.744401442272,4891.059424790938,5179.294117647059,4830.498567778877,4930.565900976338,5074.81515577475,5200.0,1205.6180385740695,1230.686100360568,1222.7648561977344,1294.8235294117646,1207.6246419447193,1232.6414752440844,1268.7037889436874,1300.0,"Natalie Eilers,Abigail Strate,Nicole Maurer,Alexandria Loutitt","270,289,275,417",20.22108145106092,22.406570841889117,17.22108145106092,12.75,22,5
USA,2021,17,9,2021-03-28,Chaikovsky,Russia,World Cup,102,4,Team Normal,L,4787.9278551222715,4838.025345236294,4971.933652472406,5179.294117647059,4802.608727783684,4850.311428705128,5064.608975963596,5200.0,1196.9819637805679,1209.5063363090735,1242.9834131181015,1294.8235294117646,1200.652181945921,1212.577857176282,1266.152243990899,1300.0,"Nina Lussi,Anna Hoffmann,Logan Sankey,Annika Belshaw","37,312,225,346",22.405201916495553,26.99794661190965,18.78986995208761,18.25,45,3
Austria,2022,13,1,2022-02-25,Hinzenbach,Austria,World Cup,90,4,Team Normal,L,6226.025047152605,6037.718779134075,5891.721461092287,5179.294117647059,6213.895464381234,6024.083627031086,5868.469919519394,5200.0,1556.5062617881513,1509.4296947835187,1472.9303652730719,1294.8235294117646,1553.4738660953085,1506.0209067577714,1467.1174798798486,1300.0,"Lisa Eder,Marita Kramer,Chiara Kreuzer,Jacqueline Seifriedsberger","337,299,21,18",24.145790554414788,31.09924709103354,20.33675564681725,101.0,157,48
Russia,2022,13,2,2022-02-25,Hinzenbach,Austria,World Cup,90,4,Team Normal,L,5496.286753548406,5443.468795395936,5186.795132551015,5179.294117647059,5480.433001775207,5426.983525249538,5196.698352246093,5200.0,1374.0716883871014,1360.867198848984,1296.6987831377537,1294.8235294117646,1370.1082504438018,1356.7458813123844,1299.1745880615233,1300.0,"Alexandra Kustova,Sofya Tikhonova,Irina Avvakumova,Irma Makhinia","29,27,6,401",24.175222450376452,30.45037645448323,19.471594798083505,104.5,157,31
Slovenia,2022,13,3,2022-02-25,Hinzenbach,Austria,World Cup,90,4,Team Normal,L,6064.975080108749,5966.834886389997,5646.446455620124,5179.294117647059,6062.7677782956725,5964.580545598485,5609.555151139755,5200.0,1516.2437700271873,1491.7087215974993,1411.611613905031,1294.8235294117646,1515.6919445739181,1491.1451363996212,1402.3887877849388,1300.0,"Ursa Bogataj,Nika Kriznar,Maja Vtic,Spela Rogelj","20,266,8,19",27.579739904175224,34.0807665982204,21.965776865160848,148.0,183,106
Japan,2022,13,4,2022-02-25,Hinzenbach,Austria,World Cup,90,4,Team Normal,L,5448.214913055122,5352.3888588756845,5367.530086841608,5179.294117647059,5444.309522942616,5347.500459655983,5323.937539619488,5200.0,1362.0537282637806,1338.0972147189211,1341.882521710402,1294.8235294117646,1361.077380735654,1336.8751149139957,1330.984384904872,1300.0,"Yuki Ito,Haruka Iwasa,Kaori Iwabuchi,Yuka Seto","5,105,35,32",26.876796714579054,28.829568788501025,25.00752908966461,119.5,180,26
Germany,2022,13,5,2022-02-25,Hinzenbach,Austria,World Cup,90,4,Team Normal,L,5245.389165410167,5262.257707105424,4972.894331339771,5179.294117647059,5244.589726152237,5262.305329344899,5048.491184909382,5200.0,1311.3472913525418,1315.564426776356,1243.2235828349428,1294.8235294117646,1311.1474315380592,1315.5763323362248,1262.1227962273456,1300.0,"Luisa Görlich,Selina Freitag,Josephin Laue,Anna Rupprecht","240,338,339,67",22.34360027378508,25.15811088295688,20.262833675564682,44.25,90,1
Norway,2022,13,6,2022-02-25,Hinzenbach,Austria,World Cup,90,4,Team Normal,L,5838.453690241505,5711.409443009391,5577.377412887343,5179.294117647059,5852.529373018046,5725.222515570067,5629.793500996698,5200.0,1459.6134225603762,1427.8523607523477,1394.3443532218357,1294.8235294117646,1463.1323432545114,1431.3056288925168,1407.4483752491744,1300.0,"Silje Opseth,Frida Berger,Thea Minyan Bjørseth,Anna Odine Strøm","221,405,389,44",20.71047227926078,23.860369609856264,17.82614647501711,62.25,107,2
Canada,2022,13,7,2022-02-25,Hinzenbach,Austria,World Cup,90,4,Team Normal,L,4910.198681851136,4954.863983191051,4933.58153753312,5179.294117647059,4917.0854641282385,4963.000691772926,5010.703627578488,5200.0,1227.549670462784,1238.7159957977628,1233.39538438328,1294.8235294117646,1229.2713660320596,1240.7501729432315,1252.675906894622,1300.0,"Abigail Strate,Alexandria Loutitt,Nicole Maurer,Natalie Eilers","289,417,275,270",21.135523613963038,23.32101300479124,18.135523613963038,16.75,28,10
Finland,2022,13,8,2022-02-25,Hinzenbach,Austria,World Cup,90,4,Team Normal,L,4963.298062236915,4994.365507606533,4830.833889157595,5179.294117647059,4977.231062911353,5009.631266485107,4870.911488181625,5200.0,1240.8245155592288,1248.5913769016333,1207.7084722893987,1294.8235294117646,1244.3077657278382,1252.4078166212767,1217.7278720454062,1300.0,"Jenny Rautionaho,Sofia Mattila,Julia Tervahartiala,Julia Kykkänen","145,441,340,11",22.12662559890486,27.860369609856264,15.759069130732374,49.5,167,1
Austria,2023,13,1,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,3178.8920393990156,3092.6314600476253,3038.198025722114,2589.6470588235293,3175.5567428829654,3088.0257073348125,3025.483170579641,2600.0,1589.4460196995078,1546.3157300238126,1519.099012861057,1294.8235294117646,1587.7783714414827,1544.0128536674063,1512.7415852898205,1300.0,"Chiara Kreuzer,Eva Pinkelnig","21,14",30.06297056810404,34.63381245722108,25.492128678986994,147.5,178,117
Norway,2023,13,2,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,3033.430954247563,2969.848178956521,2851.3278296494004,2589.6470588235293,3030.205395465903,2965.5007168431634,2834.4364245602565,2600.0,1516.7154771237815,1484.9240894782606,1425.6639148247002,1294.8235294117646,1515.1026977329516,1482.7503584215817,1417.2182122801282,1300.0,"Anna Odine Strøm,Thea Minyan Bjørseth","44,389",21.976728268309376,24.74469541409993,19.208761122518823,91.5,128,55
Germany,2023,13,3,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,3165.7272288304393,3091.9378335215206,2926.1191502817264,2589.6470588235293,3164.3260625064404,3089.9564946228097,2901.091685592787,2600.0,1582.8636144152197,1545.9689167607603,1463.0595751408632,1294.8235294117646,1582.1630312532202,1544.9782473114049,1450.5458427963936,1300.0,"Selina Freitag,Katharina Schmid","338,13",24.150581793292265,26.644763860369608,21.65639972621492,126.5,196,57
Canada,2023,13,4,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,2867.855796108361,2838.8538592751333,2645.6801282302695,2589.6470588235293,2865.5787188003524,2835.9655552594704,2620.8160955425165,2600.0,1433.9278980541806,1419.4269296375667,1322.8400641151347,1294.8235294117646,1432.7893594001762,1417.9827776297352,1310.4080477712582,1300.0,"Alexandria Loutitt,Abigail Strate","417,289",20.455852156057496,21.89185489390828,19.019849418206707,36.0,49,23
Slovenia,2023,13,5,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,3383.120658326492,3255.2820857566167,3217.485290180455,2589.6470588235293,3385.1728677874917,3257.405908546973,3203.886487760503,2600.0,1691.560329163246,1627.6410428783083,1608.7426450902276,1294.8235294117646,1692.5864338937458,1628.7029542734865,1601.9432438802514,1300.0,"Ema Klinec,Nika Kriznar","89,266",23.693360711841205,24.536618754277892,22.850102669404517,121.5,127,116
Japan,2023,13,6,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,3181.903498798353,3113.5162170277363,3008.936950064669,2589.6470588235293,3183.81782050114,3115.8165102158155,3011.747567504178,2600.0,1590.9517493991766,1556.7581085138681,1504.4684750323345,1294.8235294117646,1591.90891025057,1557.9082551079077,1505.873783752089,1300.0,"Nozomi Maruyama,Sara Takanashi","222,3",25.44284736481862,26.26694045174538,24.618754277891856,138.0,204,72
France,2023,13,7,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,2801.8487217986067,2686.556697494669,2791.658591160811,2589.6470588235293,2802.263483083976,2686.2637865093484,2803.4356927233994,2600.0,1400.9243608993033,1343.2783487473346,1395.8292955804054,1294.8235294117646,1401.131741541988,1343.1318932546742,1401.7178463616997,1300.0,"Julia Clair,Josephine Pagnier","33,280",24.71731690622861,28.82135523613963,20.61327857631759,109.0,147,71
Italy,2023,13,8,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,2604.827628182623,2651.164025326686,2499.2889888129794,2589.6470588235293,2604.9043001449604,2651.9031713107825,2499.569541864764,2600.0,1302.4138140913115,1325.582012663343,1249.6444944064897,1294.8235294117646,1302.4521500724802,1325.9515856553912,1249.784770932382,1300.0,"Lara Malsiner,Jessica Malsiner","253,357",21.530458590006845,22.751540041067763,20.309377138945926,64.5,98,31
Finland,2023,13,9,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,2430.339350358853,2431.893135958806,2390.451282147312,2589.6470588235293,2430.3008542360885,2431.9503611801474,2395.767800154241,2600.0,1215.1696751794266,1215.946567979403,1195.225641073656,1294.8235294117646,1215.1504271180443,1215.9751805900737,1197.8839000771204,1300.0,"Julia Kykkänen,Jenny Rautionaho","11,145",27.607118412046542,28.74469541409993,26.469541409993155,116.5,187,46
China,2023,13,10,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,2381.3394377679924,2430.447119216469,2463.5576598372054,2589.6470588235293,2382.054924391323,2431.843745976964,2492.042548501666,2600.0,1190.6697188839962,1215.2235596082346,1231.7788299186027,1294.8235294117646,1191.0274621956614,1215.921872988482,1246.021274250833,1300.0,"Qi Liu,Xueyao Li","62,87",27.32101300479124,27.761806981519506,26.88021902806297,37.0,56,18
Romania,2023,13,11,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,2471.6030888952573,2522.2555378512425,2443.819484127628,2589.6470588235293,2473.9614603876166,2525.838134835184,2466.754428714574,2600.0,1235.8015444476287,1261.1277689256212,1221.909742063814,1294.8235294117646,1236.9807301938083,1262.919067417592,1233.377214357287,1300.0,"Daniela Haralambie,Andreea Diana Trambitas","43,248",24.02053388090349,25.418206707734427,22.62286105407255,72.5,132,13
USA,2023,13,12,2023-01-14,Zao,Japan,World Cup,102,2,Team Normal,L,2368.1705909692123,2408.2867599507326,2478.074176081685,2589.6470588235293,2370.9163634945116,2412.202817748288,2507.400230626494,2600.0,1184.0852954846061,1204.1433799753663,1239.0370880408425,1294.8235294117646,1185.4581817472558,1206.101408874144,1253.700115313247,1300.0,"Paige Jones,Annika Belshaw","365,346",20.48186173853525,20.588637919233403,20.375085557837096,17.0,21,13
Germany,2023,24,1,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,6048.515495888836,5966.606970217678,5593.835671012688,5179.294117647059,6035.491545045067,5949.7794542059555,5578.151399743792,5200.0,1512.128873972209,1491.6517425544196,1398.458917753172,1294.8235294117646,1508.8728862612668,1487.4448635514889,1394.537849935948,1300.0,"Anna Rupprecht,Selina Freitag,Katharina Schmid,Luisa Görlich","67,338,13,240",24.71731690622861,26.759753593429156,21.77138945927447,116.25,207,66
Austria,2023,24,2,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,6041.643919627834,5972.0961157005895,5698.000364211157,5179.294117647059,6032.799572585867,5960.7333929152555,5712.380943639742,5200.0,1510.4109799069586,1493.0240289251474,1424.5000910527892,1294.8235294117646,1508.1998931464668,1490.1833482288139,1428.0952359099356,1300.0,"Eva Pinkelnig,Julia Mühlbacher,Chiara Kreuzer,Jacqueline Seifriedsberger","14,400,21,18",27.75496235455168,34.74880219028063,18.56536618754278,127.0,187,14
Norway,2023,24,3,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,6187.022534364863,6099.65753690065,5825.460948216305,5179.294117647059,6184.272414348752,6095.816353725667,5843.095730490995,5200.0,1546.7556335912157,1524.9143842251624,1456.3652370540763,1294.8235294117646,1546.068103587188,1523.9540884314167,1460.7739326227488,1300.0,"Eirin Maria Kvandal,Maren Lundby,Anna Odine Strøm,Thea Minyan Bjørseth","354,9,44,389",23.46406570841889,28.468172484599588,19.32375085557837,99.0,177,14
Slovenia,2023,24,4,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,6107.571463765117,6022.260792016094,5723.537475158426,5179.294117647059,6107.611894875132,6022.33039264611,5731.757404670627,5200.0,1526.8928659412793,1505.5651980040234,1430.8843687896065,1294.8235294117646,1526.902973718783,1505.5825981615276,1432.9393511676567,1300.0,"Ema Klinec,Nika Prevc,Maja Vtic,Nika Kriznar","89,426,8,266",25.161533196440793,35.08008213552361,17.949349760438057,112.5,161,30
Japan,2023,24,5,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,5822.869159245836,5655.022922314468,5692.083656300628,5179.294117647059,5824.5100570236345,5655.405100546988,5653.854140002117,5200.0,1455.717289811459,1413.755730578617,1423.020914075157,1294.8235294117646,1456.1275142559086,1413.851275136747,1413.4635350005292,1300.0,"Nozomi Maruyama,Yuki Ito,Yuka Seto,Ringo Miyajima","222,5,32,427",31.630390143737166,46.98425735797399,24.7337440109514,117.0,211,18
Canada,2023,24,6,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,5181.00681788755,5263.031190472218,4957.134030570917,5179.294117647059,5179.6713067591345,5262.727261462341,4937.48366133942,5200.0,1295.2517044718875,1315.7577976180546,1239.2835076427293,1294.8235294117646,1294.9178266897836,1315.6818153655852,1234.370915334855,1300.0,"Natalie Eilers,Nicole Maurer,Alexandria Loutitt,Abigail Strate","270,275,417,289",22.134839151266256,24.320328542094455,19.134839151266256,35.75,58,27
France,2023,24,7,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,5330.3313881224685,5217.018740648313,5269.011864227226,5179.294117647059,5334.658629876159,5221.250019603413,5293.2311402855275,5200.0,1332.5828470306171,1304.2546851620782,1317.2529660568066,1294.8235294117646,1333.6646574690396,1305.3125049008534,1323.3077850713819,1300.0,"Julia Clair,Josephine Pagnier,Emma Chervet,Lilou Zepchi","33,280,456,455",21.299110198494184,28.93634496919918,16.37782340862423,61.5,158,1
China,2023,24,8,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,4816.294105948287,4834.011852015769,4926.455068821011,5179.294117647059,4818.836297592026,4837.645358259525,4998.629127765256,5200.0,1204.0735264870718,1208.5029630039423,1231.6137672052528,1294.8235294117646,1204.7090743980066,1209.4113395648812,1249.657281941314,1300.0,"Xueyao Li,Qi Liu,Qingyue Peng,Liangyao Wang","87,62,436,418",23.062970568104035,27.876796714579054,18.116358658453112,26.75,65,7
Poland,2023,24,9,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,4724.841346036587,4823.984894449559,4735.162866096319,5179.294117647059,4730.626030102032,4832.892788990037,4748.980213335149,5200.0,1181.2103365091468,1205.9962236123897,1183.7907165240797,1294.8235294117646,1182.656507525508,1208.2231972475092,1187.2450533337872,1300.0,"Nicole Konderla,Kinga Rajda,Anna Twardosz,Paulina Cieslar","392,252,288,462",21.539356605065024,22.17659137577002,20.892539356605063,26.0,48,7
USA,2023,24,10,2023-02-25,Planica,Slovenia,World Championship,100,4,Team Normal,L,4866.935430026799,4872.12894746893,4929.060045653518,5179.294117647059,4878.553912706373,4887.239839848976,4970.491796995325,5200.0,1216.7338575066997,1218.0322368672325,1232.2650114133794,1294.8235294117646,1219.6384781765933,1221.809959962244,1242.6229492488312,1300.0,"Josie Johnson,Paige Jones,Annika Belshaw,Samantha Macuga","446,365,346,311",19.90280629705681,22.02053388090349,16.396988364134156,15.25,30,4
Slovenia,2024,12,1,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,3223.9851702227206,3158.7164245670206,3026.004850420948,2589.6470588235293,3219.957771203037,3153.508734033465,2998.5359600467714,2600.0,1611.9925851113603,1579.3582122835103,1513.002425210474,1294.8235294117646,1609.9788856015184,1576.7543670167324,1499.2679800233857,1300.0,"Nika Kriznar,Nika Prevc","266,426",21.35797399041752,23.865845311430526,18.850102669404517,98.5,149,48
Canada,2024,12,2,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,3095.9730543189235,2928.946409453483,2971.962671451024,2589.6470588235293,3092.1976417789465,2922.6403604341613,2945.9597129391254,2600.0,1547.9865271594617,1464.4732047267414,1485.981335725512,1294.8235294117646,1546.0988208894732,1461.3201802170806,1472.9798564695627,1300.0,"Alexandria Loutitt,Abigail Strate","417,289",21.4715947980835,22.90759753593429,20.035592060232716,60.0,75,45
Austria,2024,12,3,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,3188.7417932594053,3096.0617068140273,3037.12812091822,2589.6470588235293,3187.0571913725826,3093.5290771682767,3018.1287912977987,2600.0,1594.3708966297027,1548.0308534070136,1518.56406045911,1294.8235294117646,1593.5285956862913,1546.7645385841383,1509.0643956488993,1300.0,"Eva Pinkelnig,Jacqueline Seifriedsberger","14,18",34.32443531827515,35.64955509924709,32.99931553730322,169.0,196,142
Japan,2024,12,4,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,3245.522309270538,3084.5052826419205,3167.9095612992237,2589.6470588235293,3245.7650080257,3083.7092982741215,3143.021450617526,2600.0,1622.761154635269,1542.2526413209603,1583.9547806496118,1294.8235294117646,1622.88250401285,1541.8546491370607,1571.510725308763,1300.0,"Yuki Ito,Sara Takanashi","5,3",28.490075290896648,29.697467488021903,27.28268309377139,227.5,228,227
Norway,2024,12,5,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,2953.2410113749747,2930.112559056285,2860.230909277967,2589.6470588235293,2952.1464853774487,2929.0388633587736,2841.0519354505295,2600.0,1476.6205056874874,1465.0562795281426,1430.1154546389835,1294.8235294117646,1476.0732426887243,1464.5194316793868,1420.5259677252648,1300.0,"Thea Minyan Bjørseth,Silje Opseth","389,221",22.477754962354553,24.73100616016427,20.22450376454483,116.0,148,84
France,2024,12,6,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,2812.0733298672158,2732.616393860256,2775.461833716113,2589.6470588235293,2810.884957671721,2730.5524648187497,2770.4535890091265,2600.0,1406.0366649336079,1366.308196930128,1387.7309168580564,1294.8235294117646,1405.4424788358606,1365.2762324093749,1385.2267945045633,1300.0,"Josephine Pagnier,Emma Chervet","280,456",20.84188911704312,21.6290212183436,20.05475701574264,53.5,100,7
Germany,2024,12,7,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,2834.93080613452,2837.9829702369116,2714.547781892854,2589.6470588235293,2835.337481064649,2839.1178116151573,2729.641020182483,2600.0,1417.46540306726,1418.9914851184558,1357.273890946427,1294.8235294117646,1417.6687405323246,1419.5589058075786,1364.8205100912414,1300.0,"Selina Freitag,Juliane Seyfarth","338,63",28.294318959616703,33.91649555099247,22.67214236824093,130.5,177,84
USA,2024,12,8,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,2318.8121155282615,2335.183946944486,2398.844262248117,2589.6470588235293,2315.659639629937,2331.400422075665,2412.0519704897324,2600.0,1159.4060577641308,1167.591973472243,1199.4221311240585,1294.8235294117646,1157.8298198149685,1165.7002110378326,1206.0259852448662,1300.0,"Paige Jones,Annika Belshaw","365,346",21.49760438056126,21.60438056125941,21.39082819986311,36.0,39,33
Italy,2024,12,9,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,2532.0546878613686,2608.372876966,2442.4558960990253,2589.6470588235293,2532.145213920617,2609.820538610061,2441.1721285523236,2600.0,1266.0273439306843,1304.186438483,1221.2279480495126,1294.8235294117646,1266.0726069603086,1304.9102693050304,1220.5860642761618,1300.0,"Lara Malsiner,Jessica Malsiner","253,357",22.546201232032853,23.76728268309377,21.325119780971935,86.5,123,50
Finland,2024,12,10,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,2786.968600748458,2611.7054407119676,2720.454667751594,2589.6470588235293,2790.959287973533,2614.9170797132383,2690.0435862768986,2600.0,1393.484300374229,1305.8527203559838,1360.227333875797,1294.8235294117646,1395.4796439867664,1307.4585398566192,1345.0217931384493,1300.0,"Jenny Rautionaho,Julia Kykkänen","145,11",28.62286105407255,29.760438056125942,27.485284052019164,139.5,209,70
Germany,2024,12,11,2024-01-20,Zao,Japan,World Cup,102,1,Team Normal,L,1196.3255170880548,1247.6868191905585,1192.3974538094863,1294.8235294117646,1197.0837134045107,1249.3783041159347,1205.9224187528837,1300.0,1196.3255170880548,1247.6868191905585,1192.3974538094863,1294.8235294117646,1197.0837134045107,1249.3783041159347,1205.9224187528837,1300.0,Emely Torazza,402,19.214236824093085,19.214236824093085,19.214236824093085,13.0,13,13
Switzerland,2024,12,11,2024-01-20,Zao,Japan,World Cup,102,1,Team Normal,L,1171.9854440028382,1230.0380241503026,1157.3048379510917,1294.8235294117646,1172.537568372149,1231.5026177161324,1171.8180428602368,1300.0,1171.9854440028382,1230.0380241503026,1157.3048379510917,1294.8235294117646,1172.537568372149,1231.5026177161324,1171.8180428602368,1300.0,Sina Arnet,448,18.480492813141684,18.480492813141684,18.480492813141684,26.0,26,26
Poland,2024,12,12,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,2460.453379980635,2476.2544403475886,2425.2040116318776,2589.6470588235293,2463.986460946826,2481.2002468941264,2455.6414288896412,2600.0,1230.2266899903175,1238.1272201737943,1212.6020058159388,1294.8235294117646,1231.993230473413,1240.6001234470632,1227.8207144448206,1300.0,"Natalia Slowik,Anna Twardosz","453,288",20.648870636550306,22.77344284736482,18.524298425735797,15.0,29,1
Romania,2024,12,13,2024-01-20,Zao,Japan,World Cup,102,2,Team Normal,L,2516.0831160369016,2569.8927034637027,2452.0220209198787,2589.6470588235293,2521.4319149531584,2577.760179576646,2445.3472861394325,2600.0,1258.0415580184508,1284.9463517318513,1226.0110104599394,1294.8235294117646,1260.7159574765792,1288.880089788323,1222.6736430697163,1300.0,"Daniela Haralambie,Delia Anamaria Folea","43,410",23.204654346338124,26.43394934976044,19.975359342915812,79.5,155,4
Germany,2025,13,1,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,2997.3121793887913,2879.209701357997,2873.238190890136,2585.764705882353,2991.697767047255,2871.113085782452,2829.3211480093487,2600.0,1498.6560896943956,1439.6048506789984,1436.619095445068,1292.8823529411766,1495.8488835236276,1435.556542891226,1414.6605740046743,1300.0,"Agnes Reisch,Selina Freitag","259,338",24.490075290896645,25.29226557152635,23.68788501026694,87.5,110,65
Norway,2025,13,2,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,3165.074394032177,3015.874307392737,3027.694237064975,2601.035294117647,3162.0901798177583,3010.9860726712222,2990.927316673051,2610.3529411764703,1582.5371970160886,1507.9371536963686,1513.8471185324875,1300.5176470588235,1581.0450899088792,1505.4930363356111,1495.4636583365254,1305.1764705882351,"Eirin Maria Kvandal,Thea Minyan Bjørseth","354,389",22.18069815195072,23.121149897330596,21.24024640657084,76.0,110,42
Austria,2025,13,3,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,3308.8646069798383,3219.429735756794,3131.256580896858,2602.5882352941176,3308.126227549358,3218.2180761030813,3116.820916823629,2600.0,1654.4323034899191,1609.714867878397,1565.628290448429,1301.2941176470588,1654.063113774679,1609.1090380515407,1558.4104584118145,1300.0,"Eva Pinkelnig,Jacqueline Seifriedsberger","14,18",35.34017796030116,36.6652977412731,34.01505817932922,194.0,221,167
Slovenia,2025,13,4,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,3262.0067053887187,3129.538883032132,3141.8512132216624,2605.176470588235,3262.114192306816,3128.957463356285,3138.0473298640436,2600.0,1631.0033526943594,1564.769441516066,1570.9256066108312,1302.5882352941176,1631.057096153408,1564.4787316781426,1569.0236649320218,1300.0,"Nika Prevc,Ema Klinec","426,89",23.21697467488022,26.56810403832991,19.865845311430526,119.0,164,74
Canada,2025,13,5,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,3054.1345324896256,2979.7241979624296,2938.681548752943,2596.1176470588234,3053.802614591612,2979.102597140142,2939.9755742546877,2600.0,1527.0672662448128,1489.8620989812148,1469.3407743764715,1298.0588235294117,1526.901307295806,1489.551298570071,1469.9877871273438,1300.0,"Alexandria Loutitt,Abigail Strate","417,289",22.487337440109513,23.923340177960302,21.05133470225873,81.5,92,71
Japan,2025,13,6,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,3137.4419236240255,3051.1039940735686,3071.8309349108576,2609.0588235294117,3139.0283506894048,3052.886139139646,3070.0090166563177,2600.0,1568.7209618120128,1525.5519970367843,1535.9154674554288,1304.5294117647059,1569.5141753447024,1526.443069569823,1535.0045083281589,1300.0,"Yuki Ito,Sara Takanashi","5,3",29.505817932922653,30.713210130047912,28.298425735797398,253.0,253,253
Italy,2025,13,7,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,2651.0822553339485,2683.9633374173764,2521.8698326381773,2589.6470588235293,2649.6574791205376,2682.868046675874,2507.885501376821,2600.0,1325.5411276669743,1341.9816687086882,1260.9349163190886,1294.8235294117646,1324.8287395602688,1341.434023337937,1253.9427506884106,1300.0,"Annika Sieff,Lara Malsiner","377,253",23.01574264202601,24.78302532511978,21.248459958932237,90.0,147,33
