Nation,Season,Race,Place,Date,City,Country,Event,HillSize,TeamSize,RaceType,Sex,Total_Elo,Total_Normal_Elo,Total_Large_Elo,Total_Flying_Elo,Total_Pelo,Total_Normal_Pelo,Total_Large_Pelo,Total_Flying_Pelo,Avg_Elo,Avg_Normal_Elo,Avg_Large_Elo,Avg_Flying_Elo,Avg_Pelo,Avg_Normal_Pelo,Avg_Large_Pelo,Avg_Flying_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
France,2019,20,7,2019-02-26,Seefeld,Austria,World Championship,109,4,Team Normal,L,5099.747169918279,5108.3668600468645,4982.674406722409,5179.294117647059,5097.551470571112,5107.207540360099,5037.291374385261,5200.0,1274.9367924795697,1277.0917150117161,1245.6686016806023,1294.8235294117646,1274.387867642778,1276.8018850900248,1259.3228435963154,1300.0,"Josephine Pagnier,Oceane Avocat Gros,Lucile Morat,Lea Lemare","280,71,279,30",19.73990417522245,22.68309377138946,16.73100616016427,46.25,107,8
Italy,2019,20,8,2019-02-26,Seefeld,Austria,World Championship,109,4,Team Normal,L,5236.679517309465,5192.667482465224,5116.823162162655,5179.294117647059,5241.025144768533,5196.770023706392,5138.22510499098,5200.0,1309.1698793273663,1298.166870616306,1279.2057905406637,1294.8235294117646,1310.2562861921333,1299.192505926598,1284.556276247745,1300.0,"Lara Malsiner,Giada Tomaselli,Veronica Gianmoena,Elena Runggaldier","253,376,74,39",21.748802190280628,28.632443531827516,16.153319644079396,42.5,118,1
Czechia,2019,20,9,2019-02-26,Seefeld,Austria,World Championship,109,4,Team Normal,L,4991.654449845627,5046.0502074022115,4994.317856968759,5179.294117647059,4996.979424969886,5052.189278346419,5086.712803336639,5200.0,1247.9136124614067,1261.5125518505529,1248.5794642421897,1294.8235294117646,1249.2448562424715,1263.0473195866048,1271.6782008341597,1300.0,"Karolina Indrackova,Stepanka Ptackova,Marta Krepelkova,Zdenka Pesatova","50,350,283,77",21.561943874058862,27.693360711841205,16.944558521560573,7.75,16,2
USA,2019,20,10,2019-02-26,Seefeld,Austria,World Championship,109,4,Team Normal,L,4688.214118365174,4758.643546299903,4894.473484983998,5179.294117647059,4694.189128542382,4765.272109131847,4979.976947902469,5200.0,1172.0535295912935,1189.6608865749758,1223.6183712459995,1294.8235294117646,1173.5472821355954,1191.3180272829618,1244.9942369756172,1300.0,"Nita Englund,Logan Sankey,Nina Lussi,Tara Geraghty-Moats","26,225,37,40",24.56331279945243,26.713210130047912,20.750171115674195,44.75,78,9
Kazakhstan,2019,20,11,2019-02-26,Seefeld,Austria,World Championship,109,4,Team Normal,L,5167.572652351219,5172.507474648988,4953.5191585903685,5179.294117647059,5184.379198121201,5188.477219828491,5019.478634618127,5200.0,1291.8931630878049,1293.126868662247,1238.3797896475921,1294.8235294117646,1296.0947995303002,1297.1193049571227,1254.8696586545318,1300.0,"Veronika Shishkina,Alina Tukhtaeva,Valentina Sderzhikova,Dayana Pekha","347,349,291,353",17.255989048596852,18.072553045859,15.526351813826146,1.25,2,1
Austria,2020,7,1,2020-01-18,Zao,Japan,World Cup,102,4,Team Normal,L,6352.134926597533,5896.045255076444,6114.997424624849,5179.294117647059,6335.947290803446,5870.419595079349,6027.686212789373,5200.0,1588.0337316493833,1474.011313769111,1528.7493561562123,1294.8235294117646,1583.9868227008615,1467.6048987698373,1506.9215531973432,1300.0,"Chiara Kreuzer,Daniela Iraschko-Stolz,Marita Kramer,Eva Pinkelnig","21,7,299,14",27.13415468856947,36.15879534565366,18.23134839151266,81.0,120,16
Japan,2020,7,2,2020-01-18,Zao,Japan,World Cup,102,4,Team Normal,L,6215.539206080839,5970.780130031173,5881.543917752954,5179.294117647059,6204.145211419003,5955.262725751443,5840.173987131424,5200.0,1553.8848015202097,1492.6950325077933,1470.3859794382386,1294.8235294117646,1551.0363028547508,1488.8156814378608,1460.043496782856,1300.0,"Yuka Seto,Sara Takanashi,Nozomi Maruyama,Yuki Ito","32,3,222,5",23.375085557837096,25.691991786447637,21.6290212183436,104.0,147,33
Norway,2020,7,3,2020-01-18,Zao,Japan,World Cup,102,4,Team Normal,L,6027.789594028562,5786.473870508642,5720.571385582505,5179.294117647059,6020.52711645019,5775.980429166781,5743.099507068628,5200.0,1506.9473985071404,1446.6184676271605,1430.1428463956263,1294.8235294117646,1505.1317791125475,1443.9951072916951,1435.774876767157,1300.0,"Maren Lundby,Ingebjørg Saglien Bråten,Silje Opseth,Anna Odine Strøm","9,295,221,44",22.04312114989733,25.363449691991786,20.32854209445585,73.5,144,19
Russia,2020,7,4,2020-01-18,Zao,Japan,World Cup,102,4,Team Normal,L,5604.6035852345285,5596.947870754011,5298.0099970897445,5179.294117647059,5598.132989618685,5591.669572108463,5276.075843452794,5200.0,1401.1508963086321,1399.2369676885028,1324.5024992724361,1294.8235294117646,1399.5332474046713,1397.9173930271158,1319.0189608631986,1300.0,"Irina Avvakumova,Irma Makhinia,Lidiia Iakovleva,Sofya Tikhonova","6,401,245,27",21.32785763175907,28.344969199178646,17.366187542778917,65.75,120,4
Slovenia,2020,7,5,2020-01-18,Zao,Japan,World Cup,102,4,Team Normal,L,5866.0447775602615,5749.412277421956,5491.767056327849,5179.294117647059,5871.088585439879,5756.4009795659285,5535.813335143234,5200.0,1466.5111943900654,1437.353069355489,1372.9417640819622,1294.8235294117646,1467.7721463599698,1439.1002448914821,1383.9533337858086,1300.0,"Jerneja Brecl,Ema Klinec,Nika Kriznar,Spela Rogelj","281,89,266,19",21.260780287474333,25.193702943189596,18.442162902121833,76.0,145,33
Germany,2020,7,6,2020-01-18,Zao,Japan,World Cup,102,4,Team Normal,L,5927.957988645284,5793.516949594525,5555.056434733932,5179.294117647059,5940.991184198794,5810.097125219915,5564.674953890725,5200.0,1481.989497161321,1448.3792373986312,1388.764108683483,1294.8235294117646,1485.2477960496985,1452.5242813049788,1391.1687384726813,1300.0,"Katharina Schmid,Juliane Seyfarth,Agnes Reisch,Selina Freitag","13,63,259,338",23.125941136208077,29.911019849418206,18.666666666666668,72.5,139,9
Italy,2020,7,7,2020-01-18,Zao,Japan,World Cup,102,4,Team Normal,L,5283.511776962094,5282.850949675346,5030.967322099421,5179.294117647059,5293.450630071271,5297.410852706663,5063.08708578691,5200.0,1320.8779442405234,1320.7127374188365,1257.7418305248552,1294.8235294117646,1323.3626575178178,1324.3527131766657,1265.7717714467276,1300.0,"Manuela Malsiner,Lara Malsiner,Elena Runggaldier,Martina Ambrosi","95,253,39,355",22.540041067761805,29.52498288843258,18.781656399726213,62.0,132,1
Poland,2020,7,8,2020-01-18,Zao,Japan,World Cup,102,4,Team Normal,L,5039.804598786882,5066.551003299583,4998.315338390963,5179.294117647059,5053.103445894717,5085.337026763138,5059.588846019015,5200.0,1259.9511496967204,1266.6377508248956,1249.5788345977408,1294.8235294117646,1263.2758614736792,1271.3342566907845,1264.8972115047538,1300.0,"Anna Twardosz,Joanna Szwab,Nicole Konderla,Kinga Rajda","288,47,392,252",19.716632443531825,22.915811088295687,18.11088295687885,5.75,13,1
Austria,2020,15,1,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,6638.271618025923,6241.6784146774025,6250.786609308642,5179.294117647059,6623.420682032384,6217.437049596393,6199.278864317974,5200.0,1659.5679045064808,1560.4196036693506,1562.6966523271606,1294.8235294117646,1655.855170508096,1554.3592623990983,1549.8197160794934,1300.0,"Eva Pinkelnig,Daniela Iraschko-Stolz,Chiara Kreuzer,Marita Kramer","14,7,21,299",27.229979466119097,36.25462012320328,18.327173169062284,88.5,128,22
Slovenia,2020,15,2,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,5869.2905806624185,5767.554636539424,5480.6066072551475,5179.294117647059,5846.954987051364,5739.989803126917,5475.910781776539,5200.0,1467.3226451656046,1441.888659134856,1370.1516518137869,1294.8235294117646,1461.738746762841,1434.9974507817292,1368.9776954441347,1300.0,"Katra Komar,Ema Klinec,Spela Rogelj,Nika Kriznar","284,89,19,266",21.414784394250514,25.28952772073922,18.770704996577685,80.75,153,28
Norway,2020,15,3,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,6128.67478488148,5901.002677729152,5787.987901146678,5179.294117647059,6117.895055454159,5885.130115448503,5783.62629731066,5200.0,1532.16869622037,1475.250669432288,1446.9969752866696,1294.8235294117646,1529.4737638635397,1471.2825288621257,1445.906574327665,1300.0,"Maren Lundby,Thea Minyan Bjørseth,Anna Odine Strøm,Silje Opseth","9,389,44,221",21.111567419575636,25.45927446954141,16.314852840520192,75.5,152,3
Germany,2020,15,4,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,6044.382772105175,5924.966298961907,5643.796580868505,5179.294117647059,6039.7366435313015,5918.90132718985,5655.889863352554,5200.0,1511.0956930262937,1481.2415747404768,1410.9491452171262,1294.8235294117646,1509.9341608828254,1479.7253317974626,1413.9724658381385,1300.0,"Selina Freitag,Katharina Schmid,Juliane Seyfarth,Svenja Würth","338,13,63,22",24.757015742642025,30.00684462696783,18.76249144421629,97.0,147,17
Russia,2020,15,5,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,5490.869365306242,5425.89893548367,5184.451743346121,5179.294117647059,5482.669433656515,5415.688117504815,5169.647369497617,5200.0,1372.7173413265605,1356.4747338709176,1296.1129358365301,1294.8235294117646,1370.6673584141288,1353.9220293762037,1292.4118423744042,1300.0,"Liia Makhina,Sofya Tikhonova,Anna Shpyneva,Lidiia Iakovleva","322,27,282,245",19.10814510609172,21.267624914442163,18.135523613963038,44.75,117,1
Italy,2020,15,6,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,5262.388893743809,5243.1546025118605,5022.561376795449,5179.294117647059,5256.335816270472,5236.548143949448,5088.831134199911,5200.0,1315.5972234359522,1310.7886506279651,1255.6403441988623,1294.8235294117646,1314.083954067618,1309.137035987362,1272.2077835499776,1300.0,"Lara Malsiner,Manuela Malsiner,Elena Runggaldier,Jessica Malsiner","253,95,39,357",22.270362765229294,29.620807665982202,17.415468856947296,66.5,137,1
Czechia,2020,15,7,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,4929.13512954201,5071.406335483321,4785.077095147139,5179.294117647059,4923.062449981337,5068.665256190621,4830.514274876935,5200.0,1232.2837823855025,1267.8515838708302,1196.2692737867847,1294.8235294117646,1230.7656124953342,1267.1663140476553,1207.6285687192337,1300.0,"Zdenka Pesatova,Stepanka Ptackova,Karolina Indrackova,Klara Ulrichova","77,350,50,388",19.32375085557837,22.491444216290212,15.775496235455167,11.75,19,1
Finland,2020,15,8,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,4826.899113721605,4900.1287937250445,4860.134088154204,5179.294117647059,4826.184928157982,4901.834719361085,4951.354580170724,5200.0,1206.7247784304013,1225.0321984312611,1215.033522038551,1294.8235294117646,1206.5462320394954,1225.4586798402713,1237.838645042681,1300.0,"Julia Tervahartiala,Julia Kykkänen,Jenny Rautionaho,Susanna Forsström","340,11,145,45",22.891170431211496,25.8507871321013,17.29226557152635,42.0,134,2
Japan,2020,15,9,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,6218.415346868889,6009.159230008196,5901.498490879262,5179.294117647059,6254.053505685856,6050.649846376082,5885.8222563528025,5200.0,1554.6038367172223,1502.289807502049,1475.3746227198155,1294.8235294117646,1563.513376421464,1512.6624615940204,1471.4555640882006,1300.0,"Nozomi Maruyama,Sara Takanashi,Yuka Seto,Yuki Ito","222,3,32,5",23.47091033538672,25.78781656399726,21.724845995893222,112.0,155,41
Canada,2020,15,10,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,4927.909869934891,4966.193295674446,4953.5191585903685,5179.294117647059,4943.727499381436,4987.462743000541,5019.478634618127,5200.0,1231.9774674837226,1241.5483239186115,1238.3797896475921,1294.8235294117646,1235.931874845359,1246.8656857501353,1254.8696586545318,1300.0,"Abigail Strate,Alexandria Loutitt,Natalie Eilers,Natasha Bodnarchuk","289,417,270,273",19.532511978097194,21.69472963723477,16.125941136208077,8.75,13,1
USA,2020,15,11,2020-02-22,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,4875.981625402521,4908.329089216892,4971.933652472406,5179.294117647059,4898.178098992155,4937.165188267059,5064.608975963596,5200.0,1218.9954063506302,1227.082272304223,1242.9834131181015,1294.8235294117646,1224.5445247480388,1234.2912970667649,1266.152243990899,1300.0,"Nina Lussi,Paige Jones,Logan Sankey,Annika Belshaw","37,365,225,346",20.704312114989733,25.90280629705681,17.481177275838466,14.5,44,1
Slovenia,2021,2,1,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,6091.545978534767,5969.967788595717,5637.146619521924,5179.294117647059,6066.610446866802,5949.711368637318,5714.290140614028,5200.0,1522.8864946336917,1492.4919471489293,1409.286654880481,1294.8235294117646,1516.6526117167004,1487.4278421593294,1428.572535153507,1300.0,"Ursa Bogataj,Ema Klinec,Nika Kriznar,Spela Rogelj","20,89,266,19",23.882956878850102,26.209445585215605,20.876112251882272,111.75,158,74
Norway,2021,2,2,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,5917.094770057029,5714.948515567007,5613.374130529262,5179.294117647059,5892.906592597224,5693.84316722061,5741.050554055038,5200.0,1479.2736925142572,1428.7371288917518,1403.3435326323156,1294.8235294117646,1473.226648149306,1423.4607918051524,1435.2626385137596,1300.0,"Thea Minyan Bjørseth,Maren Lundby,Silje Opseth,Eirin Maria Kvandal","389,9,221,354",21.11772758384668,26.379192334017795,17.234770704996578,60.5,157,2
Austria,2021,2,3,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,6198.998903149239,5958.018740690077,5885.627308922507,5179.294117647059,6190.272392885892,5948.310591767979,5951.2018176953015,5200.0,1549.7497257873097,1489.5046851725192,1471.4068272306267,1294.8235294117646,1547.568098221473,1487.0776479419947,1487.8004544238254,1300.0,"Daniela Iraschko-Stolz,Marita Kramer,Chiara Kreuzer,Lisa Eder","7,299,21,337",24.847364818617386,37.17453798767967,19.247091033538673,77.25,133,25
Japan,2021,2,4,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,6021.8756497803715,5895.322871656844,5710.118161813342,5179.294117647059,6015.957342115404,5889.742062135612,5823.563280155359,5200.0,1505.4689124450929,1473.830717914211,1427.5295404533356,1294.8235294117646,1503.989335528851,1472.435515533903,1455.8908200388398,1300.0,"Nozomi Maruyama,Sara Takanashi,Yuki Ito,Kaori Iwabuchi","222,3,5,35",25.34633812457221,27.73990417522245,22.644763860369608,121.25,160,46
Germany,2021,2,5,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,5942.850932171288,5808.856311332037,5579.933679321594,5179.294117647059,5942.5110200988,5807.157465509202,5646.980799201876,5200.0,1485.712733042822,1452.2140778330092,1394.9834198303986,1294.8235294117646,1485.6277550247,1451.7893663773004,1411.745199800469,1300.0,"Anna Rupprecht,Katharina Schmid,Luisa Görlich,Juliane Seyfarth","67,13,240,63",25.439425051334702,30.926762491444215,22.091718001368925,95.75,152,32
Russia,2021,2,6,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,5430.083613448424,5416.461082785345,5216.938041084075,5179.294117647059,5424.063437007215,5412.261337291322,5241.879430820666,5200.0,1357.520903362106,1354.1152706963362,1304.2345102710187,1294.8235294117646,1356.0158592518037,1353.0653343228305,1310.4698577051665,1300.0,"Anna Shpyneva,Irina Avvakumova,Irma Makhinia,Sofya Tikhonova","282,6,401,27",22.24640657084189,29.360711841204655,18.38193018480493,71.75,130,9
France,2021,2,7,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,5036.314941315326,5007.763528342413,4898.931747275494,5179.294117647059,5026.4386287161715,4999.754526874682,4885.378054299784,5200.0,1259.0787353288315,1251.9408820856033,1224.7329368188734,1294.8235294117646,1256.6096571790429,1249.9386317186704,1221.344513574946,1300.0,"Josephine Pagnier,Oceane Avocat Gros,Julia Clair,Lucile Morat","280,71,33,279",22.212183436002736,26.847364818617386,18.639288158795345,57.75,103,25
Poland,2021,2,8,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,4960.024993866704,4991.911996993292,5029.468246378407,5179.294117647059,4955.10642230301,4989.124116956733,4952.116929344983,5200.0,1240.006248466676,1247.977999248323,1257.3670615946016,1294.8235294117646,1238.7766055757525,1247.2810292391832,1238.0292323362457,1300.0,"Anna Twardosz,Joanna Szwab,Kamila Karpiel,Kinga Rajda","288,47,286,252",20.743326488706366,23.931553730321696,19.170431211498972,12.5,22,7
Finland,2021,2,9,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,4856.678340371477,4925.710436989805,4863.821216536277,5179.294117647059,4856.3696696823245,4927.220825454361,4918.05869223124,5200.0,1214.1695850928693,1231.4276092474513,1215.9553041340691,1294.8235294117646,1214.0924174205811,1231.8052063635903,1229.51467305781,1300.0,"Julia Tervahartiala,Julia Kykkänen,Jenny Rautionaho,Susanna Forsström","340,11,145,45",23.811088295687885,26.770704996577685,18.21218343600274,44.0,139,3
Czechia,2021,2,10,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,4925.698583116064,5028.919603480688,4785.077095147138,5179.294117647059,4934.287092244066,5038.222050198856,4830.514274876935,5200.0,1231.424645779016,1257.229900870172,1196.2692737867844,1294.8235294117646,1233.5717730610165,1259.555512549714,1207.6285687192337,1300.0,"Klara Ulrichova,Karolina Indrackova,Zdenka Pesatova,Stepanka Ptackova","388,50,77,350",20.243668720054757,23.411362080766597,16.695414099931554,13.75,20,4
Canada,2021,2,11,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,4952.22085259458,4987.295915053125,4953.5191585903685,5179.294117647059,4968.723389444656,5001.264301323279,5019.478634618127,5200.0,1238.055213148645,1246.8239787632813,1238.3797896475921,1294.8235294117646,1242.180847361164,1250.3160753308198,1254.8696586545318,1300.0,"Natalie Eilers,Natasha Bodnarchuk,Alexandria Loutitt,Abigail Strate","270,273,417,289",20.45242984257358,22.614647501711158,17.045859000684462,9.75,14,2
USA,2021,2,12,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,5029.11920606293,5047.893776265261,4953.5191585903685,5179.294117647059,5054.998761295405,5068.875287222316,5019.478634618127,5200.0,1257.2798015157325,1261.9734440663153,1238.3797896475921,1294.8235294117646,1263.7496903238512,1267.218821805579,1254.8696586545318,1300.0,"Anna Hoffmann,Paige Jones,Annika Belshaw,Logan Sankey","312,365,346,225",20.124572210814513,22.65845311430527,18.40109514031485,4.75,11,1
Romania,2021,2,13,2021-01-23,Ljubno,Slovenia,World Cup,94,4,Team Normal,L,5070.345106214027,5090.568276172966,4921.324410894366,5179.294117647059,5104.606675425255,5118.151743332312,4954.238437083113,5200.0,1267.5862765535067,1272.6420690432415,1230.3311027235916,1294.8235294117646,1276.1516688563138,1279.537935833078,1238.5596092707783,1300.0,"Alessia Mitu-Cosca,Daniela Haralambie,Delia Anamaria Folea,Andreea Diana Trambitas","425,43,410,248",30.28268309377139,60.05201916495551,16.985626283367555,26.75,97,1
Austria,2021,12,1,2021-02-26,Oberstdorf,Germany,World Championship,106,3,Team Normal,L,4920.554216307902,4675.475773092395,4709.126191356207,3884.4705882352937,4909.177414685839,4664.049222814589,4641.898908166923,3900.0,1640.1847387693006,1558.4919243641316,1569.708730452069,1294.8235294117646,1636.3924715619462,1554.6830742715294,1547.299636055641,1300.0,"Daniela Iraschko-Stolz,Chiara Kreuzer,Marita Kramer","7,21,299",26.73967602099019,37.26762491444216,19.340177960301162,103.33333333333333,142,32
Kosovo,2021,12,1,2021-02-26,Oberstdorf,Germany,World Championship,106,1,Team Normal,L,1410.8583883930594,1363.7126909362714,1405.049685792775,1294.8235294117646,1402.2095057440633,1356.233556003501,1336.950263107197,1300.0,1410.8583883930594,1363.7126909362714,1405.049685792775,1294.8235294117646,1402.2095057440633,1356.233556003501,1336.950263107197,1300.0,Sophie Sorschag,371,22.286105407255306,22.286105407255306,22.286105407255306,12.0,12,12
Slovenia,2021,12,2,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,6270.217159688228,6106.838571762842,5776.587465101449,5179.294117647059,6255.813834425874,6094.763468600962,5724.401932196497,5200.0,1567.554289922057,1526.7096429407104,1444.1468662753623,1294.8235294117646,1563.9534586064685,1523.6908671502406,1431.1004830491243,1300.0,"Ursa Bogataj,Spela Rogelj,Ema Klinec,Nika Kriznar","20,19,89,266",23.976043805612598,26.302532511978097,20.969199178644764,121.0,165,84
Norway,2021,12,3,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,6309.9621085123645,6051.540484834253,5949.711125642709,5179.294117647059,6303.02990434645,6043.662132220013,5887.585168335424,5200.0,1577.4905271280911,1512.8851212085633,1487.4277814106772,1294.8235294117646,1575.7574760866125,1510.9155330550032,1471.896292083856,1300.0,"Anna Odine Strøm,Thea Minyan Bjørseth,Maren Lundby,Silje Opseth","44,389,9,221",22.12457221081451,26.472279260780287,17.32785763175907,89.0,166,15
Japan,2021,12,4,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,6128.564507819929,5974.971778421082,5856.895281838249,5179.294117647059,6125.142511616736,5971.246702305019,5801.060223447021,5200.0,1532.1411269549822,1493.7429446052704,1464.2238204595621,1294.8235294117646,1531.285627904184,1492.8116755762549,1450.2650558617552,1300.0,"Yuki Ito,Sara Takanashi,Nozomi Maruyama,Yuka Seto","5,3,222,32",24.483915126625597,26.80082135523614,22.7378507871321,124.75,169,56
Germany,2021,12,5,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,5889.7990563857675,5831.573908675626,5407.52566480066,5179.294117647059,5889.006049090837,5831.094567064941,5529.454744798106,5200.0,1472.4497640964419,1457.8934771689064,1351.881416200165,1294.8235294117646,1472.2515122727093,1457.7736417662352,1382.3636861995265,1300.0,"Luisa Görlich,Katharina Schmid,Juliane Seyfarth,Anna Rupprecht","240,13,63,67",25.53251197809719,31.019849418206707,22.184804928131417,102.75,160,38
Russia,2021,12,6,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,5404.008795105008,5396.483747876877,5130.657462656996,5179.294117647059,5399.153474659129,5393.3308967508,5260.355358096527,5200.0,1351.002198776252,1349.1209369692192,1282.664365664249,1294.8235294117646,1349.7883686647822,1348.3327241877,1315.0888395241318,1300.0,"Irina Avvakumova,Sofya Tikhonova,Kristina Prokopieva,Irma Makhinia","6,27,361,401",22.70636550308008,29.453798767967147,18.475017111567418,73.75,140,8
Poland,2021,12,7,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,4813.810648499395,4884.812770428897,4870.625486418086,5179.294117647059,4801.819915658083,4876.936812523496,4963.659228157032,5200.0,1203.4526621248488,1221.2031926072243,1217.6563716045216,1294.8235294117646,1200.4549789145208,1219.234203130874,1240.914807039258,1300.0,"Joanna Szwab,Anna Twardosz,Kinga Rajda,Kamila Karpiel","47,288,252,286",20.836413415468854,24.024640657084188,19.263518138261464,18.0,30,8
Czechia,2021,12,8,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,5035.865126081504,5088.340819697734,4833.577978787073,5179.294117647059,5036.42425774237,5090.10770406888,4898.56141217747,5200.0,1258.966281520376,1272.0852049244336,1208.3944946967683,1294.8235294117646,1259.1060644355925,1272.52692601722,1224.6403530443674,1300.0,"Karolina Indrackova,Stepanka Ptackova,Veronika Jencova,Klara Ulrichova","50,350,373,388",19.041752224503767,23.50444900752909,16.788501026694046,12.5,28,1
Finland,2021,12,9,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,4819.264859623839,4873.159917752817,4836.457816549193,5179.294117647059,4821.959425209018,4876.388408453525,4956.369937029785,5200.0,1204.8162149059597,1218.2899794382042,1209.1144541372983,1294.8235294117646,1205.4898563022546,1219.0971021133812,1239.0924842574464,1300.0,"Susanna Forsström,Jenny Rautionaho,Julia Kykkänen,Julia Tervahartiala","45,145,11,340",23.904175222450377,26.863791923340177,18.305270362765228,49.25,149,4
USA,2021,12,10,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,4923.00509627134,4957.330462933035,4953.5191585903685,5179.294117647059,4935.180225672798,4967.6751161320735,5019.478634618127,5200.0,1230.751274067835,1239.3326157332588,1238.3797896475921,1294.8235294117646,1233.7950564181995,1241.9187790330184,1254.8696586545318,1300.0,"Paige Jones,Logan Sankey,Annika Belshaw,Anna Hoffmann","365,225,346,312",20.217659137577,22.751540041067763,18.494182067077343,7.25,13,2
Canada,2021,12,11,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,4886.124882202417,4941.1998316742865,4935.084866062994,5179.294117647059,4904.602591918513,4956.820539617759,5064.608975963595,5200.0,1221.5312205506043,1235.2999579185716,1233.7712165157484,1294.8235294117646,1226.1506479796283,1239.2051349044398,1266.1522439908988,1300.0,"Natasha Bodnarchuk,Alexandria Loutitt,Natalie Eilers,Abigail Strate","273,417,270,289",20.545516769336068,22.707734428473646,17.138945927446954,12.0,17,3
Romania,2021,12,12,2021-02-26,Oberstdorf,Germany,World Championship,106,4,Team Normal,L,5004.155057333026,5036.772668117283,4889.561484656799,5179.294117647059,5032.670791454072,5059.90429964784,4970.794017915186,5200.0,1251.0387643332565,1259.1931670293206,1222.3903711641997,1294.8235294117646,1258.167697863518,1264.97607491196,1242.6985044787964,1300.0,"Delia Anamaria Folea,Daniela Haralambie,Andreea Diana Trambitas,Alessia Mitu-Cosca","410,43,248,425",30.375770020533878,60.145106091718,17.078713210130047,29.5,105,2
Kosovo,2021,17,1,2021-03-28,Chaikovsky,Russia,World Cup,102,1,Team Normal,L,1453.0536361053566,1400.1686808184272,1409.0682228191358,1294.8235294117646,1446.9696901922673,1394.8928611787665,1405.049685792775,1300.0,1453.0536361053566,1400.1686808184272,1409.0682228191358,1294.8235294117646,1446.9696901922673,1394.8928611787665,1405.049685792775,1300.0,Sophie Sorschag,371,22.368240930869266,22.368240930869266,22.368240930869266,18.0,18,18
Austria,2021,17,1,2021-03-28,Chaikovsky,Russia,World Cup,102,3,Team Normal,L,4999.3941868265265,4749.886514441599,4764.5822361550745,3884.4705882352937,4991.272204321015,4741.811689597078,4709.126191356207,3900.0,1666.4647289421755,1583.2955048138663,1588.1940787183582,1294.8235294117646,1663.7574014403383,1580.6038965323594,1569.708730452069,1300.0,"Chiara Kreuzer,Daniela Iraschko-Stolz,Marita Kramer","21,7,299",26.821811544604156,37.34976043805612,19.422313483915126,108.66666666666667,147,37
Slovenia,2021,17,2,2021-03-28,Chaikovsky,Russia,World Cup,102,4,Team Normal,L,5948.330275095397,5849.353096978074,5464.125706433255,5179.294117647059,5932.646152243275,5837.118357155792,5489.485514661798,5200.0,1487.0825687738493,1462.3382742445185,1366.0314266083137,1294.8235294117646,1483.1615380608187,1459.279589288948,1372.3713786654496,1300.0,"Nika Kriznar,Ursa Bogataj,Katra Komar,Spela Rogelj","266,20,284,19",23.340177960301162,26.38466803559206,19.865845311430526,114.5,169,44
Germany,2021,17,3,2021-03-28,Chaikovsky,Russia,World Cup,102,4,Team Normal,L,5933.39059925571,5846.438747083958,5537.525639351483,5179.294117647059,5925.103055376875,5839.91702344589,5407.525664800659,5200.0,1483.3476498139275,1461.6096867709896,1384.3814098378707,1294.8235294117646,1481.2757638442188,1459.9792558614724,1351.8814162001647,1300.0,"Luisa Görlich,Juliane Seyfarth,Katharina Schmid,Anna Rupprecht","240,63,13,67",25.614647501711158,31.10198494182067,22.26694045174538,108.0,165,44
