"Team_Name","Nation","Team_Rank","Race_Date","City","Country","Race_Type","Hill_Size","Is_Present","Team_Points","Total_Elo","Avg_Elo","Total_Small_Elo","Avg_Small_Elo","Total_Medium_Elo","Avg_Medium_Elo","Total_Normal_Elo","Avg_Normal_Elo","Total_Large_Elo","Avg_Large_Elo","Total_Flying_Elo","Avg_Flying_Elo","Member_1","Member_1_ID","Member_1_FisCode","Member_1_Year","Member_1_Length1","Member_1_Length2","Member_1_Points","Member_1_Elo","Member_1_Small_Elo","Member_1_Medium_Elo","Member_1_Normal_Elo","Member_1_Large_Elo","Member_1_Flying_Elo","Member_2","Member_2_ID","Member_2_FisCode","Member_2_Year","Member_2_Length1","Member_2_Length2","Member_2_Points","Member_2_Elo","Member_2_Small_Elo","Member_2_Medium_Elo","Member_2_Normal_Elo","Member_2_Large_Elo","Member_2_Flying_Elo","Member_3","Member_3_ID","Member_3_FisCode","Member_3_Year","Member_3_Length1","Member_3_Length2","Member_3_Points","Member_3_Elo","Member_3_Small_Elo","Member_3_Medium_Elo","Member_3_Normal_Elo","Member_3_Large_Elo","Member_3_Flying_Elo","Member_4","Member_4_ID","Member_4_FisCode","Member_4_Year","Member_4_Length1","Member_4_Length2","Member_4_Points","Member_4_Elo","Member_4_Small_Elo","Member_4_Medium_Elo","Member_4_Normal_Elo","Member_4_Large_Elo","Member_4_Flying_Elo","Race1_Prob"
"SWITZERLAND","SUI",1,"03/28/2026","Planica","Slovenia","Team Large",240,"True",NA,5286.32828406035,1321.58207101509,5192.35,1298.0875,5167.18853906731,1291.79713476683,5345.71065352178,1336.42766338044,5230.91682703397,1307.72920675849,5179.04694850031,1294.76173712508,"Sandro Hauswirth",2116,6999,2000,NA,NA,NA,1353.61860578297,1298.0875,1291.79713476683,1260.21300969721,1317.62610254466,1313.46688909009,"Felix Trunz",2654,8272,2006,NA,NA,NA,1247.26722176605,1298.0875,1291.79713476683,1299.64196294702,1244.43123016891,1248.41142125498,"Remo Imhof",2569,7657,2003,NA,NA,NA,1201.93481563085,1298.0875,1291.79713476683,1286.7890201671,1208.07051997168,1248.84503950199,"Gregor Deschwanden",273,5435,1991,NA,NA,NA,1483.50764088048,1298.0875,1291.79713476683,1499.06666071044,1460.78897434871,1368.32359865325,1
"FINLAND","FIN",2,"03/28/2026","Planica","Slovenia","Team Large",240,"True",NA,5333.52343146656,1333.38085786664,5192.35,1298.0875,5167.18853906731,1291.79713476683,5048.26196793173,1262.06549198293,5287.51840315063,1321.87960078766,5018.85080265032,1254.71270066258,"Niko Kytösaho",1830,6912,1999,NA,NA,NA,1446.32954472655,1298.0875,1291.79713476683,1262.39866719019,1436.33905742314,1293.26163075804,"Eetu Nousiainen",1869,7354,1997,NA,NA,NA,1203.69815197191,1298.0875,1291.79713476683,1209.85328086954,1235.05058575025,1160.74863175545,"Jarkko Määttä",53,5796,1994,NA,NA,NA,1177.93148755579,1298.0875,1291.79713476683,1222.54078497641,1166.74846081718,1196.34340262324,"Antti Aalto",924,6996,1995,NA,NA,NA,1505.56424721231,1298.0875,1291.79713476683,1353.46923489559,1449.38029916006,1368.49713751359,1
"POLAND","POL",3,"03/28/2026","Planica","Slovenia","Team Large",240,"True",NA,5212.37628752637,1303.09407188159,5192.35,1298.0875,5167.18853906731,1291.79713476683,5269.18568368212,1317.29642092053,5281.19712444117,1320.29928111029,5154.92790328475,1288.73197582119,"Piotr Zyla",98,4325,1987,NA,NA,NA,1303.87551964044,1298.0875,1291.79713476683,1308.90908326914,1302.89817901681,1331.63716951466,"Dawid Kubacki",69,5142,1990,NA,NA,NA,1282.41239768646,1298.0875,1291.79713476683,1343.84329341644,1311.00100409457,1232.77883027896,"Aleksander Zniszczol",277,5494,1994,NA,NA,NA,1276.49395610005,1298.0875,1291.79713476683,1289.6823233199,1279.20022413887,1302.10877227849,"Kamil Stoch",40,4321,1987,NA,NA,NA,1349.59441409942,1298.0875,1291.79713476683,1326.75098367664,1388.09771719092,1288.40313121264,1
"NORWAY","NOR",4,"03/28/2026","Planica","Slovenia","Team Large",240,"True",NA,5827.81161912704,1456.95290478176,5192.35,1298.0875,5167.18853906731,1291.79713476683,5802.05125526435,1450.51281381609,5707.95246225339,1426.98811556335,5533.97880258791,1383.49470064698,"Robin Pedersen",1933,7067,1996,NA,NA,NA,1300.70024785851,1298.0875,1291.79713476683,1325.87877351463,1299.61957227437,1260.22729950008,"Isak Andreas Langmo",2677,219702,2004,NA,NA,NA,1399.63418331908,1298.0875,1291.79713476683,1438.96815643055,1373.6734988476,1332.90593075618,"Marius Lindvik",1920,6734,1998,NA,NA,NA,1565.54546009494,1298.0875,1291.79713476683,1545.14249558156,1526.65020454377,1446.23524903902,"Johann Forfang",902,6100,1995,NA,NA,NA,1561.9317278545,1298.0875,1291.79713476683,1492.06182973761,1508.00918658764,1494.61032329263,1
"GERMANY","GER",5,"03/28/2026","Planica","Slovenia","Team Large",240,"True",NA,5915.87275716018,1478.96818929005,5192.35,1298.0875,5175.39140430048,1293.84785107512,5845.35064433117,1461.33766108279,5858.6422777071,1464.66056942677,5561.80193205413,1390.45048301353,"Pius Paschke",1556,2171,1990,NA,NA,NA,1388.18592873226,1298.0875,1291.79713476683,1398.70343511999,1416.83583941454,1303.65893518879,"Philipp Raimund",2401,7349,2000,NA,NA,NA,1591.25498204465,1298.0875,1291.79713476683,1580.21676338965,1600.09158190012,1338.78467610376,"Karl Geiger",554,5567,1993,NA,NA,NA,1447.62382782454,1298.0875,1291.79713476683,1333.21796446439,1413.90861673023,1422.98681692174,"Andreas Wellinger",553,6696,1995,NA,NA,NA,1488.80801855873,1298.0875,1300,1533.21248135714,1427.80623966221,1496.37150383985,1
"JAPAN","JPN",6,"03/28/2026","Planica","Slovenia","Team Large",240,"True",NA,6291.2364941611,1572.80912354028,5192.35,1298.0875,5167.18853906731,1291.79713476683,5684.13336549638,1421.0333413741,6164.42329950602,1541.1058248765,5659.36760057128,1414.84190014282,"Naoki Nakamura",1845,6392,1996,NA,NA,NA,1511.44671530478,1298.0875,1291.79713476683,1427.16953481753,1466.44348533707,1392.79619025481,"Tomofumi Naito",2404,5242,1993,NA,NA,NA,1413.27974328618,1298.0875,1291.79713476683,1201.43041766632,1360.98731753873,1372.39606226848,"Ryoyu Kobayashi",1637,6288,1996,NA,NA,NA,1689.8836225685,1298.0875,1291.79713476683,1573.21114647301,1680.36001564413,1505.30317763297,"Ren Nikaido",2283,7305,2001,NA,NA,NA,1676.62641300164,1298.0875,1291.79713476683,1482.32226653951,1656.63248098609,1388.87217041502,1
"SLOVENIA","SLO",7,"03/28/2026","Planica","Slovenia","Team Large",240,"True",NA,6064.35331768312,1516.08832942078,5192.35,1298.0875,5175.39140430048,1293.84785107512,5647.82465892885,1411.95616473221,5999.1935964398,1499.79839910995,5775.17525926909,1443.79381481727,"Rok Oblak",2576,7537,2001,NA,NA,NA,1267.28805477051,1298.0875,1291.79713476683,1337.80197605177,1264.54054124312,1285.63965524039,"Timi Zajc",2106,7147,2000,NA,NA,NA,1423.40259986051,1298.0875,1291.79713476683,1347.15051487264,1417.76949990837,1432.0257029202,"Anze Lanisek",1166,6437,1996,NA,NA,NA,1645.16419782985,1298.0875,1300,1486.49323675197,1642.10983173793,1479.12122964668,"Domen Prevc",1868,7091,1999,NA,NA,NA,1728.49846522224,1298.0875,1291.79713476683,1476.37893125248,1674.77372355038,1578.38867146182,1
"AUSTRIA","AUT",8,"03/28/2026","Planica","Slovenia","Team Large",240,"True",NA,6188.61316290711,1547.15329072678,5192.35,1298.0875,5167.18853906731,1291.79713476683,5903.47284087575,1475.86821021894,6172.32766060413,1543.08191515103,5626.12590595036,1406.53147648759,"Daniel Tschofenig",2542,7395,2002,NA,NA,NA,1640.59482374232,1298.0875,1291.79713476683,1493.73311887798,1670.46685822202,1435.88998712363,"Markus Mueller",2540,8210,2002,NA,NA,NA,1381.10877766995,1298.0875,1291.79713476683,1401.47958425267,1366.99379288853,1307.62881213838,"Stefan Kraft",432,5497,1993,NA,NA,NA,1556.78506996939,1298.0875,1291.79713476683,1529.3890510174,1576.61360398907,1475.66817097946,"Stephan Embacher",2638,8281,2006,NA,NA,NA,1610.12449152545,1298.0875,1291.79713476683,1478.8710867277,1558.25340550451,1406.93893570889,1
