Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Pelo,Elo
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,1,Bjarte Engen Vik,Norway,294,2000,6,1971-03-03T00:00:00.000000,28.843258042436688,91,0,1300.0,1353.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,2,Samppa Lajunen,Finland,244,2000,6,1979-04-23T00:00:00.000000,20.70362765229295,46,0,1300.0,1351.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,3,Mario Stecher,Austria,16,2000,6,1977-07-17T00:00:00.000000,22.469541409993155,62,0,1300.0,1349.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,4,Kenji Ogiwara,Japan,272,2000,6,1969-12-20T00:00:00.000000,30.042436687200546,96,0,1300.0,1347.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,5,Ladislav Rygl,Czechia,214,2000,6,1976-05-15T00:00:00.000000,23.641341546885695,46,0,1300.0,1345.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,6,Ronny Ackermann,Germany,142,2000,6,1977-05-16T00:00:00.000000,22.639288158795345,25,0,1300.0,1343.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,7,Jari Mantila,Finland,270,2000,6,1971-07-14T00:00:00.000000,28.479123887748116,74,0,1300.0,1341.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,8,Satoshi Mori,Japan,254,2000,6,1971-05-19T00:00:00.000000,28.632443531827516,29,0,1300.0,1339.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,9,Jaakko Tallus,Finland,141,2000,6,1981-02-23T00:00:00.000000,18.863791923340177,8,0,1300.0,1337.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,10,Ludovic Roux,France,222,2000,6,1979-04-04T00:00:00.000000,20.75564681724846,24,0,1300.0,1335.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,11,Alexej Fadejev,Russia,282,2000,6,1977-12-10T00:00:00.000000,22.069815195071868,24,0,1300.0,1333.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,12,Daito Takahashi,Japan,67,2000,6,1980-12-16T00:00:00.000000,19.052703627652292,7,0,1300.0,1331.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,13,Felix Gottwald,Austria,104,2000,6,1976-01-13T00:00:00.000000,23.978097193702943,63,0,1300.0,1329.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,14,Halldor Skard,Norway,292,2000,6,1973-04-11T00:00:00.000000,26.73511293634497,42,0,1300.0,1327.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,15,Kristian Hammer,Norway,167,2000,6,1976-03-20T00:00:00.000000,23.79466119096509,27,0,1300.0,1325.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,16,Nicolas Bal,France,206,2000,6,1978-06-02T00:00:00.000000,21.593429158110883,27,0,1300.0,1323.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,17,Kenneth Braaten,Norway,234,2000,6,1974-09-24T00:00:00.000000,25.281314168377822,28,0,1300.0,1321.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,18,Todd Lodwick,USA,53,2000,6,1976-11-21T00:00:00.000000,23.121149897330596,56,0,1300.0,1319.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,19,Sebastian Haseney,Germany,123,2000,6,1978-08-27T00:00:00.000000,21.357973990417523,10,0,1300.0,1317.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,20,Baptist Rousset,France,314,2000,6,1979-05-25T00:00:00.000000,20.61601642710472,5,0,1300.0,1315.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,21,Bill Demong,USA,21,2000,6,1980-03-29T00:00:00.000000,19.770020533880903,11,0,1300.0,1313.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,22,David Kreiner,Austria,43,2000,6,1981-03-08T00:00:00.000000,18.82819986310746,14,0,1300.0,1311.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,23,Milan Kučera,Czechia,284,2000,6,1974-06-18T00:00:00.000000,25.54962354551677,49,0,1300.0,1309.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,24,Fred Børre Lundberg,Norway,318,2000,6,1969-12-25T00:00:00.000000,30.028747433264886,100,0,1300.0,1307.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,25,Hannu Manninen,Finland,110,2000,6,1978-04-17T00:00:00.000000,21.71937029431896,51,0,1300.0,1305.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,26,Knut Tore Apeland,Norway,312,2000,6,1968-12-11T00:00:00.000000,31.06639288158795,103,0,1300.0,1303.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,27,Takanori Hagiwara,Japan,291,2000,6,1973-11-17T00:00:00.000000,26.132785763175907,2,0,1300.0,1301.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,28,Andreas Hartmann,Switzerland,228,2000,6,1980-01-29T00:00:00.000000,19.93429158110883,27,0,1300.0,1298.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,28,Walerij Stoljarov,Russia,300,2000,6,1971-01-18T00:00:00.000000,28.9637234770705,25,0,1300.0,1298.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,30,Trond Einar Elden,Norway,313,2000,6,1970-02-21T00:00:00.000000,29.869952087611225,95,0,1300.0,1295.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,31,Kouji Takasawa,Japan,288,2000,6,1974-08-13T00:00:00.000000,25.39630390143737,8,0,1300.0,1293.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,32,Sylvain Guillaume,France,274,2000,6,1968-07-06T00:00:00.000000,31.498973305954824,66,0,1300.0,1291.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,33,Andrea Longo,Italy,265,2000,6,1971-11-16T00:00:00.000000,28.136892539356605,39,0,1300.0,1289.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,34,Ivan Rieder,Switzerland,198,2000,6,1976-12-03T00:00:00.000000,23.08829568788501,3,0,1300.0,1287.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,35,Gen Tomii,Japan,252,2000,6,1973-05-30T00:00:00.000000,26.600958247775495,16,0,1300.0,1285.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,36,Michael Gruber,Austria,168,2000,6,1979-12-05T00:00:00.000000,20.084873374401095,9,0,1300.0,1283.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,37,Jens Deimel,Germany,273,2000,6,1972-09-14T00:00:00.000000,27.307323750855577,49,0,1300.0,1281.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,38,Preben Fjære Brynemo,Norway,255,2000,6,1977-08-14T00:00:00.000000,22.392881587953458,6,0,1300.0,1279.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,39,Sven Koch,Germany,310,2000,6,1973-12-03T00:00:00.000000,26.088980150581794,20,0,1300.0,1277.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,40,Marko Baacke,Germany,251,2000,6,1980-02-10T00:00:00.000000,19.901437371663246,2,0,1300.0,1275.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,41,Antti Kuisma,Finland,170,2000,6,1978-02-23T00:00:00.000000,21.864476386036962,2,0,1300.0,1273.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,42,Dmitri Sinitzyn,Russia,296,2000,6,1973-10-29T00:00:00.000000,26.184804928131417,30,0,1300.0,1271.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,43,Jouni Kaitainen,Finland,181,2000,6,1980-06-09T00:00:00.000000,19.57289527720739,13,0,1300.0,1269.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,44,Georg Hettich,Germany,144,2000,6,1978-10-12T00:00:00.000000,21.232032854209447,3,0,1300.0,1267.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,45,Jan Matura,Czechia,299,2000,6,1980-01-29T00:00:00.000000,19.93429158110883,15,0,1300.0,1264.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,45,Sverre Rotevatn,Norway,245,2000,6,1977-01-17T00:00:00.000000,22.965092402464066,2,0,1300.0,1264.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,47,Ralf Adloff,Germany,289,2000,6,1974-01-15T00:00:00.000000,25.971252566735114,10,0,1300.0,1261.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,48,Jochen Strobl,Italy,207,2000,6,1979-02-24T00:00:00.000000,20.862422997946613,7,0,1300.0,1259.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,49,Jacob Gunnes,Norway,311,2000,6,1975-04-09T00:00:00.000000,24.7419575633128,18,0,1300.0,1257.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,50,Andrej Jezeršek,Slovenia,248,2000,6,1982-03-22T00:00:00.000000,17.790554414784395,6,0,1300.0,1255.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,51,Lucas Vonlanthen,Switzerland,226,2000,6,1981-08-18T00:00:00.000000,18.38193018480493,8,0,1300.0,1253.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,52,Marc Frey,Germany,246,2000,6,1981-08-06T00:00:00.000000,18.414784394250514,2,0,1300.0,1251.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,53,Thorsten Schmitt,Germany,205,2000,6,1975-09-20T00:00:00.000000,24.292950034223136,8,0,1300.0,1249.0
2000-01-05,Reit im Winkl,Germany,M,10,Mass Start,1,World Cup,54,Kari Manninen,Finland,316,2000,6,1976-04-17T00:00:00.000000,23.718001368925393,11,0,1300.0,1247.0
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Sylvain Guillaume,France,274,2000,0,1968-07-06T00:00:00.000000,31.498973305954824,66,0,1291.0,1292.35
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Nicolas Bal,France,206,2000,0,1978-06-02T00:00:00.000000,21.593429158110883,27,0,1323.0,1319.55
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Michael Gruber,Austria,168,2000,0,1979-12-05T00:00:00.000000,20.084873374401095,9,0,1283.0,1285.55
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Alexej Fadejev,Russia,282,2000,0,1977-12-10T00:00:00.000000,22.069815195071868,24,0,1333.0,1328.05
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Andreas Hartmann,Switzerland,228,2000,0,1980-01-29T00:00:00.000000,19.93429158110883,27,0,1298.0,1298.3
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Jan Matura,Czechia,299,2000,0,1980-01-29T00:00:00.000000,19.93429158110883,15,0,1264.0,1269.3999999999999
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Hannu Manninen,Finland,110,2000,0,1978-04-17T00:00:00.000000,21.71937029431896,51,0,1305.0,1304.25
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Marko Baacke,Germany,251,2000,0,1980-02-10T00:00:00.000000,19.901437371663246,2,0,1275.0,1278.75
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Sebastian Haseney,Germany,123,2000,0,1978-08-27T00:00:00.000000,21.357973990417523,10,0,1317.0,1314.45
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Milan Kučera,Czechia,284,2000,0,1974-06-18T00:00:00.000000,25.54962354551677,49,0,1309.0,1307.6499999999999
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Kenji Ogiwara,Japan,272,2000,0,1969-12-20T00:00:00.000000,30.042436687200546,96,0,1347.0,1339.95
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Takanori Hagiwara,Japan,291,2000,0,1973-11-17T00:00:00.000000,26.132785763175907,2,0,1301.0,1300.85
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Todd Lodwick,USA,53,2000,0,1976-11-21T00:00:00.000000,23.121149897330596,56,0,1319.0,1316.1499999999999
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Ludovic Roux,France,222,2000,0,1979-04-04T00:00:00.000000,20.75564681724846,24,0,1335.0,1329.75
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Preben Fjære Brynemo,Norway,255,2000,0,1977-08-14T00:00:00.000000,22.392881587953458,6,0,1279.0,1282.1499999999999
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Ladislav Rygl,Czechia,214,2000,0,1976-05-15T00:00:00.000000,23.641341546885695,46,0,1345.0,1338.25
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Bjarte Engen Vik,Norway,294,2000,0,1971-03-03T00:00:00.000000,28.843258042436688,91,0,1353.0,1345.05
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Jacob Gunnes,Norway,311,2000,0,1975-04-09T00:00:00.000000,24.7419575633128,18,0,1257.0,1263.45
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Lucas Vonlanthen,Switzerland,226,2000,0,1981-08-18T00:00:00.000000,18.38193018480493,8,0,1253.0,1260.05
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Knut Tore Apeland,Norway,312,2000,0,1968-12-11T00:00:00.000000,31.06639288158795,103,0,1303.0,1302.55
2000-05-01,Summer,Break,M,0,Offseason,0,Offseason,0,Samppa Lajunen,Finland,244,2000,0,1979-04-23T00:00:00.000000,20.70362765229295,46,0,1351.0,1343.35
