Nation,Season,Race,Place,Date,City,Country,Event,TeamSize,RaceType,Distance,MassStart,Sex,Team_Elo,Team_Individual_Elo,Team_IndividualCompact_Elo,Team_Sprint_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_IndividualCompact_Pelo,Team_Sprint_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_IndividualCompact_Elo,Avg_Sprint_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_IndividualCompact_Pelo,Avg_Sprint_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Austria,2018,4,6,2017-12-02,Lillehammer,Norway,World Cup,4,Team,5,0,M,5993.80090053427,5985.331465116766,5024.480135930018,5202.787210549794,5227.846468362837,5999.15098072461,6001.574663236879,5062.238820556553,5219.618517339432,5227.685479756892,1498.4502251335675,1496.3328662791914,1256.1200339825045,1300.6968026374484,1306.9616170907093,1499.7877451811526,1500.3936658092198,1265.5597051391383,1304.904629334858,1306.921369939223,"Philipp Orter,Mario Seidl,Lukas Klapfer,Wilhelm Denifl","86,88,46,12",29.44284736481862,37.059548254620125,23.79192334017796,161.0,289,81
Italy,2018,4,7,2017-12-02,Lillehammer,Norway,World Cup,4,Team,5,0,M,5132.514782388564,5134.358873588677,5024.480135930018,5109.864799753602,5130.2118297688,5129.368811859919,5145.140928137229,5062.238820556553,5118.4677571019865,5151.037009842908,1283.128695597141,1283.5897183971692,1256.1200339825045,1277.4661999384005,1282.5529574422,1282.3422029649798,1286.2852320343072,1265.5597051391383,1279.6169392754966,1287.759252460727,"Lukas Runggaldier,Raffaele Buzzi,Alessandro Pittin,Armin Bauer","25,1103,8,35",26.977412731006158,30.340862422997947,22.379192334017795,98.5,139,13
Czechia,2018,4,8,2017-12-02,Lillehammer,Norway,World Cup,4,Team,5,0,M,5082.189369914049,5095.984617948777,5024.480135930018,5079.507013210066,5105.720920622076,5082.5027193105725,5140.940966977905,5062.238820556553,5082.752714109592,5107.610937044118,1270.5473424785123,1273.9961544871942,1256.1200339825045,1269.8767533025166,1276.430230155519,1270.6256798276431,1285.2352417444763,1265.5597051391383,1270.688178527398,1276.9027342610295,"Tomáš Portyk,Lukáš Daněk,Miroslav Dvořák,Ondřej Pažout","362,1142,30,1209",23.008213552361397,30.751540041067763,19.422313483915126,68.5,181,11
USA,2018,4,9,2017-12-02,Lillehammer,Norway,World Cup,4,Team,5,0,M,5052.308607435408,5072.619387129257,5024.480135930018,5093.352494085729,5120.385475996903,5056.511119350296,5071.766251172168,5062.238820556553,5130.408428643979,5164.4911411346375,1263.077151858852,1268.1548467823143,1256.1200339825045,1273.3381235214322,1280.0963689992257,1264.127779837574,1267.941562793042,1265.5597051391383,1282.6021071609948,1291.1227852836594,"Jasper Good,Bryan Fletcher,Ben Berend,Taylor Fletcher","1112,18,1102,37",25.746748802190282,31.433264887063654,21.56331279945243,84.75,167,10
Poland,2018,4,10,2017-12-02,Lillehammer,Norway,World Cup,4,Team,5,0,M,5003.804249000437,4976.3583180979385,5024.480135930018,5093.352494085729,5095.741167612823,5011.32668342277,4995.138656683148,5062.238820556553,5107.211238191973,5152.654854846183,1250.9510622501093,1244.0895795244846,1256.1200339825045,1273.3381235214322,1273.9352919032058,1252.8316708556924,1248.784664170787,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Paweł Słowiok,Pawel Twardosz,Szczepan Kupczak,Adam Cieślar","71,1297,388,103",23.83436002737851,25.672826830937712,19.72895277207392,34.5,59,1
Russia,2018,4,11,2017-12-02,Lillehammer,Norway,World Cup,4,Team,5,0,M,4941.928120439276,4920.387214085875,5024.480135930018,5093.352494085729,5095.741167612823,4952.787568948954,4942.003563299693,5062.238820556553,5107.211238191973,5152.654854846183,1235.482030109819,1230.0968035214687,1256.1200339825045,1273.3381235214322,1273.9352919032058,1238.1968922372384,1235.5008908249233,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Vitalii Ivanov,Ernest Yahin,Viacheslav Barkov,Samir Mastiev","1246,78,346,368",24.20328542094456,26.89664613278576,19.1129363449692,27.0,79,1
Slovenia,2018,4,12,2017-12-02,Lillehammer,Norway,World Cup,3,Team,5,0,M,3729.969082962488,3747.9794735667565,3768.3601019475136,3820.0143705642968,3821.5645914896236,3741.56479168424,3734.4102571672115,3796.679115417415,3830.40842864398,3876.3274274230916,1243.3230276541626,1249.326491188919,1256.1200339825045,1273.3381235214322,1273.8548638298746,1247.1882638947466,1244.803419055737,1265.5597051391383,1276.8028095479933,1292.1091424743638,"Marjan Jelenko,Leon Sarc,Vid Vrhovnik","57,1134,1196",22.09080538443988,26.365503080082135,18.392881587953458,40.666666666666664,109,5
Austria,2018,4,12,2017-12-02,Lillehammer,Norway,World Cup,1,Team,5,0,M,1307.4614231387375,1313.784249254669,1256.1200339825045,1297.0176576821182,1283.5041410482336,1312.2869944334584,1316.2167638290223,1265.5597051391383,1296.4913619789627,1300.0,1307.4614231387375,1313.784249254669,1256.1200339825045,1297.0176576821182,1283.5041410482336,1312.2869944334584,1316.2167638290223,1265.5597051391383,1296.4913619789627,1300.0,Tomaz Druml,34,29.68104038329911,29.68104038329911,29.68104038329911,85.0,85,85
Norway,2018,12,1,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,6319.979904010179,6286.84310993436,5024.480135930018,5174.016906950631,5216.262311180666,6308.803907233225,6256.314975713569,5062.238820556553,5193.940824392608,5232.617875328008,1579.9949760025447,1571.71077748359,1256.1200339825045,1293.5042267376577,1304.0655777951665,1577.2009768083062,1564.0787439283922,1265.5597051391383,1298.485206098152,1308.154468832002,"Jørgen Graabak,Espen Andersen,Jan Schmid,Jarl Magnus Riiber","17,345,10,1150",26.35044490075291,34.16016427104723,20.268309377138944,119.25,273,24
Germany,2018,12,2,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,6635.915974262853,6594.460646603551,5024.480135930018,5226.324123849308,5220.212692220206,6631.826251541065,6577.144256095097,5062.238820556553,5255.4787266263465,5224.994540956128,1658.9789935657132,1648.6151616508878,1256.1200339825045,1306.581030962327,1305.0531730550515,1657.9565628852663,1644.2860640237743,1265.5597051391383,1313.8696816565866,1306.248635239032,"Johannes Rydzek,Vinzenz Geiger,Fabian Rießle,Eric Frenzel","14,1182,15,7",25.718685831622178,29.166324435318273,20.49555099247091,146.25,229,23
Finland,2018,12,3,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,5722.719961277811,5693.590860676734,5024.480135930018,5093.352494085729,5095.741167612823,5712.5034570737935,5685.4588258919275,5062.238820556553,5107.211238191973,5152.654854846183,1430.6799903194528,1423.3977151691836,1256.1200339825045,1273.3381235214322,1273.9352919032058,1428.1258642684484,1421.3647064729819,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Leevi Mutru,Arttu Mäkiaho,Ilkka Herola,Eero Hirvonen","1100,1095,97,1155",21.89869952087611,22.68583162217659,20.347707049965777,62.75,114,35
France,2018,12,4,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,5962.885597415984,5944.777385112998,5024.480135930018,5296.146302142861,5363.793153982666,5960.136659118043,5934.650260769941,5062.238820556553,5321.283019690851,5302.809663792912,1490.721399353996,1486.1943462782494,1256.1200339825045,1324.0365755357152,1340.9482884956665,1490.0341647795108,1483.6625651924853,1265.5597051391383,1330.3207549227127,1325.702415948228,"Maxime Laheurte,Antoine Gérard,François Braud,Jason Lamy Chappuis","23,1187,24,2",29.533196440793976,32.6735112936345,22.60369609856263,194.0,263,41
Japan,2018,12,5,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,5692.520102471879,5681.617215589502,5024.480135930018,5114.444815732315,5117.796715921351,5689.893080380539,5698.8837691768695,5062.238820556553,5135.552701521101,5176.327427423092,1423.1300256179697,1420.4043038973755,1256.1200339825045,1278.6112039330787,1279.4491789803378,1422.4732700951347,1424.7209422942174,1265.5597051391383,1283.8881753802752,1294.081856855773,"Yoshito Watabe,Go Yamamoto,Akito Watabe,Hideaki Nagai","32,363,3,51",28.32991101984942,34.379192334017795,22.98425735797399,122.0,200,20
Italy,2018,12,6,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,5135.880860877961,5136.974588333533,5024.480135930018,5109.864799753602,5130.6194444335115,5130.798010276408,5176.827497300963,5062.238820556553,5118.4677571019865,5159.193850539897,1283.9702152194902,1284.2436470833832,1256.1200339825045,1277.4661999384005,1282.6548611083779,1282.699502569102,1294.2068743252407,1265.5597051391383,1279.6169392754966,1289.7984626349742,"Alessandro Pittin,Armin Bauer,Raffaele Buzzi,Aaron Kostner","8,35,1103,1193",24.130047912388772,27.942505133470224,18.54072553045859,72.75,145,6
Austria,2018,12,7,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,6044.176956888337,6042.338266846493,5024.480135930018,5367.699038713856,5374.134652775604,6055.002279375721,5998.772443607987,5062.238820556553,5405.462709774375,5361.660901830637,1511.0442392220843,1510.5845667116232,1256.1200339825045,1341.924759678464,1343.533663193901,1513.7505698439302,1499.6931109019968,1265.5597051391383,1351.3656774435938,1340.4152254576593,"Bernhard Gruber,Lukas Klapfer,Franz-Josef Rehrl,Wilhelm Denifl","5,46,72,12",32.39219712525667,37.19644079397673,24.854209445585216,201.25,296,57
Poland,2018,12,8,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,4942.322270153522,4940.44537669498,5024.480135930018,5093.352494085729,5095.741167612823,4943.110305311519,4967.310872747334,5062.238820556553,5107.211238191973,5152.654854846183,1235.5805675383806,1235.111344173745,1256.1200339825045,1273.3381235214322,1273.9352919032058,1235.7775763278798,1241.8277181868334,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Paweł Słowiok,Adam Cieślar,Szczepan Kupczak,Wojciech Marusarz","71,103,388,1121",25.16769336071184,25.809719370294317,24.65160848733744,39.5,65,2
Estonia,2018,12,9,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,4819.319597822971,4833.351504125341,5024.480135930018,5093.352494085729,5062.240417354653,4822.930402518337,4828.165120140625,5062.238820556553,5107.211238191973,5176.327427423092,1204.8298994557429,1208.3378760313353,1256.1200339825045,1273.3381235214322,1265.5601043386632,1205.7326006295843,1207.0412800351562,1265.5597051391383,1276.8028095479933,1294.081856855773,"Han-Hendrik Piho,Kail Piho,Karl-August Tiirmaa,Kristjan Ilves","98,59,68,403",25.38877481177276,28.542094455852155,21.61533196440794,72.25,85,46
Russia,2018,12,10,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,4890.638353229152,4902.3243841107205,5024.480135930018,5093.352494085729,5095.741167612823,4899.202718352415,4932.111264821689,5062.238820556553,5107.211238191973,5152.654854846183,1222.659588307288,1225.5810960276801,1256.1200339825045,1273.3381235214322,1273.9352919032058,1224.8006795881038,1233.0278162054221,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Viacheslav Barkov,Vitalii Ivanov,Ernest Yahin,Timofey Borisov","346,1246,78,389",24.117043121149898,27.033538672142367,19.249828884325805,30.0,87,3
USA,2018,12,11,2018-01-21,Chaux-Neuve,France,World Cup,4,Team,5,0,M,4839.890070807544,4864.879188068432,5024.480135930018,5093.352494085729,5095.741167612823,4852.042578037131,4876.879529588712,5062.238820556553,5107.211238191973,5152.654854846183,1209.972517701886,1216.219797017108,1256.1200339825045,1273.3381235214322,1273.9352919032058,1213.0106445092827,1219.219882397178,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Ben Loomis,Jasper Good,Stephen Schumann,Ben Berend","1179,1112,1237,1102",20.435318275154003,22.56536618754278,17.856262833675565,13.75,30,4
Germany,2018,20,1,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,6734.522382613559,6692.723691789469,5024.480135930018,5226.324123849308,5220.212692220206,6726.8110487125705,6660.361777682785,5062.238820556553,5255.4787266263465,5224.994540956128,1683.6305956533897,1673.1809229473672,1256.1200339825045,1306.581030962327,1305.0531730550515,1681.7027621781426,1665.0904444206963,1265.5597051391383,1313.8696816565866,1306.248635239032,"Fabian Rießle,Vinzenz Geiger,Johannes Rydzek,Eric Frenzel","15,1182,14,7",25.806297056810404,29.253935660506503,20.583162217659137,152.25,235,29
Norway,2018,20,2,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,6436.888975193388,6404.22788943509,5024.480135930018,5174.016906950631,5216.262311180666,6430.657625221567,6397.418645283331,5062.238820556553,5193.940824392609,5232.617875328008,1609.222243798347,1601.0569723587726,1256.1200339825045,1293.5042267376577,1304.0655777951665,1607.6644063053918,1599.3546613208327,1265.5597051391383,1298.4852060981523,1308.154468832002,"Jarl Magnus Riiber,Espen Andersen,Jørgen Graabak,Jan Schmid","1150,345,17,10",26.438056125941138,34.247775496235455,20.355920602327174,125.75,281,30
Austria,2018,20,3,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,6178.840788292252,6170.7024141606,5024.480135930018,5367.699038713857,5374.134652775604,6174.0211617376635,6156.5448300255375,5062.238820556553,5405.462709774375,5361.660901830638,1544.710197073063,1542.67560354015,1256.1200339825045,1341.9247596784642,1343.533663193901,1543.5052904344159,1539.1362075063844,1265.5597051391383,1351.3656774435938,1340.4152254576595,"Wilhelm Denifl,Mario Seidl,Lukas Klapfer,Bernhard Gruber","12,88,46,5",32.54620123203285,37.28405201916495,25.207392197125255,216.25,302,99
Japan,2018,20,4,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,5833.8957015740225,5822.720303602983,5024.480135930018,5114.444815732315,5117.796715921351,5828.710421842818,5787.445386070728,5062.238820556553,5135.552701521101,5176.327427423092,1458.4739253935056,1455.6800759007458,1256.1200339825045,1278.6112039330787,1279.4491789803378,1457.1776054607044,1446.861346517682,1265.5597051391383,1283.8881753802752,1294.081856855773,"Go Yamamoto,Hideaki Nagai,Akito Watabe,Yoshito Watabe","363,51,3,32",28.417522245037645,34.46680355920602,23.071868583162217,129.75,208,28
France,2018,20,5,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,5917.785079050124,5900.939863591683,5024.480135930018,5296.146302142861,5363.793153982666,5918.276748535039,5916.194604886117,5062.238820556553,5321.283019690851,5302.809663792912,1479.446269762531,1475.2349658979208,1256.1200339825045,1324.0365755357152,1340.9482884956665,1479.5691871337597,1479.0486512215293,1265.5597051391383,1330.3207549227127,1325.702415948228,"Jason Lamy Chappuis,Maxime Laheurte,François Braud,Antoine Gérard","2,23,24,1187",29.620807665982205,32.761122518822724,22.691307323750856,197.25,266,44
Finland,2018,20,6,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,5802.494841106825,5797.608778893395,5024.480135930018,5305.4505200296535,5289.547206398222,5805.763421884007,5791.349297210604,5062.238820556553,5330.8413633197215,5358.309528351148,1450.6237102767063,1449.4021947233487,1256.1200339825045,1326.3626300074134,1322.3868015995556,1451.4408554710017,1447.837324302651,1265.5597051391383,1332.7103408299304,1339.577382087787,"Leevi Mutru,Ilkka Herola,Eero Hirvonen,Hannu Manninen","1100,97,1155,110",26.840520191649553,39.85215605749487,22.064339493497602,118.25,241,54
Czechia,2018,20,7,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,5075.05912248651,5082.160697327725,5024.480135930018,5079.507013210067,5105.720920622076,5074.213352985108,5090.807528750558,5062.238820556553,5082.7527141095925,5107.610937044118,1268.7647806216276,1270.5401743319312,1256.1200339825045,1269.8767533025168,1276.430230155519,1268.553338246277,1272.7018821876395,1265.5597051391383,1270.6881785273981,1276.9027342610295,"Tomáš Portyk,Ondřej Pažout,Lukáš Daněk,Miroslav Dvořák","362,1209,1142,30",23.23271731690623,30.976043805612594,19.646817248459957,77.0,193,14
Italy,2018,20,8,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,5098.848174847106,5110.926719137276,5024.480135930018,5109.864799753602,5128.2675213847215,5102.415668574398,5135.722606572433,5062.238820556553,5118.4677571019865,5139.200723554454,1274.7120437117765,1277.731679784319,1256.1200339825045,1277.4661999384005,1282.0668803461804,1275.6039171435996,1283.9306516431081,1265.5597051391383,1279.6169392754966,1284.8001808886136,"Lukas Runggaldier,Aaron Kostner,Alessandro Pittin,Raffaele Buzzi","25,1193,8,1103",24.95687885010267,30.56536618754278,18.628336755646817,76.25,151,9
Poland,2018,20,9,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,4927.840536998996,4931.258613431632,5024.480135930018,5093.352494085729,5095.741167612823,4933.601721521655,4937.211887000586,5062.238820556553,5107.211238191973,5152.654854846183,1231.960134249749,1232.814653357908,1256.1200339825045,1273.3381235214322,1273.9352919032058,1233.4004303804138,1234.3029717501465,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Wojciech Marusarz,Adam Cieślar,Szczepan Kupczak,Paweł Słowiok","1121,103,388,71",25.255304585900067,25.897330595482547,24.739219712525667,43.5,68,4
USA,2018,20,10,2018-02-22,PyeongChang,South Korea,Olympic Winter Games,4,Team,5,0,M,5066.388533981734,5093.620499940541,5024.480135930018,5093.352494085729,5120.385475996903,5078.092965129693,5106.239742436551,5062.238820556553,5130.408428643979,5164.4911411346375,1266.5971334954336,1273.4051249851352,1256.1200339825045,1273.3381235214322,1280.0963689992257,1269.5232412824232,1276.5599356091377,1265.5597051391383,1282.6021071609948,1291.1227852836594,"Taylor Fletcher,Bryan Fletcher,Ben Loomis,Ben Berend","37,18,1179,1102",25.451060917180012,31.657768651608485,19.707049965776864,90.75,175,13
Germany,2019,2,1,2018-11-25,Kuusamo,Finland,World Cup,4,Team,5,0,M,6532.558298556518,6500.187297242445,5024.480135930018,5226.324123849308,5220.212692220206,6524.763555102334,6492.780590377364,5062.238820556553,5255.4787266263465,5224.994540956128,1633.1395746391295,1625.0468243106113,1256.1200339825045,1306.581030962327,1305.0531730550515,1631.1908887755835,1623.195147594341,1265.5597051391383,1313.8696816565866,1306.248635239032,"Fabian Rießle,Johannes Rydzek,Eric Frenzel,Vinzenz Geiger","15,14,7,1182",26.561943874058862,30.00958247775496,21.338809034907598,162.75,245,39
Japan,2019,2,2,2018-11-25,Kuusamo,Finland,World Cup,4,Team,5,0,M,5925.444878804368,5911.138814671129,5024.480135930018,5114.444815732315,5117.796715921351,5915.49617206314,5906.78055850589,5062.238820556553,5135.5527015211,5176.327427423092,1481.361219701092,1477.7847036677822,1256.1200339825045,1278.6112039330787,1279.4491789803378,1478.874043015785,1476.6951396264726,1265.5597051391383,1283.888175380275,1294.081856855773,"Yoshito Watabe,Akito Watabe,Hideaki Nagai,Go Yamamoto","32,3,51,363",29.173169062286107,35.22245037645448,23.82751540041068,139.75,218,39
