"Date","City","Country","Nation","RaceType","Season","Race","Event","Elevation","Place","Points","Avg_Elo","Avg_Individual_Elo","Avg_Sprint_Elo","Avg_MassStart_Elo","Avg_IndividualCompact_Elo","Avg_Pelo","Avg_Individual_Pelo","Avg_Sprint_Pelo","Avg_MassStart_Pelo","Avg_IndividualCompact_Pelo","MassStart","Sex"
2014-01-12,"Chaux-Neuve","France","Russia","Team Sprint",2014,12,"World Cup",1098,17,28,1191.37888353318,1193.33008013374,NA,NA,NA,1193.51419630149,1200.27130734847,NA,NA,NA,0,"M"
2014-01-12,"Chaux-Neuve","France","USA","Team Sprint",2014,12,"World Cup",1098,7,52,1411.24089477575,1414.03209302958,1365.64008544702,1369.08684548198,NA,1412.79208276858,1414.74221439915,1392.95773616617,1352.49887617158,NA,0,"M"
2014-01-12,"Chaux-Neuve","France","Ukraine","Team Sprint",2014,12,"World Cup",1098,20,22,1225.34019546821,1224.2300331032,NA,NA,NA,1231.86307480916,1253.09686361302,NA,NA,NA,0,"M"
2014-03-01,"Lahti","Finland","Austria","Team Sprint",2014,22,"World Cup",86,9,46,1439.37115139699,1440.89370640755,1407.35891362345,1370.39539010925,NA,1440.5063960183,1427.62877917455,1426.30460426288,1361.70540317343,NA,0,"M"
2014-03-01,"Lahti","Finland","Czechia","Team Sprint",2014,22,"World Cup",86,7,52,1352.77340990273,1353.33936382282,1260.27968387632,1288.73482164603,NA,1348.00497954603,1352.23797490005,1253.27021632508,1250.94086672107,NA,0,"M"
2014-03-01,"Lahti","Finland","Estonia","Team Sprint",2014,22,"World Cup",86,12,38,1213.87688619926,1212.62733243862,NA,1263.88780078567,NA,1211.20245884789,1224.34733696282,NA,1300,NA,0,"M"
2014-03-01,"Lahti","Finland","Finland","Team Sprint",2014,22,"World Cup",86,8,49,1240.78248622793,1236.93956002164,NA,NA,NA,1240.03192541301,1243.47138812395,NA,NA,NA,0,"M"
2014-03-01,"Lahti","Finland","France","Team Sprint",2014,22,"World Cup",86,3,80,1362.92379810046,1358.63478422393,1268.44734178817,1338.8601290574,NA,1363.817028997,1356.92598180636,1262.87922563314,1325.06978551189,NA,0,"M"
2014-03-01,"Lahti","Finland","Germany","Team Sprint",2014,22,"World Cup",86,2,90,1634.79772720427,1631.35885610679,1403.2935102858,1402.45968602921,NA,1632.37677013786,1620.39519165816,1421.52177680682,1376.89992089792,NA,0,"M"
2014-03-01,"Lahti","Finland","Italy","Team Sprint",2014,22,"World Cup",86,5,60,1386.48448902275,1391.00176322306,1290.49347713177,1286.16923245214,NA,1385.00432337415,1394.85611173405,1288.81585544914,1289.07412239731,NA,0,"M"
2014-03-01,"Lahti","Finland","Japan","Team Sprint",2014,22,"World Cup",86,17,28,1346.13272947224,1352.53104909071,NA,1266.17644322887,NA,1353.10654421346,1350.73683503546,NA,1300,NA,0,"M"
2014-03-01,"Lahti","Finland","Norway","Team Sprint",2014,22,"World Cup",86,1,100,1523.95431982575,1515.18704131066,1343.33941380673,1377.77143431137,NA,1519.56103699428,1508.46649438725,1350.98754565497,1355.37202220315,NA,0,"M"
2014-03-01,"Lahti","Finland","Russia","Team Sprint",2014,22,"World Cup",86,16,30,1151.22673657059,1146.66514979161,NA,NA,NA,1151.7849083003,1153.5645172002,NA,NA,NA,0,"M"
2014-03-01,"Lahti","Finland","Slovenia","Team Sprint",2014,22,"World Cup",86,10,43,1326.2794766098,1322.9193557801,NA,1271.26375240929,NA,1324.38970969238,1330.37066912055,NA,1292.08822161443,NA,0,"M"
2014-03-01,"Lahti","Finland","Switzerland","Team Sprint",2014,22,"World Cup",86,15,32,1313.02855864925,1316.56164751167,1275.61134977895,1289.05549094996,NA,1316.67661191198,1307.15457952988,1271.30747032818,1306.17644322887,NA,0,"M"
2014-03-01,"Lahti","Finland","USA","Team Sprint",2014,22,"World Cup",86,14,34,1334.44683657521,1342.17811273702,1273.25201941154,1298.17644322887,NA,1340.53961986469,1356.4014857099,1300,1300,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Austria","Team Sprint",2015,2,"World Cup",388,5,60,1454.81507965461,1456.6346887328,1467.89858716618,1422.3138741894,NA,1449.51694907352,1431.46161877898,1497.52774960727,1405.96289649805,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Czechia","Team Sprint",2015,2,"World Cup",388,8,49,1292.71980917075,1292.3267955772,1286.76032299981,1302.43550308445,NA,1292.28326849057,1287.58997547244,1284.42390941154,1283.98658115827,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Estonia","Team Sprint",2015,2,"World Cup",388,15,32,1177.28950475782,1177.32330127869,NA,1251.88780078567,NA,1174.62266797604,1168.05615028344,NA,1300,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Finland","Team Sprint",2015,2,"World Cup",388,11,40,1331.92839369318,1335.64630616287,1314.17173503691,1371.78082307823,NA,1332.65911728014,1332.29647071354,1318.55015785447,1338.12256504135,NA,0,"M"
2014-11-30,"Kuusamo","Finland","France","Team Sprint",2015,2,"World Cup",388,3,80,1483.64518890197,1476.22836063294,1319.82018633672,1342.94788195616,NA,1480.4587859027,1471.630978198,1323.3178662785,1326.3452058109,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Germany","Team Sprint",2015,2,"World Cup",388,2,90,1605.05564720526,1602.79215683058,1426.58002142576,1403.08018827133,NA,1601.22412996662,1594.18307890979,1448.91767226561,1389.45963848833,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Italy","Team Sprint",2015,2,"World Cup",388,16,30,1345.8487493897,1348.8921534999,1290.49347713177,1292.6099175002,NA,1350.46367890044,1361.90872622909,1288.81585544914,1293.52296198152,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Japan","Team Sprint",2015,2,"World Cup",388,9,46,1468.31806727351,1474.74230908149,1263.99996412734,1289.62465725047,NA,1469.09660097155,1475.18764064072,1263.56205402041,1297.074171538,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Norway","Team Sprint",2015,2,"World Cup",388,1,100,1564.13568372735,1555.09637710509,1328.74957803171,1346.52555115624,NA,1560.47778424505,1553.22002000226,1333.82303297849,1329.82273130053,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Poland","Team Sprint",2015,2,"World Cup",388,21,20,1211.14018505813,1224.03356917943,1280.75545602306,NA,NA,1217.41113406101,1237.8316989515,1277.35936002713,NA,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Russia","Team Sprint",2015,2,"World Cup",388,22,19,1153.69139616135,1141.84104807553,NA,1233.14031663253,NA,1158.39133042516,1152.6706704393,NA,1256.17644322887,NA,0,"M"
2014-11-30,"Kuusamo","Finland","Slovenia","Team Sprint",2015,2,"World Cup",388,14,34,1309.86645109454,1306.8631881578,NA,1271.26375240929,NA,1309.95659924808,1302.57883920099,NA,1292.08822161443,NA,0,"M"
2014-11-30,"Kuusamo","Finland","USA","Team Sprint",2015,2,"World Cup",388,13,36,1327.19742475605,1332.77448517827,1273.25201941154,1298.17644322887,NA,1330.1511571211,1340.96391408259,1300,1300,NA,0,"M"
2015-01-31,"Val Di Fiemme","Italy","Austria","Team Sprint",2015,17,"World Cup",1082,3,80,1481.76391050515,1486.94316357217,1374.91164207711,1360.26459685011,NA,1479.24485391268,1481.19329356544,1388.13134362013,1355.64108312583,NA,0,"M"
2015-01-31,"Val Di Fiemme","Italy","Czechia","Team Sprint",2015,17,"World Cup",1082,12,38,1338.38713390477,1347.08380015076,1286.76032299981,1302.43550308445,NA,1343.06487522462,1361.03670609066,1284.42390941154,1283.98658115827,NA,0,"M"
2015-01-31,"Val Di Fiemme","Italy","Estonia","Team Sprint",2015,17,"World Cup",1082,11,40,1177.38716140978,1178.45661330199,NA,1257.88780078567,NA,1178.26728589313,1174.96665354756,NA,1300,NA,0,"M"
2015-01-31,"Val Di Fiemme","Italy","France","Team Sprint",2015,17,"World Cup",1082,5,60,1397.48515914541,1391.36755989457,1261.60958677519,1318.54417534869,NA,1397.52629088027,1388.38333300467,1254.83480797082,1311.1366406028,NA,0,"M"
2015-01-31,"Val Di Fiemme","Italy","Germany","Team Sprint",2015,17,"World Cup",1082,2,90,1508.46097093119,1506.42154962992,NA,NA,NA,1504.68354006567,1510.57260523336,NA,NA,NA,0,"M"
2015-01-31,"Val Di Fiemme","Italy","Italy","Team Sprint",2015,17,"World Cup",1082,8,49,1350.18350537552,1356.50153356969,1290.49347713177,1279.17103514632,NA,1351.628823364,1356.52094650148,1288.81585544914,1291.80559179798,NA,0,"M"
2015-01-31,"Val Di Fiemme","Italy","Norway","Team Sprint",2015,17,"World Cup",1082,1,100,1535.60013286063,1534.9094591073,1422.94543335145,1402.44291337247,NA,1533.93422784291,1526.20877565426,1444.64168629583,1397.10076109452,NA,0,"M"
2015-01-31,"Val Di Fiemme","Italy","Slovenia","Team Sprint",2015,17,"World Cup",1082,7,52,1338.13596921006,1343.88275594039,NA,1271.26375240929,NA,1337.09568515348,1340.98609839522,NA,1292.08822161443,NA,0,"M"
2015-01-31,"Val Di Fiemme","Italy","USA","Team Sprint",2015,17,"World Cup",1082,13,36,1275.65609420814,1254.82006456741,NA,NA,NA,1280.31296710076,1271.97223369736,NA,NA,NA,0,"M"
2015-02-28,"Falun","Sweden","Austria","Team Sprint",2015,22,"World Championship",204,7,52,1515.71562174626,1525.66205138996,1429.95771889933,1405.1220851714,NA,1517.18669945564,1509.5829039578,1452.89143399921,1405.14532112276,NA,0,"M"
2015-02-28,"Falun","Sweden","Czechia","Team Sprint",2015,22,"World Championship",204,8,49,1391.61212624884,1402.04597944697,1260.27968387632,1288.73482164603,NA,1392.35159480874,1400.45516888526,1253.27021632508,1250.94086672107,NA,0,"M"
2015-02-28,"Falun","Sweden","Estonia","Team Sprint",2015,22,"World Championship",204,11,40,1201.42209051161,1205.60913215948,NA,1263.88780078567,NA,1202.87743251877,1209.45186549839,NA,1300,NA,0,"M"
2015-02-28,"Falun","Sweden","Finland","Team Sprint",2015,22,"World Championship",204,4,70,1356.17606330167,1361.82900936408,NA,NA,NA,1351.93210052649,1354.61691061052,NA,NA,NA,0,"M"
2015-02-28,"Falun","Sweden","France","Team Sprint",2015,22,"World Championship",204,1,100,1591.89965847585,1590.01003291507,1387.85419964553,1393.39513096386,NA,1587.79059162135,1574.90557025009,1403.35788193592,1353.16507294215,NA,0,"M"
2015-02-28,"Falun","Sweden","Germany","Team Sprint",2015,22,"World Championship",204,2,90,1720.25632879402,1724.1396525848,1399.99882160445,1380.18038425962,NA,1718.95936699139,1720.42929075287,1417.64567247582,1340.98912640672,NA,0,"M"
2015-02-28,"Falun","Sweden","Italy","Team Sprint",2015,22,"World Championship",204,5,60,1433.32809224065,1438.65411355373,1290.49347713177,1309.04339177152,NA,1431.32783685361,1439.75760142414,1288.81585544914,1287.04592396305,NA,0,"M"
2015-02-28,"Falun","Sweden","Japan","Team Sprint",2015,22,"World Championship",204,6,55,1593.13061788231,1615.17832904843,1293.89494855211,1284.16652799113,NA,1594.62148167686,1613.1578206925,1304.64766133192,1300,NA,0,"M"
2015-02-28,"Falun","Sweden","Norway","Team Sprint",2015,22,"World Championship",204,3,80,1655.22830651597,1657.57260679411,1415.90715837698,1392.74760186087,NA,1654.26917242186,1651.75379269306,1436.36136279644,1390.85499259313,NA,0,"M"
2015-02-28,"Falun","Sweden","Slovenia","Team Sprint",2015,22,"World Championship",204,10,43,1315.37751542461,1318.38697759905,NA,1271.26375240929,NA,1317.23261457374,1330.93936546509,NA,1292.08822161443,NA,0,"M"
2015-02-28,"Falun","Sweden","USA","Team Sprint",2015,22,"World Championship",204,9,46,1445.11820752764,1457.45500025184,1273.25201941154,1298.17644322887,NA,1447.82131744273,1450.93663065186,1300,1300,NA,0,"M"
2015-02-28,"Falun","Sweden","Ukraine","Team Sprint",2015,22,"World Championship",204,12,38,1226.98267083185,1224.74892664901,NA,NA,NA,1229.87709061011,1238.22375890434,NA,NA,NA,0,"M"
2015-03-07,"Lahti","Finland","Austria","Team Sprint",2015,24,"World Cup",86,6,55,1490.51797703402,1494.07677879028,1386.40056741186,1367.7609174202,NA,1490.9912441952,1485.52470539781,1401.64772636689,1347.09951920764,NA,0,"M"
2015-03-07,"Lahti","Finland","Czechia","Team Sprint",2015,24,"World Cup",86,5,60,1393.38116633966,1398.01487978912,1260.27968387632,1288.73482164603,NA,1388.71074305326,1403.77482309754,1253.27021632508,1250.94086672107,NA,0,"M"
2015-03-07,"Lahti","Finland","Estonia","Team Sprint",2015,24,"World Cup",86,14,34,1203.09909994339,1209.07243620141,NA,1263.88780078567,NA,1204.36993981339,1208.12939944545,NA,1300,NA,0,"M"
2015-03-07,"Lahti","Finland","Finland","Team Sprint",2015,24,"World Cup",86,12,38,1253.78942014973,1251.28423754542,NA,NA,NA,1254.41715123553,1251.3123478798,NA,NA,NA,0,"M"
2015-03-07,"Lahti","Finland","France","Team Sprint",2015,24,"World Cup",86,2,90,1531.85274342147,1526.2562658635,1319.82018633672,1342.94788195616,NA,1528.05875358203,1518.60051048551,1323.3178662785,1326.3452058109,NA,0,"M"
2015-03-07,"Lahti","Finland","Germany","Team Sprint",2015,24,"World Cup",86,1,100,1562.61433640489,1559.29729934476,1453.16122124708,1425.97999228304,NA,1561.0447516275,1550.8910380407,1480.18967205539,1437.93015056994,NA,0,"M"
2015-03-07,"Lahti","Finland","Italy","Team Sprint",2015,24,"World Cup",86,10,43,1372.56195967201,1377.15514909101,1290.49347713177,1286.16923245214,NA,1375.92105706608,1383.52117532659,1288.81585544914,1289.07412239731,NA,0,"M"
2015-03-07,"Lahti","Finland","Japan","Team Sprint",2015,24,"World Cup",86,7,52,1313.32113457234,1306.53226024551,NA,NA,NA,1309.02597068232,1309.98684347149,NA,NA,NA,0,"M"
2015-03-07,"Lahti","Finland","Norway","Team Sprint",2015,24,"World Cup",86,3,80,1578.270827213,1571.85686214901,1336.30113883225,1368.07612279977,NA,1575.40600237876,1556.42148954403,1342.70722215559,1349.12625370177,NA,0,"M"
2015-03-07,"Lahti","Finland","Slovenia","Team Sprint",2015,24,"World Cup",86,11,40,1312.11307337769,1314.79532899351,NA,1271.26375240929,NA,1312.3612469453,1330.41547497703,NA,1292.08822161443,NA,0,"M"
2015-03-07,"Lahti","Finland","USA","Team Sprint",2015,24,"World Cup",86,16,30,1291.24359116476,1296.02193051908,NA,NA,NA,1297.30276942706,1305.55450299894,NA,NA,NA,0,"M"
2016-02-20,"Lahti","Finland","Austria","Team Sprint",2016,14,"World Cup",86,2,90,1502.35702365907,1500.97299894773,1374.91164207711,1360.26459685011,NA,1497.8375753982,1495.55085729004,1388.13134362013,1355.64108312583,NA,0,"M"
2016-02-20,"Lahti","Finland","Estonia","Team Sprint",2016,14,"World Cup",86,13,36,1164.71065225682,1169.81219326682,NA,1257.88780078567,NA,1166.9170420961,1177.27584349156,NA,1300,NA,0,"M"
2016-02-20,"Lahti","Finland","Finland","Team Sprint",2016,14,"World Cup",86,10,43,1206.99259339434,1198.01831533038,NA,NA,NA,1206.69731005991,1204.68916727037,NA,NA,NA,0,"M"
2016-02-20,"Lahti","Finland","France","Team Sprint",2016,14,"World Cup",86,6,55,1508.28856003488,1510.30818706796,1264.5952455095,1324.27176404021,NA,1508.73715411628,1501.90664272237,1258.34734765823,1308.81479761686,NA,0,"M"
2016-02-20,"Lahti","Finland","Germany","Team Sprint",2016,14,"World Cup",86,1,100,1601.62572935822,1599.77598285892,1356.72048800587,1401.21868154497,NA,1599.07788662945,1595.6500987475,1366.72998588926,1351.78048571711,NA,0,"M"
2016-02-20,"Lahti","Finland","Italy","Team Sprint",2016,14,"World Cup",86,7,52,1318.50762813067,1319.8881973637,NA,1274.73215279245,NA,1319.38438525741,1323.10641294686,NA,1290.08822161443,NA,0,"M"
2016-02-20,"Lahti","Finland","Japan","Team Sprint",2016,14,"World Cup",86,8,49,1319.01646737934,1325.16703727571,NA,1260.17644322887,NA,1321.93023572024,1325.84072136398,NA,1300,NA,0,"M"
2016-02-20,"Lahti","Finland","Norway","Team Sprint",2016,14,"World Cup",86,5,60,1633.16559177548,1632.69164333979,1336.30113883225,1368.07612279977,NA,1634.66180006078,1629.56258639193,1342.70722215559,1349.12625370177,NA,0,"M"
2016-02-20,"Lahti","Finland","Poland","Team Sprint",2016,14,"World Cup",86,9,46,1244.13084038206,1247.12763212887,NA,NA,NA,1242.62139512355,1242.47963001993,NA,NA,NA,0,"M"
2016-02-20,"Lahti","Finland","Russia","Team Sprint",2016,14,"World Cup",86,15,32,1146.22243652361,1150.58307003198,NA,NA,NA,1150.72478728904,1158.11829618237,NA,NA,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","Austria","Team Sprint",2016,17,"World Cup",1082,4,70,1539.32836830943,1541.96867135366,1374.91164207711,1360.26459685011,NA,1540.36299605094,1541.87536471857,1388.13134362013,1355.64108312583,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","Estonia","Team Sprint",2016,17,"World Cup",1082,14,34,1197.70006945202,1195.47132182831,NA,1263.88780078567,NA,1201.60019627058,1196.02732047842,NA,1300,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","France","Team Sprint",2016,17,"World Cup",1082,3,80,1386.32840894303,1386.9163823483,1264.5952455095,1324.27176404021,NA,1385.8425867148,1388.99572402325,1258.34734765823,1308.81479761686,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","Germany","Team Sprint",2016,17,"World Cup",1082,2,90,1370.48739796613,1362.91995998797,1404.94085462648,1413.599336914,NA,1366.96590683084,1359.39508460111,1423.45982897232,1394.85531814353,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","Italy","Team Sprint",2016,17,"World Cup",1082,11,40,1252.2503236837,1256.18400876766,NA,1273.28786235603,NA,1253.33063431807,1263.43766938911,NA,1280.17644322887,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","Japan","Team Sprint",2016,17,"World Cup",1082,7,52,1353.52773965249,1357.33097711963,NA,1266.17644322887,NA,1351.61189587606,1367.38476860675,NA,1300,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","Norway","Team Sprint",2016,17,"World Cup",1082,1,100,1598.43836862879,1596.48573147525,1422.94543335145,1402.44291337247,NA,1596.66347733615,1594.38646588648,1444.64168629583,1397.10076109452,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","Russia","Team Sprint",2016,17,"World Cup",1082,13,36,1139.09497511501,1144.69735461918,NA,NA,NA,1140.48034984201,1150.58307003198,NA,NA,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","Slovenia","Team Sprint",2016,17,"World Cup",1082,10,43,1254.44763781574,1255.50627782976,NA,1271.26375240929,NA,1254.28478855531,1267.50184041848,NA,1292.08822161443,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","South Korea","Team Sprint",2016,17,"World Cup",1082,15,32,1278.66075651688,1266.70056161483,NA,NA,NA,1285.73464597223,1260.82419013509,NA,NA,NA,0,"M"
2016-02-26,"Val Di Fiemme","Italy","USA","Team Sprint",2016,17,"World Cup",1082,6,55,1411.75799471537,1414.73035139967,1273.25201941154,1298.17644322887,NA,1409.89213994624,1411.50029400865,1300,1300,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","Austria","Team Sprint",2017,11,"World Cup",1082,7,52,1293.85016439858,1288.08729849709,NA,NA,NA,1291.27560234589,1283.9996742127,NA,NA,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","Czechia","Team Sprint",2017,11,"World Cup",1082,2,90,1322.46698607662,1325.26478628708,1260.27968387632,1288.73482164603,NA,1322.5365555643,1338.04604595147,1253.27021632508,1250.94086672107,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","Estonia","Team Sprint",2017,11,"World Cup",1082,11,40,1213.41553620371,1219.36402490512,NA,1263.88780078567,NA,1213.29540254187,1212.97720046728,NA,1300,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","Finland","Team Sprint",2017,11,"World Cup",1082,4,70,1359.76589169797,1357.77072724315,NA,NA,NA,1358.47378151939,1353.19517802479,NA,NA,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","France","Team Sprint",2017,11,"World Cup",1082,9,46,1412.71403038273,1415.73721929185,1281.25641426976,1370.63126014915,NA,1414.54992332438,1414.6594078935,1277.94872267031,1334.35924444911,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","Germany","Team Sprint",2017,11,"World Cup",1082,5,60,1481.70966378176,1481.33571434214,NA,NA,NA,1481.0967132164,1480.51613802502,NA,NA,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","Italy","Team Sprint",2017,11,"World Cup",1082,3,80,1329.96920931409,1336.06416056618,1290.49347713177,1291.16562706378,NA,1330.2036160913,1338.9058177878,1288.81585544914,1283.61118359596,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","Japan","Team Sprint",2017,11,"World Cup",1082,12,38,1263.35960223904,1267.71503720219,1234.10497970257,1277.35867949902,NA,1265.77982282849,1270.11069722767,1222.4764467089,1295.611257307,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","Norway","Team Sprint",2017,11,"World Cup",1082,1,100,1545.96840798055,1538.75036025154,NA,NA,NA,1541.99446724324,1530.38888477909,NA,NA,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","Russia","Team Sprint",2017,11,"World Cup",1082,14,34,1217.60099122873,1223.19718766304,NA,NA,NA,1220.67575077729,1233.00164074294,NA,NA,NA,0,"M"
2017-01-14,"Val Di Fiemme","Italy","USA","Team Sprint",2017,11,"World Cup",1082,8,49,1373.92230122482,1379.27116153643,1273.25201941154,1298.17644322887,NA,1374.04201296564,1375.04538556575,1300,1300,NA,0,"M"
2017-03-03,"Lahti","Finland","Austria","Team Sprint",2017,25,"World Championship",86,4,70,1542.13126382653,1541.77840246127,1381.72720022349,1376.7460328479,NA,1540.81463563517,1531.14061525498,1396.14964732175,1366.76328087172,NA,0,"M"
2017-03-03,"Lahti","Finland","Czechia","Team Sprint",2017,25,"World Championship",86,8,49,1347.63063638913,1350.96259467253,1260.27968387632,1288.73482164603,NA,1347.27091012407,1361.42266693576,1253.27021632508,1250.94086672107,NA,0,"M"
2017-03-03,"Lahti","Finland","Estonia","Team Sprint",2017,25,"World Championship",86,12,38,1212.18829131219,1214.68714128976,NA,NA,NA,1213.74605029014,1210.95261846242,NA,NA,NA,0,"M"
2017-03-03,"Lahti","Finland","Finland","Team Sprint",2017,25,"World Championship",86,7,52,1500.43671513215,1502.05961205589,NA,NA,NA,1501.51782772239,1501.71415861436,NA,NA,NA,0,"M"
2017-03-03,"Lahti","Finland","France","Team Sprint",2017,25,"World Championship",86,5,60,1469.63988125937,1472.55257630859,1264.5952455095,1324.27176404021,NA,1468.22169865018,1466.31520908416,1258.34734765823,1308.81479761686,NA,0,"M"
2017-03-03,"Lahti","Finland","Germany","Team Sprint",2017,25,"World Championship",86,1,100,1784.7245774457,1782.35474960369,1399.99882160445,1380.18038425962,NA,1783.24593316966,1779.20998098671,1417.64567247582,1340.98912640672,NA,0,"M"
2017-03-03,"Lahti","Finland","Italy","Team Sprint",2017,25,"World Championship",86,6,55,1448.38144880024,1452.28294654648,1290.49347713177,1309.04339177152,NA,1447.66106788178,1452.84731485359,1288.81585544914,1287.04592396305,NA,0,"M"
2017-03-03,"Lahti","Finland","Japan","Team Sprint",2017,25,"World Championship",86,3,80,1568.59438468213,1571.02192106619,1293.89494855211,1284.16652799113,NA,1566.37284753135,1562.31775248245,1304.64766133192,1300,NA,0,"M"
2017-03-03,"Lahti","Finland","Norway","Team Sprint",2017,25,"World Championship",86,2,90,1548.00228184948,1541.64634621053,1495.5131779217,1417.41908092197,NA,1544.77973622437,1536.48386611755,1530.01550343729,1432.5837314845,NA,0,"M"
2017-03-03,"Lahti","Finland","Poland","Team Sprint",2017,25,"World Championship",86,10,43,1197.6443832278,1197.51635673844,NA,NA,NA,1196.9917028912,1189.15305138024,NA,NA,NA,0,"M"
2017-03-03,"Lahti","Finland","Russia","Team Sprint",2017,25,"World Championship",86,13,36,1231.30485507747,1234.87750921969,NA,NA,NA,1234.15764197767,1232.9099429981,NA,NA,NA,0,"M"
2017-03-03,"Lahti","Finland","Slovenia","Team Sprint",2017,25,"World Championship",86,11,40,1245.09460714244,1247.25193448631,NA,1273.88780078567,NA,1246.12737108304,1257.65512577707,NA,1300,NA,0,"M"
2017-03-03,"Lahti","Finland","USA","Team Sprint",2017,25,"World Championship",86,9,46,1360.02701124917,1366.46257285726,1273.25201941154,1298.17644322887,NA,1360.89420173757,1373.13925092463,1300,1300,NA,0,"M"
2017-03-03,"Lahti","Finland","Ukraine","Team Sprint",2017,25,"World Championship",86,14,34,1239.71713353185,1243.55609780331,NA,NA,NA,1243.71584600704,1249.60637625432,NA,NA,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Austria","Team Sprint",2018,9,"World Cup",1082,5,60,1451.89368260022,1450.17523521105,1374.91164207711,1360.26459685011,NA,1449.38279472035,1438.93605030452,1388.13134362013,1355.64108312583,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Czechia","Team Sprint",2018,9,"World Cup",1082,13,36,1244.36433772176,1245.33700511557,1260.27968387632,1288.73482164603,NA,1244.04984054913,1259.4749443282,1253.27021632508,1250.94086672107,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Estonia","Team Sprint",2018,9,"World Cup",1082,18,26,1206.37569014098,1179.31279927392,NA,1257.88780078567,NA,1210.86248904962,1177.9468930496,NA,1300,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Finland","Team Sprint",2018,9,"World Cup",1082,4,70,1442.81954304292,1443.42616537757,1486.02245172389,1434.71955508883,NA,1441.09084913546,1437.12594282448,1500.07093141441,1451.26292450774,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","France","Team Sprint",2018,9,"World Cup",1082,8,49,1485.79221298321,1481.97564187628,1371.19303088527,1347.03563485492,NA,1486.17941075555,1491.33877652443,1383.75650692385,1327.6206261099,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Germany","Team Sprint",2018,9,"World Cup",1082,1,100,1646.14810039111,1641.55125909868,1399.99882160445,1380.18038425962,NA,1642.77813615584,1637.59386384766,1417.64567247582,1340.98912640672,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Italy","Team Sprint",2018,9,"World Cup",1082,14,34,1290.869439432,1292.77671541763,1290.49347713177,1292.6099175002,NA,1293.22722044939,1295.8324597242,1288.81585544914,1293.52296198152,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Japan","Team Sprint",2018,9,"World Cup",1082,6,55,1410.14480438275,1410.60523631637,1293.89494855211,1284.16652799113,NA,1409.43010334769,1411.12656695133,1304.64766133192,1300,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Norway","Team Sprint",2018,9,"World Cup",1082,3,80,1483.13565800949,1475.52725208884,1397.5415422017,1350.72643288398,NA,1478.33128560389,1477.15559131145,1414.75475553141,1355.65394048989,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Poland","Team Sprint",2018,9,"World Cup",1082,11,40,1216.66001378732,1214.1971352742,NA,NA,NA,1213.65307537124,1216.15026807775,NA,NA,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","Russia","Team Sprint",2018,9,"World Cup",1082,17,28,1230.69910421166,1220.70221152381,NA,NA,NA,1235.71796678802,1222.26111028924,NA,NA,NA,0,"M"
2018-01-13,"Val Di Fiemme","Italy","USA","Team Sprint",2018,9,"World Cup",1082,9,46,1351.35994489152,1355.41813814167,1273.25201941154,1298.17644322887,NA,1349.56100755492,1365.9140845043,1300,1300,NA,0,"M"
